dataset,seed,task,epoch,group,phase,real_norm,weighted_FD_norm,cosine,weighted_ratio,total_norm,total_real_cosine
HK,1993,5,9,few,epoch2to10,0.049000470386174645,0.1569162391552484,-0.2813687887030143,3.202341486083405,0.1506548377010325,0.03218707292262853
HK,1993,5,10,main,epoch2to10,0.023502561608141005,0.14896282622301993,-0.4163204131148547,6.33815278124496,0.14080913253128602,-0.273517086934867
HK,1993,5,10,few,epoch2to10,0.08068505853989417,0.15556593298491836,-0.2544353627654112,1.9280637059710362,0.15596015833474286,0.2635518223744986
HK,1993,6,1,main,epoch1,3.0931339667572475,0.0,,0.0,3.0931339667572475,1.0
HK,1993,6,1,few,epoch1,4.81827696352985,0.0,,0.0,4.81827696352985,1.0
HK,1993,6,2,main,epoch2to10,0.0011191012969799152,0.10809980598203922,0.3795173664045056,96.5951931909693,0.10852946323170627,0.3883263928261011
HK,1993,6,2,few,epoch2to10,0.007870118985731632,0.14098588041577184,-0.3349971873311609,17.914072286756582,0.1385479981915901,-0.2840874997885641
HK,1993,6,3,main,epoch2to10,0.04631689905722945,0.07097375588196793,0.4093977174950111,1.5323512006767186,0.09936872007778356,0.7585223263251722
HK,1993,6,3,few,epoch2to10,0.0624299071071264,0.08444651202256298,0.24996202078055405,1.352661183327684,0.11689439761064344,0.7146478326395796
HK,1993,6,4,main,epoch2to10,0.10216931317933883,0.03910921390786479,-0.354361583957254,0.38278826284381484,0.09558352579050389,0.9239093186955691
HK,1993,6,4,few,epoch2to10,0.14553370456157771,0.04796840556348088,-0.3280077628364984,0.32960341185559977,0.13748225247569276,0.9441196432886161
HK,1993,6,5,main,epoch2to10,0.004695113658741894,0.02289015876677012,0.339584384246472,4.875315153265913,0.024879610459602956,0.5011434623988275
HK,1993,6,5,few,epoch2to10,0.01733766352421055,0.031129676612072086,0.2677442498032789,1.795494333397472,0.039479906001021296,0.6502663768921929
HK,1993,6,6,main,epoch2to10,0.014334224670450632,0.01503035630705726,0.3672184560216021,1.0485643034493293,0.02428198801037541,0.8176286430295375
HK,1993,6,6,few,epoch2to10,0.03261622345585827,0.023501392514626473,0.4320350564713557,0.720543031183009,0.04773328261056635,0.896013149713756
HK,1993,6,7,main,epoch2to10,0.00632068052798455,0.008776581881797224,-0.21974166502245832,1.3885501478739946,0.009622863747830506,0.45642336077580803
HK,1993,6,7,few,epoch2to10,0.022908280850025123,0.01448049416137948,-0.3761741617721001,0.6321074137417693,0.02202050473706274,0.7929469966886644
HK,1993,6,8,main,epoch2to10,0.0001910729674989297,0.006753165552016647,0.03946154324928488,35.34338551608288,0.00676340092334461,0.06765284317540399
HK,1993,6,8,few,epoch2to10,0.0017573548235801355,0.012472445067482161,-0.1255108896682982,7.097283314745126,0.012375304367161442,0.015508882943579242
HK,1993,6,9,main,epoch2to10,0.010879539846894834,0.00573191518411743,-0.3464005940223421,0.5268527221538138,0.010393062178064356,0.8557632841841928
HK,1993,6,9,few,epoch2to10,0.027411567482072713,0.013388333757883022,-0.31816415767640926,0.488419123300375,0.02640287988446417,0.8768694797921692
HK,1993,6,10,main,epoch2to10,0.0002576330558256976,0.0057435893167495575,-0.36036165782981605,22.29368160208215,0.005655856346887647,-0.3203999891632664
HK,1993,6,10,few,epoch2to10,0.003844970585452519,0.009458510606860985,-0.5726172105483159,2.4599695619642308,0.007911869911598562,-0.19857952566771098
HK,1993,7,1,main,epoch1,2.8361438562350774,0.0,,0.0,2.8361438562350774,1.0
HK,1993,7,1,few,epoch1,5.2471063588210605,0.0,,0.0,5.2471063588210605,1.0
HK,1993,7,2,main,epoch2to10,0.1174798226008935,0.2436395524149274,0.18791560834518217,2.0738842383396174,0.28968785991985235,0.5635841880120983
HK,1993,7,2,few,epoch2to10,0.06443617797336973,0.39853269148488996,0.0909174282815767,6.18492132866099,0.40945064709764006,0.2458653957025122
HK,1993,7,3,main,epoch2to10,0.055065575084388606,0.2862681645567853,-0.11586118590825442,5.198677469872532,0.28518225593183805,0.07678670602947356
HK,1993,7,3,few,epoch2to10,0.05588448232613917,0.49128049107677674,-0.2335104581106845,8.791000124322299,0.4813081732202043,-0.12223904242557594
HK,1993,7,4,main,epoch2to10,0.02072405119269196,0.17382449307802983,-0.15319091563053555,8.387573040705794,0.1718742179869409,-0.034352342835932075
HK,1993,7,4,few,epoch2to10,0.017104431942352945,0.31920163853135397,-0.045535796596811,18.661925728206526,0.3188808842584141,0.008057337970557975
HK,1993,7,5,main,epoch2to10,0.03448000150125522,0.1173830657848092,-0.1720908208168793,3.404381110033767,0.11651019172638043,0.12255969326597967
HK,1993,7,5,few,epoch2to10,0.07046892044682933,0.22051398169629494,-0.20447385728962283,3.129237404206846,0.21734187360493548,0.11677260162589437
HK,1993,7,6,main,epoch2to10,0.07445631173020814,0.08035113453234635,-0.19691057618120847,1.0791715660520234,0.09820363234748525,0.597068785858729
HK,1993,7,6,few,epoch2to10,0.12757274561829518,0.1416570470875888,-0.1973628141808356,1.11040211920683,0.17090409375335536,0.5828702517817
HK,1993,7,7,main,epoch2to10,0.0003167187724624797,0.06307744010444616,-0.24976181797969532,199.15914555370625,0.06299908231808503,-0.2450451145237982
HK,1993,7,7,few,epoch2to10,0.002631320791971254,0.1154279634357362,-0.23493397267990365,43.86692940972178,0.11483826252885802,-0.21322709589222147
HK,1993,7,8,main,epoch2to10,0.010858421566662094,0.053048326112094576,-0.2047706295320145,4.8854546479357,0.05192423153453522,-8.315129186348115e-05
HK,1993,7,8,few,epoch2to10,0.0333340765586615,0.09101554277039872,-0.21780093804894368,2.730405403918391,0.08985214992790636,0.15036708611953548
HK,1993,7,9,main,epoch2to10,0.0013163371500874506,0.04407291778051713,-0.2734634532956445,33.481481380047015,0.04373128124919022,-0.24549921329338084
HK,1993,7,9,few,epoch2to10,0.005331160291503372,0.0831887773130687,-0.3395855239616053,15.604253626673398,0.08153273290406787,-0.281096234895579
HK,1993,7,10,main,epoch2to10,0.014743413768744105,0.04033345069877652,0.24638782749376262,2.735692786719657,0.0462297079199936,0.5338793207271869
HK,1993,7,10,few,epoch2to10,0.028325783321448784,0.07770828416830072,0.20692229283259525,2.7433763538485674,0.08804465128176588,0.5043504518125886
HK,1993,8,1,main,epoch1,4.196582885277158,0.0,,0.0,4.196582885277158,1.0
HK,1993,8,1,few,epoch1,7.779472337904123,0.0,,0.0,7.779472337904123,1.0
HK,1993,8,2,main,epoch2to10,1.0676772798486437e-15,0.3179047713892048,-0.4806085723703411,297753616555624.06,0.3179047713892043,-0.48060857237033855
HK,1993,8,2,few,epoch2to10,1.2908150138586985e-08,0.4782091608541183,-0.29338300504895537,37047071.479637004,0.47820915706708655,-0.2933829803796256
HK,1993,8,3,main,epoch2to10,2.6399137521427526e-11,0.23709482621626876,-0.5117105361175742,8981158040.630106,0.23709482620276004,-0.5117105360353853
HK,1993,8,3,few,epoch2to10,2.1447922411725743e-07,0.41359866265154227,-0.5671294788943759,1928385.67163701,0.4135985410140894,-0.5671291271159618
HK,1993,8,4,main,epoch2to10,3.2446326616282723e-07,0.10495186275324565,-0.5377017458599471,323463.0039770883,0.1049516882891375,-0.5376995481477008
HK,1993,8,4,few,epoch2to10,2.9687890108301606e-05,0.21679234494379646,-0.615381479178601,7302.383030688157,0.2167740768291356,-0.615296385836462
HK,1993,8,5,main,epoch2to10,1.673440638910647e-12,0.06049179667758365,-0.33577306709174687,36148158035.03001,0.06049179667702175,-0.3357730670672019
HK,1993,8,5,few,epoch2to10,2.5279266977115544e-07,0.09312617422992028,-0.4000730518958537,368389.53563892585,0.09312607309467358,-0.40007077185573264
HK,1993,8,6,main,epoch2to10,2.141274551591906e-11,0.03457431694351692,-0.369186542484856,1614660619.6675265,0.034574316935611624,-0.369186541949944
HK,1993,8,6,few,epoch2to10,1.914835711233954e-07,0.046315036109477584,-0.023859349689888065,241874.72501038408,0.04631503154119971,-0.023855217671219054
HK,1993,8,7,main,epoch2to10,8.571546273851296e-05,0.02017667573935254,-0.3030884338585849,235.39131791079888,0.020150861931193146,-0.29922301131152346
HK,1993,8,7,few,epoch2to10,0.005522582884793709,0.025229909941332215,-0.5340185795379111,4.568498195075013,0.022764733706489394,-0.34925327422914243
HK,1993,8,8,main,epoch2to10,8.881145059931866e-08,0.013301808238240056,-0.39800750047601935,149775.8244964654,0.013301772890866105,-0.3980018814558137
HK,1993,8,8,few,epoch2to10,7.847402864833075e-05,0.01754723086984426,-0.326242364577439,223.60558228097946,0.017521786343359484,-0.3222374677714134
HK,1993,8,9,main,epoch2to10,1.0916816462035933e-10,0.009866490364217391,-0.17924435949608325,90378824.25273767,0.009866490344649613,-0.179244348787032
HK,1993,8,9,few,epoch2to10,1.0405860268268009e-06,0.012502903480486768,0.10384392895055942,12015.25213500469,0.01250301158186359,0.10392625794372981
HK,1993,8,10,main,epoch2to10,3.9761852344764313e-10,0.008366368769849232,-0.19950414437661107,21041194.70417701,0.008366368690522699,-0.19950409874240996
HK,1993,8,10,few,epoch2to10,1.004528933267557e-06,0.009683609074645666,-0.14668419323777904,9639.950382660038,0.009683461777111624,-0.14658268793565205
HK,1993,9,1,main,epoch1,4.324265418547431,0.0,,0.0,4.324265418547431,1.0
HK,1993,9,1,few,epoch1,8.782013227698307,0.0,,0.0,8.782013227698307,1.0
HK,1993,9,2,main,epoch2to10,1.4257318189104368e-07,0.2832816887396453,-0.3340568936695341,1986921.2777767207,0.28328164111212295,-0.33405644654250105
HK,1993,9,2,few,epoch2to10,0.00022744792532573865,0.4194246642020346,-0.3424545470534741,1844.0469993355941,0.41934682807429885,-0.34197572480893806
HK,1993,9,3,main,epoch2to10,2.0095909662182187e-14,0.25729997329919924,-0.349661267818194,12803599221159.088,0.2572999732991922,-0.3496612678181255
HK,1993,9,3,few,epoch2to10,7.167011893881495e-08,0.44482006423485326,-0.30484959163541914,6206492.619533642,0.444820042386252,-0.3048494454873692
HK,1993,9,4,main,epoch2to10,2.7987454059046287e-11,0.1591999056219216,0.0752137801961466,5688259649.700576,0.15919990562402664,0.07521378037095278
HK,1993,9,4,few,epoch2to10,1.5430485924533644e-06,0.2792144093356146,0.17664442510335693,180949.8486963905,0.2792146819106768,0.17664977904720067
HK,1993,9,5,main,epoch2to10,1.398971282008411e-17,0.10965676506533616,-0.0808457084183305,7838385710670854.0,0.10965676506533616,-0.08084570841833037
HK,1993,9,5,few,epoch2to10,1.773943328336317e-08,0.19042095764163347,-0.1782858351503546,10734331.50878719,0.19042095447894458,-0.17828574495245228
HK,1993,9,6,main,epoch2to10,7.79449123810702e-20,0.07659279877939881,-0.019847533033723826,9.826529588607278e+17,0.07659279877939881,-0.019847533033723826
HK,1993,9,6,few,epoch2to10,4.321922582352168e-10,0.13645612566452806,-0.05569111984167315,315730148.0172813,0.13645612564045878,-0.05569111668423473
HK,1993,9,7,main,epoch2to10,8.196305669913439e-13,0.05206074920930694,-0.09029131362381923,63517334889.55733,0.05206074920923293,-0.09029131360820385
HK,1993,9,7,few,epoch2to10,1.4337959829592243e-06,0.10827986978195377,-0.05944912925717853,75519.71903176488,0.10827978455349035,-0.059435934465270575
HK,1993,9,8,main,epoch2to10,1.51751172536892e-18,0.042835112377014664,-0.049329174976561405,2.822720356022362e+16,0.042835112377014664,-0.04932917497656137
HK,1993,9,8,few,epoch2to10,1.1223186013206535e-09,0.0891501897444533,0.01049039243351067,79433941.16389818,0.08915018975622686,0.01049040502120224
HK,1993,9,9,main,epoch2to10,4.424813998029362e-15,0.03576342076224594,0.01867563692547641,8082468727086.281,0.03576342076224602,0.018675636925600092
HK,1993,9,9,few,epoch2to10,1.0951483891442943e-07,0.08211885134660701,-0.11227228712936285,749842.2328938587,0.08211883905119768,-0.11227097032549134
HK,1993,9,10,main,epoch2to10,2.480102384617434e-08,0.03318006981627867,-0.1547765940310715,1337850.8089857278,0.03318006597766972,-0.15477586446962205
HK,1993,9,10,few,epoch2to10,0.00018557127900234243,0.08028068063993331,-0.1707388201338214,432.6137162578911,0.08024920472515076,-0.16849335092242046
HK,1993,10,1,main,epoch1,3.5066997596039373,0.0,,0.0,3.5066997596039373,1.0
HK,1993,10,1,few,epoch1,7.508280419894946,0.0,,0.0,7.508280419894946,1.0
HK,1993,10,2,main,epoch2to10,6.122476384357226e-08,0.14194954996907413,-0.2602830659350936,2318498.938301366,0.1419495340333172,-0.26028266384179644
HK,1993,10,2,few,epoch2to10,0.00013057430757066493,0.16210282832824907,-0.3027294481451867,1241.4603710651222,0.16206334742129133,-0.30199749810045073
HK,1993,10,3,main,epoch2to10,4.929667130521865e-09,0.19738252399803566,-0.2575005889218975,40039726.57219562,0.19738252272864354,-0.25750056560272083
HK,1993,10,3,few,epoch2to10,1.1716499834310911e-05,0.25181948358353407,-0.032390368385822335,21492.722839128044,0.2518191043540717,-0.03234388971819962
HK,1993,10,4,main,epoch2to10,1.791228908722351e-08,0.17594941408950965,-0.10891860401219437,9822832.427096711,0.17594941213852902,-0.10891850341628567
HK,1993,10,4,few,epoch2to10,9.40570009086e-05,0.2557424084992593,0.06621489007199315,2719.015129429624,0.2557486536931341,0.06658104439863552
HK,1993,10,5,main,epoch2to10,0.03136878126044849,0.14448501850903311,-0.03768807763100139,4.606013134823567,0.14669114572845268,0.17672108659067612
HK,1993,10,5,few,epoch2to10,0.05496886506360455,0.23201274269900912,0.07376314439125721,4.220802856863551,0.24234884372240573,0.29743428273373246
HK,1993,10,6,main,epoch2to10,7.650926875053718e-07,0.11819235941838847,-0.07647740898790506,154481.09928192018,0.11819230090854395,-0.07647097356021351
HK,1993,10,6,few,epoch2to10,0.0003696377937122379,0.19747044544750317,0.052770803152835666,534.2268804938096,0.19749029648879063,0.054637174538535616
HK,1993,10,7,main,epoch2to10,0.0003545502000361573,0.09779923869917212,-0.08877914911704898,275.84031454276004,0.09776839984483258,-0.08518072310878345
HK,1993,10,7,few,epoch2to10,0.006235995878686107,0.17216861062984143,0.05172297444424997,27.60883970727006,0.1726035402981931,0.08772165681096357
HK,1993,10,8,main,epoch2to10,5.717844209392909e-05,0.08474014319198678,-0.10127066025777103,1482.0295917258657,0.08473437178745381,-0.10060276165945226
HK,1993,10,8,few,epoch2to10,0.0009567143346298812,0.1498106937158457,0.03462499070571393,156.58874158481396,0.14984687043585293,0.04100124476598732
HK,1993,10,9,main,epoch2to10,2.7905222011125654e-05,0.07953198670204693,-0.12548490509723023,2850.075397011283,0.07952848983655947,-0.12513953932662725
HK,1993,10,9,few,epoch2to10,0.0011367999860601393,0.14252916456540027,0.01379481711953232,125.37752138735524,0.14254937858786956,0.021767641333678978
HK,1993,10,10,main,epoch2to10,1.2198950402359742e-08,0.07402889631745409,-0.12546788703392392,6068464.406834057,0.07402889478687855,-0.12546772484168323
HK,1993,10,10,few,epoch2to10,4.292281565897993e-05,0.1378670821981319,0.0017323032048438625,3211.976662795852,0.13786716323512158,0.0020436367687697537
HK,1993,11,1,main,epoch1,4.758513555920569,0.0,,0.0,4.758513555920569,1.0
HK,1993,11,1,few,epoch1,10.179545238633548,0.0,,0.0,10.179545238633548,1.0
HK,1993,11,2,main,epoch2to10,0.0013178404543099957,0.26859592347037264,-0.007495888572636212,203.81520584827246,0.2685892779326342,-0.002589547373006782
HK,1993,11,2,few,epoch2to10,0.0173961075271942,0.4572086344751871,-0.16796679210960933,26.282237779943745,0.45461023047543814,-0.13066085219485
HK,1993,11,3,main,epoch2to10,7.547773436230103e-05,0.12934237139319074,0.059826656992870215,1713.649362768811,0.12934690891663755,0.060408087737009
HK,1993,11,3,few,epoch2to10,0.00526172791859744,0.20138842245809727,0.03689109109732408,38.27419919344273,0.20165109930337963,0.06293626268980519
HK,1993,11,4,main,epoch2to10,9.075055697118116e-06,0.04784520021266684,0.019323209048697408,5272.166013026301,0.04784537643219792,0.01951281254326153
HK,1993,11,4,few,epoch2to10,0.0012970365706920825,0.09758762651685826,-0.022231961343849097,75.2389167136488,0.09756740820825209,-0.008942820002006534
HK,1993,11,5,main,epoch2to10,0.0007810474546744466,0.02118606778160899,0.1769570560192347,27.125199185803236,0.021338131004497003,0.21229936384668466
HK,1993,11,5,few,epoch2to10,0.01510662940091435,0.051285928095627764,0.20232537465710138,3.3949285929079327,0.056320181810166396,0.45246789336357274
HK,1993,11,6,main,epoch2to10,0.00037013329730720953,0.012601468160799488,0.11566310789129805,34.04575663005079,0.01264962274190876,0.14448322341846648
HK,1993,11,6,few,epoch2to10,0.004632516844159458,0.027062495152948337,0.08569608501576666,5.841855747824844,0.027844673782088894,0.24965876001739895
HK,1993,11,7,main,epoch2to10,1.1283130762966412e-05,0.008971529442329883,-0.09117534230603706,795.1276672053039,0.008970507736011962,-0.0899279239135673
HK,1993,11,7,few,epoch2to10,0.0010642442252460295,0.016977500113077193,-0.03667034115616867,15.952635410497411,0.016971829343679357,0.026023918528563603
HK,1993,11,8,main,epoch2to10,3.206843814354644e-05,0.007842919888150397,-0.11203528440899858,244.56819047574143,0.007839391859388223,-0.10799502529121481
HK,1993,11,8,few,epoch2to10,0.0016198759866888697,0.012722320516781927,-0.06478362629377381,7.853885495757712,0.012720504717159922,0.06255081432945746
HK,1993,11,9,main,epoch2to10,0.00011429639340430965,0.00721921551218903,0.0653027489931963,63.162233708039494,0.007227579320230361,0.08104110463168326
HK,1993,11,9,few,epoch2to10,0.0017619872241266584,0.010812749680279765,-0.0035908453338832766,6.136678820494389,0.01094912460343355,0.15737882020727118
HK,1993,11,10,main,epoch2to10,0.0036077511863412998,0.008672366015828336,-0.18805589980821372,2.4038148885270476,0.008744033005188058,0.22608121339382023
HK,1993,11,10,few,epoch2to10,0.013688930396133734,0.013481821382492763,-0.1998862879635292,0.9848703289703726,0.017186262213611102,0.6397027479478848
HK,1994,4,1,main,epoch1,2.0562601409756645,0.0,,0.0,2.0562601409756645,1.0
HK,1994,4,1,few,epoch1,3.2053615971262936,0.0,,0.0,3.2053615971262936,1.0
HK,1994,4,2,main,epoch2to10,1.992307396724628,0.0342165588080947,-0.1902129016548083,0.017174337084903187,1.986083066176356,0.9998569544284948
HK,1994,4,2,few,epoch2to10,3.1322915606083925,0.005351177598436114,-0.3661140489997265,0.0017083906446425257,3.130336380048633,0.9999987347245665
HK,1994,4,3,main,epoch2to10,1.9166308784371955,0.07755478094866343,-0.1528613288433112,0.040464119524099985,1.9063170942311953,0.9991914552554615
HK,1994,4,3,few,epoch2to10,3.07302776088038,0.012338969455413637,-0.30086983334884415,0.004015248287857541,3.0693378939484814,0.999992650938858
HK,1994,4,4,main,epoch2to10,1.9339715832877349,0.09391186874521248,-0.09045097242788024,0.04855907375100265,1.9277472839666585,0.9988223972362309
HK,1994,4,4,few,epoch2to10,3.150616343816239,0.01764073283200964,-0.2881417454793773,0.005599137091583165,3.1455786712182707,0.9999855800930374
HK,1994,4,5,main,epoch2to10,1.8975829953015637,0.11248593607754807,-0.05685216669044378,0.059278532931663325,1.8945194537882801,0.9982414919687069
HK,1994,4,5,few,epoch2to10,3.101113354410969,0.022339243391359818,-0.20393109371433177,0.0072036203899431385,3.09663491604453,0.9999750606793485
HK,1994,4,6,main,epoch2to10,0.36036888382625526,0.12706557661880521,0.0998604388375284,0.35259863523640783,0.39389936284561194,0.9470888842609577
HK,1994,4,6,few,epoch2to10,0.7278001493920324,0.022217882481178324,-0.14935012946182918,0.030527449739791924,0.7248149110946348,0.9995405650153759
HK,1994,4,7,main,epoch2to10,0.3160818107035362,0.12241576604850661,0.18855702363913635,0.3872913970469642,0.3598404568377387,0.9425403863053823
HK,1994,4,7,few,epoch2to10,0.5377948505816114,0.02511385447182575,0.021172818108223936,0.046697833652861793,0.5389118030477202,0.9989140683316438
HK,1994,4,8,main,epoch2to10,0.2533940553010106,0.10595872355870424,0.1495987407380605,0.4181578902189883,0.28891009758754277,0.9319347062074246
HK,1994,4,8,few,epoch2to10,0.48108819949270226,0.02285270623952141,0.03963002258416876,0.04750211346613599,0.48253445480115925,0.9988796612579756
HK,1994,4,9,main,epoch2to10,0.20058432010445382,0.1133538203226648,0.169217737414189,0.565118052416241,0.24653228003590602,0.8914280802282851
HK,1994,4,9,few,epoch2to10,0.4134824020932819,0.02847943294628922,0.013067686004819758,0.06887701339188854,0.41483314525350634,0.9976410205305823
HK,1994,4,10,main,epoch2to10,0.1477473852467495,0.11404489591294807,0.1192114518023882,0.7718911283775637,0.19711142726383743,0.8185362213588143
HK,1994,4,10,few,epoch2to10,0.3334807251569628,0.0260005939987671,0.03198922803574565,0.07796730676571827,0.3353209846443637,0.9969923726724733
HK,1994,5,1,main,epoch1,2.171551786193569,0.0,,0.0,2.171551786193569,1.0
HK,1994,5,1,few,epoch1,4.066807079047411,0.0,,0.0,4.066807079047411,1.0
HK,1994,5,2,main,epoch2to10,0.058926809153702124,0.18449171853634228,0.4432346028906748,3.1308621862609614,0.21713318577268786,0.6479890315019452
HK,1994,5,2,few,epoch2to10,0.10097509963966964,0.14485035629505844,0.24816372843467063,1.4345156064411717,0.1960536161483868,0.6983890775027076
HK,1994,5,3,main,epoch2to10,4.855146777070508e-12,0.1000742663325327,-0.49319024304052494,20611996079.120678,0.1000742663301382,-0.4931902430038102
HK,1994,5,3,few,epoch2to10,1.0331836000791412e-06,0.133793160432665,-0.6409246664588523,129496.01641220064,0.13379249824216127,-0.6409201163579099
HK,1994,5,4,main,epoch2to10,3.6181809687765575e-08,0.04929733704730503,0.3292746959888373,1362489.5347336456,0.04929734896107126,0.32927535036292865
HK,1994,5,4,few,epoch2to10,6.751701031701552e-05,0.08497084520012313,0.4565200307674264,1258.5101858206674,0.08500168929378714,0.4571486778469432
HK,1994,5,5,main,epoch2to10,5.761124911469428e-12,0.0381933472318905,0.20946864053693004,6629494728.686404,0.03819334723309727,0.20946864068115265
HK,1994,5,5,few,epoch2to10,8.962948360764449e-07,0.059701343826869036,-0.5958398687395723,66609.04584501825,0.059700809783011004,-0.5958301856177535
HK,1994,5,6,main,epoch2to10,2.077442702771832e-11,0.03837823085187024,0.31118761827428343,1847378548.6677446,0.038378230858334986,0.31118761876317197
HK,1994,5,6,few,epoch2to10,2.561776771684668e-06,0.04647562510367607,-0.5732896410957385,18141.94960988459,0.04647415651099056,-0.5732526345543141
HK,1994,5,7,main,epoch2to10,1.1978432187875138e-11,0.02998065425179074,0.40251324331342064,2502886336.171598,0.029980654256612217,0.4025132436482273
