dataset,seed,task,group,phase,n,real_norm_null,real_norm_median,real_norm_min,real_norm_max,weighted_FD_norm_null,weighted_FD_norm_median,weighted_FD_norm_min,weighted_FD_norm_max,weighted_ratio_null,weighted_ratio_median,weighted_ratio_min,weighted_ratio_max,cosine_null,cosine_median,cosine_min,cosine_max,total_norm_null,total_norm_median,total_norm_min,total_norm_max,total_real_cosine_null,total_real_cosine_median,total_real_cosine_min,total_real_cosine_max,FD_dominant_count,opposed_count,total_against_real_count,real_zero_count,FD_zero_count
HK,1994,11,main,epoch1,1,0,2.2252651339313956,2.2252651339313956,2.2252651339313956,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,,,,0,2.2252651339313956,2.2252651339313956,2.2252651339313956,0,1.0,1.0,1.0,0,0,0,0,1
HK,1994,11,few,epoch1,1,0,6.682700480310706,6.682700480310706,6.682700480310706,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,,,,0,6.682700480310706,6.682700480310706,6.682700480310706,0,1.0,1.0,1.0,0,0,0,0,1
HK,1994,11,main,epoch2to10,9,0,0.0015085647553927059,2.758644948262415e-05,0.06740264243222548,0,0.0041855197006116915,0.001956544788146325,0.07666824749264059,0,2.1273963253495154,0.056158126605404014,151.72375492714352,0,0.12130363683629904,-0.34774032767581653,0.23337533431807836,0,0.00792799596450016,0.0020925094932356877,0.07658984322842245,0,0.362792179568542,-0.04215102125933429,0.9984708035213927,5,4,2,0,0
HK,1994,11,few,epoch2to10,9,0,0.01910265031669671,0.0009914096548133207,0.2297584168945261,0,0.008556873460834731,0.004206332339392707,0.15313028726717978,0,0.4890515314534737,0.04166797253934167,8.631016875103928,0,0.06064382010800705,-0.18798811740645174,0.21702040235229486,0,0.024608266216494597,0.00867363269273927,0.24740574347330138,0,0.8839518743506097,0.10604966850081593,0.999148589803584,4,3,0,0,0
HK,1995,4,main,epoch1,1,0,2.1705888168406546,2.1705888168406546,2.1705888168406546,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,,,,0,2.1705888168406546,2.1705888168406546,2.1705888168406546,0,1.0,1.0,1.0,0,0,0,0,1
HK,1995,4,few,epoch1,1,0,3.926521986971655,3.926521986971655,3.926521986971655,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,,,,0,3.926521986971655,3.926521986971655,3.926521986971655,0,1.0,1.0,1.0,0,0,0,0,1
HK,1995,4,main,epoch2to10,9,0,8.637237060962839e-08,7.19624442469774e-13,2.7277973996250463e-06,0,0.039495869416096924,0.024707401569607844,0.31004112138818196,0,1343927.2463466697,19222.588691770678,73977996143.57648,0,-0.14440680714235826,-0.31399142542786973,0.4637858519140471,0,0.03949586651561943,0.0247075259553317,0.3100405481714366,0,-0.14440680712912263,-0.31399121460277574,0.46382668274542255,9,6,6,0,0
HK,1995,4,few,epoch2to10,9,0,0.0006119021742910233,1.4476808514142487e-06,0.0024137465671744815,0,0.01889358242671427,0.005974034359896072,0.1359439582163506,0,144.896618644432,14.396844876913015,34515.31209535765,0,-0.022802234107905606,-0.3566759847090518,0.14407312551550153,0,0.01889362327396493,0.00596913891539673,0.13561215260526535,0,0.004741248816437568,-0.3506303143673894,0.1568349408390612,9,5,4,0,0
HK,1995,5,main,epoch1,1,0,2.607453151935371,2.607453151935371,2.607453151935371,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,,,,0,2.607453151935371,2.607453151935371,2.607453151935371,0,1.0,1.0,1.0,0,0,0,0,1
HK,1995,5,few,epoch1,1,0,5.684665463315495,5.684665463315495,5.684665463315495,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,,,,0,5.684665463315495,5.684665463315495,5.684665463315495,0,1.0,1.0,1.0,0,0,0,0,1
HK,1995,5,main,epoch2to10,9,0,0.0017956989984081167,3.2994903217416776e-07,0.030076539951878634,0,0.04150193711911457,0.020941303826808085,0.26329963030770454,0,20.31040396828061,4.522759341853858,533154.5863518078,0,-0.007345404328999491,-0.15653664178054275,0.2165516415360045,0,0.041496729709571266,0.02094129451922031,0.2675605002694761,0,0.04211316924567645,-0.1537563594964679,0.40906898199573305,9,5,2,0,0
HK,1995,5,few,epoch2to10,9,0,0.005083118467306994,0.0005584805999408843,0.09066679145909796,0,0.017674059257338438,0.00773735065599194,0.4031805805394779,0,2.7222321594742014,0.6682893340809989,312.321703785452,0,-0.1688522754454201,-0.30496249725904345,0.45870245664244463,0,0.03650865096889864,0.008238935725508273,0.4520075955302587,0,0.4025873871867639,-0.28481910254638737,0.8906667860678715,8,6,3,0,0
HK,1995,6,main,epoch1,1,0,2.415107453748972,2.415107453748972,2.415107453748972,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,,,,0,2.415107453748972,2.415107453748972,2.415107453748972,0,1.0,1.0,1.0,0,0,0,0,1
HK,1995,6,few,epoch1,1,0,5.4702310997448285,5.4702310997448285,5.4702310997448285,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,,,,0,5.4702310997448285,5.4702310997448285,5.4702310997448285,0,1.0,1.0,1.0,0,0,0,0,1
HK,1995,6,main,epoch2to10,9,0,2.2944059537524835,1.785629859528366,2.405569598937843,0,0.3804043312958594,0.08152606271754555,0.5076860494161415,0,0.16141725343403202,0.03553253624721915,0.26605802901759146,0,-0.28313259376619276,-0.33500264421093984,-0.22877133164310579,0,2.2532990369489285,1.7395499191862014,2.321074797310066,0,0.9869936510906593,0.9640108002630261,0.9994264754751799,0,9,0,0,0
HK,1995,6,few,epoch2to10,9,0,4.317019582900183,3.2436480168337884,4.963450232667249,0,0.16444265367210276,0.04049605063190103,0.2167371417573507,0,0.03809170899373818,0.00815885094714435,0.06317400230627974,0,-0.1994799845200448,-0.4231280848537528,-0.10517248724873723,0,4.287245843574252,3.2285340918007406,4.946451307808731,0,0.9992934208129085,0.9980060876728243,0.9999724870455544,0,9,0,0,0
HK,1995,7,main,epoch1,1,0,2.527205418309556,2.527205418309556,2.527205418309556,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,,,,0,2.527205418309556,2.527205418309556,2.527205418309556,0,1.0,1.0,1.0,0,0,0,0,1
