dataset,seed,task,epoch,main_CE,sum_CE,pool_weighted_few,assignment,pull,weighted_FD,total
HK,1993,6,10,0.009266106855648104,0.00371427806749125,1.4268858130597995e-17,1.2747066079424416e-14,-0.03333839457482099,0.0012621485666386434,-0.027749450993724167
HK,1993,7,1,17.129408199340105,34.709602462127805,1.7407845695824807e-13,0.4737500175833702,-0.03193671964108944,0.027834272987092845,17.749318428337574
HK,1993,7,2,0.10101631144061685,0.09222478064475581,4.1916253750475816e-15,0.4737500175833702,-0.032309656590223314,0.1365104061551392,0.6423644796013832
HK,1993,7,3,0.04564960743300617,0.02345020551001653,2.410920648489479e-16,0.4737500175833702,-0.03295524641871453,0.12987021706067026,0.5936982557177544
HK,1993,7,4,0.02259142673574388,0.016107583041957696,4.827740006058773e-16,0.4737500175833702,-0.03329958282411098,0.08160627097822726,0.5349563620984554
HK,1993,7,5,0.01353033201303333,0.010703535874199588,4.323544812275149e-16,0.4737500175833702,-0.03361694701015949,0.05272417620290071,0.5009352080523968
HK,1993,7,6,0.017186297958687646,0.01826039032778226,3.7023480421279297e-16,1.0220243502135295e-12,-0.033752357587218285,0.03702771064126864,0.015090916072949767
HK,1993,7,7,0.007907858496764675,0.0032244224792066234,6.299228808934521e-17,7.196646026117117e-14,-0.03393510058522225,0.02824840572429821,-0.0019759349524974823
HK,1993,7,8,0.005761717373388819,0.0013753906398505933,5.737321902529305e-16,7.879556673011212e-13,-0.03412586338818073,0.023108957975637168,-0.008637869730591774
HK,1993,7,9,0.010558648180449381,0.005577918938797666,9.071619179377022e-17,1.357963229376075e-13,-0.034266655892133714,0.02030017858487554,-0.008587621385231614
HK,1993,7,10,0.011765275616198778,0.003162091419653734,2.3792172419758194e-16,2.4157635800772e-13,-0.03425096645951271,0.018933073297375813,-0.010342104593291879
HK,1993,8,1,7.571986373916767,14.744074602744403,2.736909232614476e-14,4.739285873515265,-0.02822960955756051,0.08053511769893314,12.230278666530337
HK,1993,8,2,0.00848935811851849,0.021200559082942178,2.0033188279279893e-20,4.739285873515265,-0.028993312375886097,0.17814449300723417,4.898333383458001
HK,1993,8,3,0.00042063843543606517,0.00011291619319964141,7.883722784924773e-20,4.739285873515265,-0.029821953390325815,0.10270038918991173,4.812342039176396
HK,1993,8,4,9.480770827633275e-05,7.97967067004254e-06,1.4064069638424157e-18,4.739285873515265,-0.030285220273903433,0.04123181736628924,4.75026665947267
HK,1993,8,5,0.0013936998967457117,0.0015907362030349909,-1.888218563310671e-21,4.739285873515265,-0.03099238957677569,0.016316461884084026,4.725604905613831
HK,1993,8,6,0.0001394667582356338,1.7656749012408466e-06,6.055345831113078e-19,3.440123756716764e-12,-0.031480193563870024,0.0067814044554584795,-0.024651712338839258
HK,1993,8,7,7.242035585721039e-05,1.145448342208612e-06,6.198776525454029e-17,5.0736069944831025e-12,-0.03184389280421392,0.0032144103689850977,-0.028604960734290735
HK,1993,8,8,4.7798467666433046e-06,1.720725828491254e-08,1.3062919939663252e-17,2.838355184970115e-12,-0.03214409202337265,0.002886666240686152,-0.02925582722361599
HK,1993,8,9,1.6881986918309317e-05,5.413171626817663e-07,3.229798571059616e-19,1.3997789259549957e-12,-0.032225685885974346,0.002160134203482552,-0.03005974513611623
HK,1993,8,10,1.0576138733168047e-05,4.82511246196233e-08,9.024395119320122e-19,8.371565099604953e-13,-0.032346933015755246,0.0020389418412898003,-0.030304449876504286
HK,1993,9,1,12.26264726720571,22.334339945605308,1.371086135675361e-12,5.898182015527379,-0.029162610389969566,0.05362487701032395,17.454973516139116
HK,1993,9,2,8.127642619532531e-05,2.5375839676009737e-07,2.3474955215596587e-19,5.898182015527379,-0.02965795045549219,0.17647153105248103,6.0450226745822215
HK,1993,9,3,3.4878372021247954e-06,2.2577515614650358e-10,-1.1745106048573324e-19,5.898182015527379,-0.03013398457657207,0.1369568925689567,6.005006007172844
HK,1993,9,4,5.137661985015802e-06,2.0319757189988445e-09,-3.307925669258145e-19,5.898182015527379,-0.030845993757247926,0.08370513181117449,5.951042887839404
HK,1993,9,5,1.345078713259214e-06,0.0,-5.2028878530409236e-17,5.898182058876211,-0.03120125261220065,0.05441480485553091,5.921396461400119
HK,1993,9,6,1.1524218261207217e-05,1.1740273076942354e-08,-5.69074611493916e-19,4.809638923518133e-11,-0.03180666592988101,0.03732522695579312,0.005522405898029154
HK,1993,9,7,2.9681025545549097e-05,5.802332804126887e-08,-6.890170561819512e-17,5.779904473561218e-09,-0.03182676271958785,0.02793533939190886,-0.0038815054365179753
HK,1993,9,8,2.2023526292355458e-06,0.0,-3.682311603668842e-20,3.090452728469663e-12,-0.03208198032595894,0.02304076280614192,-0.009040484035556967
HK,1993,9,9,2.2834904441669903e-06,2.2577515614650358e-10,-1.68961718566458e-20,1.4174213886019425e-12,-0.03206336931748824,0.02052518136968667,-0.011537428098646078
HK,1993,9,10,3.751702630217967e-06,6.773254280677644e-10,-7.632383018191198e-20,6.402803569210196e-12,-0.03216488361358643,0.019663108131763612,-0.012500525536862287
HK,1993,10,1,15.188146934614451,29.160945619855607,1.3875883020239756e-12,4.697142979928425,-0.03831976822444371,0.0160360594912033,19.457890308329038
HK,1993,10,2,0.06186888978083412,0.12389918948922775,1.0405760435567666e-16,4.697143048048019,-0.03778040579387121,0.06951687125755208,4.790802138192313
HK,1993,10,3,0.023599882319752803,0.0362177323924178,4.962553602558613e-16,4.697142979928425,-0.039223814010620126,0.10343205582882678,4.781290365116937
HK,1993,10,4,0.0009636016887140743,0.005400024892938671,5.715734526054309e-16,4.697143048048019,-0.039484938553401405,0.0975231985960688,4.757302559912205
HK,1993,10,5,0.0009194222504902427,0.0011186090049891209,1.5645941319127208e-14,4.697142979928425,-0.039515787363052376,0.08255694194563798,4.740863728736128
HK,1993,10,6,0.0002417636039483893,6.7710215814515654e-06,4.0937961542893455e-15,8.345028972392792e-12,-0.04014065776552473,0.06510387906538588,0.02504606598189899
HK,1993,10,7,0.00047750225628208554,3.479809897858185e-05,4.814541485540421e-15,2.335098437069932e-11,-0.03967883161136083,0.055684701406529966,0.016176636729921614
HK,1993,10,8,0.00012449172780699364,4.399528165142742e-06,1.0327684727114911e-15,7.850507789772165e-12,-0.04032475054264069,0.0480861436309559,0.0078043559832232335
HK,1993,10,9,0.00016195859643630683,1.0657605553124735e-05,2.798852074899086e-15,8.098367199692302e-12,-0.039618837833404544,0.043973762408963266,0.004412463733128139
HK,1993,10,10,9.778426926589288e-05,6.3833876259141875e-06,2.3594458464377105e-15,1.6971322962911117e-11,-0.04059360963957651,0.042847953736782074,0.0022890658250876834
HK,1993,11,1,4.734053996619363,10.253493853808322,7.52013205244345e-15,36.5208710172902,-0.04149338058803393,0.13567712292095402,41.61090311796769
HK,1993,11,2,0.014212702586361125,0.01732883278097698,7.989392533902839e-20,36.52087072704149,-0.042599482510400855,0.13594333446868087,36.62472807842752
HK,1993,11,3,0.010206126837621687,0.011673675872296608,5.544293363740439e-20,36.52087103802225,-0.04373271763324738,0.04764482186621298,36.53207671124002
HK,1993,11,4,0.012050927982984475,0.01415455313123521,2.3201453639841916e-19,36.52087120387865,-0.04473439299541971,0.014432440233497839,36.499304605566934
HK,1993,11,5,0.013118598263526625,0.018765002735569518,2.0843176699553605e-19,36.520870872165844,-0.045701768605605424,0.005038857444837366,36.490836335265115
HK,1993,11,6,0.005572919567424358,0.003223952264110237,3.7065580154098097e-19,3.376940897844969e-14,-0.04627536185409713,0.002728242271468448,-0.04061482935819937
HK,1993,11,7,0.002358144728413722,0.0005101489126268486,7.6624724210364665e-19,1.2077275053122197e-14,-0.04671899624492812,0.0018181150422289807,-0.04394478350877762
HK,1993,11,8,0.0035281359393949338,0.00314267244711731,7.78046917198663e-20,1.420363201341812e-14,-0.04715666265591332,0.0015303117992437405,-0.04340274858733882
HK,1993,11,9,0.004616376813551735,0.008986883300999653,7.694070326255746e-18,8.217698142971102e-15,-0.047234567740689154,0.0015745182969587167,-0.04112563015002271
HK,1993,11,10,0.005379491151593949,0.006460048895497078,2.6519154841777986e-18,5.056116040126074e-14,-0.04744549600974373,0.0014668676569430238,-0.04203211564732635
HK,1994,4,1,36.59029006958008,71.43026733398438,1.0770876251241603e-15,290.0,-0.013372355699539186,0.0,325.9934387207031
HK,1994,4,2,28.086505889892578,54.33409881591797,6.993297241922596e-16,290.0,-0.012965267896652222,0.0009850798232946545,317.4615478515625
HK,1994,4,3,19.76780891418457,37.512535095214844,1.6720452613414754e-15,290.0,-0.013546285033226014,0.004097739001736045,309.083984375
HK,1994,4,4,11.7476224899292,21.67197036743164,8.119585702230308e-17,290.0,-0.013604997098445893,0.007115050102584064,301.13336181640625
HK,1994,4,5,4.952042102813721,8.078285217285156,2.7508165232669813e-16,290.0,-0.013478635251522065,0.010358757572248578,294.3403015136719
HK,1994,4,6,1.1679648160934448,1.1799505949020386,1.8956292957085822e-16,2.791047888344041e-15,-0.013581442832946778,0.0128664611838758,0.7819234728813171
HK,1994,4,7,0.6924483776092529,0.7851704359054565,6.105015299741629e-19,4.0395526514246554e-18,-0.013170364499092103,0.013611429603770375,0.4929806888103485
HK,1994,4,8,0.6588284969329834,0.7211263179779053,5.758268677079847e-16,3.9324399043073194e-14,-0.013753700256347657,0.01247247215360403,0.45870375633239746
HK,1994,4,9,0.4627973437309265,0.38781672716140747,9.180716814814974e-17,2.5879605160532716e-15,-0.013704130053520204,0.01335001434199512,0.2831839323043823
HK,1994,4,10,0.45562782883644104,0.3816392719745636,1.4040730807958827e-17,3.3087224502121107e-16,-0.013425320386886597,0.013623140985146165,0.27928686141967773
HK,1994,5,1,4.270137298040254,8.735203901926676,1.1615458863561728e-16,10.435000350077948,-0.012214923525849979,0.017569313301161554,14.775468438863754
HK,1994,5,2,0.006570400317758167,0.029447073754454323,6.279110965382408e-22,10.435000429550806,-0.01255514311293761,0.043708080193027854,10.478159601489702
HK,1994,5,3,0.00013748251382139642,2.3441843003032168e-06,2.322347145406212e-22,10.435000429550806,-0.012718313932418823,0.02421712716265271,10.446546082695326
HK,1994,5,4,2.2928197682385115e-05,6.208814351538194e-09,5.57187862342237e-23,10.435000270605087,-0.013259855409463247,0.015483323174218338,10.437231039007505
HK,1994,5,5,4.41032220995415e-06,4.1392111960192324e-10,-3.4105402218849693e-25,10.435000350077948,-0.013400584210952124,0.013563230944176514,10.435164029399553
HK,1994,5,6,1.1306749551446653e-06,0.0,4.805670253422516e-24,3.292090034952414e-17,-0.013800624509652457,0.011674045429875452,-0.002126202763368686
HK,1994,5,7,1.2078396451897788e-06,0.0,1.9448673205322532e-24,4.6556878500569756e-18,-0.013884238650401432,0.009467365161981434,-0.004416471191992362
HK,1994,5,8,5.320333618404523e-06,1.4717194870191481e-09,3.5307180213574646e-23,1.0039983637528548e-17,-0.013992618272701901,0.009306875678400198,-0.004683968766282002
HK,1994,5,9,3.3814860339968313e-06,1.241763210776033e-09,-1.1675855840243145e-24,1.9851461617305993e-16,-0.014189111193021138,0.009033491078298539,-0.005154492566362023
HK,1994,5,10,5.707590043850057e-06,0.0,6.906840649936641e-23,1.0730516755508535e-16,-0.014100823054711026,0.008521465060766786,-0.00557745589564244
HK,1994,6,1,2.6980964470390822,4.80766387129389,2.6132254089490427e-13,0.47166668623685837,-0.012627635554720962,0.019362740025220166,2.980321779847145
HK,1994,6,2,0.0034509854585470143,0.0005216326377828947,-4.17517199989987e-21,0.47166668623685837,-0.013890240527689458,0.013803724529376876,0.47290437544385594
HK,1994,6,3,0.0006510076085154045,2.1254750288135504e-05,3.704695322084496e-21,0.47166668623685837,-0.015030253802736602,0.004984565784980077,0.4618450850248337
HK,1994,6,4,0.004430293939909309,0.0047501820104810894,-3.554470359923125e-21,0.47166668623685837,-0.01600038477530082,0.0036589093057652162,0.4623853738109271
HK,1994,6,5,0.00041164641419300096,1.4793422753641336e-05,-3.636721693168706e-21,0.47166668623685837,-0.016883846869071323,0.003649534640620307,0.4585745173195998
HK,1994,6,6,0.00044344290013024573,3.697107994014385e-05,-2.4993586603375353e-20,2.112697030003742e-12,-0.017594697574774425,0.003724731874778324,-0.013709828296365837
HK,1994,6,7,0.0008832039138724213,0.00026802916284087336,-4.9540432195529736e-21,5.663869438922803e-13,-0.01811857968568802,0.0035022186117809424,-0.014232616832790276
HK,1994,6,8,0.00021679883282862042,9.13516301389213e-06,-3.745487122249488e-21,3.386064025862417e-13,-0.01854255987952153,0.0035376434182884013,-0.014929605725531777
HK,1994,6,9,0.00019961400677933247,9.655974871347617e-07,-1.417382852010387e-21,3.5991969441105647e-13,-0.018654197454452515,0.0038137397496029735,-0.014773598173633218
HK,1994,6,10,0.0001579530150526883,4.363696164422226e-05,-1.5757169385572003e-21,1.7701623024221912e-13,-0.01876710777481397,0.0036667450694949366,-0.015033166312302152
HK,1994,7,1,9.123197280635525,18.909193852263602,2.6118976400990767e-15,18.31071506227766,-0.017625446724040168,0.018530157451875442,27.655750442828452
HK,1994,7,2,0.010035260615820465,0.009942861430642682,3.191020331025375e-17,18.310715198516846,-0.01853229776024818,0.04370566291202392,18.342548268181936
HK,1994,7,3,0.008321010878327277,0.010252733371350686,1.6245619293147243e-16,18.31071502821786,-0.019294104937996187,0.02835615696052888,18.325968244246074
HK,1994,7,4,0.0015567672276769631,0.0010534576076374996,5.627494240254878e-19,18.310714960098267,-0.01985548021537917,0.013456963559812202,18.305186876228877
HK,1994,7,5,0.0011151669064669736,0.0005792533908614164,1.5166294718951539e-18,18.310715087822505,-0.020590449550322125,0.006809362925456039,18.297498445425713
HK,1994,7,6,0.002365284172680861,0.000770487648157062,2.5261088275622485e-14,9.55192103181463e-13,-0.020980482867785866,0.003996584751543456,-0.015938640971268927
HK,1994,7,7,0.0006402393649165918,0.00010673760311925256,3.627370710528524e-15,3.4802775172376205e-13,-0.02137097205434527,0.0027248673099425753,-0.018397112510034015
HK,1994,7,8,0.0010837417321454268,0.00012019030651089224,8.321603218133424e-14,8.806891992418932e-12,-0.021674015479428425,0.0021028530838001253,-0.01916985200451953
HK,1994,7,9,0.0006540423416611572,0.0002138280885414393,4.2678879797925657e-16,5.853636817906748e-14,-0.0216723983841283,0.0019194874143327718,-0.019463620680783476
HK,1994,7,10,0.0011525503355837177,0.00039770687142166264,3.485384581490313e-15,1.6514632792954494e-13,-0.021804851825748175,0.001740824372973293,-0.019547275533633574
HK,1994,8,1,32.56578254699707,71.04475975036621,5.1696718717445713e-20,430.0,-0.026895496249198916,0.00055284435802605,464.510498046875
HK,1994,8,2,12.160579919815063,30.15549087524414,5.3043775882639783e-20,430.0,-0.02696488499641419,0.007013754657236859,444.0854187011719
HK,1994,8,3,0.49893949180841446,1.7860834896564484,2.9028491662745905e-21,430.0,-0.02726437896490097,0.02024749875999987,430.75465393066406
HK,1994,8,4,0.11712188646197319,0.2976039946079254,7.37379031597278e-22,430.0,-0.027238076925277712,0.034469361416995525,430.1454772949219
HK,1994,8,5,0.04283779114484787,0.09595815651118755,1.51427437470104e-22,430.0,-0.027334773540496828,0.04732191329821944,430.0662536621094
HK,1994,8,6,0.007025514030829072,0.006489909617812373,3.373810443985904e-23,2.829465797084964e-20,-0.027237388491630557,0.05419149762019515,0.03145925235003233
HK,1994,8,7,0.001240092155057937,0.0001944150701547187,5.233583709939902e-24,3.658666418621176e-20,-0.027529942989349368,0.059076170437037945,0.03202439844608307
HK,1994,8,8,0.0009280450467485934,0.000283823419977125,1.4135501580067775e-23,3.3168976119152915e-19,-0.02741806656122208,0.057111585047096014,0.030097474344074726
HK,1994,8,9,0.0027847759192809463,0.0007160103996284306,3.2401753765572286e-23,1.126225419451513e-19,-0.027773649990558626,0.060642927419394255,0.03403620794415474
HK,1994,8,10,0.000796634289145004,0.00016454825686196273,2.1492794520899302e-23,2.856299568467927e-20,-0.02765215337276459,0.06107717985287309,0.0337454229593277
HK,1994,9,1,6.643062039911456,13.387323406214511,2.9855384539766587e-15,0.44166668426866335,-0.02505876533687115,0.018437455255480018,7.111840651991467
HK,1994,9,2,0.08836506796554507,0.10666665931540346,1.5999081587885489e-16,0.44166668426866335,-0.025283803169926008,0.036927175630504884,0.518320644274354
HK,1994,9,3,0.0690451369555376,0.1114054838156638,3.520940234431908e-18,0.44166668426866335,-0.026376963903506596,0.025382083258591592,0.5008220026114335
HK,1994,9,4,0.06337163955322467,0.0670614857159914,4.419888228429801e-16,0.44166668426866335,-0.02646643618742625,0.016554563965958852,0.4752325185885032
HK,1994,9,5,0.039865140589730196,0.03437128956613833,1.0861951462244667e-17,0.44166668426866335,-0.0272518294552962,0.011283240892225876,0.4504435871882985
HK,1994,9,6,0.025117457916015457,0.019434889024220563,6.831224050970802e-16,4.917536459049854e-13,-0.02746158515413602,0.007737162183426941,-0.004873640136793256
HK,1994,9,7,0.024640722718080117,0.018820115440576046,2.4563790408798954e-17,1.153289121559424e-14,-0.027572252104679743,0.005545891326619312,-0.007539415266364813
HK,1994,9,8,0.021985724437399767,0.012074537279354777,3.2445498444396887e-17,1.0457515904200737e-14,-0.02829812243580818,0.004452814488710525,-0.012491887396511933
HK,1994,9,9,0.01865488239491242,0.009554947340802755,7.14462281394704e-17,5.82443417288815e-14,-0.027788841724395757,0.0038570489899332943,-0.014528516194938371
HK,1994,9,10,0.023058581760172576,0.009693921876779163,3.8656890033921976e-17,1.0418723423600345e-14,-0.028416623175144193,0.003616509517693582,-0.01388261269312352
HK,1994,10,1,5.290514454305645,10.607164977547976,9.201460175921314e-17,0.4705555737018585,-0.028757269680500033,0.05105505792825069,5.792080360982153
HK,1994,10,2,0.0011324705162568055,0.0005364612718562848,7.672307855115608e-19,0.4705555737018585,-0.02976200514369541,0.057089142889405295,0.498439018925031
HK,1994,10,3,0.0003266699832491011,0.0010203826144394117,2.0532774951471445e-22,0.4705555737018585,-0.030631646679507366,0.019930042973202135,0.46030299531088936
HK,1994,10,4,0.0003611974258130128,0.0011191168642633957,2.3420928475716094e-20,0.4705555737018585,-0.031469321747620904,0.008240570928642733,0.4478202528423733
HK,1994,10,5,0.00028223435545113616,9.423638200958508e-05,8.377793068735249e-22,0.4705555737018585,-0.03207492017083698,0.002902043076270881,0.4415081772539351
HK,1994,10,6,0.00022061171570284286,1.0741278703941938e-05,8.07091008645117e-19,9.301766525673034e-15,-0.03263851073053148,0.0009163120214200009,-0.03164508152339193
HK,1994,10,7,0.000250261034469506,4.333615862828211e-06,5.288990235655438e-21,4.917290662084978e-14,-0.03297185732258691,0.0004881215944705117,-0.03239887124962277
HK,1994,10,8,0.0002748335911601569,4.807143124896385e-06,3.3202839633831103e-19,1.2034405020954022e-14,-0.03352136529154248,0.00038704534543083154,-0.03304110633002387
HK,1994,10,9,0.00012285658613740857,3.054488033541839e-06,5.810227606404189e-20,6.157943734428481e-16,-0.03369035489029355,0.0003998725312865443,-0.033248512695233025
HK,1994,10,10,0.0006512980427102219,0.00045629175784693093,9.376452860789416e-19,1.4682017849203076e-15,-0.03357104245159361,0.00034935667321810295,-0.032852489604718156
HK,1994,11,1,4.474365714724574,9.110975063246276,1.547561850414486e-11,0.4794285910470145,-0.03587521323135921,0.05099942591706556,5.0229997439043865
HK,1994,11,2,0.031753934933138744,0.03723097959570753,8.967255143581476e-16,0.4794285910470145,-0.03785487319741931,0.027011963838179196,0.4915806489331382
HK,1994,11,3,0.02760013895874311,0.036921206865684196,2.193495498429405e-17,0.4794285910470145,-0.03976970510823386,0.004781630734214559,0.4659476297242301
HK,1994,11,4,0.023874256257633012,0.028824356318883863,9.859789147024144e-15,0.4794285910470145,-0.04147861301898957,0.0013250001398513892,0.4568411835602352
HK,1994,11,5,0.011911745402695878,0.009988533746374222,3.2792525693550783e-15,0.4794285910470145,-0.04288679131439754,0.000812782473596079,0.44465467504092626
HK,1994,11,6,0.01716761442117526,0.017742237339215147,2.111463862572601e-14,6.644565539303079e-11,-0.044057853732790274,0.0006240114131027699,-0.031797225301020915
HK,1994,11,7,0.009841764039759124,0.006807759485984986,2.270730788893186e-16,1.7753452473887921e-12,-0.044966694457190384,0.0005157772798806296,-0.03890107659889119
HK,1994,11,8,0.009715128360715296,0.005903166909566997,1.6560608982995152e-16,1.2872952459449541e-12,-0.04553284840924399,0.0004802946433691042,-0.03984645601095898
HK,1994,11,9,0.008071699818330152,0.003949763752721732,4.3140055556268227e-16,2.2730678120623815e-12,-0.045913696799959464,0.0004365214512550405,-0.041470021435192655
HK,1994,11,10,0.007812377507798373,0.002995487731823232,1.928637943214501e-16,3.2205440543088046e-13,-0.04609220249312264,0.00042316096577061605,-0.042066420295408795
HK,1995,4,1,3.7599030632627546,7.9087911236140656,4.2129172349990826e-13,0.4750000188748042,-0.018929494296511015,0.07131673347127314,4.416952113310496
HK,1995,4,2,0.01955260312358102,0.0238211386330159,4.071577012285099e-18,0.4750000188748042,-0.019510485976934434,0.09966478760664663,0.5696122373143832
HK,1995,4,3,0.006176514367722301,0.0008978349589419491,5.496434349186928e-17,0.4750000188748042,-0.020216838146249458,0.052258168774036065,0.5093994736671448
HK,1995,4,4,0.0005003441554312834,7.715082849246713e-06,8.328577921955972e-17,0.4750000188748042,-0.020770384992162386,0.03809862149258455,0.4924976130326589
HK,1995,4,5,0.00030039116683629646,1.7243388591807e-06,1.1679761496452047e-18,0.4750000188748042,-0.02125138392051061,0.02540871879318729,0.4792580579717954
HK,1995,4,6,0.0031305829033196155,0.0003909689366716762,1.7798853092249904e-17,1.867906957196406e-11,-0.021500116338332497,0.03019115460726122,0.009864888386800885
HK,1995,4,7,0.00028100947881171123,3.912553136956968e-06,1.8417285021227433e-19,9.58426592349024e-13,-0.021982739989956226,0.02609501980865995,0.004207254232217868
HK,1995,4,8,0.000560875877027911,4.667864783295765e-06,9.454043075913539e-18,1.3132779815297234e-12,-0.02222076691687107,0.024610067484900355,0.0025778147391974926
HK,1995,4,9,0.0007822086634329631,0.00012477536212400034,2.532592587712653e-15,9.64582369903657e-12,-0.02226532114048799,0.01961185752103726,-0.0023511353259285292
HK,1995,4,10,0.0012065105949877382,1.4765454781221857e-05,9.301061094334478e-17,3.218726360848512e-12,-0.022480248535672823,0.023132350179366767,0.0010591933969408274
HK,1995,5,1,8.17008512141183,15.341863391178777,1.726382555745832e-14,53.53375199157745,-0.0237253675237298,0.22089299207436852,61.568236108869314
HK,1995,5,2,0.020987210005841916,0.022301932148707238,4.3764669191863764e-17,53.53375178575516,-0.024668252002447842,0.11925177008379251,53.642763555049896
HK,1995,5,3,0.009300592417048392,0.006771132153394449,1.3115061698454611e-18,53.533751487731934,-0.025707332789897917,0.050554213812574744,53.563955664634705
HK,1995,5,4,0.009668559760029893,0.008808980177363424,5.660223001880937e-19,53.53375196456909,-0.026280973665416242,0.03088802841375582,53.544517278671265
HK,1995,5,5,0.003712941714184126,0.0006873623646690419,1.788857222195714e-18,53.533750772476196,-0.02695425804704428,0.02082771527057048,53.529090881347656
HK,1995,5,6,0.004403479724714998,0.0006168660501884027,4.363203647964343e-19,1.7720655151155406e-14,-0.02768485862761736,0.018639163099578582,-0.007372246996965259
HK,1995,5,7,0.005756163080150145,0.002260260884575871,1.1393531377084238e-17,9.645449975058912e-14,-0.0281247278675437,0.019201921313651837,-0.00625066552311182
