beta,dataset,seed,task,epoch,steps,CE_main_sum,CE_few,assignment,pull,FD,reconstructed,recorded,residual
10,HK,1995,4,5,12,0.00010070516856515906,3.8932538321506824e-19,0.4750000188748042,-0.02125138392051061,0.02540871879318729,0.47925805891604606,0.4792580579717954,-9.442506776480286e-10
10,HK,1995,4,6,12,0.0011738506133304307,5.932951030749968e-18,1.867906957196406e-11,-0.021500116338332497,0.03019115460726122,0.009864888900938227,0.009864888386800885,-5.141373420752826e-10
10,HK,1995,4,7,12,9.497401064955607e-05,6.139095007075811e-20,9.58426592349024e-13,-0.021982739989956226,0.02609501980865995,0.004207253830311706,0.004207254232217868,4.0190616199670126e-10
10,HK,1995,4,8,12,0.00018851458060373556,3.1513476919711797e-18,1.3132779815297234e-12,-0.02222076691687107,0.024610067484900355,0.0025778151499463004,0.0025778147391974926,-4.107488077963184e-10
10,HK,1995,4,9,12,0.0003023280085189878,8.441975292375511e-16,9.64582369903657e-12,-0.02226532114048799,0.01961185752103726,-0.0023511356012850763,-0.0023511353259285292,2.753565470255126e-10
10,HK,1995,4,10,12,0.0004070920165896534,3.100353698111493e-17,3.218726360848512e-12,-0.022480248535672823,0.023132350179366767,0.0010591936635023548,0.0010591933969408274,-2.665615274084071e-10
10,ISIC,1993,4,1,128,0.9363617150452702,1.1573054452108224e-09,0.47640626870270353,-0.08057456668466331,0.0507126748925657,1.3829060931131816,1.3829060835705604,-9.54262113772586e-09
10,ISIC,1993,4,2,128,0.1777301359155293,1.1004984506373896e-12,0.47640626893553417,-0.08594218478538096,0.00866679342379939,0.5768610134905824,0.576861016015755,2.525172626555161e-09
10,ISIC,1993,4,3,128,0.1330938006261325,5.893722319158236e-14,0.47640626893553417,-0.09092987612821163,0.006780816897844488,0.5253510103313584,0.5253510091424687,-1.1888897644141139e-09
10,ISIC,1993,4,4,128,0.09740578088409772,3.9362267362304435e-13,0.47640626893553417,-0.09495428227819502,0.00715418264917389,0.4860119501910044,0.48601195609080605,5.8998016472244785e-09
10,ISIC,1993,4,5,128,0.08499210724297275,3.844358985743819e-13,0.47640626893553417,-0.09867599857971072,0.007070923693390796,0.4697933012925714,0.46979330398608,2.6935085828405647e-09
10,ISIC,1993,4,6,128,0.06229179440803515,8.476834108522108e-13,2.8995399697684525e-11,-0.10118784932419658,0.006329040209038794,-0.03256701467727955,-0.032567014186497545,4.907820053134948e-10
10,ISIC,1993,4,7,128,0.06013332677184735,3.0989841990334465e-13,1.1927098428071002e-11,-0.1032345212996006,0.0066543649199957144,-0.03644682959552054,-0.036446830396016594,-8.004960513896542e-10
10,ISIC,1993,4,8,128,0.04253061127064939,9.169691525032086e-14,6.697146623720815e-12,-0.10467967451550067,0.005973918027848413,-0.05617514521021403,-0.05617514524055878,-3.034474754803895e-11
10,ISIC,1993,4,9,128,0.038403835712202294,3.0439382271593685e-13,6.74640487219276e-12,-0.10552762933075428,0.005341664939351176,-0.061782128672150015,-0.06178212796658045,7.055695680491247e-10
10,ISIC,1993,4,10,128,0.0335745029335186,1.3447877304277276e-13,5.6611792450197575e-12,-0.10591744538396598,0.005171252703348728,-0.067171689741303,-0.06717169057810679,-8.36803792925167e-10
10,ISIC,1994,4,1,60,0.9077269938824913,7.217971530948368e-18,7.805833621819814,-0.08934178362290066,0.04677156894467771,8.670990401024083,8.670990325013797,-7.60102860652978e-08
10,ISIC,1994,4,2,60,0.01825004534883361,9.873540770015491e-17,7.805833605925242,-0.09206338832775753,0.005855172785231844,7.73787543573155,7.7378752837578455,-1.5197370473174487e-07
10,ISIC,1994,4,3,60,0.006684368036787326,1.1792108615378765e-14,7.805833625793457,-0.09461748699347179,0.0015983983103069477,7.719498905147091,7.719498920937379,1.579028818810002e-08
10,ISIC,1994,4,4,60,0.0013317222519810279,3.280864143039725e-16,7.805833617846171,-0.09679074287414552,0.001016500350184894,7.711391097574192,7.711391019821167,-7.77530253515124e-08
10,ISIC,1994,4,5,60,0.0015881857896790704,1.0561588118371112e-17,7.805833594004313,-0.09858468979597095,0.0008091960759581223,7.709646286073979,7.709646391868591,1.0579461218185315e-07
10,ISIC,1994,4,6,60,0.001529154426992358,3.4680660703788594e-17,3.0659799215027034e-13,-0.10016507903734843,0.0006049287815888722,-0.09803099582846057,-0.0980309961984555,-3.69994923588024e-10
10,ISIC,1994,4,7,60,0.0008566847748435278,1.0616003224745507e-17,9.552037866305276e-14,-0.10117488990227382,0.0005194988334551454,-0.09979870629387962,-0.09979870778818925,-1.4943096343644768e-09
10,ISIC,1994,4,8,60,0.00024753210323754537,1.91763547692003e-17,1.8094905534397491e-12,-0.10193704704443614,0.0004332992915199914,-0.10125621564786909,-0.10125621693829695,-1.2904278617886789e-09
10,ISIC,1994,4,9,60,0.000282289657018733,2.397867611810097e-16,7.943012777505786e-11,-0.10243965536355973,0.0003950404758749452,-0.10176232515123568,-0.1017623263100783,-1.1588426190867196e-09
10,ISIC,1994,4,10,60,0.0002819669371746948,2.9019977611085078e-18,1.7378221483009724e-13,-0.10253735661506655,0.00038003998937104677,-0.10187534968834702,-0.10187535285949707,-3.1711500508846413e-09
10,ISIC,1995,4,1,60,1.4261954967019814,1.2774803844731692e-16,4.97250015437603,-0.08760514040788014,0.10785981242467339,6.418950323094805,6.418950419872999,9.677819434728008e-08
10,ISIC,1995,4,2,60,0.009421173138077565,9.016975007384135e-16,4.972500186165174,-0.09018731017907462,0.005872163237654604,4.897606212361833,4.89760623673598,2.4374147145067582e-08
10,ISIC,1995,4,3,60,0.010613064390912709,3.189628870249803e-12,4.972500146428744,-0.09257662852605186,0.002145904766318078,4.892682487063112,4.8926824949681755,7.905063270641222e-09
10,ISIC,1995,4,4,60,0.00503520976400232,3.463868427354931e-15,4.972500146428744,-0.09459989269574483,0.0012866970828326885,4.884222160579838,4.88422220274806,4.2168222691429946e-08
10,ISIC,1995,4,5,60,0.003809969786230422,8.755204914715939e-15,4.972500178217888,-0.09638107657432557,0.0009900702098093461,4.880919141639611,4.880919140328964,-1.3106467022794277e-09
10,ISIC,1995,4,6,60,0.0009969117678881251,7.414708678131903e-15,1.0093530319919845e-12,-0.0978340920805931,0.0006938392283094194,-0.09614334108337878,-0.09614334292709828,-1.8437194965192916e-09
10,ISIC,1995,4,7,60,0.000896429287182501,2.463917456682189e-15,9.610835559363824e-13,-0.09883314321438472,0.0005413697866363993,-0.09739534413960227,-0.09739534618953864,-2.049936373427208e-09
10,ISIC,1995,4,8,60,0.0003530295237908376,4.382469297753696e-15,2.2058204158433193e-12,-0.09943174242973328,0.0004812674863690821,-0.09859744541736316,-0.09859744732578596,-1.9084227947940846e-09
10,ISIC,1995,4,9,60,0.0003459760970309213,1.8566502328484138e-14,4.800498986631435e-12,-0.09997202157974244,0.000440477659140015,-0.09918556781875244,-0.09918556896348794,-1.144735500835381e-09
10,ISIC,1995,4,10,60,0.0003128723619508062,1.7724288953352804e-15,1.7554809061577688e-12,-0.10012860039869943,0.00042225133741643123,-0.09939347669757494,-0.0993934785326322,-1.83505725892541e-09
1,HK,1993,4,1,14,6.225318830186083,6.972137032849836e-17,16.888572147914342,-0.021383477321692875,0.0020326647577998563,23.094540165536532,23.09454051085881,3.453222774396636e-07
1,HK,1993,4,2,14,0.022410272100178017,1.240690561246721e-20,16.88857184137617,-0.02219625615647861,0.006961860627468143,16.895747717947337,16.895747900009155,1.8206181806590394e-07
1,HK,1993,4,3,14,0.009525192874224068,2.6641374004687163e-21,16.888572058507375,-0.02294203085558755,0.007122818480378815,16.88227803900639,16.88227785910879,-1.79897600816048e-07
1,HK,1993,4,4,14,0.00044849778439826597,2.932725535762734e-22,16.888572113854543,-0.02367357718093055,0.005399951079328146,16.87074698553734,16.87074666576726,-3.1977008063677204e-07
1,HK,1993,4,5,14,9.075788603573634e-05,2.364967194201813e-21,16.888571943555558,-0.024249376888786044,0.0038969770539551973,16.868310301606762,16.868310087493487,-2.1411327466580587e-07
1,HK,1993,4,6,14,0.0009777048765216012,2.885487877231515e-21,2.0148065815491752e-15,-0.024780808602060594,0.0023480502921821816,-0.021455053433354795,-0.021455053240060806,1.9329398845413515e-10
1,HK,1993,4,7,14,0.00014608490813683956,1.663424091781529e-20,5.904005242784945e-16,-0.025183336330311636,0.0016378175683452614,-0.023399433853828946,-0.02339943405240774,-1.9857879576812287e-10
1,HK,1993,4,8,14,0.00030782697227711643,3.0687379882870424e-20,1.4652619952317534e-15,-0.025255164184740612,0.0013873112620785832,-0.023560025950383447,-0.023560026128377234,-1.779937863766179e-10
1,HK,1993,4,9,14,0.00017784158530933407,1.154015813583431e-21,4.750604841886495e-16,-0.025451858873878207,0.0012284918338991702,-0.024045525454669227,-0.02404552565089294,-1.962237108910081e-10
1,HK,1993,4,10,14,0.0001135522018720147,1.1086923105244662e-20,5.890404466892758e-15,-0.025540523124592648,0.0011674074921756983,-0.024259563430539043,-0.024259563801544055,-3.7100501143472187e-10
1,HK,1994,4,1,1,36.00685246785482,3.590292083747201e-16,290.0,-0.013372355699539186,0.0,325.9934801121553,325.9934387207031,-4.1391452157313324e-05
1,HK,1994,4,2,1,27.473534901936848,2.3310990806408655e-16,290.0,-0.012965267896652222,9.850798232946545e-05,317.46066814202254,317.4606628417969,-5.3002256663603475e-06
1,HK,1994,4,3,1,19.093416213989258,5.573229741657014e-16,290.0,-0.013546285033226014,0.00042345572728663683,309.08029338468333,309.0802917480469,-1.6366364548048296e-06
1,HK,1994,4,4,1,11.14062786102295,2.7049379542375374e-17,290.0,-0.013604997098445893,0.0007729815552011132,301.1277958454797,301.1277770996094,-1.8745870306702273e-05
1,HK,1994,4,5,1,4.345841248830159,9.154038585698914e-17,290.0,-0.013478635251522065,0.001200121478177607,294.33356273505683,294.33355712890625,-5.606150580206304e-06
1,HK,1994,4,6,1,0.7844484647115072,6.400140803621098e-17,2.791047888344041e-15,-0.013581442832946778,0.0016047317767515779,0.7724717536553148,0.7724717855453491,3.189003427994663e-08
1,HK,1994,4,7,1,0.4938601454099019,2.0801555473450234e-19,4.0395526514246554e-18,-0.013170364499092103,0.0018154947319999337,0.48250527564280976,0.48250532150268555,4.5859875785758675e-08
1,HK,1994,4,8,1,0.4608079791069031,1.9941804320978374e-16,3.9324399043073194e-14,-0.013753700256347657,0.0017576999962329865,0.44881197884682794,0.44881200790405273,2.9057224792961023e-08
1,HK,1994,4,9,1,0.2843875586986542,3.2187984326232395e-17,2.5879605160532716e-15,-0.013704130053520204,0.001976259518414736,0.27265968816355135,0.27265968918800354,1.0244521897462278e-09
1,HK,1994,4,10,1,0.27931270996729535,4.722155741383521e-18,3.3087224502121107e-16,-0.013425320386886597,0.0020614666864275932,0.2679488562668367,0.26794886589050293,9.62366625278932e-09
1,HK,1995,4,1,12,3.8894173845247972,1.4033642361467977e-13,0.4750000188748042,-0.018929494296511015,0.009534651675494388,4.355022560778725,4.355022698640823,1.3786209862587384e-07
1,HK,1995,4,2,12,0.014059806377411702,7.255145765523284e-19,0.4750000188748042,-0.019510485976934434,0.029685876797884703,0.4992352160731662,0.49923521528641385,-7.867523299509571e-10
1,HK,1995,4,3,12,0.00183343301230807,1.3394843427031788e-18,0.4750000188748042,-0.020216838146249458,0.028146973500649135,0.484763587241512,0.48476359248161316,5.240101186299029e-09
1,HK,1995,4,4,12,0.00021297777265963068,4.2643349983687916e-18,0.4750000188748042,-0.020770384992162386,0.020990776053319376,0.4754333877086208,0.47543338934580487,1.6371840549922467e-09
1,HK,1995,4,5,12,0.00019189220947922624,3.5734994642722706e-20,0.4750000188748042,-0.02125138392051061,0.01528210542164743,0.46922263258542024,0.4692226325472196,-3.820066485360485e-11
1,HK,1995,4,6,12,0.0013447135781998866,1.2494111533672895e-18,1.8679170350744163e-11,-0.021500116338332497,0.012882337206974626,-0.007273065534478813,-0.007273066012809674,-4.783308610312176e-10
1,HK,1995,4,7,12,8.876367092997612e-05,1.3364197216536647e-20,9.584293457707913e-13,-0.021982739989956226,0.01100633394283553,-0.010887642375232291,-0.010887642623856664,-2.486243728255788e-10
1,HK,1995,4,8,12,0.00018737157054307367,4.611706358677073e-19,1.3132811926316265e-12,-0.02222076691687107,0.009943428682163358,-0.012089966662851358,-0.012089966718728343,-5.58769853303831e-11
1,HK,1995,4,9,12,0.0003370348266237031,1.226515874719631e-16,9.645848931583381e-12,-0.02226532114048799,0.009003699757158756,-0.01292458654705956,-0.012924586733182272,-1.8612271272810954e-10
1,HK,1995,4,10,12,0.00041049675512683237,6.529029889175819e-18,3.2187389392877787e-12,-0.022480248535672823,0.009104023920372128,-0.012965727856955118,-0.012965728218356768,-3.614016499259298e-10
1,ISIC,1993,4,1,128,0.9332484424784345,1.205524510827486e-09,0.47640626870270353,-0.08057456668466331,0.026467147614312125,1.3555472933163113,1.3555473055166658,1.2200354504443567e-08
1,ISIC,1993,4,2,128,0.16998932274873368,8.88500893447416e-13,0.47640626893553417,-0.08594218478538096,0.008195633621653542,0.568649040521429,0.5686490452208091,4.699380107275886e-09
1,ISIC,1993,4,3,128,0.12569683889402464,6.713486138959802e-14,0.47640626893553417,-0.09092987612821163,0.006705985972075723,0.51787921767349,0.5178792211663676,3.492877653776816e-09
1,ISIC,1993,4,4,128,0.08942496921326892,6.413077352920017e-13,0.47640626893553417,-0.09495428227819502,0.006356459194648778,0.47723341506589817,0.4772334151493851,8.348693958382114e-11
1,ISIC,1993,4,5,128,0.07379630389004888,3.3861014637788257e-13,0.47640626893553417,-0.09867599857971072,0.00674448976496933,0.4582710640111803,0.4582710653776303,1.3664500086996156e-09
1,ISIC,1993,4,6,128,0.05279788192880611,9.217680558203165e-13,2.70162412191804e-11,-0.10118784932419658,0.0059205495272181,-0.042469417840234364,-0.04246941740711918,4.3311518260757964e-10
1,ISIC,1993,4,7,128,0.05441137783668637,1.8196545944116252e-13,1.1787440861531085e-11,-0.1032345212996006,0.006441916506446432,-0.0423812269444984,-0.04238122739843675,-4.539383521851015e-10
1,ISIC,1993,4,8,128,0.03362990566722601,4.8009899202307274e-14,6.555177164462306e-12,-0.10467967451550067,0.00571597967427806,-0.06533378916739341,-0.06533378981475835,-6.473649394322933e-10
1,ISIC,1993,4,9,128,0.030005847579355798,2.734433766604881e-13,6.6703536012630065e-12,-0.10552762933075428,0.00546251409832621,-0.07005926764612848,-0.07005926796045969,-3.1433121383539486e-10
1,ISIC,1993,4,10,128,0.025082956091064073,1.0199277794977605e-13,5.540341951896798e-12,-0.10591744538396598,0.005342191954696318,-0.07549229733256325,-0.07549229862343054,-1.2908672880618255e-09
1,ISIC,1994,4,1,60,0.9072017822319159,7.077809526493445e-18,7.805833621819814,-0.08934178362290066,0.019320159376366063,8.643013779805196,8.643013768891494,-1.0913701942172338e-08
1,ISIC,1994,4,2,60,0.016075725004693304,1.4568908863470674e-16,7.805833605925242,-0.09206338832775753,0.004882736046177645,7.734728678648356,7.734728513658046,-1.6499030941474757e-07
1,ISIC,1994,4,3,60,0.005466127943248287,5.748337098383056e-14,7.805833625793457,-0.09461748699347179,0.0015438982964648554,7.718226165039756,7.71822612285614,-4.218361571162177e-08
1,ISIC,1994,4,4,60,0.0012487693955325738,1.5031411543736829e-15,7.805833617846171,-0.09679074287414552,0.0009341675962787121,7.711225811963839,7.711225629846255,-1.8211758412434165e-07
1,ISIC,1994,4,5,60,0.0013193463590744,2.2456202077787754e-17,7.805833594004313,-0.09858468979597095,0.0007191979830774169,7.709287448550494,7.7092874844868975,3.593640318655389e-08
1,ISIC,1994,4,6,60,0.0014209100073012274,1.0273045460313213e-16,3.055173417489557e-13,-0.10016507903734843,0.0005806204203205804,-0.098163548609421,-0.09816354922950268,-6.200816804469156e-10
1,ISIC,1994,4,7,60,0.0006773016458401868,2.7464369765151498e-17,9.518343205969427e-14,-0.10117488990227382,0.0005098402427393012,-0.09998774801359912,-0.09998774913450083,-1.1209017047875136e-09
1,ISIC,1994,4,8,60,0.00021673352975068265,1.0899762073083532e-16,1.8032645797239527e-12,-0.10193704704443614,0.00045495254647297164,-0.1012653609664091,-0.10126536240180334,-1.4353942340283865e-09
1,ISIC,1994,4,9,60,0.00023192948440107467,1.4162927537359858e-15,7.920591307498744e-11,-0.10243965536355973,0.00042536437880092613,-0.1017823614211504,-0.10178236191471418,-4.935637870628895e-10
1,ISIC,1994,4,10,60,0.0002690244816016553,1.3145386435249452e-17,1.7337028328804382e-13,-0.10253735661506655,0.000411322424285269,-0.10185700970900624,-0.10185701238612334,-2.677117097449333e-09
1,ISIC,1995,4,1,60,1.4235890949405032,1.9628601403835921e-16,4.97250015437603,-0.08760514040788014,0.05179828578257002,6.3602823946912235,6.3602825204531355,1.2576191199542563e-07
1,ISIC,1995,4,2,60,0.011081567105801124,1.8448993730273225e-15,4.972500186165174,-0.09018731017907462,0.011707445125405986,4.905101888217309,4.905101838211219,-5.0006089935550335e-08
1,ISIC,1995,4,3,60,0.009667212424234349,4.1343076335981885e-12,4.972500146428744,-0.09257662852605186,0.0028555621625855564,4.892446292493647,4.892446309576432,1.7082784964372877e-08
1,ISIC,1995,4,4,60,0.005123335521414626,7.039801050564375e-16,4.972500146428744,-0.09459989269574483,0.0017375063830210517,4.884761095637436,4.884761001666387,-9.397104872022055e-08
1,ISIC,1995,4,5,60,0.004493427389587544,2.1700208195045172e-15,4.972500178217888,-0.09638107657432557,0.0013634352944791317,4.881975964327631,4.881975948810577,-1.5517053419955573e-08
1,ISIC,1995,4,6,60,0.0009682829337019742,4.952703506545495e-15,9.351786346283644e-13,-0.0978340920805931,0.001010643198969774,-0.09585516594698122,-0.09585516750812531,-1.5611440890017647e-09
1,ISIC,1995,4,7,60,0.0008488358316722295,4.237237274249571e-15,8.919524994347403e-13,-0.09883314321438472,0.0008192530425731092,-0.09716505433924319,-0.0971650566905737,-2.351330505301341e-09
1,ISIC,1995,4,8,60,0.0003820915769978228,2.2112523587932287e-15,2.077054029654278e-12,-0.09943174242973328,0.0007277642250604307,-0.09832188662559577,-0.09832188785076142,-1.2251656494877139e-09
1,ISIC,1995,4,9,60,0.0003040797928133227,5.79320221912096e-15,4.537910253635401e-12,-0.09997202157974244,0.0006532350244621436,-0.09901470675792327,-0.09901470877230167,-2.014378400194694e-09
1,ISIC,1995,4,10,60,0.00026242028061129,4.65127486035899e-16,1.6637127598031206e-12,-0.10012860039869943,0.0006158582924399525,-0.09925032182398401,-0.09925032419463,-2.370645985072528e-09
