method,mix_seed,order_seed,session,original_label,B0_top16_direction_second_moments,B0_top16_second_moment_sum,B0_complement_second_moment,R_top16,delta_R_top16,R_complement_norm,delta_R_complement_norm
B2,41001,1994,2,4,"[0.07431820358115505, 0.00945714233840334, 0.0027539499060210827, 0.0012465447838157738, 0.0019491998475315972, 0.00146565350671332, 0.0015742535583813094, 0.0013914907224869687, 0.0008103676392611248, 0.0005394353951854717, 0.0008178197988379419, 0.0005200703776559387, 0.0006240379388477701, 0.000665622093043663, 0.0006242023411247703, 0.0007034260790942511]",0.09946141990755937,0.018807689153391566,"[-0.09617050959257736, 0.020033543978905277, 0.003252651787945918, 0.00102477547509818, 0.005138073959191416, -0.007475436221663949, 0.00599243346334925, -0.0013085350861551277, -0.0003292168400673683, 0.0009660879383882511, 0.001885626695469479, 0.0013633516736127407, -0.001029922050383649, -0.0026982786295556664, -0.0002674488582383644, 0.0019374918719773167]","[-8.222537487505878e-05, -0.00014833149871483484, 0.00013345370094394572, -7.589413512421434e-05, 0.00015512260985268763, -3.908660106364484e-05, 0.00012376967531149214, 0.00014407687597856232, 5.0922301105144634e-05, -0.00013103831103483159, 0.0001505507787919512, -4.707234897308084e-05, 7.240778861273168e-05, 5.471401065208588e-05, -1.8792137275850977e-05, -2.7336822775747473e-05]",0.00588631183580859,0.0005867572084351499
B2,41001,1994,2,5,"[0.07518738170820492, 0.005990653001024929, 0.0038863642940060623, 0.0014185526777640547, 0.0017194230880825947, 0.0019801827540140756, 0.0010644562187131653, 0.0015773009004004515, 0.0012015688798160985, 0.0006768039802811773, 0.0007402132126826027, 0.0006548413467833068, 0.0006752603237378053, 0.0005048621995105827, 0.0006813378515338587, 0.0006736729093977247]",0.09863287534595341,0.01980621197936913,"[-0.0967600018708768, 0.0035908833517627613, 0.00636267037896547, 0.005314729220701168, -0.0011845509458055436, -0.010315771149242758, 0.0012294801717543783, -0.004619605108532416, 0.0012584061102262193, -0.0001989264088167664, 0.001936816361588383, 0.001795158109812496, 0.0014517810142473124, 0.0011032887472584307, -0.000748289153132792, -0.0010572190214287068]","[5.678753769961159e-05, 0.001033301807577935, 5.6378058149238654e-05, -7.033048352864625e-05, 0.0004710230430707933, -7.887465324333017e-05, -5.136919736065313e-05, 0.0002452738216482865, -2.2429883717178097e-05, 0.00028901547416834066, -0.00010846783687430845, -0.0002342907568431807, -7.048124870918728e-05, 9.006169979048835e-05, 9.138622806421862e-05, -0.0001457874007537083]",0.006230530660900214,0.0008555053838701904
B2,41001,1994,2,1,"[0.07065540342406203, 0.006282230757170956, 0.002748727098205479, 0.0021354632601459007, 0.002233104674895467, 0.002763304962799424, 0.0013377348869875092, 0.0013706282893690567, 0.0012358435496443569, 0.0010592886482174088, 0.0008653247775025798, 0.0007875545580109719, 0.0006302198677793462, 0.0006419336612789692, 0.0005911021269377531, 0.00059833824174468]",0.09593620278475189,0.022171877369405277,"[-0.0935205618380325, 0.009873421001310147, 0.00012135801119366611, 0.011029549291005789, -0.008112344405135809, 0.008726114536645012, -6.812266762893903e-05, -0.0011977423453305464, -0.005108549128178889, -0.004529600971399269, -0.002031584776744652, -0.00373179358424897, 0.0009439566888217319, 0.0003326803072206939, 0.001980558875599196, -0.0026525681129773997]","[-3.071423616410176e-05, -0.0001497473396607562, 1.183141185292225e-05, 9.717324498005939e-05, 0.00010870410846401989, -4.6722979846974714e-05, -8.477215260440143e-06, 7.17427009822788e-05, -2.1347930057616294e-05, -1.459166612209753e-05, 3.0689957224179197e-07, 2.312486147167294e-05, 5.509218624899595e-05, 3.217509761173098e-05, -2.614301022458071e-05, 5.177640771181152e-05]",0.0045898628261290585,0.00023611106454679773
B2,41001,1994,2,0,"[0.07578868982194754, 0.00612936750616739, 0.002789526350944433, 0.001557940831917795, 0.0012031147720978274, 0.0036017907263179104, 0.0013677361396358385, 0.0011900416577380448, 0.0009748393273758473, 0.0007653730647623219, 0.0009045573402050274, 0.0006067624284126019, 0.0007352346138697253, 0.0005897480127142354, 0.0004908923032025197, 0.00044969767086096307]",0.09914531256817004,0.019749459549499512,"[-0.09708625412280127, -0.014788831849245955, -0.0044258441833151686, 0.005025378845410768, 0.0005916672075655378, 0.015289112940170572, -0.0014292987248233986, 0.0028715115178018632, -0.0025765528859137445, 0.000978489502796827, -0.005545990230428708, -0.001472203684841019, -0.0023563709418893833, 4.628631538260598e-05, 0.002056300177339441, 0.0003402865956098228]","[2.724252034462506e-06, 2.27612850070236e-05, 2.4155955824142377e-05, 3.2081114269042376e-05, 2.9769213224681437e-05, -3.839578123684129e-05, 2.61092211371757e-05, 1.7156270030421976e-05, 2.0879419762031667e-05, 2.7422807541461946e-05, 2.4688460627596323e-05, 8.031979136707375e-06, -8.453607591112824e-06, -1.5863880757192704e-05, -1.156294337523321e-05, 1.4090077373606503e-06]",0.005773891230327601,0.00013409937385302963
B2,41001,1994,2,6,"[0.07628798729187339, 0.005407532563818817, 0.0018099754954406181, 0.00606981022545511, 0.0023997741890934036, 0.0005867089869919514, 0.001711236770370627, 0.0009980767497587799, 0.001499592875835658, 0.0014320846149173533, 0.0006815074153389746, 0.0009750535352694886, 0.0010760407020892209, 0.0007879248725023982, 0.0003741771965302611, 0.00039981813910107]",0.10249730162438712,0.01723151159542148,"[-0.09742283911695925, -0.01518612808656222, -0.007036357868615279, -0.024882386480989057, 0.0037632925639360165, 0.002225537983530032, -0.009871399348351347, 0.0037846417807470842, -0.0008997778813411417, -0.009205990129359997, 0.0033948237126231644, 0.0015692702617040495, 0.0037566744637505855, -0.001556725559799501, -0.002019077046414942, -0.0008185584369066321]","[-5.1656344034254144e-05, -0.0004545709959569183, -1.8298776895719916e-05, -0.00033520575521162814, -0.0003340941140837941, -0.0001753099635193312, 0.0004920011031619391, -0.0001269873646936853, 0.00023479173735306658, -0.0005193028029010673, -4.3852396090878695e-06, -0.0001736042706797923, 0.00022618824974187139, -0.00018407738642688799, 0.0002115619165475918, 0.00029269615498439305]",0.008928393416945327,0.0017683264705014492
B2,41001,1994,2,2,"[0.07638066790099068, 0.0066047992309068125, 0.0033041241579273425, 0.0010977972550982168, 0.0018387364109669286, 0.001637837814480447, 0.0011547241240690094, 0.0014761265990798876, 0.0008960323688458602, 0.0007647330120991503, 0.0009433097845505247, 0.0007582219644299573, 0.0007551622233347687, 0.000651521541491338, 0.0004927209894447911, 0.0005217358776588291]",0.09927825125537455,0.019462732506490582,"[-0.09746938020944831, 0.012110302566373818, -0.005575021578717331, 5.096498351769854e-05, -0.0008477653270765131, -0.0071796978949356495, 0.002572117097704598, 0.0017843628322127844, 0.002098219941435638, 0.00021813124719406352, 0.004027954967414806, 0.003919069125635525, -0.00160161826223756, 7.911412383814913e-05, 0.0006853897965685644, -0.0009312693625206977]","[-4.962821320694642e-05, -0.00037935933379544957, -5.487157136717575e-05, -7.456808741539136e-06, -0.00013098902593618612, 9.281070699953453e-06, 4.0547687758583174e-05, 6.542384548609593e-05, 2.8629630211378105e-05, 8.529125029457766e-05, 3.850266140052578e-05, 1.520110220413529e-05, -3.853672304811396e-05, -3.500801398881587e-05, -5.530615369248859e-05, -5.716757900159395e-05]",0.004810317031926581,0.0002570442350793103
B2,41001,1995,0,1,"[0.14072644845664642, 0.015663726706060845, 0.005538860809703787, 0.003995757392913518, 0.004146655539688654, 0.003551816942616995, 0.004022028876140346, 0.002973597570168556, 0.002173391813911259, 0.0018904451838804134, 0.0017947010862509744, 0.0012097918708627396, 0.001307552112311183, 0.0012402021160706743, 0.0010038243185296629, 0.001130724716114192]",0.19236952551187025,0.04384663479644407,"[-0.1865261892648633, 0.038725238601936766, 0.012917179569429407, 0.011243097471646172, -0.00545344963047158, 0.0047479604004337555, 0.004609008992687292, 0.00763532478478336, -0.0005204826468761076, -1.764016829086206e-05, 0.0051747128439465105, 0.00026270096314243483, 0.0040049311945742775, 0.0005703239308802534, 0.0009011075327799299, 0.0038152992380889377]","[-7.318305350520345e-05, -0.00025908448165974575, 0.00016159869024900524, 9.542837557762345e-05, 0.00021448859489226168, 0.00011252154579287142, -5.8692751189786156e-05, -0.00017726185378776679, -8.909690728288198e-05, -2.0619684301343224e-05, 6.655388183869229e-05, 1.3438977955146012e-05, -0.00014944864011508154, 9.190582843138097e-05, -1.0357066726951756e-05, -8.958595351842351e-05]",0.007052832727199784,0.0004616265487177624
B2,41001,1995,0,3,"[0.14413877410686826, 0.010236381972322234, 0.005739705942033617, 0.004532386388391689, 0.003541373109059002, 0.004222210797703022, 0.004026148661058781, 0.0029804695866974948, 0.0023657601537515117, 0.0018889405535048793, 0.0018267338162615554, 0.0013366457238021547, 0.001361602959568219, 0.0011504547780917136, 0.0011370737936147548, 0.0011558286626368588]",0.19164049100536576,0.04439072190283955,"[-0.1891866349798736, 0.014822450541961919, 0.012143870722056893, 0.004463122207915988, 0.009420422746347294, 0.005637603147020421, 0.015952012319343654, -0.0042168127214139706, 0.004187190721556524, 0.0015621155496008214, -0.006381585406885567, 0.0032806796348362525, -0.0024860747615563354, -0.002652946056001129, -0.00348170015025977, -0.00274996196614644]","[-4.176574045116165e-05, -0.00022457248165886002, 9.857637229032879e-05, 9.2124815164823e-05, 7.346889681199222e-05, 7.632618792554356e-05, -8.609753147806502e-05, 0.00022596133485330955, 3.3785117829647165e-05, 4.508727299432038e-05, -4.0971702279795174e-05, -3.304632270231019e-05, 0.0001996619416459282, 1.4163006063431607e-05, -1.286262742920026e-06, -8.207740781576675e-05]",0.009410982020560713,0.0008150942399549801
B2,41001,1995,0,0,"[0.15688198166229278, 0.009831671847938124, 0.004639254551755302, 0.00534578141314235, 0.0030985846994259205, 0.0033631348406255313, 0.002914165733191292, 0.0022746178321385443, 0.0017671348273504142, 0.0016065224188432496, 0.0016187296540865666, 0.0016941859259961805, 0.0011467965991368253, 0.001240376768631191, 0.0011726849488811449, 0.000819916481654125]",0.19941554020508956,0.03837400403024954,"[-0.1974838852919998, -0.013865658944152289, 0.01318329522688215, 0.01720531007148805, -0.004837583620038137, -0.009470582918789203, -0.010264489888363681, -0.003710575658790848, -0.0022241155226658716, 0.004381017549127435, 0.0024052004515180566, -0.0018844245722919799, 0.0029998350546030063, 0.002315229838423192, 0.004898199272219878, -0.0030076829657505653]","[2.1011937384012835e-05, 4.9184309470484106e-05, 5.007025336128972e-05, -9.992387742498772e-06, 8.907871387323471e-05, -6.858670834191101e-07, 4.477355974110936e-05, -9.155977074802745e-05, -2.4804090249456022e-05, -4.48436685988995e-05, -4.394576618748976e-05, -2.3877052882770027e-05, -7.10669792152555e-06, -6.34368624077918e-05, 5.0793881925268955e-06, 1.2092208212556241e-05]",0.009732731192590405,0.00026447565260069936
B2,41001,1995,0,6,"[0.15730592388297968, 0.012361722902383805, 0.009483210485181595, 0.007210054784815139, 0.004705234437964137, 0.0034528354141608, 0.001818184144186636, 0.0027063869089755904, 0.0015821621453761124, 0.0020747368915211466, 0.0014403115025754978, 0.002390354449957095, 0.001767277716381583, 0.0018390445309648894, 0.0010888781837758601, 0.0010577361855059425]",0.21228405456670552,0.027173571872911695,"[-0.19778881840139229, -0.03054853915063433, -0.03904161030122026, -0.03250101961150665, 0.001196515638114597, 0.005202758078960032, -0.008268558306621454, 2.2188705704609765e-05, -0.0017963710803630935, -0.0042070981069019025, 0.000626151123735313, -0.0024872931022643626, -0.004022112455476953, -0.0025478447727751157, -0.0025155590186577872, 0.000294190329608328]","[-0.00016019027429416092, -0.0009522127984836953, -0.0004946178290084285, -0.00038497163454766914, -0.0008182947291536105, 0.00024697672534694894, 0.0015702919434328478, 6.411910996148633e-05, 0.00018795604779727243, 0.00041041916656443756, 0.0006194091735408831, -0.001098943302983179, -0.0004681587543029749, -0.0010279701332423074, -0.0005793359143311071, 6.811723443738003e-05]",0.009997626888901427,0.003121345810259931
B2,41001,1995,1,1,"[0.09492301722495583, 0.008490881812255392, 0.003629535860737338, 0.003072022960831241, 0.0037192730162502784, 0.0025585078386977577, 0.0019492940316607292, 0.001718349174629472, 0.0013403669934483507, 0.0016095037941778354, 0.0012875613541800106, 0.0008206499346226779, 0.0009231826905113117, 0.0008607807669569276, 0.0006813453339958061, 0.000711558915047655]",0.1282958317029586,0.029181608502584278,"[-0.12517698793440593, 0.013794457667136838, -0.003067685193103621, 0.015302033950644969, -0.01089768543036708, -0.0059923303988541066, -0.000571525925703221, -0.0027067556559336233, -0.0018493083452638356, 0.005921541632367258, 0.003258451293516368, -0.0006502624464374868, 0.0035946754133394706, 0.001850328886944976, -0.0007666635416083118, 0.0018502669969536418]","[-4.16560889873132e-05, -0.00019105688242139864, -5.50065768143199e-05, 9.40832708482477e-05, 0.0001231696153446303, 0.0001052921219125522, -3.6401960261936176e-05, 0.00010843923918816942, -7.47497506161402e-05, 8.652552114318802e-06, 3.623898266127929e-05, -3.8529168226630464e-05, -8.050141218495215e-05, 7.86790041644666e-06, 7.251927486905268e-05, -4.3096224333459566e-05]",0.00561142243892157,0.0003092473211832463
B2,41001,1995,1,3,"[0.09737817703572145, 0.007186192705266419, 0.004722760928864919, 0.002300111149354943, 0.0023048720797159976, 0.001963176908553109, 0.0027157382456557268, 0.001783823254166673, 0.0013322344239703615, 0.0013628867832862974, 0.0011713060513179698, 0.0008700354638602807, 0.000994243152811747, 0.000745296876042956, 0.0006465771748711516, 0.0007970193367019295]",0.12827445157016193,0.02907969036864161,"[-0.12700645422248452, -0.00011629352130580601, -0.005079978881402703, 0.008347454805423381, 0.0028557983907633202, -0.002657920076330017, 0.0028743154688353726, 0.0009242201076602783, 0.0031134391446553797, 0.0020168389842372195, -0.0021166716055555416, 0.0007359374106941521, -0.003536965789418681, -0.0005900039920881646, -0.0016721254232961462, -0.0018133396906340922]","[-1.7086121770009483e-05, -0.0001550597555643719, -1.1788775649951328e-05, 4.9092687503962164e-05, 2.5246170034789852e-05, 2.1192845211723903e-05, -6.35093997436595e-05, -0.00017697529301277272, -6.719544556883545e-05, 1.3111844685388323e-05, -5.8565062130797705e-05, 5.726038994607574e-05, 7.093473809804908e-05, 6.358684467582716e-05, -1.9992032860190047e-05, -8.649667989187497e-05]",0.007178201500339812,0.0005378684855147666
B2,41001,1995,1,0,"[0.1016007105895314, 0.008119172778175969, 0.003310335412443881, 0.0028552110568502613, 0.003782656570825709, 0.0018807674537443617, 0.0017837024574105347, 0.0016215713705013235, 0.0012338468405020512, 0.0011238784781183743, 0.00098927177797981, 0.001034394123760943, 0.0008954847622963327, 0.0007854453846033239, 0.0006693155723959321, 0.000563926741598109]",0.13224969137073833,0.02627667145282106,"[-0.12980270623066428, -0.01960800063494465, 0.004811550579796663, 0.012156816073289663, -0.014427070264137276, 0.009554907785928164, 0.0009843071700708006, 0.0009584617089014886, -0.0008808662064063432, 0.0021944500777958615, -0.0024959257574785894, 0.0013479328192561439, 0.003779530739490176, 7.010707400179433e-05, 0.003988048970260295, -0.0005360588883486299]","[5.632769891106748e-06, 3.437833123664587e-05, -4.408460612796964e-05, 1.6833064250800182e-05, 6.56387280423058e-05, 1.84152815442202e-05, 2.7548017215260956e-05, 3.8696822383605994e-05, 4.071480091566573e-06, -4.9181079016934796e-05, 3.5861571354544117e-06, 4.26474601317113e-06, -1.4559342957205554e-06, -3.2117999533038596e-05, -1.20943419117512e-05, -8.1383304394869e-06]",0.0076937820497971895,0.00017824387338038965
B2,41001,1995,1,6,"[0.10188891924204692, 0.007873138029236787, 0.0038038588904985545, 0.007390545815912195, 0.0012005822152472581, 0.0034742128924494355, 0.0024320711858176196, 0.001915036624313853, 0.0019175189768619318, 0.0010046318283063447, 0.00102478104033568, 0.0015664421581854712, 0.0007749049573614186, 0.000972940949555024, 0.0010050699444762474, 0.0007045243573538838]",0.13894917910795862,0.020689238518452863,"[-0.1300108423814177, -0.02231322765381128, 0.018333518771063335, -0.03145025670722683, -0.004672850019287102, 0.003388033323161755, -0.012944222697132933, 0.0032476244558377167, -0.002073512034176891, 0.0004267006281323779, 0.002156396988480037, -0.003207596645299002, -0.001846787690894634, -0.0015338132777806522, -0.0037860135498686354, -0.0024995352710652017]","[-7.543585348687789e-05, -0.0006295695455002282, 7.495903758517205e-05, -0.0005146699388163708, 1.87465037961334e-05, -0.0006350587614603434, 0.0005431141916019834, 2.3309192982420375e-05, 0.00045787441620310593, 0.0005181589246389466, 0.00025227549553354285, -0.000513688280246437, 2.1138197309980976e-05, -0.0006724964942796713, -0.0004023740644161615, -0.00023721811593450018]",0.008834170002329788,0.002238180412386981
B2,41001,1995,1,4,"[0.09867627606357562, 0.012550595777385203, 0.0035282814403020334, 0.001909298072158608, 0.0023470304712750684, 0.0024121840813613165, 0.0020687147366338786, 0.0015475305376492366, 0.0013937512828304664, 0.0011977413941837546, 0.0010222405416673882, 0.0007848758060896747, 0.0009314163452862647, 0.0009340053255365311, 0.0008120242677170731, 0.0007136155759233311]",0.13282958171957543,0.02486256369502582,"[-0.1279607321641604, 0.02706802918701688, -0.005125688470332802, -0.0043529319971057695, 0.013722640909910001, 0.0008108825065499406, 0.006874833919388097, 0.0004251237013925991, -0.0009611813614744096, -0.0035333788499219408, -0.0002698736226361478, 0.001950818895284827, -0.00019139222820535335, -0.004873869866074052, 0.00024933492422573873, -0.00018696385122069366]","[-0.0001070246511709468, -0.00018881778859065388, -0.0001540291702611732, -0.00020025687955976804, 7.849852377544403e-05, 0.0001351684391344543, 8.835538991231071e-05, 0.00023013395445394452, 1.6181613172503677e-05, 4.702409145297083e-05, 0.0002901460256075803, -4.802231933413495e-05, -6.460297097822406e-05, 6.0723349033713184e-06, -0.0001038536368034996, 8.585067265390291e-05]",0.007406548826158851,0.0007766802159439763
B2,41001,1995,1,5,"[0.09983761257728, 0.007798769044894261, 0.0053872468159786215, 0.0015813793406749728, 0.002815405287753284, 0.0027666259282060194, 0.0015682121543669344, 0.0019560116224175295, 0.0017316306394566344, 0.0011642421271870348, 0.0009749280789796036, 0.0009247733465517255, 0.0010513926014788135, 0.0008918568604106764, 0.0007575301893323814, 0.0007283030058390358]",0.13193591962080753,0.02598286347962253,"[-0.12874627890770368, 0.005253472273254088, -0.010962237221316415, 0.0007523463728737111, 0.014985425276249657, -0.008143860722267847, 0.0002613963267341548, -0.0014192805093779534, 0.0015338427932532434, -0.004399736744340255, -0.00024214013606813415, -0.00010205426433722078, -0.0006945232982093691, 0.0035065487151290696, 0.0017329828217971597, 0.0010254539135911387]","[8.883257472408129e-05, 0.001384478370245759, 1.1123297961864066e-05, -0.0002063747069309176, 0.0002378813921430686, 0.0005834370602435778, -2.9978706948186182e-05, 0.0002770206908609749, -0.00022435509637575913, -6.616030483426465e-05, -0.00013345095985221154, 0.00011740127242580591, 0.0005166507753479906, 0.00027552571922181463, 9.432572169887052e-05, -3.186962261935855e-05]",0.007715125470029273,0.001095125070767254
B2,41001,1995,2,1,"[0.07065540342406203, 0.006282230757170956, 0.002748727098205479, 0.0021354632601459007, 0.002233104674895467, 0.002763304962799424, 0.0013377348869875092, 0.0013706282893690567, 0.0012358435496443569, 0.0010592886482174088, 0.0008653247775025798, 0.0007875545580109719, 0.0006302198677793462, 0.0006419336612789692, 0.0005911021269377531, 0.00059833824174468]",0.09593620278475189,0.022171877369405277,"[-0.0935205618380325, 0.009873421001310147, 0.00012135801119366611, 0.011029549291005789, -0.008112344405135809, 0.008726114536645012, -6.812266762893903e-05, -0.0011977423453305464, -0.005108549128178889, -0.004529600971399269, -0.002031584776744652, -0.00373179358424897, 0.0009439566888217319, 0.0003326803072206939, 0.001980558875599196, -0.0026525681129773997]","[-3.071423616410176e-05, -0.0001497473396607562, 1.183141185292225e-05, 9.717324498005939e-05, 0.00010870410846401989, -4.6722979846974714e-05, -8.477215260440143e-06, 7.17427009822788e-05, -2.1347930057616294e-05, -1.459166612209753e-05, 3.0689957224179197e-07, 2.312486147167294e-05, 5.509218624899595e-05, 3.217509761173098e-05, -2.614301022458071e-05, 5.177640771181152e-05]",0.0045898628261290585,0.00023611106454679773
B2,41001,1995,2,3,"[0.07283927619170562, 0.005424187676263756, 0.0035462863850708698, 0.001857562844481965, 0.0015929919744522493, 0.0015436256156673553, 0.001941933032761066, 0.001223204242539011, 0.0010682067455702387, 0.0009935116249118314, 0.0009283926700566674, 0.0006228773695051236, 0.0006450385955102722, 0.0005726233503967183, 0.0006303612056775711, 0.0005618787612049536]",0.09599195828577525,0.0220236481683274,"[-0.0951254417300101, -0.0004227419624068998, 0.0015907621221864798, 0.007760280171038638, -0.001502083981058328, 0.0007933792004374414, 0.002825066428478431, -0.0016622642213578777, 0.0013862677578284266, -0.0034333506155472602, -0.002600487333558297, 0.0015382319065789566, 0.00021014395724254064, -0.0013530636146143159, -0.0025236812373217567, 0.0006883945554678162]","[-1.2127849236287505e-05, -0.00011634301406254383, 1.162082162530173e-05, 1.4278950533739528e-05, 2.0541928350461285e-05, 2.2748261370284794e-06, -5.947983771744784e-05, -0.0001114456322558903, -9.293496425512455e-05, 4.355710432481809e-05, -8.387840679098435e-05, -4.1930055593768325e-05, -5.860218684917377e-05, 4.511130282507598e-06, -6.056496442085147e-05, -2.0257059645031206e-05]",0.005842066343514966,0.00039627413765209156
B2,41001,1995,2,0,"[0.07578868982194754, 0.00612936750616739, 0.002789526350944433, 0.001557940831917795, 0.0012031147720978274, 0.0036017907263179104, 0.0013677361396358385, 0.0011900416577380448, 0.0009748393273758473, 0.0007653730647623219, 0.0009045573402050274, 0.0006067624284126019, 0.0007352346138697253, 0.0005897480127142354, 0.0004908923032025197, 0.00044969767086096307]",0.09914531256817004,0.019749459549499512,"[-0.09708625412280127, -0.014788831849245955, -0.0044258441833151686, 0.005025378845410768, 0.0005916672075655378, 0.015289112940170572, -0.0014292987248233986, 0.0028715115178018632, -0.0025765528859137445, 0.000978489502796827, -0.005545990230428708, -0.001472203684841019, -0.0023563709418893833, 4.628631538260598e-05, 0.002056300177339441, 0.0003402865956098228]","[2.724252034462506e-06, 2.27612850070236e-05, 2.4155955824142377e-05, 3.2081114269042376e-05, 2.9769213224681437e-05, -3.839578123684129e-05, 2.61092211371757e-05, 1.7156270030421976e-05, 2.0879419762031667e-05, 2.7422807541461946e-05, 2.4688460627596323e-05, 8.031979136707375e-06, -8.453607591112824e-06, -1.5863880757192704e-05, -1.156294337523321e-05, 1.4090077373606503e-06]",0.005773891230327601,0.00013409937385302963
B2,41001,1995,2,6,"[0.07628798729187339, 0.005407532563818817, 0.0018099754954406181, 0.00606981022545511, 0.0023997741890934036, 0.0005867089869919514, 0.001711236770370627, 0.0009980767497587799, 0.001499592875835658, 0.0014320846149173533, 0.0006815074153389746, 0.0009750535352694886, 0.0010760407020892209, 0.0007879248725023982, 0.0003741771965302611, 0.00039981813910107]",0.10249730162438712,0.01723151159542148,"[-0.09742283911695925, -0.01518612808656222, -0.007036357868615279, -0.024882386480989057, 0.0037632925639360165, 0.002225537983530032, -0.009871399348351347, 0.0037846417807470842, -0.0008997778813411417, -0.009205990129359997, 0.0033948237126231644, 0.0015692702617040495, 0.0037566744637505855, -0.001556725559799501, -0.002019077046414942, -0.0008185584369066321]","[-5.1656344034254144e-05, -0.0004545709959569183, -1.8298776895719916e-05, -0.00033520575521162814, -0.0003340941140837941, -0.0001753099635193312, 0.0004920011031619391, -0.0001269873646936853, 0.00023479173735306658, -0.0005193028029010673, -4.3852396090878695e-06, -0.0001736042706797923, 0.00022618824974187139, -0.00018407738642688799, 0.0002115619165475918, 0.00029269615498439305]",0.008928393416945327,0.0017683264705014492
B2,41001,1995,2,4,"[0.07431820358115505, 0.00945714233840334, 0.0027539499060210827, 0.0012465447838157738, 0.0019491998475315972, 0.00146565350671332, 0.0015742535583813094, 0.0013914907224869687, 0.0008103676392611248, 0.0005394353951854717, 0.0008178197988379419, 0.0005200703776559387, 0.0006240379388477701, 0.000665622093043663, 0.0006242023411247703, 0.0007034260790942511]",0.09946141990755937,0.018807689153391566,"[-0.09617050959257736, 0.020033543978905277, 0.003252651787945918, 0.00102477547509818, 0.005138073959191416, -0.007475436221663949, 0.00599243346334925, -0.0013085350861551277, -0.0003292168400673683, 0.0009660879383882511, 0.001885626695469479, 0.0013633516736127407, -0.001029922050383649, -0.0026982786295556664, -0.0002674488582383644, 0.0019374918719773167]","[-8.222537487505878e-05, -0.00014833149871483484, 0.00013345370094394572, -7.589413512421434e-05, 0.00015512260985268763, -3.908660106364484e-05, 0.00012376967531149214, 0.00014407687597856232, 5.0922301105144634e-05, -0.00013103831103483159, 0.0001505507787919512, -4.707234897308084e-05, 7.240778861273168e-05, 5.471401065208588e-05, -1.8792137275850977e-05, -2.7336822775747473e-05]",0.00588631183580859,0.0005867572084351499
B2,41001,1995,2,5,"[0.07518738170820492, 0.005990653001024929, 0.0038863642940060623, 0.0014185526777640547, 0.0017194230880825947, 0.0019801827540140756, 0.0010644562187131653, 0.0015773009004004515, 0.0012015688798160985, 0.0006768039802811773, 0.0007402132126826027, 0.0006548413467833068, 0.0006752603237378053, 0.0005048621995105827, 0.0006813378515338587, 0.0006736729093977247]",0.09863287534595341,0.01980621197936913,"[-0.0967600018708768, 0.0035908833517627613, 0.00636267037896547, 0.005314729220701168, -0.0011845509458055436, -0.010315771149242758, 0.0012294801717543783, -0.004619605108532416, 0.0012584061102262193, -0.0001989264088167664, 0.001936816361588383, 0.001795158109812496, 0.0014517810142473124, 0.0011032887472584307, -0.000748289153132792, -0.0010572190214287068]","[5.678753769961159e-05, 0.001033301807577935, 5.6378058149238654e-05, -7.033048352864625e-05, 0.0004710230430707933, -7.887465324333017e-05, -5.136919736065313e-05, 0.0002452738216482865, -2.2429883717178097e-05, 0.00028901547416834066, -0.00010846783687430845, -0.0002342907568431807, -7.048124870918728e-05, 9.006169979048835e-05, 9.138622806421862e-05, -0.0001457874007537083]",0.006230530660900214,0.0008555053838701904
B2,41001,1995,2,2,"[0.07638066790099068, 0.0066047992309068125, 0.0033041241579273425, 0.0010977972550982168, 0.0018387364109669286, 0.001637837814480447, 0.0011547241240690094, 0.0014761265990798876, 0.0008960323688458602, 0.0007647330120991503, 0.0009433097845505247, 0.0007582219644299573, 0.0007551622233347687, 0.000651521541491338, 0.0004927209894447911, 0.0005217358776588291]",0.09927825125537455,0.019462732506490582,"[-0.09746938020944831, 0.012110302566373818, -0.005575021578717331, 5.096498351769854e-05, -0.0008477653270765131, -0.0071796978949356495, 0.002572117097704598, 0.0017843628322127844, 0.002098219941435638, 0.00021813124719406352, 0.004027954967414806, 0.003919069125635525, -0.00160161826223756, 7.911412383814913e-05, 0.0006853897965685644, -0.0009312693625206977]","[-4.962821320694642e-05, -0.00037935933379544957, -5.487157136717575e-05, -7.456808741539136e-06, -0.00013098902593618612, 9.281070699953453e-06, 4.0547687758583174e-05, 6.542384548609593e-05, 2.8629630211378105e-05, 8.529125029457766e-05, 3.850266140052578e-05, 1.520110220413529e-05, -3.853672304811396e-05, -3.500801398881587e-05, -5.530615369248859e-05, -5.716757900159395e-05]",0.004810317031926581,0.0002570442350793103
