method,mix_seed,order_seed,session,original_label,B0_top16_direction_second_moments,B0_top16_second_moment_sum,B0_complement_second_moment,R_top16,delta_R_top16,R_complement_norm,delta_R_complement_norm
B3,41002,1995,0,6,"[0.16811118329570568, 0.012927492703603043, 0.009473164775836498, 0.0072382667034790096, 0.003980799752038573, 0.003108145166836563, 0.001839648527807032, 0.0025347383748208843, 0.0017333834649484875, 0.0019763987271409524, 0.0014042095530146393, 0.0021649788830616955, 0.0017112894507548806, 0.0017404458955901836, 0.001086798478950133, 0.0009813237843086281]",0.2220122675378969,0.027987731238464958,"[-0.20446154363190613, -0.03075924741353678, -0.03942974395904912, -0.032003488666852174, 0.0036311242392960954, 0.00526918413528192, -0.009882180390943181, -0.0006672407806416213, -0.0029993447290859137, -0.005157239898036086, -7.197736396407397e-05, -0.0010337647680519581, -0.004318291967397227, -0.0011716808654066743, -0.0015409899778421243, 0.0004602616166040927]","[-0.006832915504807678, -0.001162921061386143, -0.0008827514868372268, 0.00011255931010683887, 0.0016163138720278873, 0.00031340278166883774, -4.333014088888076e-05, -0.0006253103763847489, -0.0010150176009255342, -0.0005397226245697465, -7.871931415848613e-05, 0.0003545850312292252, -0.0007643382662232542, 0.0003481937741261143, 0.0003952331264845479, 0.00023418852143314962]",0.01044566267687804,0.0031993233007791425
B3,41002,1995,1,1,"[0.10104212190081668, 0.008909861869769636, 0.0036938204894957057, 0.003205641453465769, 0.0038849399833046005, 0.0027025801597231123, 0.0020538905788163937, 0.0017993454159311404, 0.0014164355814485071, 0.0017178220506974542, 0.001361130495368176, 0.0008594733729168801, 0.0009776760445144722, 0.0009043863467179353, 0.0007214779894101967, 0.0007501427829927851]",0.13600074651538946,0.03066592023380188,"[-0.1290805891838868, 0.014325449929194007, -0.003160973302442008, 0.015652786818323276, -0.011335166273044036, -0.006428333890442372, -0.000618293684888013, -0.0030253370543247148, -0.001882383719219746, 0.006066179819106986, 0.003281671875017174, -0.000569417373399352, 0.003763001944055794, 0.001871292807099663, -0.0008564649962336868, 0.001869150102376141]","[-0.00394525733846807, 0.00033993537963575857, -0.00014829468615270016, 0.00044483613852652163, -0.00031431122733234143, -0.00033071136967571785, -8.316971944672853e-05, -0.00021014215920290677, -0.0001078251245720546, 0.00015329073885404345, 5.9459564162087964e-05, 4.231590481148765e-05, 8.782511853135421e-05, 2.883182057113841e-05, -1.7282179756323336e-05, -2.421311891095358e-05]",0.005793737184527891,0.0003776682266546573
B3,41002,1995,1,3,"[0.10371510448146727, 0.007446375789147377, 0.004962352531280495, 0.0023970945021534766, 0.0025028580019262805, 0.002100508967395654, 0.0027990487805677118, 0.0018679633198229613, 0.0014194717262435868, 0.0014506112221214778, 0.0011938643479119514, 0.0009023593552531475, 0.0010484567086592805, 0.0007849614104876209, 0.0006657397382885713, 0.000810305130421018]",0.13606707601314788,0.030599590580921376,"[-0.13097543432277794, 0.00034985926457982083, -0.005370633539519098, 0.00861560093204758, 0.0029108490489731585, -0.0029058202112549193, 0.0029760097930282984, 0.0013280054019206083, 0.003368991051351388, 0.002092612436352935, -0.0020605574458559153, 0.0007415559076190093, -0.0036697882181725558, -0.0006606377080019458, -0.0018410595556802912, -0.00180424153156873]","[-0.003986066222063468, 0.00031109303032125963, -0.0003024434337663356, 0.0003172388141281413, 8.029682824462297e-05, -0.00022670728971317395, 3.8184924449270334e-05, 0.00022681000124755689, 0.0001883564611271763, 8.888529680111065e-05, -2.4509024311673095e-06, 6.287888687093774e-05, -6.188769065582481e-05, -7.046871237952598e-06, -0.00018892616524433865, -7.739852082651296e-05]",0.007409350896381177,0.000611013669326139
B3,41002,1995,1,0,"[0.10736355253599116, 0.00843868601166034, 0.003444483532664592, 0.0029943111834078414, 0.003950328855763541, 0.0019521918979045416, 0.0018448741168391556, 0.0016952644496563167, 0.0012907578590877276, 0.001164392413275427, 0.0010345780282840515, 0.001073824279247631, 0.0009341863274149992, 0.0008156649169486124, 0.0006921283993531829, 0.0005905332988628651]",0.13927975810636198,0.027386908479581334,"[-0.13337969666140778, -0.02019730238421666, 0.004943936157000075, 0.012490338589887264, -0.01483585680094481, 0.009757495235429833, 0.0009652475514884241, 0.0009512427945283635, -0.0009116123382943765, 0.0022680838458153632, -0.00258636257555839, 0.0013826974654989365, 0.00386818416241636, 0.00012008453449561026, 0.004060656549356438, -0.0005659552249693018]","[-0.0035713576608525166, -0.0005549234180353067, 8.830097107544165e-05, 0.0003503555808484165, -0.00034314780876521786, 0.00022100273104589283, 8.488398632886514e-06, 3.1477908010505324e-05, -2.667465179645921e-05, 2.4452689002557864e-05, -8.685066094435728e-05, 3.9029392255936095e-05, 8.71974886304541e-05, 1.7859460960779187e-05, 6.051323718438762e-05, -3.803466706015775e-05]",0.007907607776358586,0.0002737251528551785
B3,41002,1995,1,6,"[0.10901485471168229, 0.008293456123710257, 0.004048299671521048, 0.007354068867120149, 0.001177035088616939, 0.0028454612329422008, 0.0026053434548427338, 0.0019061057172061254, 0.0017778957607875346, 0.0008848741336785069, 0.0010166325876468485, 0.0014302027356651978, 0.0007848979704168876, 0.00089794895315087, 0.0008692241402164804, 0.0006768171480135244]",0.1455831182972176,0.021083547553690296,"[-0.13446298296604597, -0.02257278028170899, 0.019004516767517143, -0.031177564283830055, -0.0038953615021558, 0.004494360794745512, -0.013627523668096005, 0.0037460672687811823, -0.0031592516094791977, -0.00026144792478329323, 0.002095562865145741, -0.002853355608880691, -0.002181389782675048, -0.0008781780457616013, -0.003027859919238719, -0.0020500567955219246]","[-0.004527576438115063, -0.0008891221733979512, 0.0007459570340389796, -0.0002419775154195743, 0.0007962350209274413, 0.00047126871012341087, -0.0001401867793610695, 0.0005217520059259125, -0.0006278651590991975, -0.00016998962827672424, 0.00019144137219925282, -0.00015944724382813082, -0.0003134638944704335, -1.686126226061498e-05, 0.0003557795662137549, 0.00021226035960876993]",0.009137042461810402,0.0022085390596843306
B3,41002,1995,1,4,"[0.10444299306233988, 0.012955673271223399, 0.003618585588268731, 0.0020420900333214197, 0.002513852146796076, 0.002523497200385074, 0.0021108157963057256, 0.0016345609702918733, 0.001471592440561446, 0.001332282988770477, 0.0010941030039681927, 0.0008833535108915679, 0.0009696516498854216, 0.0009749923316020348, 0.0008961252815132504, 0.0007987153826078021]",0.14026288465873238,0.026403782031356793,"[-0.13156909060410973, 0.027366361816235012, -0.00567332087857228, -0.004053920667373029, 0.014181352875777804, 0.0005563978956399399, 0.006553368912707824, 0.00036501277801835233, -0.0008192740642743323, -0.003968627412918042, -0.0006504254842710174, 0.0021320624367323097, -0.0002701919230724592, -0.005172825509975262, 0.00014096298925123853, -0.00028227952896085344]","[-0.0037153830911204376, 0.00010951484062744844, -0.0007016615785006402, 9.875445017297299e-05, 0.0005372104896432469, -0.00011931617177554593, -0.00023310961676795724, 0.0001700230310797212, 0.0001580889103725813, -0.0003882244715431293, -9.040583602729574e-05, 0.0001332212221133397, -0.00014340266584533535, -0.0002928833089978425, -0.0002122255717780031, -9.465005086254224e-06]",0.007753422302788057,0.0007854677316177341
B3,41002,1995,1,5,"[0.1060721085930871, 0.007809006867813128, 0.005599834948716357, 0.0017018734764968294, 0.0029477478852269093, 0.0029664646875582155, 0.0015253243864544255, 0.002262056082430458, 0.0017285202505087228, 0.001281184206190031, 0.0010328781433633322, 0.0009902569757432908, 0.0010744417004860728, 0.0009346796937612725, 0.0007511723387564056, 0.0007568941419566237]",0.13943444437854918,0.02723222183097357,"[-0.13264058679911092, 0.004819067777530789, -0.010399779390670579, 0.0008515027078667426, 0.015194022436654398, -0.009056672534493507, 0.0007799899388842783, -0.0015008447812770542, 0.0012245445784177657, -0.0043762327872686095, 0.00031435783534137943, -0.0001478930959216321, -0.0009812588537292993, 0.003311699400392569, 0.0017005549099901273, 0.0011912997123177875]","[-0.003805475316683198, 0.0009500738745224602, 0.0005735811286077098, -0.00010721837193789365, 0.00044647855254785533, -0.00032937475198208934, 0.0004886149052019345, 0.0001954564189618876, -0.0005336533112112325, -4.265634776261482e-05, 0.00042304701155730884, 7.156244084141812e-05, 0.0002299152198280585, 8.067640448531457e-05, 6.189780989183718e-05, 0.0001339761761072921]",0.008034514551656434,0.0011294166683488759
B3,41002,1995,2,1,"[0.0752117950607388, 0.006593401792341537, 0.0027876589322441453, 0.00222036970478095, 0.00236364543326073, 0.0029059336591228968, 0.001409273523775174, 0.0014263949516343652, 0.00130869738016088, 0.0011192154256253236, 0.0009214658135324665, 0.0008424327186974754, 0.0006617605040396947, 0.0006767040171074833, 0.0006141129974408188, 0.0006277359487920524]",0.1016905978632948,0.023309402198598686,"[-0.09643817841390384, 0.010265031609647179, 0.00016011902670979973, 0.011250522925512957, -0.008555473779284709, 0.008982271277474124, -0.00011738583229659041, -0.0013862402771883363, -0.005306178062813417, -0.004639975775477938, -0.002107492199769812, -0.0038569684376177455, 0.0008714042417931901, 0.00028461625299744804, 0.00201122199235095, -0.0027303288169808542]","[-0.0029483308120355294, 0.000241863268676272, 5.0592427369054e-05, 0.0003181468794872219, -0.00033442526568487835, 0.00020943376098214207, -5.7740379928087423e-05, -0.00011675523087550805, -0.0002189768646921356, -0.00012496647020077454, -7.560052345291995e-05, -0.00010204999189710532, -1.7460260779545574e-05, -1.588895661151217e-05, 4.520106527171381e-06, -2.5984296291652285e-05]",0.004763921331553827,0.0002993049193786864
B3,41002,1995,2,3,"[0.07758177103569304, 0.0056177161777192135, 0.0037295613794900884, 0.001959877135580931, 0.0017099491027530627, 0.0016500005283983943, 0.0020009622495991922, 0.001264961125998343, 0.001136036890613144, 0.0010306432561305772, 0.0009786700492046684, 0.0006725658626698268, 0.0006654092778449323, 0.0005980548338709427, 0.0006600970847854665, 0.0005727423114918393]",0.10182901830184367,0.023170981643708274,"[-0.09809962727292652, -9.375955232489874e-05, 0.0017277202052386224, 0.008081093038936787, -0.001655156988955624, 0.0007691544693918661, 0.0029563428994861156, -0.0015195210742797128, 0.001627894756588211, -0.0036367173077104815, -0.0025726813070835477, 0.0015331991159655393, 0.00027409760687214314, -0.001443540199351141, -0.002623595486535244, 0.0006787835644343036]","[-0.0029863133921526753, 0.00021263939601945414, 0.00014857890467744454, 0.0003350918184318956, -0.00013253107954683968, -2.1949904908550235e-05, 7.179663329025021e-05, 3.129751482227919e-05, 0.00014869203450465916, -0.00015980958783841392, -5.607238031623393e-05, -4.69628462071844e-05, 5.351462780423681e-06, -8.596545445431304e-05, -0.0001604792136343348, -2.986805067854806e-05]",0.006033278498527444,0.00046429928758523427
B3,41002,1995,2,0,"[0.08008624810352058, 0.006368830533575097, 0.0029003633477456834, 0.0016365203938632394, 0.0012458512316281015, 0.003768109674317521, 0.001416861068791109, 0.0012427533918114837, 0.0010229464223241642, 0.0007960202342849927, 0.0009463271301629791, 0.0006330349041939438, 0.0007645422913768971, 0.0006138137020694128, 0.0005086301830899482, 0.00046726479901024615]",0.10441811741176539,0.02058188252769208,"[-0.0997608801690336, -0.015230971945996782, -0.0045455579793853024, 0.0051572012471328725, 0.0005657725277244914, 0.015702711776258985, -0.001503216098689541, 0.002923387105906827, -0.0026580686041454945, 0.0009846077104943049, -0.005715781565273134, -0.00150172920366584, -0.002410118072848843, 4.525185003675948e-05, 0.0020853961332354975, 0.0003222707278603931]","[-0.002671901794197833, -0.00041937881174380193, -9.555784024598249e-05, 0.0001639035159911488, 3.8745333836377646e-06, 0.0003752030548515721, -4.7808152728966085e-05, 6.903185813539758e-05, -6.0636298469726216e-05, 3.3541015238940836e-05, -0.00014510287421683207, -2.1493539688123004e-05, -6.220073855058193e-05, -1.6898346103044993e-05, 1.7533012520825268e-05, -1.6606860012068562e-05]",0.005930387591259371,0.00020222117939199113
B3,41002,1995,2,6,"[0.0816470275732934, 0.005706000035391401, 0.0019485905050764956, 0.006059619661431836, 0.002032557889127559, 0.0006091039634981633, 0.0018959163549607308, 0.0010988435198000988, 0.0013456427404327407, 0.001233147750358949, 0.0006977935285649936, 0.0008938209614801865, 0.0010294477632861168, 0.000730347202403623, 0.0004118556694621954, 0.0003426849787565269]",0.107682400097325,0.017317599290855926,"[-0.10077479391322645, -0.015392719117076958, -0.007582625048201942, -0.02469924407725209, 0.004671661701706707, 0.0020177096056761116, -0.010449348780845762, 0.004354320997379857, -0.0013235205676155356, -0.008737376738915344, 0.0036033323322997293, 0.0020264477181571325, 0.003806955086231634, -0.0012183543737937894, -0.0022032007516461253, -0.0009811245258539165]","[-0.003403611140301342, -0.0006611620264716453, -0.0005645659564823751, -0.00015206335147467133, 0.0005742750236868978, -0.0003831383413732464, -8.594832933246887e-05, 0.00044269185193908514, -0.00018895094892133014, -5.068941245642289e-05, 0.00020412338006747604, 0.00028357318577329623, 0.0002764688722229321, 0.00015429379957882086, 2.7438211316402565e-05, 0.0001301300660371044]",0.00884243991856052,0.0016774322842233046
B3,41002,1995,2,4,"[0.07866112683527161, 0.00976063566825884, 0.0028243998414806066, 0.00136282693926537, 0.0020175846181623887, 0.001576233268793031, 0.0015955146231082073, 0.0014633616621489317, 0.0008498688541248132, 0.0006020434565599242, 0.0008960692833518265, 0.0005513267684413275, 0.0007141015353803926, 0.0006993156389634229, 0.0006895006385050858, 0.0007483888072031931]",0.10501229843901898,0.019987701578547915,"[-0.09888210587236954, 0.020240608029688974, 0.00356772766598896, 0.0014216888869905968, 0.005080743804490173, -0.007769414237911008, 0.0057660171380436494, -0.001483971228463127, -0.00020283847019770897, 0.0011041552541076111, 0.001956565525913961, 0.0016013364243022666, -0.001161729899859585, -0.003042854681272429, -0.00040768711750847897, 0.002001984047893939]","[-0.0027938216546671917, 5.87325520688511e-05, 0.00044852957898699, 0.000321019276768203, 9.779245515145356e-05, -0.0003330646173106864, -0.00010264664999411067, -3.1359266329445235e-05, 0.00017730067097481404, 7.029004684537204e-06, 0.00022148960923642442, 0.0001909124017164439, -5.9400060863205806e-05, -0.0002898620410646668, -0.00015903039654596046, 3.7155353140877535e-05]",0.006171815584982887,0.0005834747495726523
B3,41002,1995,2,5,"[0.07987019868179077, 0.006007638687179059, 0.004060223773598606, 0.0015070366238190895, 0.001851815249869646, 0.0020853480342477295, 0.00102753823558114, 0.0017586829837691977, 0.0012286404241633297, 0.0007359779320316978, 0.0007836193468777506, 0.000698727129552795, 0.0007176010726298575, 0.0004976762954413126, 0.0007461706844904321, 0.0006425180195253371]",0.10421941317456776,0.020780586482574304,"[-0.0996795725738679, 0.0032569219508353734, 0.005869134922968426, 0.005306143673760834, -0.001714489861890485, -0.01062713206323085, 0.0016825833446962699, -0.004657730416692398, 0.0009425963689208295, -0.000509415597125503, 0.0022425380522582443, 0.0018049448456742513, 0.0015500809965575803, 0.001097356607588063, -0.0008351326117365305, -0.001023635135882722]","[-0.0028627831652913776, 0.0006993404066505487, -0.00043715739784778605, -7.891603046897901e-05, -5.891587301414715e-05, -0.0003902355672314299, 0.0004017339755812431, 0.00020714851348829644, -0.00033823962502256625, -2.1473714140388324e-05, 0.00019725385379555394, -0.00022450402098142844, 2.7818733601084533e-05, 8.412956012011628e-05, 4.542769460479562e-06, -0.0001122035152077242]",0.006402191302028083,0.0008575645200255215
B3,41002,1995,2,2,"[0.08080469836864233, 0.007090976696170911, 0.00341577240025178, 0.0011238318535589534, 0.0018796001505642461, 0.0017313657390144682, 0.0011828707786435096, 0.0015465330165512806, 0.0009370533219060767, 0.0007901691425292774, 0.0009914922230294778, 0.000785820323060596, 0.0007880663491809278, 0.0006773522846016346, 0.0005078641170660959, 0.0005559600697876604]",0.10480942683455922,0.020190573130572778,"[-0.10020103573508411, 0.012996550442647277, -0.005617905009685965, 6.284523847905694e-05, -0.0006508068259204088, -0.007441578963325366, 0.0025146618078313795, 0.0017883844544426535, 0.0021279196215293473, 0.0002044993729509495, 0.004088171988269967, 0.00407126091483573, -0.001570737745336628, 0.00012089101081198936, 0.0007680530399072811, -0.0008850621126549756]","[-0.002781283738842611, 0.0005068885424780369, -9.775500233582228e-05, 4.423446219811934e-06, 6.59694752199195e-05, -0.00025259999768977666, -1.6907602114636646e-05, 6.944546771597593e-05, 5.832931030508384e-05, 7.165937605146449e-05, 9.871968225568295e-05, 0.00016739289140433545, -7.65620614717277e-06, 6.768872985018318e-06, 2.735708964622036e-05, -1.0960329135874739e-05]",0.004945046791530429,0.00028533610809096594
B3,41002,1995,2,7,"[0.08068651981671368, 0.004659273671452536, 0.0038702970675651128, 0.0020926512091674018, 0.0016079898222761582, 0.0011133745008270204, 0.001965554940300674, 0.0013509980366520449, 0.0013754390332064957, 0.0028961146260557446, 0.0014855236745873537, 0.0015341540942350133, 0.0007230204799343886, 0.0007718144244026824, 0.0010307331308762886, 0.0007725292190274057]",0.10793598774728001,0.017064012563733646,"[-0.10011754850008658, -0.011762180044851875, 0.006660818826349344, -0.004305787806088787, 0.0012820216242118638, -0.0042186807321547, -0.00286077543562768, 0.0012972709051644275, 0.0033083720420560665, 0.013573506812998818, -0.003724405958541577, -0.006266218062631355, -0.0013861397898694565, 0.001997882256047849, -0.0007600899300928974, 0.00437595429825841]","[-0.00321291115522972, 0.0004674486536018967, 0.00019880031843143756, -0.00025798777319168564, 0.00019584393482977884, 0.000336565495309515, -9.675707320035139e-05, -0.00041646649579458767, 0.0005352635038775757, 0.0005918799225988475, -0.0008057916498224923, 0.0012219498604547558, 0.0003959829827312409, -0.0003770824637003508, -0.0007634650248243233, 0.0006055466014109353]",0.00960131142865799,0.0024252081336683853
B3,41003,1993,0,4,"[0.15567996163651127, 0.02100872610134027, 0.005869303531359727, 0.0025503193394362, 0.0027108438369914936, 0.0034886430727483486, 0.003826678488736485, 0.0032044732247183912, 0.002125670654571512, 0.0013015440644419123, 0.0014943622237809852, 0.0011600966202810156, 0.0013961982832128542, 0.0011374850911143337, 0.0013658095757377194, 0.0014333187641753606]",0.20975343450915787,0.040246565525975914,"[-0.1967394603748199, -0.04412086924780694, 0.0019523333566633903, -0.0013721471626980592, -0.004966627078478256, -0.019451318308354695, 0.008795672435955769, -0.005532688234013899, 0.008470175118568119, -0.0038513359099439084, 0.004034150335311015, 0.001905558377977996, -0.003081052986373449, 0.0016351102648738656, 0.0027811460183441526, -0.0008059230385291758]","[-0.005584170358188781, 0.0015909144970828256, 0.0002644914423768572, 0.0008557704753964405, -1.9074514247819794e-05, -0.0007578347906202641, 0.0008185293581143838, -0.0005840511482447443, 0.00027228335843971005, -1.5926875718395282e-06, 0.0002641286531750006, -6.628810125021124e-05, -0.00046909248454561934, 0.00021093149448889276, 0.0002012718877957642, -3.281151190565522e-05]",0.008893993459328632,0.001195007971019224
B3,41003,1993,0,0,"[0.1621732245396183, 0.01184360007188722, 0.006026512380374983, 0.00408050849163667, 0.0024466323816819406, 0.00608716932977688, 0.0023409570924619247, 0.002257479738025574, 0.0020984890837660967, 0.0021795832304307193, 0.0016794197848443888, 0.001323510468360887, 0.0012752498223744262, 0.001125880142698152, 0.000989210684347143, 0.0010445536557620494]",0.20897198089804736,0.04102801898086758,"[-0.20074190068497222, 0.026812493482970937, -0.01368344899076032, -0.007731314126555055, -0.005152512997277981, 0.02345230046379067, -0.010655548485795285, 0.009978859091286405, -0.004301285276346911, 0.010423723762520301, 0.00030695058191528517, 0.0038404235746179217, -0.0021391989256071696, -0.006043373534209232, 0.0010036696018797804, -0.00046783047424524813]","[-0.005328566886202253, 0.0006603970962936707, -0.00032537005948620135, -0.00015895599528441075, -0.00013050231693906715, 0.0005918845554281887, -0.0002751704085247228, 0.0003169796394770332, -0.0001863377120962052, 0.0003584273814574257, 9.843308145796773e-05, 5.494186929947614e-05, -2.0828495635032336e-05, -0.00017703824395776994, 2.6547273238287287e-05, -3.381920166651059e-05]",0.007458344831491042,0.0003086684121252608
B3,41003,1993,0,3,"[0.15537845655795307, 0.01121924547993605, 0.006975636971634687, 0.003441894991067717, 0.003737539462647832, 0.003381486157092384, 0.003513102501353142, 0.0025208312534292176, 0.0026501045552137508, 0.002045029177626671, 0.002150073868395775, 0.0014947613461851151, 0.0010824777467322475, 0.0012500212952343088, 0.0013431942242688017, 0.0010888433551719005]",0.20327269894394268,0.04672730094716121,"[-0.1963493488747985, -0.0033203689748682744, -0.0026580368452821614, 0.0016829044821080074, -0.013298570174339035, 0.002650736887220918, 0.01280899362643242, -0.00626555738285597, -0.0011052882976679908, 0.005653986146911337, 0.0009630167806398691, 0.001115248629524168, -0.003943545534583174, 0.0035142609882716173, -0.0032755390938271705, 0.0017339306768615922]","[-0.0060966059084595564, -2.186002802404994e-05, 0.00014905566719314347, 0.00021730346480367267, -0.0003289187034218837, 0.00013836581811419298, 0.0003912677408145099, 4.1769177698854e-05, 0.00019372603145431473, 2.311958654065402e-05, 7.371056098437673e-05, -4.5269008665405575e-05, -0.000290027438106049, 9.812413961391607e-05, 1.2790688509577396e-05, 0.00011954254060735855]",0.010023267331265403,0.0008690702646128899
B3,41003,1993,0,7,"[0.16074476615792893, 0.00884789136178749, 0.009384013426373398, 0.007046115629951657, 0.007255660419787456, 0.003573943455765441, 0.003885028139850271, 0.003994152631944473, 0.002232667361073584, 0.0036750360676181862, 0.0023706962149989, 0.0027881092524576563, 0.002976723759078847, 0.002158109163924243, 0.0018558173683537545, 0.001261376207208171]",0.22405010661810243,0.02594989400392489,"[-0.19976255623521252, 0.01753596140963907, 0.01341546690238304, 0.013396581178972706, 0.024295428636681556, -0.00892156668752066, -0.009166093762357585, 0.0018905282317090313, -0.004893970382132766, -0.008641395135558937, -0.006242838382787464, -0.010014444881099864, 0.007958038039725496, 0.0017212920166433116, -0.0002605018980827504, -0.0019697922490399156]","[-0.0044233579046699, -0.0010796481705126072, -0.0010462856167566476, 0.002511750801785607, 0.002167075129146482, 0.00028964921580750105, 0.0007433178969303558, -0.0005889702443053721, -0.0013840261094314676, -0.000873220473836246, -0.001061417391815089, -0.0017764379759218185, 0.0007129752251405758, 0.00020940053686625422, -0.00017212249373594495, -0.00011580270913517015]",0.01337387967316767,0.004597397308102184
B3,41003,1993,1,4,"[0.1031327791263285, 0.014295666012853963, 0.0038168833435964396, 0.0020000393283280135, 0.0024531727787385346, 0.0016371728539290918, 0.0027810343852876385, 0.00192286200473415, 0.0010392681704846746, 0.000875205049392884, 0.0011664424290359825, 0.0006652034291772657, 0.0009899514406201328, 0.0008888844132384299, 0.0009166381972811465, 0.000901070306029356]",0.1394822732690562,0.02718439342103296,"[0.1307376716756611, 0.031329772439606184, 0.004079322517587493, -0.006013993630698822, 0.004028186468567681, 0.007689965402800657, -0.008734880544006968, 0.0036264637021597183, -0.0010262182391324926, -0.0006230120692136132, -0.002814552887505307, -0.001610266204494145, 0.0008626698204140033, -0.003333200171923579, 0.0019201071422565673, 0.0031156780395547473]","[0.003747287313421331, -0.0009742102039137573, 0.000276366109239695, -0.0005405028534761917, -0.0006164565776802869, 0.00038432158054737197, -0.0003315417677387725, 0.00029796441196050944, -6.645529608009877e-05, -0.0001172480209132596, -0.0001014308484082716, -0.0001155507088152977, 6.03685927997603e-06, -0.0003503461470971602, -3.996447199172734e-05, 4.372277273918433e-05]",0.007782497737748155,0.0007922900742951022
B3,41003,1993,1,0,"[0.10746417532892798, 0.007522407714376927, 0.00376222058324037, 0.0020292629500613443, 0.002093338895173838, 0.004125188464366162, 0.0020897782673434816, 0.0018853959230664967, 0.001578595310165228, 0.0010598169569421203, 0.001252809154253278, 0.0008106686483297221, 0.0009592960438155999, 0.0008677180399276085, 0.0006697369231048725, 0.0006482975048045696]",0.1388187067078996,0.027847959878043727,"[0.13341221370808176, -0.015615296088820424, -0.008016936710659582, -0.005580848640646852, 0.008870295380957368, -0.016070614953971534, 0.008699057217802224, -0.007195354998979139, 0.006723879650570285, -0.0015436821539742598, 0.007684795464414698, 0.0039546076292369435, 0.0020521855440571815, -0.0009728833147154707, 0.003703092284211117, -0.0011926268290753262]","[0.003543794230875652, -0.0003846784646351286, -0.00020036642060736572, -0.00011125320559163841, 0.00018978517538752922, -0.0003975277856867075, 0.0002387946902474793, -0.00024401391244968244, 0.00014495738180440412, -7.261350924849613e-05, 0.00021366090052229273, 0.00014211793350747744, 0.00011664296925963452, -1.1093755700014725e-05, 0.00010303937300722388, -2.1679853272804027e-05]",0.007195614632102454,0.0002490142473843017
B3,41003,1993,1,3,"[0.10301231815789241, 0.007539176989478019, 0.004866643637545638, 0.002723525717759434, 0.0021274945972327573, 0.0023886219579902484, 0.0024070503279192924, 0.0016432582175877097, 0.0015931402691064178, 0.0015003148136619598, 0.0012893479197713265, 0.0008297824094964118, 0.000979664846065869, 0.0007997278041556373, 0.0008047992259801678, 0.0007562276562711887]",0.1352610945479145,0.03140557204615477,"[0.1305304854273858, 0.004953212761096931, 0.0021932936258453875, -0.012597928030676038, 0.0004557794083171265, -0.005783034184230235, -0.002834593251684145, 2.9442474777179696e-05, -0.0029757668237297874, -0.0053719494939740015, 0.003981765575273686, -0.00027894868210505755, -0.0007182115259397597, -0.0019790123707789952, -0.001669432136656651, -0.00024221452463608122]","[0.004053049744162814, 0.00010181711090540002, 0.0001966419758874751, -0.00034631103905713445, -9.885473090312069e-05, -0.00018359691805894696, -8.849436060493636e-05, -6.499149167429663e-05, 0.00011251178130096351, -0.00015880185180789267, -2.18060866310548e-05, -2.2459597681464314e-05, -5.938355697199859e-06, -0.00015936817774300587, -2.166979172815081e-05, -6.752652758483632e-05]",0.008129497975539067,0.0005990328392211356
B3,41003,1993,1,7,"[0.10700469514039683, 0.005405663845385516, 0.005255171155155424, 0.0037645667736984703, 0.0031226551221413177, 0.0021336023819916896, 0.002077119638843711, 0.0016887630765047605, 0.0024370483351650813, 0.0036593984411058805, 0.0016756809206767175, 0.0021670106113214124, 0.000897824385500373, 0.001645904326865846, 0.00136097314430982, 0.0011274607783488826]",0.14542353807741173,0.02124312900393982,"[0.13307094448794263, -0.009705173658840046, 0.006875929866369356, 0.0015117611038577782, -0.007780311760717167, 0.004341864788250631, 0.00042631259186347585, -0.0002348990476884146, 0.008681531603848658, 0.019607836499013525, -1.4808566116385078e-06, 0.006180891666852001, 0.0021779172895598203, 0.0028054840033410536, -0.0010943565771134598, 0.003814644700952094]","[0.002914274465368408, 0.0008153692710457189, -0.0007436165967349053, -0.0004219081095233727, -0.0018317857602369553, -3.435908830552279e-05, 7.118878824480828e-05, 0.0002913799300308133, 0.0002229667229393475, 0.0016803607235361569, 0.00039582444040664477, 0.00024143681246542242, 0.000538701158995034, 0.00034156305132970147, -0.0005369721043017934, 0.00014920168711879075]",0.011289123077444606,0.0032618295766628
B3,41003,1993,1,5,"[0.10513419653067393, 0.008335297105747513, 0.0056645669477508155, 0.0023625308886997174, 0.002549262707812685, 0.0017876856157123338, 0.002154202093605891, 0.0022087941507210997, 0.0014326322031033899, 0.0011716112594254396, 0.0009944648826275845, 0.0007544827228370061, 0.0010165854489097453, 0.0007203023280974733, 0.0009469007958932402, 0.0009450496680193142]",0.13817856534963718,0.028488100859885568,"[0.131999710157431, 0.009605820197428842, 0.009159094471496437, -0.011423905194877014, -0.007282087235473403, 0.006011333460936781, -0.006606228374596644, 0.006723287728205863, -0.002551146315829416, -0.003572562815220995, -0.0028716170744940237, -0.0022399404537045055, -0.00022381759368667487, 0.0018265189152136545, -0.0009720790820424689, -0.0027969348914991653]","[0.003258148197227476, 0.0005278198830959099, 0.0001953066165434428, -1.3050658023381073e-05, -0.0002742962011047535, 0.000493892805826999, -0.0004941285020926107, 0.0002978539771370468, 6.016236949552817e-05, -0.00012661329137680826, -6.335229556719379e-07, 1.0456605450814243e-05, 0.00023114956867496835, -2.6347321553153005e-05, 0.00013029144156885054, 0.00025579769355506943]",0.007708044033839669,0.0010186716090987086
