method,mix_seed,original_label,n,M,real_mean_norm,real_second_moment_trace,real_centered_cov_trace,real_feature_norm_quantiles,joint_mean_norm,joint_second_moment_trace,joint_centered_cov_trace,joint_mean_shift_norm,aug_mean_norm,aug_second_moment_trace,aug_centered_cov_trace,aug_feature_norm_quantiles,aug_row_span_relative_residual,real_numerical_row_rank
B0,0,3,1306,0,0.7668559138280098,0.9999999991288325,0.4119320065558406,"[0.9999999048764086, 0.999999946755018, 0.9999999984454544, 1.000000053455356, 1.000000089323582]",0.7668559138280098,0.9999999991288325,0.4119320065558406,0.0,,,,,,
B0,0,7,27,0,0.7989719138514466,1.0000000049762188,0.3616438858527754,"[0.9999999091920583, 0.9999999492397201, 1.0000000075867774, 1.0000000549767225, 1.0000000608378539]",0.7989719138514466,1.0000000049762188,0.3616438858527754,0.0,,,,,,
B0,0,5,256,0,0.7852323551290805,0.9999999945142741,0.3834101429727117,"[0.9999999197316145, 0.9999999485016446, 0.9999999951313319, 1.0000000483103562, 1.0000000984785966]",0.7852323551290805,0.9999999945142741,0.3834101429727117,0.0,,,,,,
B0,0,6,44,0,0.8267483698845162,0.9999999902108953,0.31648712310419047,"[0.9999999213001918, 0.9999999373078153, 1.0000000074457276, 1.0000000501596553, 1.0000000674311686]",0.8267483698845162,0.9999999902108953,0.31648712310419047,0.0,,,,,,
B0,0,2,2835,0,0.7919978500679403,0.9999999994421137,0.372739404929874,"[0.9999999077645892, 0.999999949379489, 0.9999999995574119, 1.000000051826234, 1.0000001021195208]",0.7919978500679403,0.9999999994421137,0.372739404929874,0.0,,,,,,
B0,0,1,3263,0,0.7675029791746404,1.0000000009902976,0.4109391779483491,"[0.9999999141487625, 0.9999999474185083, 1.0000000000106757, 1.00000005132252, 1.0000000961408733]",0.7675029791746404,1.0000000009902976,0.4109391779483491,0.0,,,,,,
B1,0,4,458,458,0.7928537284288684,1.0000000002810714,0.3713829655975137,"[0.9999999120640748, 0.9999999485193409, 0.9999999996549769, 1.0000000533795244, 1.0000000877405157]",0.7928537284288684,1.0000000002810714,0.3713829655975137,0.0,0.7928537284288684,1.0000000002810714,0.3713829655975137,"[0.9999999120640748, 0.9999999485193409, 0.9999999996549769, 1.0000000533795244, 1.0000000877405157]",1.6835550058777888e-15,458
B1,0,0,10529,10529,0.8008002053516248,0.9999999990313215,0.3587190301401172,"[0.9999999002587443, 0.9999999483907313, 0.9999999996209414, 1.0000000500833397, 1.0000000996511218]",0.8008002053516248,0.9999999990313215,0.3587190301401172,0.0,0.8008002053516248,0.9999999990313215,0.3587190301401172,"[0.9999999002587443, 0.9999999483907313, 0.9999999996209414, 1.0000000500833397, 1.0000000996511218]",,
B1,0,3,1306,1306,0.7668559138280098,0.9999999991288325,0.4119320065558406,"[0.9999999048764086, 0.999999946755018, 0.9999999984454544, 1.000000053455356, 1.000000089323582]",0.7668559138280098,0.9999999991288325,0.4119320065558406,0.0,0.7668559138280098,0.9999999991288325,0.4119320065558406,"[0.9999999048764086, 0.999999946755018, 0.9999999984454544, 1.000000053455356, 1.000000089323582]",,
B1,0,7,27,27,0.7989719138514466,1.0000000049762188,0.3616438858527754,"[0.9999999091920583, 0.9999999492397201, 1.0000000075867774, 1.0000000549767225, 1.0000000608378539]",0.7989719138514466,1.0000000049762188,0.3616438858527754,0.0,0.7989719138514466,1.0000000049762188,0.3616438858527754,"[0.9999999091920583, 0.9999999492397201, 1.0000000075867774, 1.0000000549767225, 1.0000000608378539]",1.1606303906041403e-15,27
B1,0,5,256,256,0.7852323551290805,0.9999999945142741,0.3834101429727117,"[0.9999999197316145, 0.9999999485016446, 0.9999999951313319, 1.0000000483103562, 1.0000000984785966]",0.7852323551290805,0.9999999945142741,0.3834101429727117,0.0,0.7852323551290805,0.9999999945142741,0.3834101429727117,"[0.9999999197316145, 0.9999999485016446, 0.9999999951313319, 1.0000000483103562, 1.0000000984785966]",2.3937985986778283e-15,256
B1,0,6,44,44,0.8267483698845162,0.9999999902108953,0.31648712310419047,"[0.9999999213001918, 0.9999999373078153, 1.0000000074457276, 1.0000000501596553, 1.0000000674311686]",0.8267483698845162,0.9999999902108953,0.31648712310419047,0.0,0.8267483698845162,0.9999999902108953,0.31648712310419047,"[0.9999999213001918, 0.9999999373078153, 1.0000000074457276, 1.0000000501596553, 1.0000000674311686]",1.3845872374222077e-15,44
B1,0,2,2835,2835,0.7919978500679403,0.9999999994421137,0.372739404929874,"[0.9999999077645892, 0.999999949379489, 0.9999999995574119, 1.000000051826234, 1.0000001021195208]",0.7919978500679403,0.9999999994421137,0.372739404929874,0.0,0.7919978500679403,0.9999999994421137,0.372739404929874,"[0.9999999077645892, 0.999999949379489, 0.9999999995574119, 1.000000051826234, 1.0000001021195208]",,
B1,0,1,3263,3263,0.7675029791746404,1.0000000009902976,0.4109391779483491,"[0.9999999141487625, 0.9999999474185083, 1.0000000000106757, 1.00000005132252, 1.0000000961408733]",0.7675029791746404,1.0000000009902976,0.4109391779483491,0.0,0.7675029791746404,1.0000000009902976,0.4109391779483491,"[0.9999999141487625, 0.9999999474185083, 1.0000000000106757, 1.00000005132252, 1.0000000961408733]",,
B2,41001,4,458,458,0.7928537284288684,1.0000000002810714,0.3713829655975137,"[0.9999999120640748, 0.9999999485193409, 0.9999999996549769, 1.0000000533795244, 1.0000000877405157]",0.7933691085409234,0.9461528724876082,0.3167183301005888,0.005725828429274234,0.7939254500977305,0.8923057446941449,0.26198812438126085,"[0.8418395761000762, 0.8753571616873715, 0.94715873051775, 0.9978590933197079, 0.9999870815878903]",1.6616107625838733e-15,458
B2,41001,0,10529,10529,0.8008002053516248,0.9999999990313215,0.3587190301401172,"[0.9999999002587443, 0.9999999483907313, 0.9999999996209414, 1.0000000500833397, 1.0000000996511218]",0.8006975520375145,0.9511581769413573,0.31004160710248907,0.0012844454152174712,0.8005969462760781,0.9023163548513932,0.26136088446481154,"[0.802701307551063, 0.881694959837552, 0.952795072860361, 0.9987089952629921, 0.9999999756886738]",,
B2,41001,3,1306,1306,0.7668559138280098,0.9999999991288325,0.4119320065558406,"[0.9999999048764086, 0.999999946755018, 0.9999999984454544, 1.000000053455356, 1.000000089323582]",0.7669616538388413,0.9441248516328219,0.35589467317361134,0.0037034116770672722,0.7670852591867015,0.8882497041368113,0.2998299092752823,"[0.8150212214441017, 0.8676466721373846, 0.9443111907588206, 0.9989603544309978, 0.9999976106222388]",,
B2,41001,7,27,27,0.7989719138514466,1.0000000049762188,0.3616438858527754,"[0.9999999091920583, 0.9999999492397201, 1.0000000075867774, 1.0000000549767225, 1.0000000608378539]",0.8012794489897772,0.9501575487285812,0.30810879335522023,0.026721948531210928,0.8044684684248898,0.9003150924809437,0.2531455757910557,"[0.8670103653495219, 0.8863327634165776, 0.9510737650955591, 0.9987036314305486, 0.9999620063704032]",1.125055638583677e-15,27
B2,41001,5,256,256,0.7852323551290805,0.9999999945142741,0.3834101429727117,"[0.9999999197316145, 0.9999999485016446, 0.9999999951313319, 1.0000000483103562, 1.0000000984785966]",0.7849468599656305,0.9475126986025809,0.3313711256326778,0.012119955996424014,0.7848484446470888,0.8950254026908877,0.27903832162593334,"[0.8301812522015005, 0.8803989627685715, 0.9472903724829073, 0.9976417636613328, 0.9999962652127502]",2.3987253587725564e-15,256
B2,41001,6,44,44,0.8267483698845162,0.9999999902108953,0.31648712310419047,"[0.9999999213001918, 0.9999999373078153, 1.0000000074457276, 1.0000000501596553, 1.0000000674311686]",0.8283729090262514,0.9578305057584691,0.271628829349855,0.016818957077979518,0.8303350169328675,0.9156610213060428,0.2262047809611375,"[0.8695280577669299, 0.8933825230612968, 0.9585265273880299, 0.9984183305846682, 0.9997813842024134]",1.3533508205936273e-15,44
B2,41001,2,2835,2835,0.7919978500679403,0.9999999994421137,0.372739404929874,"[0.9999999077645892, 0.999999949379489, 0.9999999995574119, 1.000000051826234, 1.0000001021195208]",0.7920877009516797,0.9499278700949219,0.3225249440960043,0.00405978267698122,0.7921983471052964,0.8998557407477301,0.2722775195913665,"[0.8241062865419194, 0.8786430825385998, 0.9521579411586766, 0.9986172878487676, 0.9999997350063825]",,
B2,41001,1,3263,3263,0.7675029791746404,1.0000000009902976,0.4109391779483491,"[0.9999999141487625, 0.9999999474185083, 1.0000000000106757, 1.00000005132252, 1.0000000961408733]",0.7675972081086079,0.944864641233258,0.35565916733712855,0.0027312160347101296,0.7677011422632943,0.8897292814762184,0.30036423764385156,"[0.7854451233983275, 0.8652929056421009, 0.9466715374073298, 0.9984181152168438, 0.9999999710209655]",,
B2,41002,4,458,458,0.7928537284288684,1.0000000002810714,0.3713829655975137,"[0.9999999120640748, 0.9999999485193409, 0.9999999996549769, 1.0000000533795244, 1.0000000877405157]",0.7924277694442474,0.9486005937072618,0.3206588239208764,0.0072204211643575504,0.7920674048670319,0.8972011871334522,0.2698304132806577,"[0.8472102071650439, 0.8751070784592069, 0.9503020626315944, 0.9988668733039422, 0.9999373762484446]",1.6650758448339219e-15,458
B2,41002,0,10529,10529,0.8008002053516248,0.9999999990313215,0.3587190301401172,"[0.9999999002587443, 0.9999999483907313, 0.9999999996209414, 1.0000000500833397, 1.0000000996511218]",0.8009549439325011,0.9509956651952585,0.30946684298534255,0.001393690998415562,0.8011120772262929,0.9019913313591953,0.2602107710813695,"[0.7977704414160686, 0.8814609512545708, 0.9524098710573271, 0.9986089606262014, 0.9999998841467886]",,
B2,41002,3,1306,1306,0.7668559138280098,0.9999999991288325,0.4119320065558406,"[0.9999999048764086, 0.999999946755018, 0.9999999984454544, 1.000000053455356, 1.000000089323582]",0.7663510963172283,0.9433891474187311,0.35609514459211333,0.0041787915439975695,0.7658687470303122,0.8867782957086298,0.30022335803084954,"[0.7674504740032873, 0.8692491414900982, 0.9431813551453239, 0.9980793938750314, 0.9999986562966552]",,
B2,41002,7,27,27,0.7989719138514466,1.0000000049762188,0.3616438858527754,"[0.9999999091920583, 0.9999999492397201, 1.0000000075867774, 1.0000000549767225, 1.0000000608378539]",0.8019628262901412,0.9496620611144864,0.3065176863632153,0.02590422206324838,0.8057758297569511,0.899324117252754,0.25004942943225106,"[0.8843023419728632, 0.8995102640186626, 0.9372900145267888, 0.9991621285996649, 0.9996548188123274]",1.0542234318840095e-15,27
B2,41002,5,256,256,0.7852323551290805,0.9999999945142741,0.3834101429727117,"[0.9999999197316145, 0.9999999485016446, 0.9999999951313319, 1.0000000483103562, 1.0000000984785966]",0.7855976425439695,0.9491644366482498,0.3320007806776074,0.010789894552281677,0.7861108726182465,0.8983288787822254,0.2803585747336045,"[0.8500451005698062, 0.8743450392048234, 0.9546430686187583, 0.9986027495233007, 0.9999962783208003]",2.3940167211579133e-15,256
B2,41002,6,44,44,0.8267483698845162,0.9999999902108953,0.31648712310419047,"[0.9999999213001918, 0.9999999373078153, 1.0000000074457276, 1.0000000501596553, 1.0000000674311686]",0.8290717745248618,0.9455127828274867,0.25815277551368354,0.016072608682217018,0.8316993477336657,0.8910255754440782,0.1993017704234732,"[0.8403335313939899, 0.8662133092813835, 0.9488416433088037, 0.998697240506723, 0.9998467859359593]",1.2471263680962058e-15,44
B2,41002,2,2835,2835,0.7919978500679403,0.9999999994421137,0.372739404929874,"[0.9999999077645892, 0.999999949379489, 0.9999999995574119, 1.000000051826234, 1.0000001021195208]",0.792058175480203,0.9489093323134684,0.3215531789684404,0.0027422435217629645,0.7921279896436445,0.8978186651848231,0.2703519132079414,"[0.8191277551278614, 0.8797596268566452, 0.9504566541678819, 0.9983454507991641, 0.9999992439756035]",,
B2,41002,1,3263,3263,0.7675029791746404,1.0000000009902976,0.4109391779483491,"[0.9999999141487625, 0.9999999474185083, 1.0000000000106757, 1.00000005132252, 1.0000000961408733]",0.7669225089798548,0.9432607335328822,0.3550905987529267,0.0023520391975968796,0.766348817898701,0.8865214660754667,0.2992309553807302,"[0.7796987226386616, 0.8635232901301992, 0.94376555262834, 0.9986155871352822, 0.9999999366183097]",,
B2,41003,4,458,458,0.7928537284288684,1.0000000002810714,0.3713829655975137,"[0.9999999120640748, 0.9999999485193409, 0.9999999996549769, 1.0000000533795244, 1.0000000877405157]",0.7914747899072513,0.9498755987897919,0.32344325573106436,0.012463146081250842,0.7902900173065469,0.8997511972985124,0.27519288584413015,"[0.8298786572004211, 0.8808493094094061, 0.9518254824858547, 0.9976860925343519, 0.9999207638191068]",1.6564936916475963e-15,458
B2,41003,0,10529,10529,0.8008002053516248,0.9999999990313215,0.3587190301401172,"[0.9999999002587443, 0.9999999483907313, 0.9999999996209414, 1.0000000500833397, 1.0000000996511218]",0.8009458606206566,0.951323878079632,0.3098096064342677,0.0011056642505239518,0.8010930154397767,0.9026477571279424,0.2608977377415481,"[0.7885497326056072, 0.8820192404959207, 0.953362171030926, 0.9985564273147369, 0.999999957775397]",,
B2,41003,3,1306,1306,0.7668559138280098,0.9999999991288325,0.4119320065558406,"[0.9999999048764086, 0.999999946755018, 0.9999999984454544, 1.000000053455356, 1.000000089323582]",0.7669473375084699,0.9442015856398819,0.355993367128551,0.0038641268013844352,0.7670582164357177,0.8884031721509312,0.30002486474938694,"[0.7704858914773741, 0.8677163010580371, 0.9452637933028118, 0.9982949199552069, 0.9999996524624685]",,
B2,41003,7,27,27,0.7989719138514466,1.0000000049762188,0.3616438858527754,"[0.9999999091920583, 0.9999999492397201, 1.0000000075867774, 1.0000000549767225, 1.0000000608378539]",0.7954757925949535,0.949949272845213,0.31716753624064364,0.02522209756304983,0.7927670922135046,0.8998985407142072,0.27141887821755184,"[0.8719417038915843, 0.8810283609564532, 0.959908072049848, 0.9996122540949273, 0.9999731565761041]",1.1023831001310616e-15,27
B2,41003,5,256,256,0.7852323551290805,0.9999999945142741,0.3834101429727117,"[0.9999999197316145, 0.9999999485016446, 0.9999999951313319, 1.0000000483103562, 1.0000000984785966]",0.7837075782836913,0.9513861394950585,0.3371885712357703,0.007594434838051315,0.7822535623811712,0.9027722844758428,0.2908516486178099,"[0.8531706015924084, 0.8773918737998221, 0.9576401415976064, 0.9987334173290034, 0.9999990755118947]",2.3997783851573726e-15,256
B2,41003,6,44,44,0.8267483698845162,0.9999999902108953,0.31648712310419047,"[0.9999999213001918, 0.9999999373078153, 1.0000000074457276, 1.0000000501596553, 1.0000000674311686]",0.8277141130243731,0.9523169573629139,0.26720630446318905,0.016476112660505873,0.8290062504405792,0.9046339245149325,0.21738256124538424,"[0.8646790698009663, 0.8921160041140968, 0.9539943124741311, 0.9997484963026032, 0.9999791476864306]",1.2827473452001288e-15,44
B2,41003,2,2835,2835,0.7919978500679403,0.9999999994421137,0.372739404929874,"[0.9999999077645892, 0.999999949379489, 0.9999999995574119, 1.000000051826234, 1.0000001021195208]",0.7920365103941055,0.9493701596770145,0.32204832587974264,0.0025120212090186935,0.792083135525188,0.8987403199119154,0.271344626328502,"[0.7913304130024219, 0.8771101421123223, 0.95164205723686, 0.9987111622584339, 0.9999998217554474]",,
B2,41003,1,3263,3263,0.7675029791746404,1.0000000009902976,0.4109391779483491,"[0.9999999141487625, 0.9999999474185083, 1.0000000000106757, 1.00000005132252, 1.0000000961408733]",0.7675711700559193,0.9446263712607889,0.3554608701597758,0.0021826558537426143,0.7676455608763914,0.8892527415312801,0.2999730343980507,"[0.7965209441754961, 0.8683733827630904, 0.9458717649495098, 0.9986643591445046, 0.9999998496315144]",,
B3,41001,4,458,458,0.7928537284288684,1.0000000002810714,0.3713829655975137,"[0.9999999120640748, 0.9999999485193409, 0.9999999996549769, 1.0000000533795244, 1.0000000877405157]",0.8173607489867953,1.0000000001405356,0.3319214061562805,0.025227445999760366,0.8419103285672971,1.0,0.29118699865170594,"[0.9999999999999999, 0.9999999999999999, 1.0, 1.0, 1.0000000000000002]",1.6481220191709986e-15,458
B3,41001,0,10529,10529,0.8008002053516248,0.9999999990313215,0.3587190301401172,"[0.9999999002587443, 0.9999999483907313, 0.9999999996209414, 1.0000000500833397, 1.0000000996511218]",0.8224525624233128,0.9999999995156608,0.3235717820789876,0.021707449075296443,0.8441077494448532,1.0,0.28748210732714496,"[0.9999999999999998, 0.9999999999999999, 1.0, 1.0, 1.0000000000000002]",,
B3,41001,3,1306,1306,0.7668559138280098,0.9999999991288325,0.4119320065558406,"[0.9999999048764086, 0.999999946755018, 0.9999999984454544, 1.000000053455356, 1.000000089323582]",0.791327945863018,0.9999999995644162,0.3738000816606326,0.024765954294169355,0.8158177175195309,1.0,0.33444145178122286,"[0.9999999999999998, 0.9999999999999999, 1.0, 1.0, 1.0000000000000002]",,
B3,41001,7,27,27,0.7989719138514466,1.0000000049762188,0.3616438858527754,"[0.9999999091920583, 0.9999999492397201, 1.0000000075867774, 1.0000000549767225, 1.0000000608378539]",0.8234528812882917,1.0000000024881093,0.32192535478611983,0.035895376793802974,0.8487462120274079,1.0,0.27962986756912644,"[0.9999999999999999, 0.9999999999999999, 1.0, 1.0, 1.0]",1.1178791785732625e-15,27
B3,41001,5,256,256,0.7852323551290805,0.9999999945142741,0.3834101429727117,"[0.9999999197316145, 0.9999999485016446, 0.9999999951313319, 1.0000000483103562, 1.0000000984785966]",0.8081240183528895,0.9999999972571371,0.34693556821831584,0.026029101580435622,0.8312003577924213,1.0,0.30910596520575084,"[0.9999999999999999, 0.9999999999999999, 1.0, 1.0, 1.0]",2.415815192512749e-15,256
B3,41001,6,44,44,0.8267483698845162,0.9999999902108953,0.31648712310419047,"[0.9999999213001918, 0.9999999373078153, 1.0000000074457276, 1.0000000501596553, 1.0000000674311686]",0.8473376168518508,0.9999999951054477,0.2820189581732737,0.02685451997059579,0.8682692769200954,1.0,0.24610846275665466,"[0.9999999999999999, 0.9999999999999999, 1.0, 1.0, 1.0]",1.301172986995463e-15,44
B3,41001,2,2835,2835,0.7919978500679403,0.9999999994421137,0.372739404929874,"[0.9999999077645892, 0.999999949379489, 0.9999999995574119, 1.000000051826234, 1.0000001021195208]",0.814327889508877,0.9999999997210569,0.33687008808907515,0.022760448860651632,0.8366811249313566,1.0,0.2999646951835996,"[0.9999999999999998, 0.9999999999999999, 1.0, 1.0, 1.0000000000000002]",,
B3,41001,1,3263,3263,0.7675029791746404,1.0000000009902976,0.4109391779483491,"[0.9999999141487625, 0.9999999474185083, 1.0000000000106757, 1.00000005132252, 1.0000000961408733]",0.7915552676652619,1.0000000004951488,0.3734402587265244,0.024221838586338904,0.8156175914142028,1.0,0.3347679445756946,"[0.9999999999999998, 0.9999999999999999, 1.0, 1.0, 1.0000000000000002]",,
B3,41002,4,458,458,0.7928537284288684,1.0000000002810714,0.3713829655975137,"[0.9999999120640748, 0.9999999485193409, 0.9999999996549769, 1.0000000533795244, 1.0000000877405157]",0.8152253814057692,1.0000000001405356,0.33540757765235374,0.023754462276815196,0.8376731816459968,1.0,0.29830364075107285,"[0.9999999999999998, 0.9999999999999999, 1.0, 1.0, 1.0]",1.6628898740920153e-15,458
B3,41002,0,10529,10529,0.8008002053516248,0.9999999990313215,0.3587190301401172,"[0.9999999002587443, 0.9999999483907313, 0.9999999996209414, 1.0000000500833397, 1.0000000996511218]",0.8227784626020187,0.9999999995156608,0.32303560099391937,0.0220119625261495,0.8447584750334167,1.0,0.2863831188592163,"[0.9999999999999998, 0.9999999999999999, 1.0, 1.0, 1.0000000000000002]",,
B3,41002,3,1306,1306,0.7668559138280098,0.9999999991288325,0.4119320065558406,"[0.9999999048764086, 0.999999946755018, 0.9999999984454544, 1.000000053455356, 1.000000089323582]",0.7910282250355328,0.9999999995644162,0.3742743467615507,0.024559429613723635,0.8152236774031052,1.0,0.3354103558013579,"[0.9999999999999998, 0.9999999999999999, 1.0, 1.0, 1.0000000000000002]",,
B3,41002,7,27,27,0.7989719138514466,1.0000000049762188,0.3616438858527754,"[0.9999999091920583, 0.9999999492397201, 1.0000000075867774, 1.0000000549767225, 1.0000000608378539]",0.8244361338932046,1.0000000024881093,0.3203050636193353,0.03656560769305939,0.8507102009180506,1.0,0.27629215405397,"[0.9999999999999999, 0.9999999999999999, 1.0, 1.0, 1.0]",1.0887759586395219e-15,27
B3,41002,5,256,256,0.7852323551290805,0.9999999945142741,0.3834101429727117,"[0.9999999197316145, 0.9999999485016446, 0.9999999951313319, 1.0000000483103562, 1.0000000984785966]",0.8081743436339957,0.9999999972571371,0.3468542275488974,0.02555252034163935,0.8312686391693943,1.0,0.3089924495334633,"[0.9999999999999999, 0.9999999999999999, 1.0, 1.0, 1.0000000000000002]",2.3985536944658375e-15,256
B3,41002,6,44,44,0.8267483698845162,0.9999999902108953,0.31648712310419047,"[0.9999999213001918, 0.9999999373078153, 1.0000000074457276, 1.0000000501596553, 1.0000000674311686]",0.8545129145354776,0.9999999951054477,0.26980767399753125,0.032135285368656334,0.8825741488626199,1.0,0.22106287175942207,"[0.9999999999999999, 0.9999999999999999, 1.0, 1.0, 1.0]",1.2265370473937173e-15,44
B3,41002,2,2835,2835,0.7919978500679403,0.9999999994421137,0.372739404929874,"[0.9999999077645892, 0.999999949379489, 0.9999999995574119, 1.000000051826234, 1.0000001021195208]",0.8147524549470042,0.9999999997210569,0.3361784368788867,0.022914115974290505,0.8375157578182438,1.0,0.2985673554061328,"[0.9999999999999998, 0.9999999999999999, 1.0, 1.0, 1.0000000000000002]",,
B3,41002,1,3263,3263,0.7675029791746404,1.0000000009902976,0.4109391779483491,"[0.9999999141487625, 0.9999999474185083, 1.0000000000106757, 1.00000005132252, 1.0000000961408733]",0.7916420783832027,1.0000000004951488,0.373302820228272,0.02426273710912352,0.8157885132286785,1.0,0.33448910168414214,"[0.9999999999999998, 0.9999999999999999, 1.0, 1.0, 1.0000000000000002]",,
B3,41003,4,458,458,0.7928537284288684,1.0000000002810714,0.3713829655975137,"[0.9999999120640748, 0.9999999485193409, 0.9999999996549769, 1.0000000533795244, 1.0000000877405157]",0.8136425994810391,1.0000000001405356,0.337985720450273,0.024652632966681486,0.8346418569190903,1.0,0.30337297067865276,"[0.9999999999999998, 0.9999999999999999, 1.0, 1.0, 1.0000000000000002]",1.6576280238838325e-15,458
B3,41003,0,10529,10529,0.8008002053516248,0.9999999990313215,0.3587190301401172,"[0.9999999002587443, 0.9999999483907313, 0.9999999996209414, 1.0000000500833397, 1.0000000996511218]",0.8226090923561382,0.9999999995156608,0.3233142806886712,0.021839133960445786,0.8444195428263485,1.0,0.2869556356929406,"[0.9999999999999998, 0.9999999999999999, 1.0, 1.0, 1.0000000000000002]",,
B3,41003,3,1306,1306,0.7668559138280098,0.9999999991288325,0.4119320065558406,"[0.9999999048764086, 0.999999946755018, 0.9999999984454544, 1.000000053455356, 1.000000089323582]",0.7913397088667744,0.9999999995644162,0.3737814647350649,0.024796682294726535,0.8158424038938905,1.0,0.33440117200863795,"[0.9999999999999998, 0.9999999999999999, 1.0, 1.0, 1.0000000000000002]",,
B3,41003,7,27,27,0.7989719138514466,1.0000000049762188,0.3616438858527754,"[0.9999999091920583, 0.9999999492397201, 1.0000000075867774, 1.0000000549767225, 1.0000000608378539]",0.8179630714557211,1.0000000024881093,0.3309364162228321,0.031624426369490664,0.8377178893240311,1.0,0.2982287379064903,"[0.9999999999999999, 0.9999999999999999, 1.0, 1.0, 1.0]",1.0864141588628902e-15,27
B3,41003,5,256,256,0.7852323551290805,0.9999999945142741,0.3834101429727117,"[0.9999999197316145, 0.9999999485016446, 0.9999999951313319, 1.0000000483103562, 1.0000000984785966]",0.8052684633022049,0.9999999972571371,0.3515426992680426,0.021448192896500667,0.8253755474895519,1.0,0.3187552056063224,"[0.9999999999999998, 0.9999999999999999, 1.0, 1.0, 1.0]",2.4135914164549557e-15,256
B3,41003,6,44,44,0.8267483698845162,0.9999999902108953,0.31648712310419047,"[0.9999999213001918, 0.9999999373078153, 1.0000000074457276, 1.0000000501596553, 1.0000000674311686]",0.8493092560979484,0.9999999951054477,0.2786737826117972,0.027820715407350056,0.8721740321129434,1.0,0.23931245770785026,"[0.9999999999999999, 0.9999999999999999, 1.0, 1.0, 1.0]",1.291151037505791e-15,44
B3,41003,2,2835,2835,0.7919978500679403,0.9999999994421137,0.372739404929874,"[0.9999999077645892, 0.999999949379489, 0.9999999995574119, 1.000000051826234, 1.0000001021195208]",0.8145625566879678,0.9999999997210569,0.3364878409630181,0.022719381235188005,0.8371356303319417,1.0,0.29920393642874255,"[0.9999999999999998, 0.9999999999999999, 1.0, 1.0, 1.0000000000000002]",,
B3,41003,1,3263,3263,0.7675029791746404,1.0000000009902976,0.4109391779483491,"[0.9999999141487625, 0.9999999474185083, 1.0000000000106757, 1.00000005132252, 1.0000000961408733]",0.7916369760899279,1.0000000004951488,0.3733108985823437,0.024251497619520127,0.815777942247301,1.0,0.3345063489427591,"[0.9999999999999998, 0.9999999999999999, 1.0, 1.0, 1.0000000000000002]",,
