contrast,session,order_seed,mix_seed,metric,difference_pp
B4-B3,0,1995,41001,current_macro_recall,0.0
B4-B3,0,1995,41002,current_macro_recall,0.0
B4-B3,0,1995,41003,current_macro_recall,0.0
B4-B3,0,1995,fixed_mix_mean,current_macro_recall,0.0
B4-B3,0,1993,41001,label_6_recall,
B4-B3,0,1993,41002,label_6_recall,
B4-B3,0,1993,41003,label_6_recall,
B4-B3,0,1993,fixed_mix_mean,label_6_recall,
B4-B3,0,1994,41001,label_6_recall,
B4-B3,0,1994,41002,label_6_recall,
B4-B3,0,1994,41003,label_6_recall,
B4-B3,0,1994,fixed_mix_mean,label_6_recall,
B4-B3,0,1995,41001,label_6_recall,0.0
B4-B3,0,1995,41002,label_6_recall,0.0
B4-B3,0,1995,41003,label_6_recall,0.0
B4-B3,0,1995,fixed_mix_mean,label_6_recall,0.0
B4-B3,0,1993,41001,label_7_recall,0.0
B4-B3,0,1993,41002,label_7_recall,0.0
B4-B3,0,1993,41003,label_7_recall,0.0
B4-B3,0,1993,fixed_mix_mean,label_7_recall,0.0
B4-B3,0,1994,41001,label_7_recall,0.0
B4-B3,0,1994,41002,label_7_recall,0.0
B4-B3,0,1994,41003,label_7_recall,0.0
B4-B3,0,1994,fixed_mix_mean,label_7_recall,0.0
B4-B3,0,1995,41001,label_7_recall,
B4-B3,0,1995,41002,label_7_recall,
B4-B3,0,1995,41003,label_7_recall,
B4-B3,0,1995,fixed_mix_mean,label_7_recall,
B4-B3,1,1993,41001,balanced_accuracy,0.0
B4-B3,1,1993,41002,balanced_accuracy,-0.23452157598498502
B4-B3,1,1993,41003,balanced_accuracy,0.0
B4-B3,1,1993,fixed_mix_mean,balanced_accuracy,-0.07817385866166167
B4-B3,1,1994,41001,balanced_accuracy,0.0
B4-B3,1,1994,41002,balanced_accuracy,0.0
B4-B3,1,1994,41003,balanced_accuracy,0.0
B4-B3,1,1994,fixed_mix_mean,balanced_accuracy,0.0
B4-B3,1,1995,41001,balanced_accuracy,0.0
B4-B3,1,1995,41002,balanced_accuracy,0.0
B4-B3,1,1995,41003,balanced_accuracy,0.0
B4-B3,1,1995,fixed_mix_mean,balanced_accuracy,0.0
B4-B3,1,1993,41001,tail_rank2,0.0
B4-B3,1,1993,41002,tail_rank2,-1.923076923076934
B4-B3,1,1993,41003,tail_rank2,0.0
B4-B3,1,1993,fixed_mix_mean,tail_rank2,-0.6410256410256446
B4-B3,1,1994,41001,tail_rank2,0.0
B4-B3,1,1994,41002,tail_rank2,0.0
B4-B3,1,1994,41003,tail_rank2,0.0
B4-B3,1,1994,fixed_mix_mean,tail_rank2,0.0
B4-B3,1,1995,41001,tail_rank2,0.0
B4-B3,1,1995,41002,tail_rank2,0.0
B4-B3,1,1995,41003,tail_rank2,0.0
B4-B3,1,1995,fixed_mix_mean,tail_rank2,0.0
B4-B3,1,1993,41001,old_macro_recall,0.0
B4-B3,1,1993,41002,old_macro_recall,0.6097560975609824
B4-B3,1,1993,41003,old_macro_recall,0.0
B4-B3,1,1993,fixed_mix_mean,old_macro_recall,0.20325203252032745
B4-B3,1,1994,41001,old_macro_recall,0.0
B4-B3,1,1994,41002,old_macro_recall,0.0
B4-B3,1,1994,41003,old_macro_recall,0.0
B4-B3,1,1994,fixed_mix_mean,old_macro_recall,0.0
B4-B3,1,1995,41001,old_macro_recall,0.0
B4-B3,1,1995,41002,old_macro_recall,0.0
B4-B3,1,1995,41003,old_macro_recall,0.0
B4-B3,1,1995,fixed_mix_mean,old_macro_recall,0.0
B4-B3,1,1993,41001,current_macro_recall,0.0
B4-B3,1,1993,41002,current_macro_recall,-1.923076923076934
B4-B3,1,1993,41003,current_macro_recall,0.0
B4-B3,1,1993,fixed_mix_mean,current_macro_recall,-0.6410256410256446
B4-B3,1,1994,41001,current_macro_recall,0.0
B4-B3,1,1994,41002,current_macro_recall,0.0
B4-B3,1,1994,41003,current_macro_recall,0.0
B4-B3,1,1994,fixed_mix_mean,current_macro_recall,0.0
B4-B3,1,1995,41001,current_macro_recall,0.0
B4-B3,1,1995,41002,current_macro_recall,0.0
B4-B3,1,1995,41003,current_macro_recall,0.0
B4-B3,1,1995,fixed_mix_mean,current_macro_recall,0.0
B4-B3,1,1993,41001,label_6_recall,0.0
B4-B3,1,1993,41002,label_6_recall,-3.846153846153854
B4-B3,1,1993,41003,label_6_recall,0.0
B4-B3,1,1993,fixed_mix_mean,label_6_recall,-1.2820512820512846
B4-B3,1,1994,41001,label_6_recall,
B4-B3,1,1994,41002,label_6_recall,
B4-B3,1,1994,41003,label_6_recall,
B4-B3,1,1994,fixed_mix_mean,label_6_recall,
B4-B3,1,1995,41001,label_6_recall,0.0
B4-B3,1,1995,41002,label_6_recall,0.0
B4-B3,1,1995,41003,label_6_recall,0.0
B4-B3,1,1995,fixed_mix_mean,label_6_recall,0.0
B4-B3,1,1993,41001,label_7_recall,0.0
B4-B3,1,1993,41002,label_7_recall,0.0
B4-B3,1,1993,41003,label_7_recall,0.0
B4-B3,1,1993,fixed_mix_mean,label_7_recall,0.0
B4-B3,1,1994,41001,label_7_recall,0.0
B4-B3,1,1994,41002,label_7_recall,0.0
B4-B3,1,1994,41003,label_7_recall,0.0
B4-B3,1,1994,fixed_mix_mean,label_7_recall,0.0
B4-B3,1,1995,41001,label_7_recall,
B4-B3,1,1995,41002,label_7_recall,
B4-B3,1,1995,41003,label_7_recall,
B4-B3,1,1995,fixed_mix_mean,label_7_recall,
B4-B3,2,1993,41001,balanced_accuracy,0.0
B4-B3,2,1993,41002,balanced_accuracy,0.0
B4-B3,2,1993,41003,balanced_accuracy,-0.2717391304347814
B4-B3,2,1993,fixed_mix_mean,balanced_accuracy,-0.09057971014492712
B4-B3,2,1994,41001,balanced_accuracy,0.0
B4-B3,2,1994,41002,balanced_accuracy,0.0
B4-B3,2,1994,41003,balanced_accuracy,-0.2717391304347814
B4-B3,2,1994,fixed_mix_mean,balanced_accuracy,-0.09057971014492712
B4-B3,2,1995,41001,balanced_accuracy,0.0
B4-B3,2,1995,41002,balanced_accuracy,0.0
B4-B3,2,1995,41003,balanced_accuracy,-0.2717391304347814
B4-B3,2,1995,fixed_mix_mean,balanced_accuracy,-0.09057971014492712
B4-B3,2,1993,41001,tail_rank2,0.0
B4-B3,2,1993,41002,tail_rank2,0.0
B4-B3,2,1993,41003,tail_rank2,0.0
B4-B3,2,1993,fixed_mix_mean,tail_rank2,0.0
B4-B3,2,1994,41001,tail_rank2,0.0
B4-B3,2,1994,41002,tail_rank2,0.0
B4-B3,2,1994,41003,tail_rank2,0.0
B4-B3,2,1994,fixed_mix_mean,tail_rank2,0.0
B4-B3,2,1995,41001,tail_rank2,0.0
B4-B3,2,1995,41002,tail_rank2,0.0
B4-B3,2,1995,41003,tail_rank2,0.0
B4-B3,2,1995,fixed_mix_mean,tail_rank2,0.0
B4-B3,2,1993,41001,old_macro_recall,0.0
B4-B3,2,1993,41002,old_macro_recall,0.0
B4-B3,2,1993,41003,old_macro_recall,0.0
B4-B3,2,1993,fixed_mix_mean,old_macro_recall,0.0
B4-B3,2,1994,41001,old_macro_recall,0.0
B4-B3,2,1994,41002,old_macro_recall,0.0
B4-B3,2,1994,41003,old_macro_recall,0.0
B4-B3,2,1994,fixed_mix_mean,old_macro_recall,0.0
B4-B3,2,1995,41001,old_macro_recall,0.0
B4-B3,2,1995,41002,old_macro_recall,0.0
B4-B3,2,1995,41003,old_macro_recall,0.0
B4-B3,2,1995,fixed_mix_mean,old_macro_recall,0.0
B4-B3,2,1993,41001,current_macro_recall,0.0
B4-B3,2,1993,41002,current_macro_recall,0.0
B4-B3,2,1993,41003,current_macro_recall,-1.0869565217391255
B4-B3,2,1993,fixed_mix_mean,current_macro_recall,-0.3623188405797085
B4-B3,2,1994,41001,current_macro_recall,0.0
B4-B3,2,1994,41002,current_macro_recall,0.0
B4-B3,2,1994,41003,current_macro_recall,-1.0869565217391255
B4-B3,2,1994,fixed_mix_mean,current_macro_recall,-0.3623188405797085
B4-B3,2,1995,41001,current_macro_recall,0.0
B4-B3,2,1995,41002,current_macro_recall,0.0
B4-B3,2,1995,41003,current_macro_recall,-1.0869565217391255
B4-B3,2,1995,fixed_mix_mean,current_macro_recall,-0.3623188405797085
B4-B3,2,1993,41001,label_6_recall,0.0
B4-B3,2,1993,41002,label_6_recall,0.0
B4-B3,2,1993,41003,label_6_recall,0.0
B4-B3,2,1993,fixed_mix_mean,label_6_recall,0.0
B4-B3,2,1994,41001,label_6_recall,0.0
B4-B3,2,1994,41002,label_6_recall,0.0
B4-B3,2,1994,41003,label_6_recall,0.0
B4-B3,2,1994,fixed_mix_mean,label_6_recall,0.0
B4-B3,2,1995,41001,label_6_recall,0.0
B4-B3,2,1995,41002,label_6_recall,0.0
B4-B3,2,1995,41003,label_6_recall,0.0
B4-B3,2,1995,fixed_mix_mean,label_6_recall,0.0
B4-B3,2,1993,41001,label_7_recall,0.0
B4-B3,2,1993,41002,label_7_recall,0.0
B4-B3,2,1993,41003,label_7_recall,0.0
B4-B3,2,1993,fixed_mix_mean,label_7_recall,0.0
B4-B3,2,1994,41001,label_7_recall,0.0
B4-B3,2,1994,41002,label_7_recall,0.0
B4-B3,2,1994,41003,label_7_recall,0.0
B4-B3,2,1994,fixed_mix_mean,label_7_recall,0.0
B4-B3,2,1995,41001,label_7_recall,0.0
B4-B3,2,1995,41002,label_7_recall,0.0
B4-B3,2,1995,41003,label_7_recall,0.0
B4-B3,2,1995,fixed_mix_mean,label_7_recall,0.0
B0-R0,0,1993,0,balanced_accuracy,37.92544345898004
B0-R0,0,1993,fixed_mix_mean,balanced_accuracy,37.92544345898004
B0-R0,0,1994,0,balanced_accuracy,21.64441880905295
B0-R0,0,1994,fixed_mix_mean,balanced_accuracy,21.64441880905295
B0-R0,0,1995,0,balanced_accuracy,39.12752787752788
B0-R0,0,1995,fixed_mix_mean,balanced_accuracy,39.12752787752788
B0-R0,0,1993,0,tail_rank2,50.0
B0-R0,0,1993,fixed_mix_mean,tail_rank2,50.0
B0-R0,0,1994,0,tail_rank2,54.166666666666664
B0-R0,0,1994,fixed_mix_mean,tail_rank2,54.166666666666664
B0-R0,0,1995,0,tail_rank2,96.15384615384616
B0-R0,0,1995,fixed_mix_mean,tail_rank2,96.15384615384616
B0-R0,0,1993,0,old_macro_recall,
B0-R0,0,1993,fixed_mix_mean,old_macro_recall,
B0-R0,0,1994,0,old_macro_recall,
B0-R0,0,1994,fixed_mix_mean,old_macro_recall,
B0-R0,0,1995,0,old_macro_recall,
B0-R0,0,1995,fixed_mix_mean,old_macro_recall,
B0-R0,0,1993,0,current_macro_recall,37.92544345898004
B0-R0,0,1993,fixed_mix_mean,current_macro_recall,37.92544345898004
B0-R0,0,1994,0,current_macro_recall,21.64441880905295
B0-R0,0,1994,fixed_mix_mean,current_macro_recall,21.64441880905295
B0-R0,0,1995,0,current_macro_recall,39.12752787752788
B0-R0,0,1995,fixed_mix_mean,current_macro_recall,39.12752787752788
B0-R0,0,1993,0,label_6_recall,
B0-R0,0,1993,fixed_mix_mean,label_6_recall,
B0-R0,0,1994,0,label_6_recall,
B0-R0,0,1994,fixed_mix_mean,label_6_recall,
B0-R0,0,1995,0,label_6_recall,96.15384615384616
B0-R0,0,1995,fixed_mix_mean,label_6_recall,96.15384615384616
B0-R0,0,1993,0,label_7_recall,50.0
B0-R0,0,1993,fixed_mix_mean,label_7_recall,50.0
B0-R0,0,1994,0,label_7_recall,54.166666666666664
B0-R0,0,1994,fixed_mix_mean,label_7_recall,54.166666666666664
B0-R0,0,1995,0,label_7_recall,
B0-R0,0,1995,fixed_mix_mean,label_7_recall,
B0-R0,1,1993,0,balanced_accuracy,44.7721216013899
B0-R0,1,1993,fixed_mix_mean,balanced_accuracy,44.7721216013899
B0-R0,1,1994,0,balanced_accuracy,27.762854317732366
B0-R0,1,1994,fixed_mix_mean,balanced_accuracy,27.762854317732366
B0-R0,1,1995,0,balanced_accuracy,33.53232517866664
B0-R0,1,1995,fixed_mix_mean,balanced_accuracy,33.53232517866664
B0-R0,1,1993,0,tail_rank2,71.31410256410255
B0-R0,1,1993,fixed_mix_mean,tail_rank2,71.31410256410255
B0-R0,1,1994,0,tail_rank2,50.0
B0-R0,1,1994,fixed_mix_mean,tail_rank2,50.0
B0-R0,1,1995,0,tail_rank2,92.3076923076923
B0-R0,1,1995,fixed_mix_mean,tail_rank2,92.3076923076923
B0-R0,1,1993,0,old_macro_recall,32.880635624538066
B0-R0,1,1993,fixed_mix_mean,old_macro_recall,32.880635624538066
B0-R0,1,1994,0,old_macro_recall,49.921308503625575
B0-R0,1,1994,fixed_mix_mean,old_macro_recall,49.921308503625575
B0-R0,1,1995,0,old_macro_recall,24.111935361935366
B0-R0,1,1995,fixed_mix_mean,old_macro_recall,24.111935361935366
B0-R0,1,1993,0,current_macro_recall,68.55509355509355
B0-R0,1,1993,fixed_mix_mean,current_macro_recall,68.55509355509355
B0-R0,1,1994,0,current_macro_recall,-16.554054054054063
B0-R0,1,1994,fixed_mix_mean,current_macro_recall,-16.554054054054063
B0-R0,1,1995,0,current_macro_recall,52.3731048121292
B0-R0,1,1995,fixed_mix_mean,current_macro_recall,52.3731048121292
B0-R0,1,1993,0,label_6_recall,88.46153846153845
B0-R0,1,1993,fixed_mix_mean,label_6_recall,88.46153846153845
B0-R0,1,1994,0,label_6_recall,
B0-R0,1,1994,fixed_mix_mean,label_6_recall,
B0-R0,1,1995,0,label_6_recall,92.3076923076923
B0-R0,1,1995,fixed_mix_mean,label_6_recall,92.3076923076923
B0-R0,1,1993,0,label_7_recall,54.166666666666664
B0-R0,1,1993,fixed_mix_mean,label_7_recall,54.166666666666664
B0-R0,1,1994,0,label_7_recall,50.0
B0-R0,1,1994,fixed_mix_mean,label_7_recall,50.0
B0-R0,1,1995,0,label_7_recall,
B0-R0,1,1995,fixed_mix_mean,label_7_recall,
B0-R0,2,1993,0,balanced_accuracy,28.50462124752952
B0-R0,2,1993,fixed_mix_mean,balanced_accuracy,28.50462124752952
B0-R0,2,1994,0,balanced_accuracy,28.504621247529517
B0-R0,2,1994,fixed_mix_mean,balanced_accuracy,28.504621247529517
B0-R0,2,1995,0,balanced_accuracy,28.504621247529517
B0-R0,2,1995,fixed_mix_mean,balanced_accuracy,28.504621247529517
B0-R0,2,1993,0,tail_rank2,71.15384615384616
B0-R0,2,1993,fixed_mix_mean,tail_rank2,71.15384615384616
B0-R0,2,1994,0,tail_rank2,71.15384615384616
B0-R0,2,1994,fixed_mix_mean,tail_rank2,71.15384615384616
B0-R0,2,1995,0,tail_rank2,71.15384615384616
B0-R0,2,1995,fixed_mix_mean,tail_rank2,71.15384615384616
B0-R0,2,1993,0,old_macro_recall,41.903537299878764
B0-R0,2,1993,fixed_mix_mean,old_macro_recall,41.903537299878764
B0-R0,2,1994,0,old_macro_recall,26.969372365713827
B0-R0,2,1994,fixed_mix_mean,old_macro_recall,26.969372365713827
B0-R0,2,1995,0,old_macro_recall,34.02065441699588
B0-R0,2,1995,fixed_mix_mean,old_macro_recall,34.02065441699588
B0-R0,2,1993,0,current_macro_recall,-11.692126909518208
B0-R0,2,1993,fixed_mix_mean,current_macro_recall,-11.692126909518208
B0-R0,2,1994,0,current_macro_recall,33.11036789297658
B0-R0,2,1994,fixed_mix_mean,current_macro_recall,33.11036789297658
B0-R0,2,1995,0,current_macro_recall,11.956521739130437
B0-R0,2,1995,fixed_mix_mean,current_macro_recall,11.956521739130437
B0-R0,2,1993,0,label_6_recall,92.3076923076923
B0-R0,2,1993,fixed_mix_mean,label_6_recall,92.3076923076923
B0-R0,2,1994,0,label_6_recall,92.3076923076923
B0-R0,2,1994,fixed_mix_mean,label_6_recall,92.3076923076923
B0-R0,2,1995,0,label_6_recall,92.3076923076923
B0-R0,2,1995,fixed_mix_mean,label_6_recall,92.3076923076923
B0-R0,2,1993,0,label_7_recall,50.0
B0-R0,2,1993,fixed_mix_mean,label_7_recall,50.0
B0-R0,2,1994,0,label_7_recall,50.0
B0-R0,2,1994,fixed_mix_mean,label_7_recall,50.0
B0-R0,2,1995,0,label_7_recall,50.0
B0-R0,2,1995,fixed_mix_mean,label_7_recall,50.0
B3-B0,0,1993,41001,balanced_accuracy,2.0833333333333286
B3-B0,0,1993,41002,balanced_accuracy,0.0
B3-B0,0,1993,41003,balanced_accuracy,0.4734848484848584
B3-B0,0,1993,fixed_mix_mean,balanced_accuracy,0.852272727272729
B3-B0,0,1994,41001,balanced_accuracy,-1.0416666666666643
B3-B0,0,1994,41002,balanced_accuracy,0.015243902439024737
B3-B0,0,1994,41003,balanced_accuracy,0.6097560975609753
B3-B0,0,1994,fixed_mix_mean,balanced_accuracy,-0.1388888888888881
B3-B0,0,1995,41001,balanced_accuracy,-0.6756756756756772
B3-B0,0,1995,41002,balanced_accuracy,-0.6756756756756772
B3-B0,0,1995,41003,balanced_accuracy,-1.3513513513513544
B3-B0,0,1995,fixed_mix_mean,balanced_accuracy,-0.9009009009009029
B3-B0,0,1993,41001,tail_rank2,8.333333333333336
B3-B0,0,1993,41002,tail_rank2,0.0
B3-B0,0,1993,41003,tail_rank2,4.166666666666664
B3-B0,0,1993,fixed_mix_mean,tail_rank2,4.166666666666667
B3-B0,0,1994,41001,tail_rank2,-4.166666666666664
B3-B0,0,1994,41002,tail_rank2,0.0
B3-B0,0,1994,41003,tail_rank2,0.0
B3-B0,0,1994,fixed_mix_mean,tail_rank2,-1.3888888888888882
B3-B0,0,1995,41001,tail_rank2,0.0
B3-B0,0,1995,41002,tail_rank2,0.0
B3-B0,0,1995,41003,tail_rank2,0.0
B3-B0,0,1995,fixed_mix_mean,tail_rank2,0.0
B3-B0,0,1993,41001,old_macro_recall,
B3-B0,0,1993,41002,old_macro_recall,
B3-B0,0,1993,41003,old_macro_recall,
B3-B0,0,1993,fixed_mix_mean,old_macro_recall,
B3-B0,0,1994,41001,old_macro_recall,
B3-B0,0,1994,41002,old_macro_recall,
B3-B0,0,1994,41003,old_macro_recall,
B3-B0,0,1994,fixed_mix_mean,old_macro_recall,
B3-B0,0,1995,41001,old_macro_recall,
B3-B0,0,1995,41002,old_macro_recall,
B3-B0,0,1995,41003,old_macro_recall,
B3-B0,0,1995,fixed_mix_mean,old_macro_recall,
B3-B0,0,1993,41001,current_macro_recall,2.0833333333333286
B3-B0,0,1993,41002,current_macro_recall,0.0
B3-B0,0,1993,41003,current_macro_recall,0.4734848484848584
B3-B0,0,1993,fixed_mix_mean,current_macro_recall,0.852272727272729
B3-B0,0,1994,41001,current_macro_recall,-1.0416666666666643
B3-B0,0,1994,41002,current_macro_recall,0.015243902439024737
B3-B0,0,1994,41003,current_macro_recall,0.6097560975609753
B3-B0,0,1994,fixed_mix_mean,current_macro_recall,-0.1388888888888881
B3-B0,0,1995,41001,current_macro_recall,-0.6756756756756772
B3-B0,0,1995,41002,current_macro_recall,-0.6756756756756772
B3-B0,0,1995,41003,current_macro_recall,-1.3513513513513544
B3-B0,0,1995,fixed_mix_mean,current_macro_recall,-0.9009009009009029
B3-B0,0,1993,41001,label_6_recall,
B3-B0,0,1993,41002,label_6_recall,
B3-B0,0,1993,41003,label_6_recall,
B3-B0,0,1993,fixed_mix_mean,label_6_recall,
B3-B0,0,1994,41001,label_6_recall,
B3-B0,0,1994,41002,label_6_recall,
B3-B0,0,1994,41003,label_6_recall,
B3-B0,0,1994,fixed_mix_mean,label_6_recall,
B3-B0,0,1995,41001,label_6_recall,0.0
B3-B0,0,1995,41002,label_6_recall,0.0
B3-B0,0,1995,41003,label_6_recall,0.0
B3-B0,0,1995,fixed_mix_mean,label_6_recall,0.0
B3-B0,0,1993,41001,label_7_recall,8.333333333333336
B3-B0,0,1993,41002,label_7_recall,0.0
B3-B0,0,1993,41003,label_7_recall,4.166666666666664
B3-B0,0,1993,fixed_mix_mean,label_7_recall,4.166666666666667
B3-B0,0,1994,41001,label_7_recall,-4.166666666666664
B3-B0,0,1994,41002,label_7_recall,0.0
B3-B0,0,1994,41003,label_7_recall,0.0
B3-B0,0,1994,fixed_mix_mean,label_7_recall,-1.3888888888888882
B3-B0,0,1995,41001,label_7_recall,
B3-B0,0,1995,41002,label_7_recall,
B3-B0,0,1995,41003,label_7_recall,
B3-B0,0,1995,fixed_mix_mean,label_7_recall,
B3-B0,1,1993,41001,balanced_accuracy,-0.8467919138650828
B3-B0,1,1993,41002,balanced_accuracy,-1.2553774139139975
B3-B0,1,1993,41003,balanced_accuracy,0.7126882126882208
B3-B0,1,1993,fixed_mix_mean,balanced_accuracy,-0.4631603716969532
B3-B0,1,1994,41001,balanced_accuracy,-0.37272028125687484
B3-B0,1,1994,41002,balanced_accuracy,-0.37272028125686063
B3-B0,1,1994,41003,balanced_accuracy,0.0716625716625785
B3-B0,1,1994,fixed_mix_mean,balanced_accuracy,-0.22459266361705232
B3-B0,1,1995,41001,balanced_accuracy,0.8333333333333286
B3-B0,1,1995,41002,balanced_accuracy,1.239837398373993
B3-B0,1,1995,41003,balanced_accuracy,0.8333333333333286
B3-B0,1,1995,fixed_mix_mean,balanced_accuracy,0.9688346883468834
B3-B0,1,1993,41001,tail_rank2,0.0
B3-B0,1,1993,41002,tail_rank2,-0.1602564102563946
B3-B0,1,1993,41003,tail_rank2,1.923076923076934
B3-B0,1,1993,fixed_mix_mean,tail_rank2,0.5876068376068465
B3-B0,1,1994,41001,tail_rank2,0.0
B3-B0,1,1994,41002,tail_rank2,0.0
B3-B0,1,1994,41003,tail_rank2,0.0
B3-B0,1,1994,fixed_mix_mean,tail_rank2,0.0
B3-B0,1,1995,41001,tail_rank2,0.0
B3-B0,1,1995,41002,tail_rank2,0.0
B3-B0,1,1995,41003,tail_rank2,0.0
B3-B0,1,1995,fixed_mix_mean,tail_rank2,0.0
B3-B0,1,1993,41001,old_macro_recall,-0.5945121951219505
B3-B0,1,1993,41002,old_macro_recall,-2.844604582409467
B3-B0,1,1993,41003,old_macro_recall,-0.5681818181818201
B3-B0,1,1993,fixed_mix_mean,old_macro_recall,-1.3357661985710791
B3-B0,1,1994,41001,old_macro_recall,-1.2347560975609753
B3-B0,1,1994,41002,old_macro_recall,-0.559080421885298
B3-B0,1,1994,41003,old_macro_recall,0.6756756756756772
B3-B0,1,1994,fixed_mix_mean,old_macro_recall,-0.37272028125686535
B3-B0,1,1995,41001,old_macro_recall,1.25
B3-B0,1,1995,41002,old_macro_recall,1.25
B3-B0,1,1995,41003,old_macro_recall,1.25
B3-B0,1,1995,fixed_mix_mean,old_macro_recall,1.25
B3-B0,1,1993,41001,current_macro_recall,-1.3513513513513544
B3-B0,1,1993,41002,current_macro_recall,1.923076923076934
B3-B0,1,1993,41003,current_macro_recall,3.274428274428274
B3-B0,1,1993,fixed_mix_mean,current_macro_recall,1.2820512820512846
B3-B0,1,1994,41001,current_macro_recall,1.3513513513513544
B3-B0,1,1994,41002,current_macro_recall,0.0
B3-B0,1,1994,41003,current_macro_recall,-1.136363636363626
B3-B0,1,1994,fixed_mix_mean,current_macro_recall,0.07166257166257613
B3-B0,1,1995,41001,current_macro_recall,0.0
B3-B0,1,1995,41002,current_macro_recall,1.2195121951219576
B3-B0,1,1995,41003,current_macro_recall,0.0
B3-B0,1,1995,fixed_mix_mean,current_macro_recall,0.40650406504065256
B3-B0,1,1993,41001,label_6_recall,0.0
B3-B0,1,1993,41002,label_6_recall,3.846153846153854
B3-B0,1,1993,41003,label_6_recall,3.846153846153854
B3-B0,1,1993,fixed_mix_mean,label_6_recall,2.564102564102569
B3-B0,1,1994,41001,label_6_recall,
B3-B0,1,1994,41002,label_6_recall,
B3-B0,1,1994,41003,label_6_recall,
B3-B0,1,1994,fixed_mix_mean,label_6_recall,
B3-B0,1,1995,41001,label_6_recall,0.0
B3-B0,1,1995,41002,label_6_recall,0.0
B3-B0,1,1995,41003,label_6_recall,0.0
B3-B0,1,1995,fixed_mix_mean,label_6_recall,0.0
B3-B0,1,1993,41001,label_7_recall,0.0
B3-B0,1,1993,41002,label_7_recall,-4.166666666666664
B3-B0,1,1993,41003,label_7_recall,0.0
B3-B0,1,1993,fixed_mix_mean,label_7_recall,-1.3888888888888882
B3-B0,1,1994,41001,label_7_recall,0.0
B3-B0,1,1994,41002,label_7_recall,0.0
B3-B0,1,1994,41003,label_7_recall,0.0
B3-B0,1,1994,fixed_mix_mean,label_7_recall,0.0
B3-B0,1,1995,41001,label_7_recall,
B3-B0,1,1995,41002,label_7_recall,
B3-B0,1,1995,41003,label_7_recall,
B3-B0,1,1995,fixed_mix_mean,label_7_recall,
B3-B0,2,1993,41001,balanced_accuracy,0.5150283961259561
B3-B0,2,1993,41002,balanced_accuracy,-1.0166255404192839
B3-B0,2,1993,41003,balanced_accuracy,-0.4525392691485024
B3-B0,2,1993,fixed_mix_mean,balanced_accuracy,-0.3180454711472767
B3-B0,2,1994,41001,balanced_accuracy,0.5150283961259632
B3-B0,2,1994,41002,balanced_accuracy,-1.0166255404192839
B3-B0,2,1994,41003,balanced_accuracy,-0.4525392691484953
B3-B0,2,1994,fixed_mix_mean,balanced_accuracy,-0.318045471147272
B3-B0,2,1995,41001,balanced_accuracy,0.5150283961259561
B3-B0,2,1995,41002,balanced_accuracy,-1.0166255404192839
B3-B0,2,1995,41003,balanced_accuracy,-0.4525392691484953
B3-B0,2,1995,fixed_mix_mean,balanced_accuracy,-0.3180454711472744
B3-B0,2,1993,41001,tail_rank2,-1.923076923076934
B3-B0,2,1993,41002,tail_rank2,-1.923076923076934
B3-B0,2,1993,41003,tail_rank2,-1.923076923076934
B3-B0,2,1993,fixed_mix_mean,tail_rank2,-1.923076923076934
B3-B0,2,1994,41001,tail_rank2,-1.923076923076934
B3-B0,2,1994,41002,tail_rank2,-1.923076923076934
B3-B0,2,1994,41003,tail_rank2,-1.923076923076934
B3-B0,2,1994,fixed_mix_mean,tail_rank2,-1.923076923076934
B3-B0,2,1995,41001,tail_rank2,-1.923076923076934
B3-B0,2,1995,41002,tail_rank2,-1.923076923076934
B3-B0,2,1995,41003,tail_rank2,-1.923076923076934
B3-B0,2,1995,fixed_mix_mean,tail_rank2,-1.923076923076934
B3-B0,2,1993,41001,old_macro_recall,0.23625407771748996
B3-B0,2,1993,41002,old_macro_recall,-0.6308630393996282
B3-B0,2,1993,41003,old_macro_recall,-0.965704532777707
B3-B0,2,1993,fixed_mix_mean,old_macro_recall,-0.45343783148661504
B3-B0,2,1994,41001,old_macro_recall,1.327730169193586
B3-B0,2,1994,41002,old_macro_recall,0.010162601626021228
B3-B0,2,1994,41003,old_macro_recall,-0.32467889175205755
B3-B0,2,1994,fixed_mix_mean,old_macro_recall,0.33773795968918324
B3-B0,2,1995,41001,old_macro_recall,0.6867045281679367
B3-B0,2,1995,41002,old_macro_recall,-0.6308630393996282
B3-B0,2,1995,41003,old_macro_recall,-0.965704532777707
B3-B0,2,1995,fixed_mix_mean,old_macro_recall,-0.30328768133646616
B3-B0,2,1993,41001,current_macro_recall,1.3513513513513544
B3-B0,2,1993,41002,current_macro_recall,-2.173913043478265
B3-B0,2,1993,41003,current_macro_recall,1.0869565217391255
B3-B0,2,1993,fixed_mix_mean,current_macro_recall,0.08813160987073825
B3-B0,2,1994,41001,current_macro_recall,-1.9230769230769198
B3-B0,2,1994,41002,current_macro_recall,-4.096989966555185
B3-B0,2,1994,41003,current_macro_recall,-0.8361204013377943
B3-B0,2,1994,fixed_mix_mean,current_macro_recall,-2.285395763656633
B3-B0,2,1995,41001,current_macro_recall,0.0
B3-B0,2,1995,41002,current_macro_recall,-2.173913043478265
B3-B0,2,1995,41003,current_macro_recall,1.0869565217391255
B3-B0,2,1995,fixed_mix_mean,current_macro_recall,-0.36231884057971325
B3-B0,2,1993,41001,label_6_recall,-3.846153846153854
