dataset,seed,task,method,seen,known,n_images,balanced_accuracy,accuracy,macro_f1,zero_recall_classes,head_recall,mid_recall,tail_recall,old_macro_recall,current_macro_recall,restricted_current_BA,restricted_current_accuracy,HM,restricted_old_BA,restricted_old_accuracy
ISIC,1993,4,CT-Risk,8,6,295,54.15290141595814,53.559322033898304,53.624652411934925,[],55.09828009828009,50.2278166289301,61.05769230769231,45.37268954951882,80.49353701527613,91.06933019976499,91.56626506024097,58.03317324138096,66.43591613103807,66.0377358490566
ISIC,1993,1,CT-ConCM-CB,2,0,85,97.5609756097561,97.6470588235294,97.63888888888889,[],100.0,95.1219512195122,,,97.5609756097561,97.5609756097561,97.6470588235294,,,
ISIC,1993,1,CT-ConCM,2,0,85,82.92682926829269,83.52941176470588,82.84313725490196,[],100.0,65.85365853658537,,,82.92682926829269,82.92682926829269,83.52941176470588,,,
ISIC,1993,2,CT-ConCM-CB,4,2,149,35.0,32.21476510067114,22.179253867151953,"[4, 0]",0.0,45.0,50.0,0.0,70.0,70.0,75.0,0.0,83.5920177383592,83.52941176470588
ISIC,1993,2,CT-ConCM,4,2,149,25.0,26.845637583892618,10.638297872340425,"[4, 0, 7]",0.0,50.0,0.0,0.0,50.0,50.0,62.5,0.0,68.9578713968958,69.41176470588235
ISIC,1993,3,CT-ConCM-CB,6,4,212,33.44156219156219,30.660377358490564,21.438871215905774,[4],2.272727272727273,36.531531531531535,44.39102564102564,5.359848484848485,89.60498960498961,92.87941787941789,93.65079365079364,10.114673545061518,36.897634885439764,33.557046979865774
ISIC,1993,3,CT-ConCM,6,4,212,24.517787017787015,23.58490566037736,16.592795768320613,"[4, 0]",0.0,35.36036036036036,20.512820512820515,14.583333333333334,44.38669438669439,65.38461538461539,71.42857142857143,21.953727506426734,29.734848484848484,24.832214765100673
ISIC,1993,4,CT-ConCM-CB,8,6,295,24.054797899906596,26.440677966101696,13.63445559108863,"[4, 0, 3, 5]",40.54054054054054,23.91304347826087,7.852564102564102,2.6175213675213675,88.36662749706228,88.36662749706228,89.1566265060241,5.084435883301379,33.101174259710845,32.075471698113205
ISIC,1993,4,CT-ConCM,8,6,295,22.28995299647474,25.08474576271186,9.761757425742575,"[4, 0, 3, 7, 5, 6]",44.5945945945946,22.282608695652176,0.0,0.0,89.15981198589895,89.15981198589894,89.1566265060241,0.0,42.27217602217602,39.15094339622642
ISIC,1994,1,CT-J-CB,2,0,64,73.75,79.6875,75.2895752895753,[],,97.5,50.0,,73.75,73.75,79.6875,,,
ISIC,1994,1,CT-J-Stale,2,0,64,73.75,79.6875,75.2895752895753,[],,97.5,50.0,,73.75,73.75,79.6875,,,
ISIC,1994,1,PT-CB,2,0,64,75.83333333333333,81.25,77.54385964912281,[],,97.5,54.166666666666664,,75.83333333333333,75.83333333333333,81.25,,,
ISIC,1994,1,CT-Risk,2,0,64,73.75,79.6875,75.2895752895753,[],,97.5,50.0,,73.75,73.75,79.6875,,,
ISIC,1994,2,CT-J-CB,4,2,142,57.81215666886399,57.74647887323944,58.66103571171431,[],,57.63843111404086,58.333333333333336,60.41666666666667,55.207646671061305,65.22742254449571,65.38461538461539,57.6948202344613,78.33333333333333,81.25
ISIC,1994,2,CT-J-Stale,4,2,142,38.45734453966161,40.140845070422536,37.15744416280071,[],,44.332014941771035,20.833333333333332,17.916666666666664,58.99802241265656,65.35926170072513,65.38461538461539,27.486242594569884,79.58333333333334,79.6875
ISIC,1994,2,PT-CB,4,2,142,58.55938255328499,59.154929577464785,59.347576590362586,[],,60.02362118215777,54.166666666666664,65.83333333333333,51.28543177323665,62.65655899802242,62.82051282051282,57.655849120321946,77.5,81.25
ISIC,1994,2,CT-Risk,4,2,142,57.81215666886399,57.74647887323944,58.66103571171431,[],,57.63843111404086,58.333333333333336,60.41666666666667,55.207646671061305,65.22742254449571,65.38461538461539,57.6948202344613,78.33333333333333,81.25
ISIC,1994,3,CT-J-CB,6,4,223,53.932136127258076,54.7085201793722,51.782573959993314,[],79.66830466830467,39.47429136453527,45.833333333333336,41.064051856734785,79.66830466830467,83.507371007371,83.9506172839506,54.1943102644387,61.155103274005704,59.859154929577464
ISIC,1994,3,CT-J-Stale,6,4,223,27.835790335790335,30.493273542600896,15.468639887244539,"[3, 7, 4, 5]",83.507371007371,0.0,0.0,0.0,83.507371007371,83.507371007371,83.9506172839506,0.0,59.255246099758295,57.04225352112676
ISIC,1994,3,PT-CB,6,4,223,55.54548450889914,56.502242152466366,56.34278510510996,[],61.82432432432432,53.2080861349154,50.0,52.40606460118655,61.82432432432432,82.5859950859951,82.71604938271605,56.7269281833229,61.57273126785322,61.267605633802816
ISIC,1994,3,CT-Risk,6,4,223,54.315019010140965,55.15695067264574,52.67306198607962,[],79.66830466830467,40.24005713030103,45.833333333333336,41.638376181059115,79.66830466830467,83.507371007371,83.9506172839506,54.69210461055157,61.053751922654364,59.859154929577464
ISIC,1994,4,CT-J-CB,8,6,295,39.295135436439786,40.33898305084746,35.46455016264338,"[4, 5]",53.71621621621622,26.331521739130434,50.80128205128205,22.62762762762763,89.29765886287626,90.38461538461539,93.05555555555556,36.10612465020619,49.65225757908685,49.327354260089685
ISIC,1994,4,CT-J-Stale,8,6,295,23.947505197505198,24.06779661016949,15.672335265169144,"[3, 7, 4, 5, 0]",5.405405405405405,25.0,40.38461538461539,1.8018018018018018,90.38461538461539,90.38461538461539,93.05555555555556,3.533170456681075,39.51382646504598,40.35874439461883
ISIC,1994,4,PT-CB,8,6,295,55.497263593432734,54.23728813559322,55.55991004063034,[],63.17567567567568,43.82976627210456,71.15384615384616,51.365359261700725,67.89297658862876,95.90301003344482,95.83333333333334,58.483914083755316,54.13297443785249,54.7085201793722
ISIC,1994,4,CT-Risk,8,6,295,39.920135436439786,41.01694915254237,36.60250270539158,"[4, 5]",53.71621621621622,27.581521739130434,50.80128205128205,23.46096096096096,89.29765886287626,90.38461538461539,93.05555555555556,37.15917934717863,50.485590912420186,50.224215246636774
ISIC,1994,1,CT-ConCM-CB,2,0,64,73.75,79.6875,75.2895752895753,[],,97.5,50.0,,73.75,73.75,79.6875,,,
ISIC,1994,1,CT-ConCM,2,0,64,60.416666666666664,70.3125,57.64541971438524,[],,100.0,20.833333333333332,,60.416666666666664,60.416666666666664,70.3125,,,
ISIC,1994,2,CT-ConCM-CB,4,2,142,35.75395517468688,38.028169014084504,30.057720057720054,[],,43.50527356624917,12.5,7.5,64.00791034937376,64.00791034937376,64.1025641025641,13.426747482196769,61.25000000000001,70.3125
ISIC,1994,2,CT-ConCM,4,2,142,30.175648209184796,33.098591549295776,25.05518008504407,[],,38.845308723357505,4.166666666666667,4.583333333333334,55.76796308503626,64.56822676334872,65.38461538461539,8.470511134271165,70.83333333333334,78.125
ISIC,1994,3,CT-ConCM-CB,6,4,223,27.078214578214574,29.596412556053814,14.704373194939233,"[3, 7, 4, 5]",81.23464373464373,0.0,0.0,0.0,81.23464373464373,81.23464373464373,81.48148148148148,0.0,34.636480993188314,37.32394366197183
ISIC,1994,3,CT-ConCM,6,4,223,27.9995904995905,30.94170403587444,15.050725958325739,"[3, 7, 4, 5]",83.9987714987715,0.0,0.0,0.0,83.9987714987715,83.9987714987715,85.18518518518519,0.0,36.7235223027906,38.028169014084504
ISIC,1994,4,CT-ConCM-CB,8,6,295,21.206642945773382,21.35593220338983,11.037554157427603,"[3, 7, 4, 5]",5.896805896805898,21.195652173913043,36.53846153846154,1.9656019656019659,78.92976588628763,81.10367892976589,83.33333333333334,3.835683231075536,28.744723104479203,31.390134529147986
ISIC,1994,4,CT-ConCM,8,6,295,12.5,15.593220338983052,3.392330383480826,"[3, 7, 4, 5, 1, 0, 6]",0.0,25.0,0.0,0.0,50.0,50.0,63.888888888888886,0.0,28.52797087553185,31.390134529147986
ISIC,1995,1,CT-J-CB,2,0,77,85.74324324324324,85.71428571428571,85.70464135021098,[],86.48648648648648,85.0,,,85.74324324324324,85.74324324324326,85.71428571428571,,,
ISIC,1995,1,CT-J-Stale,2,0,77,85.74324324324324,85.71428571428571,85.70464135021098,[],86.48648648648648,85.0,,,85.74324324324324,85.74324324324326,85.71428571428571,,,
ISIC,1995,1,PT-CB,2,0,77,82.9391891891892,83.11688311688312,83.0137451213304,[],78.37837837837837,87.5,,,82.9391891891892,82.9391891891892,83.11688311688312,,,
ISIC,1995,1,CT-Risk,2,0,77,85.74324324324324,85.71428571428571,85.70464135021098,[],86.48648648648648,85.0,,,85.74324324324324,85.74324324324326,85.71428571428571,,,
ISIC,1995,2,CT-J-CB,4,2,147,70.54337554337555,69.38775510204081,70.92151089538442,[],65.50982800982801,55.0,96.15384615384616,46.41891891891892,94.66783216783217,98.07692307692308,98.57142857142858,62.293282562392,80.23648648648648,80.51948051948052
ISIC,1995,2,CT-J-Stale,4,2,147,53.565488565488565,51.70068027210885,46.24564483640917,[],54.054054054054056,10.0,96.15384615384616,9.054054054054054,98.07692307692308,98.07692307692308,98.57142857142858,16.577721715505533,81.38513513513514,81.81818181818183
ISIC,1995,2,PT-CB,4,2,147,80.81671706671708,79.59183673469387,81.04721365590932,[],73.55651105651106,80.0,96.15384615384616,73.78378378378378,87.84965034965035,94.66783216783216,94.28571428571428,80.20468836328237,81.58783783783784,81.81818181818183
ISIC,1995,2,CT-Risk,4,2,147,70.54337554337555,69.38775510204081,70.92151089538442,[],65.50982800982801,55.0,96.15384615384616,46.41891891891892,94.66783216783217,98.07692307692308,98.57142857142858,62.293282562392,80.23648648648648,80.51948051948052
ISIC,1995,3,CT-J-CB,6,4,225,57.08402479743944,55.55555555555556,54.71687907739358,[],54.20761670761671,45.97835640518567,96.15384615384616,55.517269892269894,60.21753460777851,64.00791034937376,64.1025641025641,57.77195780489255,72.30036855036856,70.74829931972789
ISIC,1995,3,CT-J-Stale,6,4,225,47.043933324421126,44.888888888888886,42.256053362384264,[3],30.19041769041769,44.473742034717645,88.46153846153847,37.21059346059346,66.71061305207647,66.71061305207647,66.66666666666666,47.7735312182915,63.8022113022113,61.904761904761905
ISIC,1995,3,PT-CB,6,4,225,61.31495536983343,60.0,61.50821271590281,[],65.44840294840296,48.22841133816743,92.3076923076923,65.17612455112456,53.59261700725115,62.52471984179302,62.82051282051282,58.819501415168276,77.63489888489889,76.19047619047619
ISIC,1995,3,CT-Risk,6,4,225,57.08402479743944,55.55555555555556,54.71687907739358,[],54.20761670761671,45.97835640518567,96.15384615384616,55.517269892269894,60.21753460777851,64.00791034937376,64.1025641025641,57.77195780489255,72.30036855036856,70.74829931972789
ISIC,1995,4,CT-J-CB,8,6,295,45.795947255385215,45.42372881355932,44.308181573534945,[],39.004914004914006,39.236873405749336,65.7051282051282,35.39701179945083,76.9927536231884,81.25,87.14285714285714,48.497537088430235,57.425725230603284,56.00000000000001
ISIC,1995,4,CT-J-Stale,8,6,295,21.754807692307693,21.694915254237287,11.593175537666706,"[1, 3, 0, 4, 5]",0.0,25.0,37.01923076923077,1.9230769230769231,81.25,81.25,87.14285714285714,3.7572254335260116,53.06967230747719,51.11111111111111
ISIC,1995,4,PT-CB,8,6,295,55.497263593432734,54.23728813559322,55.55991004063034,[],63.17567567567568,43.82976627210456,71.15384615384616,58.41664131298277,46.73913043478261,80.07246376811594,84.28571428571429,51.92949416868186,61.76950082437887,60.44444444444444
ISIC,1995,4,CT-Risk,8,6,295,45.86204596278827,45.42372881355932,44.481737943426,[],39.004914004914006,39.36907082055544,65.7051282051282,35.84746224990128,75.90579710144928,81.25,87.14285714285714,48.69710667834737,57.46967161601307,56.00000000000001
ISIC,1995,1,CT-ConCM-CB,2,0,77,85.74324324324324,85.71428571428571,85.70464135021098,[],86.48648648648648,85.0,,,85.74324324324324,85.74324324324326,85.71428571428571,,,
ISIC,1995,1,CT-ConCM,2,0,77,92.19594594594594,92.20779220779221,92.19594594594595,[],91.89189189189189,92.5,,,92.19594594594594,92.19594594594595,92.20779220779221,,,
ISIC,1995,2,CT-ConCM-CB,4,2,147,42.52622377622377,41.49659863945578,31.655011655011656,"[1, 3]",46.59090909090909,0.0,76.92307692307692,0.0,85.05244755244755,85.05244755244755,87.14285714285714,0.0,63.58108108108108,63.63636363636363
ISIC,1995,2,CT-ConCM,4,2,147,25.0,29.931972789115648,11.518324607329843,"[1, 3, 6]",50.0,0.0,0.0,0.0,50.0,50.0,62.857142857142854,0.0,50.0,51.94805194805194
ISIC,1995,3,CT-ConCM-CB,6,4,225,19.21555702043507,20.0,9.892791771986403,"[1, 3, 0, 6]",0.0,38.43111404087014,0.0,0.0,57.64667106130521,57.64667106130521,57.692307692307686,0.0,25.0,29.931972789115648
ISIC,1995,3,CT-ConCM,6,4,225,18.727152873494337,20.88888888888889,12.630917874396136,"[1, 3, 6]",22.727272727272727,22.30279059547352,0.0,11.363636363636363,33.45418589321028,62.39288068556361,62.82051282051282,16.96473341133211,25.164312039312044,29.931972789115648
ISIC,1995,4,CT-ConCM-CB,8,6,295,15.398550724637682,14.237288135593221,5.742971887550201,"[1, 3, 0, 6, 4, 5]",0.0,14.130434782608695,33.333333333333336,0.0,61.594202898550726,62.68115942028986,61.42857142857143,0.0,19.738956934078885,19.555555555555557
ISIC,1995,4,CT-ConCM,8,6,295,12.5,15.593220338983052,3.3724340175953076,"[1, 3, 0, 6, 4, 5, 7]",0.0,25.0,0.0,0.0,50.0,50.0,65.71428571428571,0.0,20.493023511316196,18.22222222222222
