dataset,seed,stream,from_task,to_task,split,scope,diagnostic,n,coordinate_MSE,RMS_L2,a_lower_clip_fraction,a_upper_clip_fraction,a_min,a_max,a_mean,b_norm,clip_fraction,residual_mean,residual_max,current_class_counts,a_quantiles,a_histogram,version,original_label,age,mean_norm,within_scatter,stored_post_mean_error,true_post_mean_error,centered_between_scatter,n_classes
HK,1993,R,10,11,fit,old,class_geometry,127,,,,,,,,,,,,,,,current_map_applied,18,4,0.8995881236094688,0.02157822823697771,,0.24350319316255808,,
HK,1993,R,10,11,fit,old,class_geometry,252,,,,,,,,,,,,,,,current_map_applied,14,4,0.9009452374646332,0.024373519393844256,,0.21330433943134572,,
HK,1993,R,10,11,fit,old,class_geometry,635,,,,,,,,,,,,,,,current_map_applied,9,3,0.9132514998161383,0.015967974139646464,,0.3215875121102895,,
HK,1993,R,10,11,fit,old,class_geometry,6,,,,,,,,,,,,,,,current_map_applied,19,3,0.9002178263320335,0.01470154577239295,,0.23672775735100762,,
HK,1993,R,10,11,fit,old,class_geometry,488,,,,,,,,,,,,,,,current_map_applied,15,2,0.9060759953589637,0.021312848449526075,,0.3058874049396236,,
HK,1993,R,10,11,fit,old,class_geometry,6,,,,,,,,,,,,,,,current_map_applied,6,2,0.8971463344123697,0.020835420077358818,,0.2892118834536712,,
HK,1993,R,10,11,fit,old,class_geometry,3,,,,,,,,,,,,,,,current_map_applied,5,1,0.8921320037096744,0.010725795002682567,,0.2898703728932438,,
HK,1993,R,10,11,fit,old,class_geometry,288,,,,,,,,,,,,,,,current_map_applied,20,1,0.8971755777323926,0.022561993679203078,,0.23135351592699085,,
HK,1993,R,10,11,fit,current,class_geometry,595,,,,,,,,,,,,,,,current_map_applied,10,0,0.9076185840299724,0.016950402423807066,,0.39329885837006995,,
HK,1993,R,10,11,fit,current,class_geometry,83,,,,,,,,,,,,,,,current_map_applied,7,0,0.9335228162944302,0.011230891073825236,,0.23948068400435407,,
HK,1993,R,10,11,fit,current,class_geometry,403,,,,,,,,,,,,,,,current_map_applied,1,0,0.9287478757892855,0.017995200836437984,,0.21007909455768578,,
HK,1993,R,10,11,fit,old,between_class_geometry,,,,,,,,,,,,,,,,current_map_applied,,,,,,,0.009945071497544204,20
HK,1993,R,10,11,fit,current,between_class_geometry,,,,,,,,,,,,,,,,current_map_applied,,,,,,,0.011974892137517392,3
HK,1993,R,10,11,val,old,map_generalization,1414,9.624599384051565e-05,0.3844916729124728,0.7291666666666666,0.033854166666666664,0.5,2.0,0.674932574129469,1.1807473899972705,0.7630208333333334,9.290181002203615e-05,0.002889948334604521,"{""20"": 595, ""21"": 83, ""22"": 403}","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5586156933347637, 1.2311174376621, 2.0, 2.0]","[1148, 29, 19, 16, 24, 19, 21, 18, 12, 21, 14, 12, 11, 10, 14, 8, 6, 9, 5, 9, 9, 6, 6, 4, 6, 3, 9, 6, 4, 58]",,,,,,,,,
HK,1993,R,10,11,val,current,map_generalization,284,0.00010830336109960532,0.40786512801291774,0.7291666666666666,0.033854166666666664,0.5,2.0,0.674932574129469,1.1807473899972705,0.7630208333333334,9.290181002203615e-05,0.002889948334604521,"{""20"": 595, ""21"": 83, ""22"": 403}","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5586156933347637, 1.2311174376621, 2.0, 2.0]","[1148, 29, 19, 16, 24, 19, 21, 18, 12, 21, 14, 12, 11, 10, 14, 8, 6, 9, 5, 9, 9, 6, 6, 4, 6, 3, 9, 6, 4, 58]",,,,,,,,,
HK,1993,R,10,11,val,old,class_geometry,7,,,,,,,,,,,,,,,pre,0,10,0.9910343562157499,0.01785090480003411,,1.4314383838409581,,
HK,1993,R,10,11,val,old,class_geometry,165,,,,,,,,,,,,,,,pre,4,10,0.9720534800162137,0.055112031988368476,,1.3206068256128018,,
HK,1993,R,10,11,val,old,class_geometry,41,,,,,,,,,,,,,,,pre,12,9,0.9872860791785704,0.025266197860205817,,1.4256415169346797,,
HK,1993,R,10,11,val,old,class_geometry,153,,,,,,,,,,,,,,,pre,8,9,0.9868925566513523,0.02604308162615737,,1.3538997012384124,,
HK,1993,R,10,11,val,old,class_geometry,182,,,,,,,,,,,,,,,pre,2,8,0.9898886537016479,0.020120453272739033,,1.3527452751871545,,
HK,1993,R,10,11,val,old,class_geometry,61,,,,,,,,,,,,,,,pre,11,8,0.9871808399842547,0.02547398916798145,,1.4274952970395332,,
HK,1993,R,10,11,val,old,class_geometry,5,,,,,,,,,,,,,,,pre,17,7,0.9847704063579515,0.03022724676159485,,1.3831209077254083,,
HK,1993,R,10,11,val,old,class_geometry,157,,,,,,,,,,,,,,,pre,3,7,0.9770040471338292,0.04546309188411864,,1.3359832692008748,,
HK,1993,R,10,11,val,old,class_geometry,4,,,,,,,,,,,,,,,pre,21,6,0.9901773501134319,0.01954881532234213,,1.4231676324120794,,
HK,1993,R,10,11,val,old,class_geometry,8,,,,,,,,,,,,,,,pre,16,6,0.9854982566896306,0.02879318606169885,,1.4359090259813994,,
HK,1993,R,10,11,val,old,class_geometry,21,,,,,,,,,,,,,,,pre,22,5,0.9872230202453711,0.025390708297607638,,1.3893249131269252,,
HK,1993,R,10,11,val,old,class_geometry,160,,,,,,,,,,,,,,,pre,13,5,0.9888988683816968,0.02207902811339961,,1.3881945511682103,,
HK,1993,R,10,11,val,old,class_geometry,33,,,,,,,,,,,,,,,pre,18,4,0.9825220442601251,0.03465043254290461,,1.3855413181026965,,
HK,1993,R,10,11,val,old,class_geometry,60,,,,,,,,,,,,,,,pre,14,4,0.9819867331809982,0.03570205585651103,,1.3697888567771623,,
HK,1993,R,10,11,val,old,class_geometry,164,,,,,,,,,,,,,,,pre,9,3,0.9878510757420349,0.0241502521553045,,1.4143602587989073,,
HK,1993,R,10,11,val,old,class_geometry,2,,,,,,,,,,,,,,,pre,19,3,0.9891519849373616,0.02157835069447756,,1.3897935933527188,,
HK,1993,R,10,11,val,old,class_geometry,123,,,,,,,,,,,,,,,pre,15,2,0.9851149916693009,0.029548453188393012,,1.4138203659695947,,
HK,1993,R,10,11,val,old,class_geometry,1,,,,,,,,,,,,,,,pre,6,2,0.9999999999999999,0.0,,1.36637119456147,,
HK,1993,R,10,11,val,old,class_geometry,1,,,,,,,,,,,,,,,pre,5,1,1.0,0.0,,1.3919319291173724,,
HK,1993,R,10,11,val,old,class_geometry,66,,,,,,,,,,,,,,,pre,20,1,0.9832435318638508,0.033232157047900654,,1.376035866446976,,
HK,1993,R,10,11,val,current,class_geometry,150,,,,,,,,,,,,,,,pre,10,0,0.9873128350925069,0.025213365661596418,,1.4308836180076607,,
HK,1993,R,10,11,val,current,class_geometry,21,,,,,,,,,,,,,,,pre,7,0,0.9909900529560097,0.017938714942245016,,1.3516455560922385,,
HK,1993,R,10,11,val,current,class_geometry,113,,,,,,,,,,,,,,,pre,1,0,0.9858753124830125,0.028049868236522463,,1.3526390294390607,,
HK,1993,R,10,11,val,old,between_class_geometry,,,,,,,,,,,,,,,,pre,,,,,,,0.017854018399668103,20
HK,1993,R,10,11,val,current,between_class_geometry,,,,,,,,,,,,,,,,pre,,,,,,,0.015399089077536435,3
HK,1993,R,10,11,val,old,class_geometry,7,,,,,,,,,,,,,,,post,0,10,0.9831079414249763,0.03349877550714556,0.44662920320574045,0.0,,
HK,1993,R,10,11,val,old,class_geometry,165,,,,,,,,,,,,,,,post,4,10,0.9525136003379191,0.09271784117129499,0.30312059507381883,0.0,,
HK,1993,R,10,11,val,old,class_geometry,41,,,,,,,,,,,,,,,post,12,9,0.9715433889830456,0.0561034433233387,0.41123758180818576,0.0,,
HK,1993,R,10,11,val,old,class_geometry,153,,,,,,,,,,,,,,,post,8,9,0.9725318196502788,0.05418185976771763,0.30567886291527707,0.0,,
HK,1993,R,10,11,val,old,class_geometry,182,,,,,,,,,,,,,,,post,2,8,0.978133993089728,0.043253891562343896,0.30748605222300524,0.0,,
HK,1993,R,10,11,val,old,class_geometry,61,,,,,,,,,,,,,,,post,11,8,0.9722713857505665,0.054688352450672974,0.41884833093541096,0.0,,
HK,1993,R,10,11,val,old,class_geometry,5,,,,,,,,,,,,,,,post,17,7,0.9641061985120162,0.07049923799070883,0.28884235884928083,0.0,,
HK,1993,R,10,11,val,old,class_geometry,157,,,,,,,,,,,,,,,post,3,7,0.9564147413557135,0.08527084251748376,0.28837886746664015,0.0,,
HK,1993,R,10,11,val,old,class_geometry,4,,,,,,,,,,,,,,,post,21,6,0.9812365985243326,0.03717473771639755,0.38373695775827793,0.0,,
HK,1993,R,10,11,val,old,class_geometry,8,,,,,,,,,,,,,,,post,16,6,0.9822114462177249,0.035260674918885376,0.4311536164652673,0.0,,
HK,1993,R,10,11,val,old,class_geometry,21,,,,,,,,,,,,,,,post,22,5,0.9633971400084069,0.07186595062362197,0.29384991779133257,0.0,,
HK,1993,R,10,11,val,old,class_geometry,160,,,,,,,,,,,,,,,post,13,5,0.9702920240053456,0.0585333881516098,0.2776914771273217,0.0,,
HK,1993,R,10,11,val,old,class_geometry,33,,,,,,,,,,,,,,,post,18,4,0.9608627662933282,0.07674274435113272,0.25718670909130115,0.0,,
HK,1993,R,10,11,val,old,class_geometry,60,,,,,,,,,,,,,,,post,14,4,0.9558211329516185,0.08640596180308448,0.23895222776364508,0.0,,
HK,1993,R,10,11,val,old,class_geometry,164,,,,,,,,,,,,,,,post,9,3,0.9736498835472418,0.05200590426844261,0.3255322342327502,0.0,,
HK,1993,R,10,11,val,old,class_geometry,2,,,,,,,,,,,,,,,post,19,3,0.9604357849486719,0.07756310299002839,0.2925295051234426,0.0,,
HK,1993,R,10,11,val,old,class_geometry,123,,,,,,,,,,,,,,,post,15,2,0.9648809315704803,0.06900478789168199,0.3270692798580896,0.0,,
HK,1993,R,10,11,val,old,class_geometry,1,,,,,,,,,,,,,,,post,6,2,1.0,0.0,0.36008212710762016,0.0,,
HK,1993,R,10,11,val,old,class_geometry,1,,,,,,,,,,,,,,,post,5,1,1.0,0.0,0.3695372635837314,0.0,,
HK,1993,R,10,11,val,old,class_geometry,66,,,,,,,,,,,,,,,post,20,1,0.9555605748867112,0.08690398772217799,0.22914654632828657,0.0,,
HK,1993,R,10,11,val,current,class_geometry,150,,,,,,,,,,,,,,,post,10,0,0.9726536304748884,0.053944915124019416,0.023411310750826957,0.0,,
HK,1993,R,10,11,val,current,class_geometry,21,,,,,,,,,,,,,,,post,7,0,0.9851997351598987,0.029381481840865448,0.03206979127688187,0.0,,
HK,1993,R,10,11,val,current,class_geometry,113,,,,,,,,,,,,,,,post,1,0,0.9718653348920965,0.05547777083507313,0.023226361806281594,0.0,,
HK,1993,R,10,11,val,old,between_class_geometry,,,,,,,,,,,,,,,,post,,,,,,,0.08378208101400345,20
HK,1993,R,10,11,val,current,between_class_geometry,,,,,,,,,,,,,,,,post,,,,,,,0.11090533300473158,3
HK,1993,R,10,11,val,old,class_geometry,7,,,,,,,,,,,,,,,current_map_applied,0,10,0.9141535937452072,0.011847196094354319,,0.4172722415577064,,
HK,1993,R,10,11,val,old,class_geometry,165,,,,,,,,,,,,,,,current_map_applied,4,10,0.9332722945950288,0.032337966907598464,,0.22783928004970275,,
HK,1993,R,10,11,val,old,class_geometry,41,,,,,,,,,,,,,,,current_map_applied,12,9,0.9058359983645502,0.01722200300530549,,0.38311340690617546,,
HK,1993,R,10,11,val,old,class_geometry,153,,,,,,,,,,,,,,,current_map_applied,8,9,0.92306276189261,0.015850693937926093,,0.22960158461153704,,
HK,1993,R,10,11,val,old,class_geometry,182,,,,,,,,,,,,,,,current_map_applied,2,8,0.9367807163446353,0.012508764360415328,,0.21888573444134976,,
HK,1993,R,10,11,val,old,class_geometry,61,,,,,,,,,,,,,,,current_map_applied,11,8,0.9074107127451866,0.016821419445962476,,0.38934573684944135,,
HK,1993,R,10,11,val,old,class_geometry,5,,,,,,,,,,,,,,,current_map_applied,17,7,0.8997330423660502,0.02116201633534572,,0.2829785581423429,,
HK,1993,R,10,11,val,old,class_geometry,157,,,,,,,,,,,,,,,current_map_applied,3,7,0.9285643754681617,0.028323736413111443,,0.21572641150669314,,
HK,1993,R,10,11,val,old,class_geometry,4,,,,,,,,,,,,,,,current_map_applied,21,6,0.8870022916779227,0.012152195531868082,,0.40151772167661665,,
HK,1993,R,10,11,val,old,class_geometry,8,,,,,,,,,,,,,,,current_map_applied,16,6,0.9071348114781606,0.021912515489810675,,0.40843099668369803,,
HK,1993,R,10,11,val,old,class_geometry,21,,,,,,,,,,,,,,,current_map_applied,22,5,0.8920574660427728,0.016809830014628893,,0.2981780513199112,,
HK,1993,R,10,11,val,old,class_geometry,160,,,,,,,,,,,,,,,current_map_applied,13,5,0.9008498542738778,0.013959525579249593,,0.26897674562624935,,
HK,1993,R,10,11,val,old,class_geometry,33,,,,,,,,,,,,,,,current_map_applied,18,4,0.8985360713951409,0.02163576490085608,,0.252014895271864,,
HK,1993,R,10,11,val,old,class_geometry,60,,,,,,,,,,,,,,,current_map_applied,14,4,0.9016631651260053,0.025619342638338528,,0.21580989577387208,,
HK,1993,R,10,11,val,old,class_geometry,164,,,,,,,,,,,,,,,current_map_applied,9,3,0.9130225068539033,0.016102776293186245,,0.32381896696765383,,
HK,1993,R,10,11,val,old,class_geometry,2,,,,,,,,,,,,,,,current_map_applied,19,3,0.8980731877141699,0.012812700959748267,,0.2985768540907786,,
HK,1993,R,10,11,val,old,class_geometry,123,,,,,,,,,,,,,,,current_map_applied,15,2,0.907166407614608,0.020296298347131713,,0.31697611524412445,,
HK,1993,R,10,11,val,old,class_geometry,1,,,,,,,,,,,,,,,current_map_applied,6,2,0.9309662267510151,0.0,,0.32909066789783326,,
HK,1993,R,10,11,val,old,class_geometry,1,,,,,,,,,,,,,,,current_map_applied,5,1,0.936117336606059,0.0,,0.3133185779533539,,
HK,1993,R,10,11,val,old,class_geometry,66,,,,,,,,,,,,,,,current_map_applied,20,1,0.8977895355748714,0.02088455049145227,,0.2288061278911884,,
HK,1993,R,10,11,val,current,class_geometry,150,,,,,,,,,,,,,,,current_map_applied,10,0,0.9074817616388277,0.016939105317549632,,0.39554191328287075,,
HK,1993,R,10,11,val,current,class_geometry,21,,,,,,,,,,,,,,,current_map_applied,7,0,0.9338218995812124,0.011072981134637866,,0.24329927327788983,,
HK,1993,R,10,11,val,current,class_geometry,113,,,,,,,,,,,,,,,current_map_applied,1,0,0.9309020635799143,0.017292097315107547,,0.20964429437211554,,
HK,1993,R,10,11,val,old,between_class_geometry,,,,,,,,,,,,,,,,current_map_applied,,,,,,,0.012469630362958405,20
HK,1993,R,10,11,val,current,between_class_geometry,,,,,,,,,,,,,,,,current_map_applied,,,,,,,0.012400281565540267,3
ISIC,1993,U,3,4,fit,old,map_generalization,12620,0.00017223377385456538,0.5143452893150791,0.001953125,0.0,0.5,1.1858583945195098,0.8188861955739668,0.38215275473926036,0.001953125,0.00016138044186655447,0.002891770127865374,"{""6"": 2835, ""7"": 3263}","[0.5, 0.5976494925151546, 0.6938186630128496, 0.7568647432070011, 0.8172775625594026, 0.8803312846855291, 0.941188540459964, 1.0688716349799188, 1.1858583945195098]","[7, 10, 48, 98, 188, 292, 349, 256, 153, 75, 35, 18, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,
ISIC,1993,U,3,4,fit,current,map_generalization,6098,0.00016205088244274063,0.4989089650748415,0.001953125,0.0,0.5,1.1858583945195098,0.8188861955739668,0.38215275473926036,0.001953125,0.00016138044186655447,0.002891770127865374,"{""6"": 2835, ""7"": 3263}","[0.5, 0.5976494925151546, 0.6938186630128496, 0.7568647432070011, 0.8172775625594026, 0.8803312846855291, 0.941188540459964, 1.0688716349799188, 1.1858583945195098]","[7, 10, 48, 98, 188, 292, 349, 256, 153, 75, 35, 18, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,
ISIC,1993,U,3,4,fit,old,class_geometry,458,,,,,,,,,,,,,,,pre,4,3,0.7543594890865685,0.4309417612250513,,0.4019961227868954,,
ISIC,1993,U,3,4,fit,old,class_geometry,10529,,,,,,,,,,,,,,,pre,0,3,0.7412942451141991,0.4504828421605694,,0.4534107183185433,,
ISIC,1993,U,3,4,fit,old,class_geometry,1306,,,,,,,,,,,,,,,pre,3,2,0.7198842138816862,0.4817667186039469,,0.41555780991860397,,
ISIC,1993,U,3,4,fit,old,class_geometry,27,,,,,,,,,,,,,,,pre,7,2,0.7668331331543308,0.41196694589671234,,0.39025953194632523,,
ISIC,1993,U,3,4,fit,old,class_geometry,256,,,,,,,,,,,,,,,pre,5,1,0.7504607782150667,0.4368086203608364,,0.4106200827541356,,
ISIC,1993,U,3,4,fit,old,class_geometry,44,,,,,,,,,,,,,,,pre,6,1,0.7733051764938121,0.40199910400787425,,0.4420279745340625,,
ISIC,1993,U,3,4,fit,current,class_geometry,2835,,,,,,,,,,,,,,,pre,2,0,0.7504654650710784,0.43680158573564987,,0.4149025192545092,,
ISIC,1993,U,3,4,fit,current,class_geometry,3263,,,,,,,,,,,,,,,pre,1,0,0.7178364172447605,0.4847108780772063,,0.4389444569062838,,
ISIC,1993,U,3,4,fit,old,between_class_geometry,,,,,,,,,,,,,,,,pre,,,,,,,0.046799119941545085,6
ISIC,1993,U,3,4,fit,current,between_class_geometry,,,,,,,,,,,,,,,,pre,,,,,,,0.011278819272967953,2
ISIC,1993,U,3,4,fit,old,class_geometry,458,,,,,,,,,,,,,,,post,4,3,0.6920185853914883,0.5211102774727634,0.1574538060383757,0.0,,
ISIC,1993,U,3,4,fit,old,class_geometry,10529,,,,,,,,,,,,,,,post,0,3,0.6851552862127482,0.5305622337747276,0.1769837418951304,0.0,,
ISIC,1993,U,3,4,fit,old,class_geometry,1306,,,,,,,,,,,,,,,post,3,2,0.6574915426993932,0.567704871278772,0.087389108493252,0.0,,
ISIC,1993,U,3,4,fit,old,class_geometry,27,,,,,,,,,,,,,,,post,7,2,0.7252144116671014,0.47406405711033994,0.2171339119730234,0.0,,
ISIC,1993,U,3,4,fit,old,class_geometry,256,,,,,,,,,,,,,,,post,5,1,0.6895892751349275,0.5244666316188853,0.1007318519419024,0.0,,
ISIC,1993,U,3,4,fit,old,class_geometry,44,,,,,,,,,,,,,,,post,6,1,0.7269419038276859,0.47155546845937946,0.23999458883277644,0.0,,
ISIC,1993,U,3,4,fit,current,class_geometry,2835,,,,,,,,,,,,,,,post,2,0,0.6854095003905728,0.5302138167743454,0.0,0.0,,
ISIC,1993,U,3,4,fit,current,class_geometry,3263,,,,,,,,,,,,,,,post,1,0,0.6485727232370954,0.5793534226728181,0.0,0.0,,
ISIC,1993,U,3,4,fit,old,between_class_geometry,,,,,,,,,,,,,,,,post,,,,,,,0.05676892878894237,6
ISIC,1993,U,3,4,fit,current,between_class_geometry,,,,,,,,,,,,,,,,post,,,,,,,0.02056390734630391,2
ISIC,1993,U,3,4,fit,old,class_geometry,458,,,,,,,,,,,,,,,current_map_applied,4,3,0.6627917554948656,0.29824988631646787,,0.1231367542868145,,
ISIC,1993,U,3,4,fit,old,class_geometry,10529,,,,,,,,,,,,,,,current_map_applied,0,3,0.6803790753923875,0.31430370093327303,,0.16285131050112592,,
ISIC,1993,U,3,4,fit,old,class_geometry,1306,,,,,,,,,,,,,,,current_map_applied,3,2,0.6509726201056282,0.3340673645950866,,0.07845657387320337,,
ISIC,1993,U,3,4,fit,old,class_geometry,27,,,,,,,,,,,,,,,current_map_applied,7,2,0.698028532072298,0.28635860404263713,,0.19335484111155465,,
ISIC,1993,U,3,4,fit,old,class_geometry,256,,,,,,,,,,,,,,,current_map_applied,5,1,0.6687687929596402,0.3033263694685424,,0.10073185194190237,,
ISIC,1993,U,3,4,fit,old,class_geometry,44,,,,,,,,,,,,,,,current_map_applied,6,1,0.7045446173983512,0.2800880517714876,,0.23999458883277644,,
ISIC,1993,U,3,4,fit,current,class_geometry,2835,,,,,,,,,,,,,,,current_map_applied,2,0,0.6611532600433943,0.3025125296414314,,0.08586264958409219,,
ISIC,1993,U,3,4,fit,current,class_geometry,3263,,,,,,,,,,,,,,,current_map_applied,1,0,0.6545953232676766,0.33650706017650056,,0.08586264958409241,,
ISIC,1993,U,3,4,fit,old,between_class_geometry,,,,,,,,,,,,,,,,current_map_applied,,,,,,,0.03271385632172635,6
ISIC,1993,U,3,4,fit,current,between_class_geometry,,,,,,,,,,,,,,,,current_map_applied,,,,,,,0.008156862324846526,2
ISIC,1993,U,3,4,val,old,map_generalization,212,0.00016253264146480533,0.49965001480030097,0.001953125,0.0,0.5,1.1858583945195098,0.8188861955739668,0.38215275473926036,0.001953125,0.00016138044186655447,0.002891770127865374,"{""6"": 2835, ""7"": 3263}","[0.5, 0.5976494925151546, 0.6938186630128496, 0.7568647432070011, 0.8172775625594026, 0.8803312846855291, 0.941188540459964, 1.0688716349799188, 1.1858583945195098]","[7, 10, 48, 98, 188, 292, 349, 256, 153, 75, 35, 18, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,
ISIC,1993,U,3,4,val,current,map_generalization,83,0.00015787005311374043,0.49243111354046804,0.001953125,0.0,0.5,1.1858583945195098,0.8188861955739668,0.38215275473926036,0.001953125,0.00016138044186655447,0.002891770127865374,"{""6"": 2835, ""7"": 3263}","[0.5, 0.5976494925151546, 0.6938186630128496, 0.7568647432070011, 0.8172775625594026, 0.8803312846855291, 0.941188540459964, 1.0688716349799188, 1.1858583945195098]","[7, 10, 48, 98, 188, 292, 349, 256, 153, 75, 35, 18, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,,,,,,
ISIC,1993,U,3,4,val,old,class_geometry,41,,,,,,,,,,,,,,,pre,4,3,0.7382341724536552,0.4550103066216669,,0.39807729564559385,,
ISIC,1993,U,3,4,val,old,class_geometry,44,,,,,,,,,,,,,,,pre,0,3,0.7461856877398036,0.44320691941227613,,0.4617586133431748,,
ISIC,1993,U,3,4,val,old,class_geometry,40,,,,,,,,,,,,,,,pre,3,2,0.7313526640165575,0.4651232808358844,,0.4342173637768461,,
ISIC,1993,U,3,4,val,old,class_geometry,24,,,,,,,,,,,,,,,pre,7,2,0.7626066547742287,0.4184310900940604,,0.4150892012343841,,
ISIC,1993,U,3,4,val,old,class_geometry,37,,,,,,,,,,,,,,,pre,5,1,0.7679446565362659,0.4102610044973969,,0.4262277765499642,,
ISIC,1993,U,3,4,val,old,class_geometry,26,,,,,,,,,,,,,,,pre,6,1,0.7620128103253452,0.4193364769000697,,0.43694331972247746,,
ISIC,1993,U,3,4,val,current,class_geometry,46,,,,,,,,,,,,,,,pre,2,0,0.7392429227389387,0.45351990118039154,,0.4168845999074499,,
ISIC,1993,U,3,4,val,current,class_geometry,37,,,,,,,,,,,,,,,pre,1,0,0.7331503104445771,0.46249062229502036,,0.4466545069877811,,
ISIC,1993,U,3,4,val,old,between_class_geometry,,,,,,,,,,,,,,,,pre,,,,,,,0.0441160054936597,6
ISIC,1993,U,3,4,val,current,between_class_geometry,,,,,,,,,,,,,,,,pre,,,,,,,0.017723380613350402,2
ISIC,1993,U,3,4,val,old,class_geometry,41,,,,,,,,,,,,,,,post,4,3,0.669399804530722,0.5519039016942311,0.1805362742009254,0.0,,
ISIC,1993,U,3,4,val,old,class_geometry,44,,,,,,,,,,,,,,,post,0,3,0.6801275139553711,0.5374265647608867,0.19432685041699774,0.0,,
ISIC,1993,U,3,4,val,old,class_geometry,40,,,,,,,,,,,,,,,post,3,2,0.6701276695976885,0.5509289064395712,0.1591405561017594,0.0,,
ISIC,1993,U,3,4,val,old,class_geometry,24,,,,,,,,,,,,,,,post,7,2,0.7013495404923824,0.5081088220511241,0.2474318053558586,0.0,,
ISIC,1993,U,3,4,val,old,class_geometry,37,,,,,,,,,,,,,,,post,5,1,0.7074883107924438,0.49946029009205434,0.15868637282171227,0.0,,
ISIC,1993,U,3,4,val,old,class_geometry,26,,,,,,,,,,,,,,,post,6,1,0.7088547650249518,0.49752492210142035,0.23637586413155948,0.0,,
ISIC,1993,U,3,4,val,current,class_geometry,46,,,,,,,,,,,,,,,post,2,0,0.6781306355088055,0.5401388411844237,0.1292433679690825,0.0,,
ISIC,1993,U,3,4,val,current,class_geometry,37,,,,,,,,,,,,,,,post,1,0,0.6675519643287448,0.5543743749208344,0.11193262864204202,0.0,,
ISIC,1993,U,3,4,val,old,between_class_geometry,,,,,,,,,,,,,,,,post,,,,,,,0.05279735181085926,6
ISIC,1993,U,3,4,val,current,between_class_geometry,,,,,,,,,,,,,,,,post,,,,,,,0.02835265224291219,2
ISIC,1993,U,3,4,val,old,class_geometry,41,,,,,,,,,,,,,,,current_map_applied,4,3,0.651833506558582,0.3160629468465857,,0.12876850447434804,,
ISIC,1993,U,3,4,val,old,class_geometry,44,,,,,,,,,,,,,,,current_map_applied,0,3,0.686518210213395,0.3094234694299178,,0.16620577369943637,,
ISIC,1993,U,3,4,val,old,class_geometry,40,,,,,,,,,,,,,,,current_map_applied,3,2,0.6602330675340129,0.321981961773491,,0.12162339697716247,,
ISIC,1993,U,3,4,val,old,class_geometry,24,,,,,,,,,,,,,,,current_map_applied,7,2,0.672052616956277,0.29195408752814617,,0.15896575192401927,,
ISIC,1993,U,3,4,val,old,class_geometry,37,,,,,,,,,,,,,,,current_map_applied,5,1,0.6804208013941879,0.2833343053070492,,0.1279513777826018,,
ISIC,1993,U,3,4,val,old,class_geometry,26,,,,,,,,,,,,,,,current_map_applied,6,1,0.6822531992984487,0.2916426040599843,,0.21221313553738225,,
ISIC,1993,U,3,4,val,current,class_geometry,46,,,,,,,,,,,,,,,current_map_applied,2,0,0.6539633562219295,0.31391688805847634,,0.11073861902148781,,
ISIC,1993,U,3,4,val,current,class_geometry,37,,,,,,,,,,,,,,,current_map_applied,1,0,0.6701649273406435,0.3212031327455516,,0.12044983292850829,,
ISIC,1993,U,3,4,val,old,between_class_geometry,,,,,,,,,,,,,,,,current_map_applied,,,,,,,0.030387078775621357,6
ISIC,1993,U,3,4,val,current,between_class_geometry,,,,,,,,,,,,,,,,current_map_applied,,,,,,,0.012494745964010533,2
ISIC,1993,R,3,4,fit,old,map_generalization,12620,3.811047612946076e-05,0.24194563714779344,0.8385416666666666,0.0,0.5,1.9621083390231657,0.538093777968286,0.9031996720770317,0.8385416666666666,3.693373819251913e-05,0.001386673569951206,"{""6"": 2835, ""7"": 3263}","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.6238109591679031, 1.1089437952481096, 1.9621083390231657]","[1323, 40, 33, 27, 18, 28, 16, 12, 5, 6, 4, 6, 5, 4, 1, 0, 0, 4, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",,,,,,,,,
ISIC,1993,R,3,4,fit,current,map_generalization,6098,3.7092223746840896e-05,0.23869154923278638,0.8385416666666666,0.0,0.5,1.9621083390231657,0.538093777968286,0.9031996720770317,0.8385416666666666,3.693373819251913e-05,0.001386673569951206,"{""6"": 2835, ""7"": 3263}","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.6238109591679031, 1.1089437952481096, 1.9621083390231657]","[1323, 40, 33, 27, 18, 28, 16, 12, 5, 6, 4, 6, 5, 4, 1, 0, 0, 4, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",,,,,,,,,
ISIC,1993,R,3,4,fit,old,class_geometry,458,,,,,,,,,,,,,,,pre,4,3,0.983050045911238,0.03361260723391303,,1.0834339672113413,,
ISIC,1993,R,3,4,fit,old,class_geometry,10529,,,,,,,,,,,,,,,pre,0,3,0.9820971982164559,0.03548509325538577,,1.0723070351280828,,
