dataset,seed,stream,mode,identity,valid_online_CIL,head_index,original_label,n_images,n_correct,recall,margin_mean,n_components
HK,1994,U,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,11,15,123,0,0.0,-0.22179975568507584,123
HK,1994,U,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,12,0,7,0,0.0,-0.23013034630271237,7
HK,1994,U,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,13,9,164,0,0.0,-0.22596353976696756,164
HK,1994,U,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,14,5,1,0,0.0,-0.5750757300063141,1
HK,1994,U,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,15,7,21,0,0.0,-0.604716788668884,21
HK,1994,U,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,16,18,33,0,0.0,-0.5526468251765674,33
HK,1994,U,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,17,1,113,0,0.0,-0.4419917692822117,113
HK,1994,U,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,18,10,150,56,37.333333333333336,-0.048489088221309255,150
HK,1994,U,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,19,14,60,0,0.0,-0.29842267165066977,60
HK,1994,U,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,20,20,66,58,87.87878787878788,0.34338554202549276,66
HK,1994,U,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,21,8,153,150,98.03921568627452,0.5759992050257228,153
HK,1994,U,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,22,2,182,182,100.0,0.660130835872175,182
HK,1994,U,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,0,22,21,17,80.95238095238095,0.16310068573570793,21
HK,1994,U,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,1,16,8,1,12.5,-0.196928120038246,8
HK,1994,U,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,2,12,41,28,68.29268292682927,0.09565989653941949,41
HK,1994,U,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,3,13,160,148,92.5,0.3141451804935228,160
HK,1994,U,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,4,21,4,1,25.0,-0.15894812752236231,4
HK,1994,U,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,5,4,165,123,74.54545454545455,0.1707741359653144,165
HK,1994,U,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,6,19,2,0,0.0,-0.16350865083867921,2
HK,1994,U,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,7,17,5,1,20.0,-0.05010840352467462,5
HK,1994,U,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,8,6,1,0,0.0,-0.4314567500584039,1
HK,1994,U,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,9,11,61,8,13.114754098360656,-0.16100530283130782,61
HK,1994,U,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,10,3,157,97,61.78343949044586,0.027632386639788502,157
HK,1994,U,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,11,15,123,115,93.4959349593496,0.37589783121292675,123
HK,1994,U,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,12,0,7,4,57.142857142857146,0.06502102573021602,7
HK,1994,U,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,13,9,164,154,93.90243902439025,0.3771092692246123,164
HK,1994,U,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,14,5,1,0,0.0,-0.2994497620706921,1
HK,1994,U,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,15,7,21,19,90.47619047619048,0.4319263336018274,21
HK,1994,U,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,16,18,33,8,24.242424242424242,-0.1157360850312836,33
HK,1994,U,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,17,1,113,93,82.30088495575221,0.19663287701041465,113
HK,1994,U,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,18,10,150,110,73.33333333333333,0.14804288906435392,150
HK,1994,U,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,19,14,60,47,78.33333333333333,0.15168555248990634,60
HK,1994,U,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,20,20,66,3,4.545454545454546,-0.16061520063832904,66
HK,1994,U,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,21,8,153,149,97.38562091503267,0.42519697174186527,153
HK,1994,U,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,22,2,182,153,84.06593406593407,0.3517852543135652,182
HK,1994,U,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,0,22,21,0,0.0,-0.47200264597220093,21
HK,1994,U,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,1,16,8,0,0.0,-0.22962905630104158,8
HK,1994,U,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,2,12,41,0,0.0,-0.25225303939671573,41
HK,1994,U,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,3,13,160,0,0.0,-0.35856476649588204,160
HK,1994,U,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,4,21,4,0,0.0,-0.5091227013580129,4
HK,1994,U,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,5,4,165,0,0.0,-0.2791663113384285,165
HK,1994,U,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,6,19,2,0,0.0,-0.44276210293025897,2
HK,1994,U,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,7,17,5,0,0.0,-0.3741411595749142,5
HK,1994,U,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,8,6,1,0,0.0,-0.47813712283494125,1
HK,1994,U,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,9,11,61,0,0.0,-0.2308685753280757,61
HK,1994,U,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,10,3,157,0,0.0,-0.3020755577893548,157
HK,1994,U,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,11,15,123,0,0.0,-0.2117328397393221,123
HK,1994,U,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,12,0,7,0,0.0,-0.21722457689242286,7
HK,1994,U,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,13,9,164,0,0.0,-0.23990606084428007,164
HK,1994,U,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,14,5,1,0,0.0,-0.3888467877459725,1
HK,1994,U,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,15,7,21,0,0.0,-0.4930650770335956,21
HK,1994,U,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,16,18,33,0,0.0,-0.4063042381120769,33
HK,1994,U,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,17,1,113,0,0.0,-0.33887770791201505,113
HK,1994,U,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,18,10,150,1,0.6666666666666666,-0.14366115492603895,150
HK,1994,U,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,19,14,60,0,0.0,-0.22069537702274797,60
HK,1994,U,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,20,20,66,62,93.93939393939394,0.24286247352545134,66
HK,1994,U,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,21,8,153,150,98.03921568627452,0.37891601523995944,153
HK,1994,U,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,22,2,182,182,100.0,0.5223081238844195,182
HK,1994,U,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,0,22,21,17,80.95238095238095,0.1066860359291905,21
HK,1994,U,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,1,16,8,0,0.0,-0.08582868085378181,8
HK,1994,U,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,2,12,41,33,80.48780487804878,0.09143370292526377,41
HK,1994,U,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,3,13,160,152,95.0,0.28357450016451013,160
HK,1994,U,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,4,21,4,2,50.0,-0.06768223500547119,4
HK,1994,U,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,5,4,165,137,83.03030303030303,0.1327803711128928,165
HK,1994,U,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,6,19,2,0,0.0,-0.11370440406123253,2
HK,1994,U,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,7,17,5,2,40.0,-0.015699119658695356,5
HK,1994,U,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,8,6,1,0,0.0,-0.2358525009625453,1
HK,1994,U,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,9,11,61,9,14.754098360655737,-0.0650774546113324,61
HK,1994,U,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,10,3,157,103,65.60509554140127,0.026449144649443028,157
HK,1994,U,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,11,15,123,121,98.3739837398374,0.36586074457840656,123
HK,1994,U,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,12,0,7,3,42.857142857142854,0.017657955517670465,7
HK,1994,U,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,13,9,164,163,99.39024390243902,0.3518744686291824,164
HK,1994,U,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,14,5,1,0,0.0,-0.10792936846769058,1
HK,1994,U,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,15,7,21,21,100.0,0.3580813901238957,21
HK,1994,U,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,16,18,33,7,21.21212121212121,-0.058216924326133006,33
HK,1994,U,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,17,1,113,99,87.61061946902655,0.1907883403876798,113
HK,1994,U,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,18,10,150,112,74.66666666666667,0.07622844317165996,150
HK,1994,U,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,19,14,60,50,83.33333333333333,0.12301069582991513,60
HK,1994,U,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,20,20,66,7,10.606060606060606,-0.0843289600568092,66
HK,1994,U,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,21,8,153,149,97.38562091503267,0.3073539833178989,153
HK,1994,U,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,22,2,182,151,82.96703296703296,0.267447132497642,182
HK,1994,U,Q11-Risk,ORACLE_MOMENT_DIAGNOSTIC,False,0,22,21,17,80.95238095238095,0.10326763768459714,21
HK,1994,U,Q11-Risk,ORACLE_MOMENT_DIAGNOSTIC,False,1,16,8,0,0.0,-0.0871877196717268,8
HK,1994,U,Q11-Risk,ORACLE_MOMENT_DIAGNOSTIC,False,2,12,41,32,78.04878048780488,0.08897333699878954,41
HK,1994,U,Q11-Risk,ORACLE_MOMENT_DIAGNOSTIC,False,3,13,160,152,95.0,0.2831900145898456,160
HK,1994,U,Q11-Risk,ORACLE_MOMENT_DIAGNOSTIC,False,4,21,4,1,25.0,-0.07190446340668855,4
HK,1994,U,Q11-Risk,ORACLE_MOMENT_DIAGNOSTIC,False,5,4,165,136,82.42424242424242,0.13907901197805098,165
HK,1994,U,Q11-Risk,ORACLE_MOMENT_DIAGNOSTIC,False,6,19,2,0,0.0,-0.11281374137524722,2
HK,1994,U,Q11-Risk,ORACLE_MOMENT_DIAGNOSTIC,False,7,17,5,2,40.0,-0.013974844825300873,5
HK,1994,U,Q11-Risk,ORACLE_MOMENT_DIAGNOSTIC,False,8,6,1,0,0.0,-0.2328328401364059,1
HK,1994,U,Q11-Risk,ORACLE_MOMENT_DIAGNOSTIC,False,9,11,61,11,18.0327868852459,-0.061648460458334,61
HK,1994,U,Q11-Risk,ORACLE_MOMENT_DIAGNOSTIC,False,10,3,157,104,66.24203821656052,0.03021809088744451,157
HK,1994,U,Q11-Risk,ORACLE_MOMENT_DIAGNOSTIC,False,11,15,123,121,98.3739837398374,0.36535662229176413,123
HK,1994,U,Q11-Risk,ORACLE_MOMENT_DIAGNOSTIC,False,12,0,7,3,42.857142857142854,0.017956267472568472,7
HK,1994,U,Q11-Risk,ORACLE_MOMENT_DIAGNOSTIC,False,13,9,164,163,99.39024390243902,0.35107113291640896,164
HK,1994,U,Q11-Risk,ORACLE_MOMENT_DIAGNOSTIC,False,14,5,1,0,0.0,-0.10792937313889053,1
HK,1994,U,Q11-Risk,ORACLE_MOMENT_DIAGNOSTIC,False,15,7,21,21,100.0,0.35808139090567903,21
HK,1994,U,Q11-Risk,ORACLE_MOMENT_DIAGNOSTIC,False,16,18,33,7,21.21212121212121,-0.05859364760761926,33
HK,1994,U,Q11-Risk,ORACLE_MOMENT_DIAGNOSTIC,False,17,1,113,99,87.61061946902655,0.19079955658144981,113
HK,1994,U,Q11-Risk,ORACLE_MOMENT_DIAGNOSTIC,False,18,10,150,111,74.0,0.07467512247647921,150
HK,1994,U,Q11-Risk,ORACLE_MOMENT_DIAGNOSTIC,False,19,14,60,50,83.33333333333333,0.12259841376820496,60
HK,1994,U,Q11-Risk,ORACLE_MOMENT_DIAGNOSTIC,False,20,20,66,8,12.121212121212121,-0.07644370000154138,66
HK,1994,U,Q11-Risk,ORACLE_MOMENT_DIAGNOSTIC,False,21,8,153,149,97.38562091503267,0.30704956633933134,153
HK,1994,U,Q11-Risk,ORACLE_MOMENT_DIAGNOSTIC,False,22,2,182,151,82.96703296703296,0.2674469052055792,182
HK,1994,R,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,0,22,21,0,0.0,-0.6458597668436431,21
HK,1994,R,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,1,16,8,0,0.0,-0.43905773618743293,8
HK,1994,R,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,2,12,41,0,0.0,-0.4408755693608606,41
HK,1994,R,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,3,13,160,0,0.0,-0.6096314910154195,160
HK,1994,R,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,4,21,4,0,0.0,-0.705830256481523,4
HK,1994,R,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,5,4,165,0,0.0,-0.42843227754637514,165
HK,1994,R,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,6,19,2,0,0.0,-0.5110609478674355,2
HK,1994,R,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,7,17,5,0,0.0,-0.522523626802289,5
HK,1994,R,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,8,6,1,0,0.0,-0.3414835214986172,1
HK,1994,R,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,9,11,61,0,0.0,-0.4305766097233098,61
HK,1994,R,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,10,3,157,0,0.0,-0.4269339874859678,157
HK,1994,R,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,11,15,123,0,0.0,-0.40484388426539414,123
HK,1994,R,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,12,0,7,0,0.0,-0.3068312940846574,7
HK,1994,R,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,13,9,164,0,0.0,-0.46567767206191024,164
HK,1994,R,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,14,5,1,0,0.0,-0.28503100085951993,1
HK,1994,R,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,15,7,21,0,0.0,-0.5664466646189495,21
HK,1994,R,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,16,18,33,0,0.0,-0.564590470733762,33
HK,1994,R,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,17,1,113,0,0.0,-0.3815297633836881,113
HK,1994,R,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,18,10,150,1,0.6666666666666666,-0.27262829562646135,150
HK,1994,R,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,19,14,60,1,1.6666666666666667,-0.3822657639821319,60
HK,1994,R,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,20,20,66,56,84.84848484848484,0.356894691092682,66
HK,1994,R,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,21,8,153,149,97.38562091503267,0.4400060162399117,153
HK,1994,R,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,22,2,182,181,99.45054945054945,0.6779615089043072,182
HK,1994,R,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,0,22,21,12,57.142857142857146,0.02412403296684105,21
HK,1994,R,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,1,16,8,2,25.0,-0.04698868975934656,8
HK,1994,R,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,2,12,41,25,60.97560975609756,0.031480574707983676,41
HK,1994,R,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,3,13,160,141,88.125,0.17474815233499236,160
HK,1994,R,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,4,21,4,0,0.0,-0.1246398650338854,4
HK,1994,R,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,5,4,165,111,67.27272727272727,0.03743242603381911,165
HK,1994,R,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,6,19,2,0,0.0,-0.12710315500156008,2
HK,1994,R,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,7,17,5,2,40.0,-0.08234164351594378,5
HK,1994,R,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,8,6,1,0,0.0,-0.36695570431369195,1
HK,1994,R,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,9,11,61,7,11.475409836065573,-0.09615508592981124,61
HK,1994,R,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,10,3,157,62,39.49044585987261,-0.03131411069978061,157
HK,1994,R,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,11,15,123,109,88.6178861788618,0.23978061200673986,123
HK,1994,R,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,12,0,7,1,14.285714285714286,-0.0732655938997728,7
HK,1994,R,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,13,9,164,155,94.51219512195122,0.3194581731883762,164
HK,1994,R,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,14,5,1,0,0.0,-0.47976892069731836,1
HK,1994,R,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,15,7,21,18,85.71428571428571,0.20734300753698726,21
HK,1994,R,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,16,18,33,3,9.090909090909092,-0.14299272167913618,33
HK,1994,R,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,17,1,113,88,77.87610619469027,0.12364766977031093,113
HK,1994,R,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,18,10,150,85,56.666666666666664,0.004866606363861475,150
HK,1994,R,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,19,14,60,38,63.333333333333336,0.037153352660339485,60
HK,1994,R,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,20,20,66,0,0.0,-0.14846479571259005,66
HK,1994,R,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,21,8,153,147,96.07843137254902,0.3077900944838299,153
HK,1994,R,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,22,2,182,164,90.10989010989012,0.3097655258485841,182
HK,1994,R,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,0,22,21,0,0.0,-0.4367359145483973,21
HK,1994,R,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,1,16,8,0,0.0,-0.29530384706478485,8
HK,1994,R,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,2,12,41,0,0.0,-0.3016957310230932,41
HK,1994,R,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,3,13,160,0,0.0,-0.4013284686896733,160
HK,1994,R,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,4,21,4,0,0.0,-0.4641056349710627,4
HK,1994,R,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,5,4,165,0,0.0,-0.2809912634185094,165
HK,1994,R,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,6,19,2,0,0.0,-0.42714947670884484,2
HK,1994,R,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,7,17,5,0,0.0,-0.38095572328482374,5
HK,1994,R,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,8,6,1,0,0.0,-0.3520793914188878,1
HK,1994,R,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,9,11,61,0,0.0,-0.298212074063499,61
HK,1994,R,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,10,3,157,0,0.0,-0.2827991486605614,157
HK,1994,R,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,11,15,123,0,0.0,-0.2690538192820601,123
HK,1994,R,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,12,0,7,0,0.0,-0.22777541467927756,7
HK,1994,R,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,13,9,164,0,0.0,-0.32616173575419805,164
HK,1994,R,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,14,5,1,0,0.0,-0.21229492333599523,1
HK,1994,R,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,15,7,21,0,0.0,-0.45629778812731964,21
HK,1994,R,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,16,18,33,0,0.0,-0.3660876143073,33
HK,1994,R,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,17,1,113,0,0.0,-0.28274724195649076,113
HK,1994,R,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,18,10,150,0,0.0,-0.23736387180458512,150
HK,1994,R,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,19,14,60,0,0.0,-0.2337002494547461,60
HK,1994,R,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,20,20,66,61,92.42424242424242,0.24582650546855264,66
HK,1994,R,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,21,8,153,145,94.77124183006536,0.2710802371202966,153
HK,1994,R,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,22,2,182,181,99.45054945054945,0.5228416368500737,182
HK,1994,R,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,0,22,21,13,61.904761904761905,0.04817477683564041,21
HK,1994,R,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,1,16,8,1,12.5,-0.031496044137798135,8
HK,1994,R,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,2,12,41,29,70.73170731707317,0.0480771720988211,41
HK,1994,R,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,3,13,160,147,91.875,0.16418854746401618,160
HK,1994,R,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,4,21,4,1,25.0,-0.06350698802257648,4
HK,1994,R,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,5,4,165,133,80.60606060606061,0.04869064524690811,165
HK,1994,R,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,6,19,2,0,0.0,-0.0415579799565935,2
HK,1994,R,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,7,17,5,2,40.0,-0.03258766364796527,5
HK,1994,R,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,8,6,1,0,0.0,-0.18483865790072052,1
HK,1994,R,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,9,11,61,8,13.114754098360656,-0.04735873150061764,61
HK,1994,R,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,10,3,157,74,47.13375796178344,-0.00256594533642768,157
HK,1994,R,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,11,15,123,119,96.7479674796748,0.2349173665279974,123
HK,1994,R,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,12,0,7,2,28.571428571428573,-0.022363930085978312,7
HK,1994,R,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,13,9,164,161,98.17073170731707,0.24583044081746,164
HK,1994,R,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,14,5,1,0,0.0,-0.21514596602321429,1
HK,1994,R,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,15,7,21,18,85.71428571428571,0.20226327684128895,21
HK,1994,R,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,16,18,33,3,9.090909090909092,-0.06749560689919076,33
HK,1994,R,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,17,1,113,95,84.070796460177,0.10547927103431692,113
HK,1994,R,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,18,10,150,100,66.66666666666667,0.017873957068664962,150
HK,1994,R,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,19,14,60,42,70.0,0.039477702707278094,60
HK,1994,R,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,20,20,66,1,1.5151515151515151,-0.07647921607680631,66
HK,1994,R,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,21,8,153,145,94.77124183006536,0.206747256913439,153
HK,1994,R,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,22,2,182,160,87.91208791208791,0.2370907222160128,182
HK,1995,U,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,0,9,164,0,0.0,-0.49993059741800006,164
HK,1995,U,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,1,13,160,0,0.0,-0.23319004385531575,160
HK,1995,U,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,2,16,8,0,0.0,-0.7407232873675147,8
HK,1995,U,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,3,14,60,0,0.0,-0.31417984124913345,60
HK,1995,U,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,4,15,123,0,0.0,-0.3635995948403579,123
HK,1995,U,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,5,5,1,0,0.0,-0.22542683011952663,1
HK,1995,U,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,6,12,41,0,0.0,-0.6195796224098407,41
HK,1995,U,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,7,1,113,0,0.0,-0.33100945297245393,113
HK,1995,U,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,8,8,153,0,0.0,-0.15259927415378385,153
HK,1995,U,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,9,22,21,0,0.0,-0.2459199211210164,21
HK,1995,U,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,10,19,2,0,0.0,-0.2245595790693866,2
HK,1995,U,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,11,17,5,0,0.0,-0.23048589317238224,5
HK,1995,U,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,12,18,33,0,0.0,-0.2070540819755788,33
HK,1995,U,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,13,6,1,0,0.0,-0.2934317629725407,1
HK,1995,U,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,14,20,66,0,0.0,-0.2139703523332035,66
HK,1995,U,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,15,0,7,0,0.0,-0.7493742221155956,7
HK,1995,U,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,16,3,157,0,0.0,-0.5637523801458413,157
HK,1995,U,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,17,11,61,0,0.0,-0.6900898499118199,61
HK,1995,U,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,18,2,182,3,1.6483516483516483,-0.27830708476432986,182
HK,1995,U,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,19,21,4,1,25.0,-0.043118978009571374,4
HK,1995,U,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,20,4,165,165,100.0,0.6040511650269809,165
HK,1995,U,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,21,10,150,150,100.0,0.6453841597032894,150
HK,1995,U,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,22,7,21,21,100.0,0.5266419480357032,21
HK,1995,U,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,0,9,164,156,95.1219512195122,0.2865567200495024,164
HK,1995,U,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,1,13,160,147,91.875,0.25909730957724336,160
HK,1995,U,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,2,16,8,1,12.5,-0.12420879035393434,8
