dataset,seed,method,original_label,age,arrival_task,first_recall,final_recall,first_to_final,max_to_final
HK,1995,CT-Risk,0,3,8,100.0,0.0,100.0,100.0
HK,1995,CT-Risk,1,7,4,100.0,0.0,100.0,100.0
HK,1995,CT-Risk,2,1,10,100.0,1.6483516483516483,98.35164835164835,98.35164835164835
HK,1995,CT-Risk,3,2,9,100.0,0.0,100.0,100.0
HK,1995,CT-Risk,4,0,11,100.0,100.0,,
HK,1995,CT-Risk,5,8,3,0.0,0.0,0.0,100.0
HK,1995,CT-Risk,6,4,7,0.0,0.0,0.0,0.0
HK,1995,CT-Risk,7,0,11,100.0,100.0,,
HK,1995,CT-Risk,8,6,5,99.34640522875817,0.0,99.34640522875817,99.34640522875817
HK,1995,CT-Risk,9,10,1,100.0,0.0,100.0,100.0
HK,1995,CT-Risk,10,0,11,100.0,100.0,,
HK,1995,CT-Risk,11,2,9,100.0,0.0,100.0,100.0
HK,1995,CT-Risk,12,7,4,100.0,0.0,100.0,100.0
HK,1995,CT-Risk,13,10,1,96.875,0.0,96.875,96.875
HK,1995,CT-Risk,14,9,2,100.0,0.0,100.0,100.0
HK,1995,CT-Risk,15,8,3,99.1869918699187,0.0,99.1869918699187,99.1869918699187
HK,1995,CT-Risk,16,9,2,100.0,0.0,100.0,100.0
HK,1995,CT-Risk,17,5,6,100.0,0.0,100.0,100.0
HK,1995,CT-Risk,18,4,7,78.78787878787878,0.0,78.78787878787878,78.78787878787878
HK,1995,CT-Risk,19,5,6,0.0,0.0,0.0,0.0
HK,1995,CT-Risk,20,3,8,98.48484848484848,0.0,98.48484848484848,98.48484848484848
HK,1995,CT-Risk,21,1,10,100.0,25.0,75.0,75.0
HK,1995,CT-Risk,22,6,5,95.23809523809524,0.0,95.23809523809524,95.23809523809524
HK,1995,CT-J-CB,0,3,8,100.0,0.0,100.0,100.0
HK,1995,CT-J-CB,1,7,4,100.0,0.0,100.0,100.0
HK,1995,CT-J-CB,2,1,10,100.0,1.6483516483516483,98.35164835164835,98.35164835164835
HK,1995,CT-J-CB,3,2,9,100.0,0.0,100.0,100.0
HK,1995,CT-J-CB,4,0,11,100.0,100.0,,
HK,1995,CT-J-CB,5,8,3,0.0,0.0,0.0,100.0
HK,1995,CT-J-CB,6,4,7,0.0,0.0,0.0,0.0
HK,1995,CT-J-CB,7,0,11,100.0,100.0,,
HK,1995,CT-J-CB,8,6,5,99.34640522875817,0.0,99.34640522875817,99.34640522875817
HK,1995,CT-J-CB,9,10,1,100.0,0.0,100.0,100.0
HK,1995,CT-J-CB,10,0,11,100.0,100.0,,
HK,1995,CT-J-CB,11,2,9,100.0,0.0,100.0,100.0
HK,1995,CT-J-CB,12,7,4,100.0,0.0,100.0,100.0
HK,1995,CT-J-CB,13,10,1,96.875,0.0,96.875,96.875
HK,1995,CT-J-CB,14,9,2,100.0,0.0,100.0,100.0
HK,1995,CT-J-CB,15,8,3,99.1869918699187,0.0,99.1869918699187,99.1869918699187
HK,1995,CT-J-CB,16,9,2,100.0,0.0,100.0,100.0
HK,1995,CT-J-CB,17,5,6,100.0,0.0,100.0,100.0
HK,1995,CT-J-CB,18,4,7,78.78787878787878,0.0,78.78787878787878,78.78787878787878
HK,1995,CT-J-CB,19,5,6,0.0,0.0,0.0,0.0
HK,1995,CT-J-CB,20,3,8,98.48484848484848,0.0,98.48484848484848,98.48484848484848
HK,1995,CT-J-CB,21,1,10,100.0,25.0,75.0,75.0
HK,1995,CT-J-CB,22,6,5,95.23809523809524,0.0,95.23809523809524,95.23809523809524
HK,1995,CT-ConCM-CB,0,3,8,100.0,0.0,100.0,100.0
HK,1995,CT-ConCM-CB,1,7,4,100.0,0.0,100.0,100.0
HK,1995,CT-ConCM-CB,2,1,10,100.0,0.0,100.0,100.0
HK,1995,CT-ConCM-CB,3,2,9,100.0,0.0,100.0,100.0
HK,1995,CT-ConCM-CB,4,0,11,100.0,100.0,,
HK,1995,CT-ConCM-CB,5,8,3,0.0,0.0,0.0,100.0
HK,1995,CT-ConCM-CB,6,4,7,0.0,0.0,0.0,0.0
HK,1995,CT-ConCM-CB,7,0,11,100.0,100.0,,
HK,1995,CT-ConCM-CB,8,6,5,100.0,0.0,100.0,100.0
HK,1995,CT-ConCM-CB,9,10,1,100.0,0.0,100.0,100.0
HK,1995,CT-ConCM-CB,10,0,11,100.0,100.0,,
HK,1995,CT-ConCM-CB,11,2,9,100.0,0.0,100.0,100.0
HK,1995,CT-ConCM-CB,12,7,4,97.5609756097561,0.0,97.5609756097561,100.0
HK,1995,CT-ConCM-CB,13,10,1,96.875,0.0,96.875,96.875
HK,1995,CT-ConCM-CB,14,9,2,100.0,0.0,100.0,100.0
HK,1995,CT-ConCM-CB,15,8,3,99.1869918699187,0.0,99.1869918699187,99.1869918699187
HK,1995,CT-ConCM-CB,16,9,2,100.0,0.0,100.0,100.0
HK,1995,CT-ConCM-CB,17,5,6,100.0,0.0,100.0,100.0
HK,1995,CT-ConCM-CB,18,4,7,87.87878787878788,0.0,87.87878787878788,87.87878787878788
HK,1995,CT-ConCM-CB,19,5,6,0.0,0.0,0.0,0.0
HK,1995,CT-ConCM-CB,20,3,8,98.48484848484848,0.0,98.48484848484848,98.48484848484848
HK,1995,CT-ConCM-CB,21,1,10,100.0,0.0,100.0,100.0
HK,1995,CT-ConCM-CB,22,6,5,100.0,0.0,100.0,100.0
ISIC,1993,CT-ConCM,0,3,1,100.0,0.0,100.0,100.0
ISIC,1993,CT-ConCM,1,0,4,89.1891891891892,89.1891891891892,,
ISIC,1993,CT-ConCM,2,0,4,89.1304347826087,89.1304347826087,,
ISIC,1993,CT-ConCM,3,2,2,100.0,0.0,100.0,100.0
ISIC,1993,CT-ConCM,4,3,1,65.85365853658537,0.0,65.85365853658537,65.85365853658537
ISIC,1993,CT-ConCM,5,1,3,81.08108108108108,0.0,81.08108108108108,81.08108108108108
ISIC,1993,CT-ConCM,6,1,3,7.6923076923076925,0.0,7.6923076923076925,7.6923076923076925
ISIC,1993,CT-ConCM,7,2,2,0.0,0.0,0.0,33.333333333333336
ISIC,1993,CT-J-Stale,0,3,1,100.0,0.0,100.0,100.0
ISIC,1993,CT-J-Stale,1,0,4,86.48648648648648,86.48648648648648,,
ISIC,1993,CT-J-Stale,2,0,4,93.47826086956522,93.47826086956522,,
ISIC,1993,CT-J-Stale,3,2,2,95.0,0.0,95.0,95.0
ISIC,1993,CT-J-Stale,4,3,1,95.1219512195122,0.0,95.1219512195122,95.1219512195122
ISIC,1993,CT-J-Stale,5,1,3,94.5945945945946,0.0,94.5945945945946,94.5945945945946
ISIC,1993,CT-J-Stale,6,1,3,88.46153846153847,61.53846153846154,26.923076923076927,26.923076923076927
ISIC,1993,CT-J-Stale,7,2,2,62.5,20.833333333333332,41.66666666666667,41.66666666666667
ISIC,1993,PT-CB,0,3,1,95.45454545454545,75.0,20.454545454545453,20.454545454545453
ISIC,1993,PT-CB,1,0,4,51.351351351351354,51.351351351351354,,
ISIC,1993,PT-CB,2,0,4,43.47826086956522,43.47826086956522,,
ISIC,1993,PT-CB,3,2,2,52.5,32.5,20.0,20.0
ISIC,1993,PT-CB,4,3,1,95.1219512195122,56.09756097560975,39.024390243902445,39.024390243902445
ISIC,1993,PT-CB,5,1,3,48.648648648648646,43.24324324324324,5.4054054054054035,5.4054054054054035
ISIC,1993,PT-CB,6,1,3,88.46153846153847,92.3076923076923,-3.8461538461538396,0.0
ISIC,1993,PT-CB,7,2,2,50.0,50.0,0.0,4.166666666666664
ISIC,1993,CT-Risk,0,3,1,100.0,31.818181818181817,68.18181818181819,68.18181818181819
ISIC,1993,CT-Risk,1,0,4,78.37837837837837,78.37837837837837,,
ISIC,1993,CT-Risk,2,0,4,82.6086956521739,82.6086956521739,,
ISIC,1993,CT-Risk,3,2,2,85.0,45.0,40.0,40.0
ISIC,1993,CT-Risk,4,3,1,95.1219512195122,21.951219512195124,73.17073170731707,73.17073170731707
ISIC,1993,CT-Risk,5,1,3,75.67567567567568,51.351351351351354,24.324324324324323,24.324324324324323
ISIC,1993,CT-Risk,6,1,3,84.61538461538461,84.61538461538461,0.0,0.0
ISIC,1993,CT-Risk,7,2,2,54.166666666666664,37.5,16.666666666666664,20.833333333333336
ISIC,1993,CT-J-CB,0,3,1,100.0,31.818181818181817,68.18181818181819,68.18181818181819
ISIC,1993,CT-J-CB,1,0,4,78.37837837837837,78.37837837837837,,
ISIC,1993,CT-J-CB,2,0,4,84.78260869565217,84.78260869565217,,
ISIC,1993,CT-J-CB,3,2,2,85.0,42.5,42.5,42.5
ISIC,1993,CT-J-CB,4,3,1,95.1219512195122,21.951219512195124,73.17073170731707,73.17073170731707
ISIC,1993,CT-J-CB,5,1,3,75.67567567567568,51.351351351351354,24.324324324324323,24.324324324324323
ISIC,1993,CT-J-CB,6,1,3,84.61538461538461,84.61538461538461,0.0,0.0
ISIC,1993,CT-J-CB,7,2,2,54.166666666666664,37.5,16.666666666666664,20.833333333333336
ISIC,1993,CT-ConCM-CB,0,3,1,100.0,0.0,100.0,100.0
ISIC,1993,CT-ConCM-CB,1,0,4,81.08108108108108,81.08108108108108,,
ISIC,1993,CT-ConCM-CB,2,0,4,95.65217391304348,95.65217391304348,,
ISIC,1993,CT-ConCM-CB,3,2,2,90.0,0.0,90.0,90.0
ISIC,1993,CT-ConCM-CB,4,3,1,95.1219512195122,0.0,95.1219512195122,95.1219512195122
ISIC,1993,CT-ConCM-CB,5,1,3,94.5945945945946,0.0,94.5945945945946,94.5945945945946
ISIC,1993,CT-ConCM-CB,6,1,3,84.61538461538461,11.538461538461538,73.07692307692308,73.07692307692308
ISIC,1993,CT-ConCM-CB,7,2,2,50.0,4.166666666666667,45.833333333333336,45.833333333333336
ISIC,1994,CT-ConCM,0,1,3,97.72727272727273,0.0,97.72727272727273,97.72727272727273
ISIC,1994,CT-ConCM,1,1,3,70.27027027027027,0.0,70.27027027027027,70.27027027027027
ISIC,1994,CT-ConCM,2,0,4,100.0,100.0,,
ISIC,1994,CT-ConCM,3,3,1,100.0,0.0,100.0,100.0
ISIC,1994,CT-ConCM,4,2,2,68.29268292682927,0.0,68.29268292682927,68.29268292682927
ISIC,1994,CT-ConCM,5,2,2,43.24324324324324,0.0,43.24324324324324,43.24324324324324
ISIC,1994,CT-ConCM,6,0,4,0.0,0.0,,
ISIC,1994,CT-ConCM,7,3,1,20.833333333333332,0.0,20.833333333333332,20.833333333333332
ISIC,1994,CT-J-Stale,0,1,3,88.63636363636364,0.0,88.63636363636364,88.63636363636364
ISIC,1994,CT-J-Stale,1,1,3,78.37837837837837,10.81081081081081,67.56756756756756,67.56756756756756
ISIC,1994,CT-J-Stale,2,0,4,100.0,100.0,,
ISIC,1994,CT-J-Stale,3,3,1,97.5,0.0,97.5,97.5
ISIC,1994,CT-J-Stale,4,2,2,58.53658536585366,0.0,58.53658536585366,58.53658536585366
ISIC,1994,CT-J-Stale,5,2,2,59.45945945945946,0.0,59.45945945945946,59.45945945945946
ISIC,1994,CT-J-Stale,6,0,4,80.76923076923077,80.76923076923077,,
ISIC,1994,CT-J-Stale,7,3,1,50.0,0.0,50.0,50.0
ISIC,1994,PT-CB,0,1,3,75.0,75.0,0.0,0.0
ISIC,1994,PT-CB,1,1,3,48.648648648648646,51.351351351351354,-2.702702702702709,0.0
ISIC,1994,PT-CB,2,0,4,43.47826086956522,43.47826086956522,,
ISIC,1994,PT-CB,3,3,1,97.5,32.5,65.0,65.0
ISIC,1994,PT-CB,4,2,2,51.21951219512195,56.09756097560975,-4.878048780487802,4.878048780487809
ISIC,1994,PT-CB,5,2,2,51.351351351351354,43.24324324324324,8.108108108108112,8.108108108108112
ISIC,1994,PT-CB,6,0,4,92.3076923076923,92.3076923076923,,
ISIC,1994,PT-CB,7,3,1,54.166666666666664,50.0,4.166666666666664,4.166666666666664
ISIC,1994,CT-Risk,0,1,3,86.36363636363636,75.0,11.36363636363636,11.36363636363636
ISIC,1994,CT-Risk,1,1,3,72.97297297297297,32.432432432432435,40.54054054054053,40.54054054054053
ISIC,1994,CT-Risk,2,0,4,97.82608695652173,97.82608695652173,,
ISIC,1994,CT-Risk,3,3,1,97.5,12.5,85.0,85.0
ISIC,1994,CT-Risk,4,2,2,53.65853658536585,0.0,53.65853658536585,53.65853658536585
ISIC,1994,CT-Risk,5,2,2,56.75675675675676,0.0,56.75675675675676,56.75675675675676
ISIC,1994,CT-Risk,6,0,4,80.76923076923077,80.76923076923077,,
ISIC,1994,CT-Risk,7,3,1,50.0,20.833333333333332,29.166666666666668,37.5
ISIC,1994,CT-J-CB,0,1,3,86.36363636363636,75.0,11.36363636363636,11.36363636363636
ISIC,1994,CT-J-CB,1,1,3,72.97297297297297,32.432432432432435,40.54054054054053,40.54054054054053
ISIC,1994,CT-J-CB,2,0,4,97.82608695652173,97.82608695652173,,
ISIC,1994,CT-J-CB,3,3,1,97.5,7.5,90.0,90.0
ISIC,1994,CT-J-CB,4,2,2,53.65853658536585,0.0,53.65853658536585,53.65853658536585
ISIC,1994,CT-J-CB,5,2,2,56.75675675675676,0.0,56.75675675675676,59.45945945945946
ISIC,1994,CT-J-CB,6,0,4,80.76923076923077,80.76923076923077,,
ISIC,1994,CT-J-CB,7,3,1,50.0,20.833333333333332,29.166666666666668,37.5
ISIC,1994,CT-ConCM-CB,0,1,3,84.0909090909091,9.090909090909092,75.0,75.0
ISIC,1994,CT-ConCM-CB,1,1,3,78.37837837837837,2.7027027027027026,75.67567567567566,75.67567567567566
ISIC,1994,CT-ConCM-CB,2,0,4,84.78260869565217,84.78260869565217,,
ISIC,1994,CT-ConCM-CB,3,3,1,97.5,0.0,97.5,97.5
ISIC,1994,CT-ConCM-CB,4,2,2,65.85365853658537,0.0,65.85365853658537,65.85365853658537
ISIC,1994,CT-ConCM-CB,5,2,2,62.16216216216216,0.0,62.16216216216216,62.16216216216216
ISIC,1994,CT-ConCM-CB,6,0,4,73.07692307692308,73.07692307692308,,
ISIC,1994,CT-ConCM-CB,7,3,1,50.0,0.0,50.0,50.0
ISIC,1995,CT-ConCM,0,2,2,100.0,0.0,100.0,100.0
ISIC,1995,CT-ConCM,1,3,1,91.89189189189189,0.0,91.89189189189189,91.89189189189189
ISIC,1995,CT-ConCM,2,0,4,100.0,100.0,,
ISIC,1995,CT-ConCM,3,3,1,92.5,0.0,92.5,92.5
ISIC,1995,CT-ConCM,4,1,3,56.09756097560975,0.0,56.09756097560975,56.09756097560975
ISIC,1995,CT-ConCM,5,1,3,10.81081081081081,0.0,10.81081081081081,10.81081081081081
ISIC,1995,CT-ConCM,6,2,2,0.0,0.0,0.0,0.0
ISIC,1995,CT-ConCM,7,0,4,0.0,0.0,,
ISIC,1995,CT-J-Stale,0,2,2,100.0,0.0,100.0,100.0
ISIC,1995,CT-J-Stale,1,3,1,86.48648648648648,0.0,86.48648648648648,86.48648648648648
ISIC,1995,CT-J-Stale,2,0,4,100.0,100.0,,
ISIC,1995,CT-J-Stale,3,3,1,85.0,0.0,85.0,85.0
ISIC,1995,CT-J-Stale,4,1,3,65.85365853658537,0.0,65.85365853658537,65.85365853658537
ISIC,1995,CT-J-Stale,5,1,3,67.56756756756756,0.0,67.56756756756756,67.56756756756756
ISIC,1995,CT-J-Stale,6,2,2,96.15384615384616,11.538461538461538,84.61538461538463,84.61538461538463
ISIC,1995,CT-J-Stale,7,0,4,62.5,62.5,,
ISIC,1995,PT-CB,0,2,2,79.54545454545455,75.0,4.545454545454547,4.545454545454547
ISIC,1995,PT-CB,1,3,1,78.37837837837837,51.351351351351354,27.027027027027017,27.027027027027017
ISIC,1995,PT-CB,2,0,4,43.47826086956522,43.47826086956522,,
ISIC,1995,PT-CB,3,3,1,87.5,32.5,55.0,55.0
ISIC,1995,PT-CB,4,1,3,58.53658536585366,56.09756097560975,2.439024390243908,2.439024390243908
ISIC,1995,PT-CB,5,1,3,48.648648648648646,43.24324324324324,5.4054054054054035,5.4054054054054035
ISIC,1995,PT-CB,6,2,2,96.15384615384616,92.3076923076923,3.846153846153854,3.846153846153854
ISIC,1995,PT-CB,7,0,4,50.0,50.0,,
ISIC,1995,CT-Risk,0,2,2,93.18181818181819,59.09090909090909,34.09090909090909,34.09090909090909
ISIC,1995,CT-Risk,1,3,1,86.48648648648648,18.91891891891892,67.56756756756756,67.56756756756756
ISIC,1995,CT-Risk,2,0,4,93.47826086956522,93.47826086956522,,
ISIC,1995,CT-Risk,3,3,1,85.0,5.0,80.0,80.0
ISIC,1995,CT-Risk,4,1,3,60.97560975609756,29.26829268292683,31.70731707317073,31.70731707317073
ISIC,1995,CT-Risk,5,1,3,59.45945945945946,29.72972972972973,29.72972972972973,29.72972972972973
ISIC,1995,CT-Risk,6,2,2,96.15384615384616,73.07692307692308,23.07692307692308,23.07692307692308
ISIC,1995,CT-Risk,7,0,4,58.333333333333336,58.333333333333336,,
ISIC,1995,CT-J-CB,0,2,2,93.18181818181819,59.09090909090909,34.09090909090909,34.09090909090909
ISIC,1995,CT-J-CB,1,3,1,86.48648648648648,18.91891891891892,67.56756756756756,67.56756756756756
ISIC,1995,CT-J-CB,2,0,4,95.65217391304348,95.65217391304348,,
ISIC,1995,CT-J-CB,3,3,1,85.0,5.0,80.0,80.0
ISIC,1995,CT-J-CB,4,1,3,60.97560975609756,29.26829268292683,31.70731707317073,31.70731707317073
ISIC,1995,CT-J-CB,5,1,3,59.45945945945946,27.027027027027028,32.432432432432435,32.432432432432435
ISIC,1995,CT-J-CB,6,2,2,96.15384615384616,73.07692307692308,23.07692307692308,23.07692307692308
ISIC,1995,CT-J-CB,7,0,4,58.333333333333336,58.333333333333336,,
ISIC,1995,CT-ConCM-CB,0,2,2,93.18181818181819,0.0,93.18181818181819,93.18181818181819
ISIC,1995,CT-ConCM-CB,1,3,1,86.48648648648648,0.0,86.48648648648648,86.48648648648648
ISIC,1995,CT-ConCM-CB,2,0,4,56.52173913043478,56.52173913043478,,
ISIC,1995,CT-ConCM-CB,3,3,1,85.0,0.0,85.0,85.0
ISIC,1995,CT-ConCM-CB,4,1,3,58.53658536585366,0.0,58.53658536585366,58.53658536585366
ISIC,1995,CT-ConCM-CB,5,1,3,56.75675675675676,0.0,56.75675675675676,56.75675675675676
ISIC,1995,CT-ConCM-CB,6,2,2,76.92307692307692,0.0,76.92307692307692,76.92307692307692
ISIC,1995,CT-ConCM-CB,7,0,4,66.66666666666667,66.66666666666667,,
