dataset,seed,stream,from_task,to_task,split,version,label_a,label_b,distance
HK,1993,U,10,11,val,pre,9,12,0.15938470211407535
HK,1993,U,10,11,val,pre,9,8,0.2988376976336542
HK,1993,U,10,11,val,pre,9,2,0.3460582365707238
HK,1993,U,10,11,val,pre,9,11,0.14279333523502907
HK,1993,U,10,11,val,pre,9,17,0.2971742973073848
HK,1993,U,10,11,val,pre,9,3,0.3293889578014501
HK,1993,U,10,11,val,pre,9,21,0.30409825270784113
HK,1993,U,10,11,val,pre,9,16,0.15305145418925972
HK,1993,U,10,11,val,pre,9,22,0.2787320375297041
HK,1993,U,10,11,val,pre,9,13,0.26214606371501215
HK,1993,U,10,11,val,pre,9,18,0.24823354287428148
HK,1993,U,10,11,val,pre,9,14,0.29024286382025577
HK,1993,U,10,11,val,pre,19,0,0.37651176873615355
HK,1993,U,10,11,val,pre,19,4,0.30321492063825434
HK,1993,U,10,11,val,pre,19,12,0.34427218311928864
HK,1993,U,10,11,val,pre,19,8,0.22542451547647535
HK,1993,U,10,11,val,pre,19,2,0.34920743947648486
HK,1993,U,10,11,val,pre,19,11,0.32398408886247776
HK,1993,U,10,11,val,pre,19,17,0.2258737560878546
HK,1993,U,10,11,val,pre,19,3,0.28304635439465936
HK,1993,U,10,11,val,pre,19,21,0.23487914132709947
HK,1993,U,10,11,val,pre,19,16,0.342722797469848
HK,1993,U,10,11,val,pre,19,22,0.16975098037050665
HK,1993,U,10,11,val,pre,19,13,0.20657874090402367
HK,1993,U,10,11,val,pre,19,18,0.17481757527324154
HK,1993,U,10,11,val,pre,19,14,0.2753291944205472
HK,1993,U,10,11,val,pre,19,9,0.29949272792974274
HK,1993,U,10,11,val,pre,15,0,0.2982337006075482
HK,1993,U,10,11,val,pre,15,4,0.34342547633953857
HK,1993,U,10,11,val,pre,15,12,0.25996202594020823
HK,1993,U,10,11,val,pre,15,8,0.3428866952015956
HK,1993,U,10,11,val,pre,15,2,0.39474464868006304
HK,1993,U,10,11,val,pre,15,11,0.2482995357333931
HK,1993,U,10,11,val,pre,15,17,0.32974640629906066
HK,1993,U,10,11,val,pre,15,3,0.33974699856341706
HK,1993,U,10,11,val,pre,15,21,0.3453846944295343
HK,1993,U,10,11,val,pre,15,16,0.2561908165888875
HK,1993,U,10,11,val,pre,15,22,0.3206610111164459
HK,1993,U,10,11,val,pre,15,13,0.30015201278210746
HK,1993,U,10,11,val,pre,15,18,0.3109736801501031
HK,1993,U,10,11,val,pre,15,14,0.29266465952768156
HK,1993,U,10,11,val,pre,15,9,0.23919219169249295
HK,1993,U,10,11,val,pre,15,19,0.34753632505462906
HK,1993,U,10,11,val,pre,6,0,0.5060653691953771
HK,1993,U,10,11,val,pre,6,4,0.45064856903646555
HK,1993,U,10,11,val,pre,6,12,0.49363027237761475
HK,1993,U,10,11,val,pre,6,8,0.3787342156034605
HK,1993,U,10,11,val,pre,6,2,0.4488017713855857
HK,1993,U,10,11,val,pre,6,11,0.49170169945408665
HK,1993,U,10,11,val,pre,6,17,0.40522814311303507
HK,1993,U,10,11,val,pre,6,3,0.4472268785384202
HK,1993,U,10,11,val,pre,6,21,0.43291775196024534
HK,1993,U,10,11,val,pre,6,16,0.5047562274675556
HK,1993,U,10,11,val,pre,6,22,0.3539524824778626
HK,1993,U,10,11,val,pre,6,13,0.41486515934038437
HK,1993,U,10,11,val,pre,6,18,0.3643965545520655
HK,1993,U,10,11,val,pre,6,14,0.4420394786553357
HK,1993,U,10,11,val,pre,6,9,0.46284447358529995
HK,1993,U,10,11,val,pre,6,19,0.39809456435673185
HK,1993,U,10,11,val,pre,6,15,0.5138944707688652
HK,1993,U,10,11,val,pre,5,0,0.4357603846954779
HK,1993,U,10,11,val,pre,5,4,0.3043784875438522
HK,1993,U,10,11,val,pre,5,12,0.41365251178456025
HK,1993,U,10,11,val,pre,5,8,0.3129053407783569
HK,1993,U,10,11,val,pre,5,2,0.2707643871249036
HK,1993,U,10,11,val,pre,5,11,0.4136689873840779
HK,1993,U,10,11,val,pre,5,17,0.3245049836082996
HK,1993,U,10,11,val,pre,5,3,0.306609036485112
HK,1993,U,10,11,val,pre,5,21,0.37138776397696904
HK,1993,U,10,11,val,pre,5,16,0.4165941014252861
HK,1993,U,10,11,val,pre,5,22,0.3381315512218851
HK,1993,U,10,11,val,pre,5,13,0.3695518507450019
HK,1993,U,10,11,val,pre,5,18,0.32769691245509586
HK,1993,U,10,11,val,pre,5,14,0.27375793376395485
HK,1993,U,10,11,val,pre,5,9,0.38952812110862195
HK,1993,U,10,11,val,pre,5,19,0.3780478354751978
HK,1993,U,10,11,val,pre,5,15,0.4037257418793519
HK,1993,U,10,11,val,pre,5,6,0.4754243012278909
HK,1993,U,10,11,val,pre,20,0,0.3364564901006394
HK,1993,U,10,11,val,pre,20,4,0.22700822290706735
HK,1993,U,10,11,val,pre,20,12,0.3014001062559876
HK,1993,U,10,11,val,pre,20,8,0.15028536703633003
HK,1993,U,10,11,val,pre,20,2,0.26044625866827176
HK,1993,U,10,11,val,pre,20,11,0.29138542346180096
HK,1993,U,10,11,val,pre,20,17,0.1484112431285813
HK,1993,U,10,11,val,pre,20,3,0.21476297764722654
HK,1993,U,10,11,val,pre,20,21,0.1765404382296274
HK,1993,U,10,11,val,pre,20,16,0.30385869646039154
HK,1993,U,10,11,val,pre,20,22,0.09432193218819099
HK,1993,U,10,11,val,pre,20,13,0.16564801303421103
HK,1993,U,10,11,val,pre,20,18,0.07779466026141309
HK,1993,U,10,11,val,pre,20,14,0.1861794845933295
HK,1993,U,10,11,val,pre,20,9,0.2519747349039917
HK,1993,U,10,11,val,pre,20,19,0.17185270417485432
HK,1993,U,10,11,val,pre,20,15,0.3099086198029041
HK,1993,U,10,11,val,pre,20,6,0.343812356115059
HK,1993,U,10,11,val,pre,20,5,0.29903907787651496
HK,1993,U,10,11,val,pre,10,0,0.13583664974776427
HK,1993,U,10,11,val,pre,10,4,0.3764461040740162
HK,1993,U,10,11,val,pre,10,12,0.11072117873555419
HK,1993,U,10,11,val,pre,10,8,0.3599398583302206
HK,1993,U,10,11,val,pre,10,2,0.40710526873313163
HK,1993,U,10,11,val,pre,10,11,0.0711876822279562
HK,1993,U,10,11,val,pre,10,17,0.35210920159882586
HK,1993,U,10,11,val,pre,10,3,0.3742457018515167
HK,1993,U,10,11,val,pre,10,21,0.356954578687018
HK,1993,U,10,11,val,pre,10,16,0.12524461970351797
HK,1993,U,10,11,val,pre,10,22,0.310422657570918
HK,1993,U,10,11,val,pre,10,13,0.29706140234015704
HK,1993,U,10,11,val,pre,10,18,0.30329267664876586
HK,1993,U,10,11,val,pre,10,14,0.35131194985328495
HK,1993,U,10,11,val,pre,10,9,0.15218035331040772
HK,1993,U,10,11,val,pre,10,19,0.32707585163674596
HK,1993,U,10,11,val,pre,10,15,0.26094794411573163
HK,1993,U,10,11,val,pre,10,6,0.48087431883278253
HK,1993,U,10,11,val,pre,10,5,0.42685941397975885
HK,1993,U,10,11,val,pre,10,20,0.2968081105152748
HK,1993,U,10,11,val,pre,7,0,0.418529811717913
HK,1993,U,10,11,val,pre,7,4,0.31685890944421363
HK,1993,U,10,11,val,pre,7,12,0.41803176801492836
HK,1993,U,10,11,val,pre,7,8,0.25417200269283585
HK,1993,U,10,11,val,pre,7,2,0.15691896476515652
HK,1993,U,10,11,val,pre,7,11,0.4134298281058471
HK,1993,U,10,11,val,pre,7,17,0.2762029526809647
HK,1993,U,10,11,val,pre,7,3,0.29276010339778197
HK,1993,U,10,11,val,pre,7,21,0.3414503053456895
HK,1993,U,10,11,val,pre,7,16,0.4074312054620656
HK,1993,U,10,11,val,pre,7,22,0.31975468842487764
HK,1993,U,10,11,val,pre,7,13,0.3408476402338963
HK,1993,U,10,11,val,pre,7,18,0.2884344120923098
HK,1993,U,10,11,val,pre,7,14,0.2989037379862882
HK,1993,U,10,11,val,pre,7,9,0.3613846607679388
HK,1993,U,10,11,val,pre,7,19,0.35312764822008097
HK,1993,U,10,11,val,pre,7,15,0.3930547930037605
HK,1993,U,10,11,val,pre,7,6,0.4913372223886964
HK,1993,U,10,11,val,pre,7,5,0.325276224930499
HK,1993,U,10,11,val,pre,7,20,0.2851052514600019
HK,1993,U,10,11,val,pre,7,10,0.4234437922737978
HK,1993,U,10,11,val,pre,1,0,0.3967093193938597
HK,1993,U,10,11,val,pre,1,4,0.2914054438084565
HK,1993,U,10,11,val,pre,1,12,0.39724591251227365
HK,1993,U,10,11,val,pre,1,8,0.19877804691470397
HK,1993,U,10,11,val,pre,1,2,0.16673335894257138
HK,1993,U,10,11,val,pre,1,11,0.3881755370951653
HK,1993,U,10,11,val,pre,1,17,0.22379061558821334
HK,1993,U,10,11,val,pre,1,3,0.27493956048923546
HK,1993,U,10,11,val,pre,1,21,0.3078062725644166
HK,1993,U,10,11,val,pre,1,16,0.3843224626804013
HK,1993,U,10,11,val,pre,1,22,0.25466569383441445
HK,1993,U,10,11,val,pre,1,13,0.2844352948221183
HK,1993,U,10,11,val,pre,1,18,0.23431697453948755
HK,1993,U,10,11,val,pre,1,14,0.27758851581665545
HK,1993,U,10,11,val,pre,1,9,0.3428916318018234
HK,1993,U,10,11,val,pre,1,19,0.3065413774783401
HK,1993,U,10,11,val,pre,1,15,0.36515596132721173
HK,1993,U,10,11,val,pre,1,6,0.4129839617361832
HK,1993,U,10,11,val,pre,1,5,0.305545672250742
HK,1993,U,10,11,val,pre,1,20,0.22025830202022018
HK,1993,U,10,11,val,pre,1,10,0.38972515346910425
HK,1993,U,10,11,val,pre,1,7,0.17471380093192984
HK,1993,U,10,11,val,post,4,0,0.4277412815448652
HK,1993,U,10,11,val,post,12,0,0.1536886564724984
HK,1993,U,10,11,val,post,12,4,0.3629029912554028
HK,1993,U,10,11,val,post,8,0,0.4615746382187197
HK,1993,U,10,11,val,post,8,4,0.32966666936786077
HK,1993,U,10,11,val,post,8,12,0.43074202924737154
HK,1993,U,10,11,val,post,2,0,0.4174812197222916
HK,1993,U,10,11,val,post,2,4,0.3262541412152126
HK,1993,U,10,11,val,post,2,12,0.4177854842715595
HK,1993,U,10,11,val,post,2,8,0.2700445792147202
HK,1993,U,10,11,val,post,11,0,0.15582629514350815
HK,1993,U,10,11,val,post,11,4,0.3681105939307913
HK,1993,U,10,11,val,post,11,12,0.07637988433960803
HK,1993,U,10,11,val,post,11,8,0.42042927047379797
HK,1993,U,10,11,val,post,11,2,0.40922626739057394
HK,1993,U,10,11,val,post,17,0,0.46890892394247835
HK,1993,U,10,11,val,post,17,4,0.3363271669924847
HK,1993,U,10,11,val,post,17,12,0.42237608686983474
HK,1993,U,10,11,val,post,17,8,0.20819491904623655
HK,1993,U,10,11,val,post,17,2,0.3393778527060719
HK,1993,U,10,11,val,post,17,11,0.41334312596025663
HK,1993,U,10,11,val,post,3,0,0.4358074119782562
HK,1993,U,10,11,val,post,3,4,0.0894807294767093
HK,1993,U,10,11,val,post,3,12,0.3751165282809684
HK,1993,U,10,11,val,post,3,8,0.2907345799834019
HK,1993,U,10,11,val,post,3,2,0.30801136884961794
HK,1993,U,10,11,val,post,3,11,0.376933571500803
HK,1993,U,10,11,val,post,3,17,0.29640690597943986
HK,1993,U,10,11,val,post,21,0,0.4759492873179815
HK,1993,U,10,11,val,post,21,4,0.34813199060964584
HK,1993,U,10,11,val,post,21,12,0.4056836190415664
HK,1993,U,10,11,val,post,21,8,0.31562156000010255
HK,1993,U,10,11,val,post,21,2,0.4260953657715585
HK,1993,U,10,11,val,post,21,11,0.40992882252641755
HK,1993,U,10,11,val,post,21,17,0.21281050519226213
HK,1993,U,10,11,val,post,21,3,0.31671752567761247
HK,1993,U,10,11,val,post,16,0,0.13987356674826873
HK,1993,U,10,11,val,post,16,4,0.4301794292820814
HK,1993,U,10,11,val,post,16,12,0.1516325048965537
HK,1993,U,10,11,val,post,16,8,0.4454704655808673
HK,1993,U,10,11,val,post,16,2,0.43621120800876334
HK,1993,U,10,11,val,post,16,11,0.15293088137918184
HK,1993,U,10,11,val,post,16,17,0.44643022980338026
HK,1993,U,10,11,val,post,16,3,0.43335080547044896
HK,1993,U,10,11,val,post,16,21,0.4402263416304348
HK,1993,U,10,11,val,post,22,0,0.4105282958071618
HK,1993,U,10,11,val,post,22,4,0.34612655064865866
HK,1993,U,10,11,val,post,22,12,0.35455363830863595
HK,1993,U,10,11,val,post,22,8,0.25728695610515867
HK,1993,U,10,11,val,post,22,2,0.3784300731815868
HK,1993,U,10,11,val,post,22,11,0.35199058362290664
HK,1993,U,10,11,val,post,22,17,0.18830826995597066
HK,1993,U,10,11,val,post,22,3,0.3218444267830003
HK,1993,U,10,11,val,post,22,21,0.19494536613415556
HK,1993,U,10,11,val,post,22,16,0.37762114593755547
HK,1993,U,10,11,val,post,13,0,0.4120828768312752
HK,1993,U,10,11,val,post,13,4,0.3021577912655425
HK,1993,U,10,11,val,post,13,12,0.34571850817046873
HK,1993,U,10,11,val,post,13,8,0.25111604088864886
HK,1993,U,10,11,val,post,13,2,0.35397202928872784
HK,1993,U,10,11,val,post,13,11,0.3306195621149105
HK,1993,U,10,11,val,post,13,17,0.16778946528710303
HK,1993,U,10,11,val,post,13,3,0.27389743325638316
HK,1993,U,10,11,val,post,13,21,0.22291993870911436
HK,1993,U,10,11,val,post,13,16,0.3839465939970808
HK,1993,U,10,11,val,post,13,22,0.1847719074576094
HK,1993,U,10,11,val,post,18,0,0.410661196819098
HK,1993,U,10,11,val,post,18,4,0.3230054044964438
HK,1993,U,10,11,val,post,18,12,0.35830896173830756
HK,1993,U,10,11,val,post,18,8,0.19642193153096701
HK,1993,U,10,11,val,post,18,2,0.32920627574833644
HK,1993,U,10,11,val,post,18,11,0.3503808569283436
HK,1993,U,10,11,val,post,18,17,0.12645093859795056
HK,1993,U,10,11,val,post,18,3,0.2866519747913508
HK,1993,U,10,11,val,post,18,21,0.18501859560171355
HK,1993,U,10,11,val,post,18,16,0.3814729781536889
HK,1993,U,10,11,val,post,18,22,0.12393412348395559
HK,1993,U,10,11,val,post,18,13,0.1403277842362519
HK,1993,U,10,11,val,post,14,0,0.3870900698578837
HK,1993,U,10,11,val,post,14,4,0.25302664598442187
HK,1993,U,10,11,val,post,14,12,0.3243055022887973
HK,1993,U,10,11,val,post,14,8,0.26423803725707506
HK,1993,U,10,11,val,post,14,2,0.3321924819075546
HK,1993,U,10,11,val,post,14,11,0.31333592509595404
HK,1993,U,10,11,val,post,14,17,0.2046962863253204
HK,1993,U,10,11,val,post,14,3,0.22722475343852128
HK,1993,U,10,11,val,post,14,21,0.25216735633368564
HK,1993,U,10,11,val,post,14,16,0.3708293590941472
HK,1993,U,10,11,val,post,14,22,0.2075064103095915
HK,1993,U,10,11,val,post,14,13,0.15833300456408245
HK,1993,U,10,11,val,post,14,18,0.17513986753679792
HK,1993,U,10,11,val,post,9,0,0.21449553415034572
HK,1993,U,10,11,val,post,9,4,0.3590796991915049
HK,1993,U,10,11,val,post,9,12,0.18269913517212963
HK,1993,U,10,11,val,post,9,8,0.3769622886734728
HK,1993,U,10,11,val,post,9,2,0.3593948149962929
HK,1993,U,10,11,val,post,9,11,0.16649034146416533
HK,1993,U,10,11,val,post,9,17,0.3817442322729592
HK,1993,U,10,11,val,post,9,3,0.3592682092986494
HK,1993,U,10,11,val,post,9,21,0.37667172486799433
HK,1993,U,10,11,val,post,9,16,0.1940292547983061
HK,1993,U,10,11,val,post,9,22,0.3361596416436433
HK,1993,U,10,11,val,post,9,13,0.31537864737532556
HK,1993,U,10,11,val,post,9,18,0.31568050074598253
HK,1993,U,10,11,val,post,9,14,0.31576543473581686
HK,1993,U,10,11,val,post,19,0,0.43271256852247947
HK,1993,U,10,11,val,post,19,4,0.3497650441420836
HK,1993,U,10,11,val,post,19,12,0.3775738649674276
HK,1993,U,10,11,val,post,19,8,0.2545491100374556
HK,1993,U,10,11,val,post,19,2,0.3639959332750521
HK,1993,U,10,11,val,post,19,11,0.36563541124224747
HK,1993,U,10,11,val,post,19,17,0.20222205416247865
HK,1993,U,10,11,val,post,19,3,0.32401665529028384
HK,1993,U,10,11,val,post,19,21,0.2458972110245973
HK,1993,U,10,11,val,post,19,16,0.4028645469377172
HK,1993,U,10,11,val,post,19,22,0.17540871332567678
HK,1993,U,10,11,val,post,19,13,0.18450596089719087
HK,1993,U,10,11,val,post,19,18,0.16241433989617365
HK,1993,U,10,11,val,post,19,14,0.2311175692027134
HK,1993,U,10,11,val,post,19,9,0.3425762237909214
HK,1993,U,10,11,val,post,15,0,0.28601496800580734
HK,1993,U,10,11,val,post,15,4,0.31931969621819845
HK,1993,U,10,11,val,post,15,12,0.22396011509389024
HK,1993,U,10,11,val,post,15,8,0.34567149854313
HK,1993,U,10,11,val,post,15,2,0.3783900244680326
HK,1993,U,10,11,val,post,15,11,0.20732137903577713
HK,1993,U,10,11,val,post,15,17,0.3174836375070213
HK,1993,U,10,11,val,post,15,3,0.31158103938063797
HK,1993,U,10,11,val,post,15,21,0.32761580435761184
HK,1993,U,10,11,val,post,15,16,0.2591813013240413
HK,1993,U,10,11,val,post,15,22,0.274346846689459
HK,1993,U,10,11,val,post,15,13,0.2447526171804114
HK,1993,U,10,11,val,post,15,18,0.26470385098264143
HK,1993,U,10,11,val,post,15,14,0.21292491277794096
HK,1993,U,10,11,val,post,15,9,0.22254762705104905
HK,1993,U,10,11,val,post,15,19,0.3085915506765192
HK,1993,U,10,11,val,post,6,0,0.6120241043228114
HK,1993,U,10,11,val,post,6,4,0.6175980008089105
HK,1993,U,10,11,val,post,6,12,0.5941537089926221
HK,1993,U,10,11,val,post,6,8,0.4745616661305829
HK,1993,U,10,11,val,post,6,2,0.5570763441354453
HK,1993,U,10,11,val,post,6,11,0.5937247212362956
HK,1993,U,10,11,val,post,6,17,0.4742888341219186
HK,1993,U,10,11,val,post,6,3,0.6056714954314024
HK,1993,U,10,11,val,post,6,21,0.5191682625467643
HK,1993,U,10,11,val,post,6,16,0.5935337148582349
HK,1993,U,10,11,val,post,6,22,0.4429471999560432
HK,1993,U,10,11,val,post,6,13,0.502075678829424
HK,1993,U,10,11,val,post,6,18,0.4537346716748551
HK,1993,U,10,11,val,post,6,14,0.5308106550452247
HK,1993,U,10,11,val,post,6,9,0.5631355807648183
HK,1993,U,10,11,val,post,6,19,0.46627418199890563
HK,1993,U,10,11,val,post,6,15,0.5592486897491694
HK,1993,U,10,11,val,post,5,0,0.38973167766198197
HK,1993,U,10,11,val,post,5,4,0.3915150391867856
HK,1993,U,10,11,val,post,5,12,0.377888078160818
HK,1993,U,10,11,val,post,5,8,0.38998713155619585
HK,1993,U,10,11,val,post,5,2,0.3625381968198751
HK,1993,U,10,11,val,post,5,11,0.37127809420051505
HK,1993,U,10,11,val,post,5,17,0.4248229424354496
HK,1993,U,10,11,val,post,5,3,0.3954598788743222
HK,1993,U,10,11,val,post,5,21,0.48682186975983827
HK,1993,U,10,11,val,post,5,16,0.40217464052353186
HK,1993,U,10,11,val,post,5,22,0.3834380677231874
HK,1993,U,10,11,val,post,5,13,0.386180833545054
HK,1993,U,10,11,val,post,5,18,0.39147193718944306
HK,1993,U,10,11,val,post,5,14,0.3242251297348529
HK,1993,U,10,11,val,post,5,9,0.4065575182001734
HK,1993,U,10,11,val,post,5,19,0.4094194389344282
HK,1993,U,10,11,val,post,5,15,0.3604817402846973
HK,1993,U,10,11,val,post,5,6,0.5837555787982832
HK,1993,U,10,11,val,post,20,0,0.3762337103047054
HK,1993,U,10,11,val,post,20,4,0.3021015754581399
HK,1993,U,10,11,val,post,20,12,0.3240021497897442
HK,1993,U,10,11,val,post,20,8,0.20601236168632892
HK,1993,U,10,11,val,post,20,2,0.3139319931074631
HK,1993,U,10,11,val,post,20,11,0.3161251611131984
HK,1993,U,10,11,val,post,20,17,0.1578970063919684
HK,1993,U,10,11,val,post,20,3,0.2781033237850484
HK,1993,U,10,11,val,post,20,21,0.21471624737294684
HK,1993,U,10,11,val,post,20,16,0.3501783806888639
HK,1993,U,10,11,val,post,20,22,0.10843212412016186
HK,1993,U,10,11,val,post,20,13,0.13971906126645042
HK,1993,U,10,11,val,post,20,18,0.08588727076694881
HK,1993,U,10,11,val,post,20,14,0.1579728219566038
HK,1993,U,10,11,val,post,20,9,0.29381869717214115
HK,1993,U,10,11,val,post,20,19,0.15956033818488186
HK,1993,U,10,11,val,post,20,15,0.23936789108943568
HK,1993,U,10,11,val,post,20,6,0.4372641786970917
HK,1993,U,10,11,val,post,20,5,0.3449451715907806
HK,1993,U,10,11,val,post,10,0,0.15437744280008922
HK,1993,U,10,11,val,post,10,4,0.4012723074335331
HK,1993,U,10,11,val,post,10,12,0.11755705166091784
HK,1993,U,10,11,val,post,10,8,0.42888332389599443
HK,1993,U,10,11,val,post,10,2,0.4222543353474127
HK,1993,U,10,11,val,post,10,11,0.08229011471373139
HK,1993,U,10,11,val,post,10,17,0.4221841790206484
HK,1993,U,10,11,val,post,10,3,0.4098547844114689
HK,1993,U,10,11,val,post,10,21,0.42443629731608223
HK,1993,U,10,11,val,post,10,16,0.13001307887698543
HK,1993,U,10,11,val,post,10,22,0.35327400037442824
HK,1993,U,10,11,val,post,10,13,0.34352951133588017
HK,1993,U,10,11,val,post,10,18,0.3579470681515757
HK,1993,U,10,11,val,post,10,14,0.33398199471599027
HK,1993,U,10,11,val,post,10,9,0.16657542716084206
HK,1993,U,10,11,val,post,10,19,0.3677605797512167
HK,1993,U,10,11,val,post,10,15,0.2255257490765195
HK,1993,U,10,11,val,post,10,6,0.5690860439587893
HK,1993,U,10,11,val,post,10,5,0.37798785995421547
HK,1993,U,10,11,val,post,10,20,0.3191311255162309
HK,1993,U,10,11,val,post,7,0,0.47892154631303935
HK,1993,U,10,11,val,post,7,4,0.34363883513198357
HK,1993,U,10,11,val,post,7,12,0.47359915273390923
HK,1993,U,10,11,val,post,7,8,0.38148984874025055
HK,1993,U,10,11,val,post,7,2,0.21473660400085062
HK,1993,U,10,11,val,post,7,11,0.4707075011829256
HK,1993,U,10,11,val,post,7,17,0.45167511532465027
HK,1993,U,10,11,val,post,7,3,0.3283819841694278
HK,1993,U,10,11,val,post,7,21,0.5016947099476095
HK,1993,U,10,11,val,post,7,16,0.5065073876441386
HK,1993,U,10,11,val,post,7,22,0.48529575182966334
HK,1993,U,10,11,val,post,7,13,0.4542260157014953
HK,1993,U,10,11,val,post,7,18,0.44035365542997595
HK,1993,U,10,11,val,post,7,14,0.4262875927356691
HK,1993,U,10,11,val,post,7,9,0.4267001347429491
HK,1993,U,10,11,val,post,7,19,0.4695905209022177
HK,1993,U,10,11,val,post,7,15,0.45754448051924185
HK,1993,U,10,11,val,post,7,6,0.678500009617286
HK,1993,U,10,11,val,post,7,5,0.44951031948551184
HK,1993,U,10,11,val,post,7,20,0.4339325819081384
HK,1993,U,10,11,val,post,7,10,0.49567234491057877
HK,1993,U,10,11,val,post,1,0,0.4367898200421381
HK,1993,U,10,11,val,post,1,4,0.315500401081443
HK,1993,U,10,11,val,post,1,12,0.4198874322311392
HK,1993,U,10,11,val,post,1,8,0.19710257189002087
HK,1993,U,10,11,val,post,1,2,0.18080873095332434
HK,1993,U,10,11,val,post,1,11,0.4082916394495414
HK,1993,U,10,11,val,post,1,17,0.24828392089510015
HK,1993,U,10,11,val,post,1,3,0.29142077415337303
HK,1993,U,10,11,val,post,1,21,0.36551722728168434
HK,1993,U,10,11,val,post,1,16,0.4426756193438493
HK,1993,U,10,11,val,post,1,22,0.3039413160035883
HK,1993,U,10,11,val,post,1,13,0.2795592435704679
HK,1993,U,10,11,val,post,1,18,0.25514351090052356
HK,1993,U,10,11,val,post,1,14,0.28429916376010694
HK,1993,U,10,11,val,post,1,9,0.3699288286848319
HK,1993,U,10,11,val,post,1,19,0.30618345088830556
HK,1993,U,10,11,val,post,1,15,0.3408362480984673
HK,1993,U,10,11,val,post,1,6,0.5070774885068808
HK,1993,U,10,11,val,post,1,5,0.366309214575215
HK,1993,U,10,11,val,post,1,20,0.24305570729741677
HK,1993,U,10,11,val,post,1,10,0.4190187867348831
HK,1993,U,10,11,val,post,1,7,0.3014735647746352
HK,1993,U,10,11,val,current_map_applied,4,0,0.2872421619068865
HK,1993,U,10,11,val,current_map_applied,12,0,0.10531483584618148
HK,1993,U,10,11,val,current_map_applied,12,4,0.25925872300356034
HK,1993,U,10,11,val,current_map_applied,8,0,0.2809384844642632
HK,1993,U,10,11,val,current_map_applied,8,4,0.173588925517886
HK,1993,U,10,11,val,current_map_applied,8,12,0.2612404718011936
HK,1993,U,10,11,val,current_map_applied,2,0,0.28580044390115267
HK,1993,U,10,11,val,current_map_applied,2,4,0.22359840400492087
HK,1993,U,10,11,val,current_map_applied,2,12,0.2885659339297137
HK,1993,U,10,11,val,current_map_applied,2,8,0.18606546628007947
HK,1993,U,10,11,val,current_map_applied,11,0,0.10776146785037018
HK,1993,U,10,11,val,current_map_applied,11,4,0.2555323462921461
HK,1993,U,10,11,val,current_map_applied,11,12,0.05688892608183684
HK,1993,U,10,11,val,current_map_applied,11,8,0.2520817470939397
HK,1993,U,10,11,val,current_map_applied,11,2,0.28811293883614825
HK,1993,U,10,11,val,current_map_applied,17,0,0.2756166974475036
HK,1993,U,10,11,val,current_map_applied,17,4,0.16775510282777478
HK,1993,U,10,11,val,current_map_applied,17,12,0.25398634825001315
HK,1993,U,10,11,val,current_map_applied,17,8,0.10836707951343859
HK,1993,U,10,11,val,current_map_applied,17,2,0.1961187538503366
HK,1993,U,10,11,val,current_map_applied,17,11,0.24523184069641563
HK,1993,U,10,11,val,current_map_applied,3,0,0.28623732012217235
HK,1993,U,10,11,val,current_map_applied,3,4,0.05821667480855326
HK,1993,U,10,11,val,current_map_applied,3,12,0.2609984294162943
HK,1993,U,10,11,val,current_map_applied,3,8,0.15304747060128826
HK,1993,U,10,11,val,current_map_applied,3,2,0.21322264335833965
HK,1993,U,10,11,val,current_map_applied,3,11,0.2552875763094787
HK,1993,U,10,11,val,current_map_applied,3,17,0.1499043258818283
HK,1993,U,10,11,val,current_map_applied,21,0,0.2819275898418126
HK,1993,U,10,11,val,current_map_applied,21,4,0.18001360215255127
HK,1993,U,10,11,val,current_map_applied,21,12,0.2509632291866483
HK,1993,U,10,11,val,current_map_applied,21,8,0.15824063259993926
HK,1993,U,10,11,val,current_map_applied,21,2,0.24331412965261656
HK,1993,U,10,11,val,current_map_applied,21,11,0.2455837244025497
HK,1993,U,10,11,val,current_map_applied,21,17,0.12001161361955255
HK,1993,U,10,11,val,current_map_applied,21,3,0.17013082430222828
HK,1993,U,10,11,val,current_map_applied,16,0,0.09724979042473272
HK,1993,U,10,11,val,current_map_applied,16,4,0.2661022257374961
HK,1993,U,10,11,val,current_map_applied,16,12,0.09053803891916236
HK,1993,U,10,11,val,current_map_applied,16,8,0.2544105430333557
HK,1993,U,10,11,val,current_map_applied,16,2,0.283575979591422
HK,1993,U,10,11,val,current_map_applied,16,11,0.08279809687855605
HK,1993,U,10,11,val,current_map_applied,16,17,0.24430100413189634
HK,1993,U,10,11,val,current_map_applied,16,3,0.26480604074803077
HK,1993,U,10,11,val,current_map_applied,16,21,0.2490502269670216
HK,1993,U,10,11,val,current_map_applied,22,0,0.25093710629646476
HK,1993,U,10,11,val,current_map_applied,22,4,0.1791011354139229
HK,1993,U,10,11,val,current_map_applied,22,12,0.22495218538099115
HK,1993,U,10,11,val,current_map_applied,22,8,0.1349395708173926
HK,1993,U,10,11,val,current_map_applied,22,2,0.2267272999101925
HK,1993,U,10,11,val,current_map_applied,22,11,0.21677574012326242
HK,1993,U,10,11,val,current_map_applied,22,17,0.11874274396522709
HK,1993,U,10,11,val,current_map_applied,22,3,0.17222127535203122
HK,1993,U,10,11,val,current_map_applied,22,21,0.12153301824562389
