dataset,seed,task,contrast,metric,difference_pp,low,high
HK,1994,3,C3-F1,HM,0.0,0.0,0.0
HK,1995,3,C3-F1,HM,0.0,0.0,0.0
HK,fixed_three_mean,3,C3-F1,HM,0.0,0.0,0.0
HK,1993,3,C3-F1,tail,0.0,0.0,0.0
HK,1994,3,C3-F1,tail,0.0,0.0,0.0
HK,1995,3,C3-F1,tail,0.0,0.0,0.0
HK,fixed_three_mean,3,C3-F1,tail,0.0,0.0,0.0
HK,1993,3,C2-F1,BA,0.0,0.0,0.0
HK,1994,3,C2-F1,BA,0.0,0.0,0.0
HK,1995,3,C2-F1,BA,0.0,0.0,0.0
HK,fixed_three_mean,3,C2-F1,BA,0.0,0.0,0.0
HK,1993,3,C2-F1,old,0.0,0.0,0.0
HK,1994,3,C2-F1,old,0.0,0.0,0.0
HK,1995,3,C2-F1,old,0.0,0.0,0.0
HK,fixed_three_mean,3,C2-F1,old,0.0,0.0,0.0
HK,1993,3,C2-F1,current,0.0,0.0,0.0
HK,1994,3,C2-F1,current,0.0,0.0,0.0
HK,1995,3,C2-F1,current,0.0,0.0,0.0
HK,fixed_three_mean,3,C2-F1,current,0.0,0.0,0.0
HK,1993,3,C2-F1,HM,0.0,0.0,0.0
HK,1994,3,C2-F1,HM,0.0,0.0,0.0
HK,1995,3,C2-F1,HM,0.0,0.0,0.0
HK,fixed_three_mean,3,C2-F1,HM,0.0,0.0,0.0
HK,1993,3,C2-F1,tail,0.0,0.0,0.0
HK,1994,3,C2-F1,tail,0.0,0.0,0.0
HK,1995,3,C2-F1,tail,0.0,0.0,0.0
HK,fixed_three_mean,3,C2-F1,tail,0.0,0.0,0.0
HK,1993,3,C3-C2,BA,0.0,0.0,0.0
HK,1994,3,C3-C2,BA,0.0,0.0,0.0
HK,1995,3,C3-C2,BA,0.0,0.0,0.0
HK,fixed_three_mean,3,C3-C2,BA,0.0,0.0,0.0
HK,1993,3,C3-C2,old,0.0,0.0,0.0
HK,1994,3,C3-C2,old,0.0,0.0,0.0
HK,1995,3,C3-C2,old,0.0,0.0,0.0
HK,fixed_three_mean,3,C3-C2,old,0.0,0.0,0.0
HK,1993,3,C3-C2,current,0.0,0.0,0.0
HK,1994,3,C3-C2,current,0.0,0.0,0.0
HK,1995,3,C3-C2,current,0.0,0.0,0.0
HK,fixed_three_mean,3,C3-C2,current,0.0,0.0,0.0
HK,1993,3,C3-C2,HM,0.0,0.0,0.0
HK,1994,3,C3-C2,HM,0.0,0.0,0.0
HK,1995,3,C3-C2,HM,0.0,0.0,0.0
HK,fixed_three_mean,3,C3-C2,HM,0.0,0.0,0.0
HK,1993,3,C3-C2,tail,0.0,0.0,0.0
HK,1994,3,C3-C2,tail,0.0,0.0,0.0
HK,1995,3,C3-C2,tail,0.0,0.0,0.0
HK,fixed_three_mean,3,C3-C2,tail,0.0,0.0,0.0
HK,1993,3,C3-P,BA,0.0,0.0,0.0
HK,1994,3,C3-P,BA,0.0,0.0,0.0
HK,1995,3,C3-P,BA,0.0,0.0,0.0
HK,fixed_three_mean,3,C3-P,BA,0.0,0.0,0.0
HK,1993,3,C3-P,old,0.0,0.0,0.0
HK,1994,3,C3-P,old,0.0,0.0,0.0
HK,1995,3,C3-P,old,0.0,0.0,0.0
HK,fixed_three_mean,3,C3-P,old,0.0,0.0,0.0
HK,1993,3,C3-P,current,0.0,0.0,0.0
HK,1994,3,C3-P,current,0.0,0.0,0.0
HK,1995,3,C3-P,current,0.0,0.0,0.0
HK,fixed_three_mean,3,C3-P,current,0.0,0.0,0.0
HK,1993,3,C3-P,HM,0.0,0.0,0.0
HK,1994,3,C3-P,HM,0.0,0.0,0.0
HK,1995,3,C3-P,HM,0.0,0.0,0.0
HK,fixed_three_mean,3,C3-P,HM,0.0,0.0,0.0
HK,1993,3,C3-P,tail,0.0,0.0,0.0
HK,1994,3,C3-P,tail,0.0,0.0,0.0
HK,1995,3,C3-P,tail,0.0,0.0,0.0
HK,fixed_three_mean,3,C3-P,tail,0.0,0.0,0.0
HK,1993,3,C3-C0,BA,2.1629443460711144,-3.0915728946516587,8.15119190419072
HK,1994,3,C3-C0,BA,0.30438311688311614,-9.327752976190487,10.225096951659468
HK,1995,3,C3-C0,BA,0.2032520325203251,-0.2083333333333286,0.6148373983739788
HK,fixed_three_mean,3,C3-C0,BA,0.8901931651581853,-2.8274674317382162,4.6053535461116155
HK,1993,3,C3-C0,old,7.752613240418128,0.0,16.114982578397218
HK,1994,3,C3-C0,old,12.805059523809518,5.952380952380963,20.989955357142865
HK,1995,3,C3-C0,old,0.3048780487804805,-0.3125,0.9222560975609753
HK,fixed_three_mean,3,C3-C0,old,6.954183604336042,3.3900745257452614,10.829218387049943
HK,1993,3,C3-C0,current,-9.016393442622956,-13.93442622950819,-4.098360655737707
HK,1994,3,C3-C0,current,-24.69696969696969,-50.0,0.30303030303031164
HK,1995,3,C3-C0,current,0.0,0.0,0.0
HK,fixed_three_mean,3,C3-C0,current,-11.237787713197548,-19.673911243583376,-2.4590163934426243
HK,1993,3,C3-C0,HM,-0.19911280886336158,-5.058564421129912,5.211872118069843
HK,1994,3,C3-C0,HM,-8.205790927445605,-23.979569516809967,6.537221110311542
HK,1995,3,C3-C0,HM,0.0680001788663418,-0.06912081744503099,0.20742558050300025
HK,fixed_three_mean,3,C3-C0,HM,-2.778967852480875,-8.291340367577439,2.4234074310385676
HK,1993,3,C3-C0,tail,28.571428571428577,0.0,57.142857142857146
HK,1994,3,C3-C0,tail,-18.75,-50.0,6.25
HK,1995,3,C3-C0,tail,0.0,0.0,0.0
HK,fixed_three_mean,3,C3-C0,tail,3.2738095238095255,-10.416666666666666,18.162202380952337
HK,1993,4,C3-F1,BA,-0.06981580510991137,-0.3865083960625526,0.24895829785302226
HK,1994,4,C3-F1,BA,-0.078125,-0.234375,0.0
HK,1995,4,C3-F1,BA,0.0,0.0,0.0
HK,fixed_three_mean,4,C3-F1,BA,-0.04931360170330379,-0.17924046277216082,0.0803116717316783
HK,1993,4,C3-F1,old,-0.09308774014655796,-0.4040404040404155,0.2257872846108171
HK,1994,4,C3-F1,old,-0.1041666666666714,-0.3125,0.0
HK,1995,4,C3-F1,old,0.0,0.0,0.0
HK,fixed_three_mean,4,C3-F1,old,-0.06575146893774313,-0.20412457912458137,0.07262164124909039
HK,1993,4,C3-F1,current,0.0,-0.9554140127388564,0.9554140127388564
HK,1994,4,C3-F1,current,0.0,0.0,0.0
HK,1995,4,C3-F1,current,0.0,0.0,0.0
HK,fixed_three_mean,4,C3-F1,current,0.0,-0.3184713375796188,0.3184713375796188
HK,1993,4,C3-F1,HM,-0.0516735849568164,-0.4919707768137368,0.40075368063159605
HK,1994,4,C3-F1,HM,-0.023028452177364045,-0.08013073840401574,0.0
HK,1995,4,C3-F1,HM,0.0,0.0,0.0
HK,fixed_three_mean,4,C3-F1,HM,-0.024900679044726814,-0.1718119423997102,0.12565833283930633
HK,1993,4,C3-F1,tail,0.0,0.0,0.0
HK,1994,4,C3-F1,tail,0.0,0.0,0.0
HK,1995,4,C3-F1,tail,0.0,0.0,0.0
HK,fixed_three_mean,4,C3-F1,tail,0.0,0.0,0.0
HK,1993,4,C2-F1,BA,-0.06981580510991137,-0.3865083960625526,0.24895829785302226
HK,1994,4,C2-F1,BA,-0.078125,-0.234375,0.0
HK,1995,4,C2-F1,BA,0.0,0.0,0.0
HK,fixed_three_mean,4,C2-F1,BA,-0.04931360170330379,-0.17924046277216082,0.0803116717316783
HK,1993,4,C2-F1,old,-0.09308774014655796,-0.4040404040404155,0.2257872846108171
HK,1994,4,C2-F1,old,-0.1041666666666714,-0.3125,0.0
HK,1995,4,C2-F1,old,0.0,0.0,0.0
HK,fixed_three_mean,4,C2-F1,old,-0.06575146893774313,-0.20412457912458137,0.07262164124909039
HK,1993,4,C2-F1,current,0.0,-0.9554140127388564,0.9554140127388564
HK,1994,4,C2-F1,current,0.0,0.0,0.0
HK,1995,4,C2-F1,current,0.0,0.0,0.0
HK,fixed_three_mean,4,C2-F1,current,0.0,-0.3184713375796188,0.3184713375796188
HK,1993,4,C2-F1,HM,-0.0516735849568164,-0.4919707768137368,0.40075368063159605
HK,1994,4,C2-F1,HM,-0.023028452177364045,-0.08013073840401574,0.0
HK,1995,4,C2-F1,HM,0.0,0.0,0.0
HK,fixed_three_mean,4,C2-F1,HM,-0.024900679044726814,-0.1718119423997102,0.12565833283930633
HK,1993,4,C2-F1,tail,0.0,0.0,0.0
HK,1994,4,C2-F1,tail,0.0,0.0,0.0
HK,1995,4,C2-F1,tail,0.0,0.0,0.0
HK,fixed_three_mean,4,C2-F1,tail,0.0,0.0,0.0
HK,1993,4,C3-C2,BA,0.0,0.0,0.0
HK,1994,4,C3-C2,BA,0.0,0.0,0.0
HK,1995,4,C3-C2,BA,0.0,0.0,0.0
HK,fixed_three_mean,4,C3-C2,BA,0.0,0.0,0.0
HK,1993,4,C3-C2,old,0.0,0.0,0.0
HK,1994,4,C3-C2,old,0.0,0.0,0.0
HK,1995,4,C3-C2,old,0.0,0.0,0.0
HK,fixed_three_mean,4,C3-C2,old,0.0,0.0,0.0
HK,1993,4,C3-C2,current,0.0,0.0,0.0
HK,1994,4,C3-C2,current,0.0,0.0,0.0
HK,1995,4,C3-C2,current,0.0,0.0,0.0
HK,fixed_three_mean,4,C3-C2,current,0.0,0.0,0.0
HK,1993,4,C3-C2,HM,0.0,0.0,0.0
HK,1994,4,C3-C2,HM,0.0,0.0,0.0
HK,1995,4,C3-C2,HM,0.0,0.0,0.0
HK,fixed_three_mean,4,C3-C2,HM,0.0,0.0,0.0
HK,1993,4,C3-C2,tail,0.0,0.0,0.0
HK,1994,4,C3-C2,tail,0.0,0.0,0.0
HK,1995,4,C3-C2,tail,0.0,0.0,0.0
HK,fixed_three_mean,4,C3-C2,tail,0.0,0.0,0.0
HK,1993,4,C3-P,BA,-0.0757575757575637,-0.38264813742520687,0.1630959274271362
HK,1994,4,C3-P,BA,0.0,0.0,0.0
HK,1995,4,C3-P,BA,0.0,0.0,0.0
HK,fixed_three_mean,4,C3-P,BA,-0.025252525252521234,-0.1275493791417356,0.05436530914237873
HK,1993,4,C3-P,old,-0.10101010101010388,-0.30303030303031164,0.0
HK,1994,4,C3-P,old,0.0,0.0,0.0
HK,1995,4,C3-P,old,0.0,0.0,0.0
HK,fixed_three_mean,4,C3-P,old,-0.03367003367003463,-0.10101010101010388,0.0
HK,1993,4,C3-P,current,0.0,-0.9554140127388564,0.9554140127388564
HK,1994,4,C3-P,current,0.0,0.0,0.0
HK,1995,4,C3-P,current,0.0,0.0,0.0
HK,fixed_three_mean,4,C3-P,current,0.0,-0.3184713375796188,0.3184713375796188
HK,1993,4,C3-P,HM,-0.05606880369234091,-0.459892950717353,0.3740795794955555
HK,1994,4,C3-P,HM,0.0,0.0,0.0
HK,1995,4,C3-P,HM,0.0,0.0,0.0
HK,fixed_three_mean,4,C3-P,HM,-0.0186896012307803,-0.15329765023911765,0.12469319316518515
HK,1993,4,C3-P,tail,0.0,0.0,0.0
HK,1994,4,C3-P,tail,0.0,0.0,0.0
HK,1995,4,C3-P,tail,0.0,0.0,0.0
HK,fixed_three_mean,4,C3-P,tail,0.0,0.0,0.0
HK,1993,4,C3-C0,BA,8.374633750132489,3.3776596208231418,13.30811255549758
HK,1994,4,C3-C0,BA,1.7984092888818566,-5.301822462979082,6.865432760202195
HK,1995,4,C3-C0,BA,13.43940548780489,11.613948170731717,14.967606707317074
HK,fixed_three_mean,4,C3-C0,BA,7.870816175606412,4.945410761685783,10.336917072085802
HK,1993,4,C3-C0,old,13.077006358987688,6.432450223939504,19.664905489011133
HK,1994,4,C3-C0,old,2.397879051842466,-7.0690966173054575,9.153910346936273
HK,1995,4,C3-C0,old,20.358231707317067,19.232723577235767,21.486344004065046
HK,fixed_three_mean,4,C3-C0,old,11.94437237271574,8.124100429856073,15.094882527205616
HK,1993,4,C3-C0,current,-5.73248407643311,-8.280254777070056,-3.495222929936341
HK,1994,4,C3-C0,current,0.0,0.0,0.0
HK,1995,4,C3-C0,current,-7.317073170731703,-13.414634146341456,-2.439024390243901
HK,fixed_three_mean,4,C3-C0,current,-4.349852415721604,-6.506654238516906,-2.5115219305059306
HK,1993,4,C3-C0,HM,5.795998834242681,1.7023818131142825,10.119092569617935
HK,1994,4,C3-C0,HM,0.5413601245491151,-1.5410683128956093,2.4641201293439754
HK,1995,4,C3-C0,HM,10.650142704625793,7.663545196472584,12.938456274975271
HK,fixed_three_mean,4,C3-C0,HM,5.66250055447253,3.870902426424598,7.380749419031144
HK,1993,4,C3-C0,tail,21.42857142857143,7.142857142857139,42.857142857142854
HK,1994,4,C3-C0,tail,-6.25,-18.75,0.0
HK,1995,4,C3-C0,tail,50.0,50.0,50.0
HK,fixed_three_mean,4,C3-C0,tail,21.726190476190478,14.88095238095238,28.571428571428573
HK,1993,5,C3-F1,BA,1.2948735855700448,-0.5624083584091899,4.346267979697031
HK,1994,5,C3-F1,BA,-0.07996801279487897,-0.731707317073166,0.491803278688522
HK,1995,5,C3-F1,BA,-0.0625,-0.1875,0.0
HK,fixed_three_mean,5,C3-F1,BA,0.38413519092505527,-0.29673508387290654,1.4169015437122068
HK,1993,5,C3-F1,old,1.6185919819625667,-0.7030104480114907,5.432834974621282
HK,1994,5,C3-F1,old,-0.3048780487804805,-0.91463414634147,0.0
HK,1995,5,C3-F1,old,-0.078125,-0.234375,0.0
HK,fixed_three_mean,5,C3-F1,old,0.4118629777273621,-0.4224637358774129,1.7141005861171594
HK,1993,5,C3-F1,current,0.0,0.0,0.0
HK,1994,5,C3-F1,current,0.8196721311475414,0.0,2.4590163934426243
HK,1995,5,C3-F1,current,0.0,0.0,0.0
HK,fixed_three_mean,5,C3-F1,current,0.27322404371584713,0.0,0.8196721311475414
HK,1993,5,C3-F1,HM,0.7474738222238955,-0.3218788548892949,2.590668205815738
HK,1994,5,C3-F1,HM,0.7030992548911357,-0.16621290818043288,2.5912556994398552
HK,1995,5,C3-F1,HM,-0.04591839480134752,-0.13936888905200995,0.0
HK,fixed_three_mean,5,C3-F1,HM,0.46821822743789454,-0.10522851948514778,1.3133751870196233
HK,1993,5,C3-F1,tail,3.5714285714285836,0.0,10.714285714285722
HK,1994,5,C3-F1,tail,0.0,0.0,0.0
HK,1995,5,C3-F1,tail,0.0,0.0,0.0
HK,fixed_three_mean,5,C3-F1,tail,1.1904761904761945,0.0,3.5714285714285743
HK,1993,5,C2-F1,BA,1.4588080117995474,-0.42834394904459355,4.520043692341913
HK,1994,5,C2-F1,BA,0.1639344262295026,-0.5677728908436566,0.8996401439424133
HK,1995,5,C2-F1,BA,-0.3064024390243958,-0.8567073170731593,0.0
HK,fixed_three_mean,5,C2-F1,BA,0.43877999966821807,-0.302873471019494,1.4816427609179832
HK,1993,5,C2-F1,old,1.823510014749445,-0.535429936305735,5.650054615427387
HK,1994,5,C2-F1,old,0.0,-0.9146341463414558,0.9146341463414558
HK,1995,5,C2-F1,old,-0.38300304878049474,-1.0708841463414558,0.0
HK,fixed_three_mean,5,C2-F1,old,0.48016898865631674,-0.42214293591577357,1.7921035880645009
HK,1993,5,C2-F1,current,0.0,0.0,0.0
HK,1994,5,C2-F1,current,0.8196721311475414,0.0,2.4590163934426243
HK,1995,5,C2-F1,current,0.0,0.0,0.0
HK,fixed_three_mean,5,C2-F1,current,0.27322404371584713,0.0,0.8196721311475414
HK,1993,5,C2-F1,HM,0.8410075358870586,-0.2474402707591391,2.654744096215325
HK,1994,5,C2-F1,HM,0.7655163752802281,-0.12870863802454693,2.592088020722638
HK,1995,5,C2-F1,HM,-0.2254848816711501,-0.6299082988966915,0.0
HK,fixed_three_mean,5,C2-F1,HM,0.46034634316537887,-0.1358239560642568,1.3053014631083404
HK,1993,5,C2-F1,tail,3.5714285714285836,0.0,10.714285714285722
HK,1994,5,C2-F1,tail,0.0,0.0,0.0
HK,1995,5,C2-F1,tail,0.0,0.0,0.0
HK,fixed_three_mean,5,C2-F1,tail,1.1904761904761945,0.0,3.5714285714285743
HK,1993,5,C3-C2,BA,-0.1639344262295026,-0.49180327868853624,0.0
HK,1994,5,C3-C2,BA,-0.24390243902438158,-0.7317073170731803,0.0
HK,1995,5,C3-C2,BA,0.2439024390243958,0.0,0.7317073170731732
HK,fixed_three_mean,5,C3-C2,BA,-0.0546448087431628,-0.2998800479808068,0.1892576302812189
