dataset,seed,task,method,scope,n_images,n_classes,correct_sample,correct_macro,to_other_sample,to_other_macro,wrong_within_sample,wrong_within_macro
HK,1993,1,F1,current,172,2,100.0,100.0,0.0,0.0,0.0,0.0
HK,1993,2,F1,old,172,2,100.0,100.0,0.0,0.0,0.0,0.0
HK,1993,2,F1,current,194,2,97.42268041237114,93.90243902439023,2.5773195876288657,6.097560975609756,0.0,0.0
HK,1993,3,F1,old,366,4,96.72131147540983,86.7595818815331,3.0054644808743167,12.630662020905921,0.273224043715847,0.6097560975609756
HK,1993,3,F1,current,243,2,91.35802469135803,82.78688524590163,8.641975308641975,17.21311475409836,0.0,0.0
HK,1993,4,F1,old,609,6,90.64039408866995,82.99526252368645,3.9408866995073892,2.4400871459694993,5.41871921182266,14.564650330344053
HK,1993,4,F1,current,162,2,85.18518518518519,92.35668789808918,12.962962962962962,6.687898089171974,1.8518518518518516,0.9554140127388535
HK,1993,5,F1,old,771,8,88.45654993514916,80.2726955602497,1.297016861219196,5.310732849717256,10.246433203631646,14.416571590033042
HK,1993,5,F1,current,12,2,66.66666666666666,75.0,33.33333333333333,25.0,0.0,0.0
HK,1993,6,F1,old,783,10,88.37803320561942,73.86524965547527,0.38314176245210724,7.5,11.23882503192848,18.634750344524733
HK,1993,6,F1,current,181,2,92.81767955801105,85.59523809523809,6.077348066298343,13.779761904761903,1.1049723756906076,0.625
HK,1993,7,F1,old,964,12,89.41908713692946,74.30806217111939,0.3112033195020747,1.7718285562632698,10.269709543568464,23.920109272617342
HK,1993,7,F1,current,93,2,81.72043010752688,74.92424242424242,17.20430107526882,24.242424242424242,1.0752688172043012,0.8333333333333334
HK,1993,8,F1,old,1057,14,87.51182592242195,73.15011107945686,1.0406811731315044,1.1534423133386489,11.447492904446547,25.696446607204475
HK,1993,8,F1,current,166,2,97.59036144578313,49.390243902439025,1.8072289156626504,50.30487804878049,0.6024096385542169,0.3048780487804878
HK,1993,9,F1,old,1223,16,88.63450531479967,69.78611004895653,0.1635322976287817,0.487012987012987,11.201962387571546,29.72687696403048
HK,1993,9,F1,current,124,2,98.38709677419355,49.59349593495935,1.6129032258064515,50.40650406504065,0.0,0.0
HK,1993,10,F1,old,1347,18,89.30957683741649,66.88899644542607,0.7423904974016332,10.7117303992304,9.948032665181886,22.399273155343526
HK,1993,10,F1,current,67,2,23.88059701492537,12.121212121212121,76.11940298507463,87.87878787878788,0.0,0.0
HK,1993,11,F1,old,1414,20,82.03677510608203,56.69073196624714,4.172560113154172,4.558379457907147,13.79066478076379,38.75088857584571
HK,1993,11,F1,current,284,3,86.97183098591549,91.34119960668633,13.028169014084506,8.658800393313665,0.0,0.0
HK,1994,1,F1,current,29,2,100.0,100.0,0.0,0.0,0.0,0.0
HK,1994,2,F1,old,29,2,100.0,100.0,0.0,0.0,0.0,0.0
HK,1994,2,F1,current,201,2,95.52238805970148,93.5594512195122,3.9800995024875623,6.128048780487805,0.4975124378109453,0.3125
HK,1994,3,F1,old,230,4,93.91304347826087,90.37383855981417,2.608695652173913,6.1086309523809526,3.4782608695652173,3.5175304878048776
HK,1994,3,F1,current,169,2,98.22485207100591,62.5,1.7751479289940828,37.5,0.0,0.0
HK,1994,4,F1,old,399,6,94.73684210526315,80.36355497483547,0.2506265664160401,0.10416666666666667,5.012531328320802,19.53227835849787
HK,1994,4,F1,current,7,2,57.14285714285714,40.0,42.857142857142854,60.0,0.0,0.0
HK,1994,5,F1,old,406,8,93.34975369458128,68.10041013356563,2.4630541871921183,4.1432563879210225,4.1871921182266005,27.756333478513355
HK,1994,5,F1,current,62,2,61.29032258064516,31.147540983606557,38.70967741935484,68.85245901639344,0.0,0.0
HK,1994,6,F1,old,468,10,83.54700854700855,58.902167704346844,4.914529914529915,1.3958333333333333,11.538461538461538,39.70199896231983
HK,1994,6,F1,current,280,2,92.14285714285714,92.99363057324841,7.857142857142857,7.006369426751593,0.0,0.0
HK,1994,7,F1,old,748,12,85.96256684491979,61.134766028377854,2.406417112299465,4.8848169065707046,11.631016042780749,33.98041706505144
HK,1994,7,F1,current,171,2,97.6608187134503,85.10452961672475,2.3391812865497075,14.895470383275262,0.0,0.0
HK,1994,8,F1,old,919,14,87.48639825897715,64.21579523784511,0.0,0.0,12.51360174102285,35.78420476215487
HK,1994,8,F1,current,22,2,100.0,100.0,0.0,0.0,0.0,0.0
HK,1994,9,F1,old,941,16,87.77895855472902,67.65316353950327,0.4250797024442083,4.7116815476190474,11.79596174282678,27.63515491287768
HK,1994,9,F1,current,146,2,87.67123287671232,73.79994636631805,12.32876712328767,26.200053633681954,0.0,0.0
HK,1994,10,F1,old,1087,18,85.64857405703772,60.00157640895261,2.2999080036798527,9.033887106533047,12.051517939282428,30.964536484514337
HK,1994,10,F1,current,210,2,83.33333333333334,86.83333333333333,16.666666666666664,13.166666666666668,0.0,0.0
HK,1994,11,F1,old,1297,20,84.11719352351581,60.36490741945818,1.3878180416345411,10.170585976036628,14.494988434849654,29.464506604505186
HK,1994,11,F1,current,401,3,78.05486284289277,66.0741219564749,20.448877805486283,30.89557501322207,1.4962593516209477,3.0303030303030303
HK,1995,1,F1,current,324,2,98.4567901234568,98.4375,0.0,0.0,1.5432098765432098,1.5625
HK,1995,2,F1,old,324,2,97.8395061728395,97.82012195121952,0.9259259259259258,0.929878048780488,1.2345679012345678,1.25
HK,1995,2,F1,current,68,2,100.0,100.0,0.0,0.0,0.0,0.0
HK,1995,3,F1,old,392,4,98.46938775510205,99.06631097560977,0.0,0.0,1.530612244897959,0.9336890243902438
HK,1995,3,F1,current,124,2,98.38709677419355,49.59349593495935,1.6129032258064515,50.40650406504065,0.0,0.0
HK,1995,4,F1,old,516,6,98.25581395348837,82.47120596205963,0.1937984496124031,0.10416666666666667,1.550387596899225,17.42462737127371
HK,1995,4,F1,current,154,2,96.1038961038961,92.68292682926828,3.896103896103896,7.317073170731707,0.0,0.0
HK,1995,5,F1,old,670,8,97.01492537313433,84.50520833333333,0.7462686567164178,0.5208333333333334,2.2388059701492535,14.973958333333332
HK,1995,5,F1,current,174,2,100.0,100.0,0.0,0.0,0.0,0.0
HK,1995,6,F1,old,844,10,96.91943127962085,87.04223457675752,0.5924170616113744,0.31955404112864655,2.4881516587677726,12.63821138211382
HK,1995,6,F1,current,7,2,57.14285714285714,40.0,42.857142857142854,60.0,0.0,0.0
HK,1995,7,F1,old,851,12,96.23971797884842,76.22430408477754,0.4700352526439483,6.369047619047619,3.290246768507638,17.40664829617484
HK,1995,7,F1,current,34,2,32.35294117647059,16.666666666666664,64.70588235294117,81.81818181818181,2.941176470588235,1.5151515151515151
HK,1995,8,F1,old,885,14,93.67231638418079,65.0341803388022,1.694915254237288,15.506221058268096,4.632768361581921,19.459598602929713
HK,1995,8,F1,current,73,2,38.35616438356164,53.13852813852814,61.64383561643836,46.86147186147186,0.0,0.0
HK,1995,9,F1,old,958,16,88.93528183716074,62.325549122087864,0.7306889352818371,3.5338632404181185,10.334029227557412,34.14058763749402
HK,1995,9,F1,current,218,2,85.77981651376146,75.59256552156208,14.220183486238533,24.407434478437924,0.0,0.0
HK,1995,10,F1,old,1176,18,86.73469387755102,62.37680314680788,2.2108843537414966,5.166179281223529,11.054421768707483,32.4570175719686
HK,1995,10,F1,current,186,2,97.84946236559139,50.0,2.1505376344086025,50.0,0.0,0.0
HK,1995,11,F1,old,1362,20,82.52569750367107,57.41938752323286,5.947136563876652,5.713789235775027,11.527165932452275,36.86682324099211
HK,1995,11,F1,current,336,3,82.44047619047619,87.31313131313131,17.559523809523807,12.686868686868689,0.0,0.0
ISIC,1993,1,F1,current,85,2,97.6470588235294,97.5609756097561,0.0,0.0,2.3529411764705883,2.4390243902439024
ISIC,1993,2,F1,old,85,2,85.88235294117646,85.61529933481154,14.117647058823529,14.384700665188472,0.0,0.0
ISIC,1993,2,F1,current,64,2,62.5,61.66666666666667,31.25,30.833333333333336,6.25,7.5
ISIC,1993,3,F1,old,149,4,69.12751677852349,67.55450849963044,8.724832214765101,8.764320029563933,22.14765100671141,23.681171470805616
ISIC,1993,3,F1,current,63,2,68.25396825396825,71.82952182952182,31.746031746031743,28.170478170478177,0.0,0.0
ISIC,1993,4,F1,old,212,6,62.264150943396224,62.765869229283865,10.849056603773585,10.98675321236297,26.88679245283019,26.24737755835317
ISIC,1993,4,F1,current,83,2,46.98795180722892,47.67920094007051,50.602409638554214,49.88249118683901,2.4096385542168677,2.4383078730904817
ISIC,1994,1,F1,current,64,2,79.6875,73.75,0.0,0.0,20.3125,26.25
ISIC,1994,2,F1,old,64,2,68.75,65.83333333333333,21.875,23.333333333333332,9.375,10.833333333333334
ISIC,1994,2,F1,current,78,2,55.12820512820513,55.07580751483191,15.384615384615385,15.161502966381017,29.48717948717949,29.762689518787077
ISIC,1994,3,F1,old,142,4,50.0,49.921308503625575,11.267605633802818,11.651422764227643,38.732394366197184,38.42726873214678
ISIC,1994,3,F1,current,81,2,62.96296296296296,61.82432432432432,23.456790123456788,24.385749385749385,13.580246913580247,13.78992628992629
ISIC,1994,4,F1,old,223,6,53.81165919282511,53.3570460704607,7.174887892376682,7.860776519313105,39.01345291479821,38.78217741022619
ISIC,1994,4,F1,current,72,2,54.166666666666664,60.785953177257525,40.27777777777778,33.19397993311037,5.555555555555555,6.0200668896321075
ISIC,1995,1,F1,current,77,2,85.71428571428571,85.74324324324326,0.0,0.0,14.285714285714285,14.256756756756756
ISIC,1995,2,F1,old,77,2,74.02597402597402,73.68243243243244,15.584415584415584,15.70945945945946,10.38961038961039,10.608108108108109
ISIC,1995,2,F1,current,70,2,82.85714285714286,84.0034965034965,14.285714285714285,12.937062937062937,2.857142857142857,3.0594405594405596
ISIC,1995,3,F1,old,147,4,69.38775510204081,70.84565772065771,12.925170068027212,12.395813645813647,17.687074829931973,16.758528633528634
ISIC,1995,3,F1,current,78,2,53.84615384615385,53.59261700725115,14.102564102564102,14.073829927488463,32.05128205128205,32.33355306526038
ISIC,1995,4,F1,old,225,6,61.77777777777778,63.13101477735624,6.666666666666667,6.553262711799297,31.555555555555554,30.315722510844463
ISIC,1995,4,F1,current,70,2,51.42857142857142,53.07971014492754,44.285714285714285,40.67028985507246,4.285714285714286,6.25
HK,1993,1,C0,current,172,2,100.0,100.0,0.0,0.0,0.0,0.0
HK,1993,1,P,current,172,2,100.0,100.0,0.0,0.0,0.0,0.0
HK,1993,2,C0,old,172,2,99.4186046511628,92.85714285714286,0.5813953488372093,7.142857142857142,0.0,0.0
HK,1993,2,C0,current,194,2,97.42268041237114,93.90243902439023,2.5773195876288657,6.097560975609756,0.0,0.0
HK,1993,2,P,old,172,2,100.0,100.0,0.0,0.0,0.0,0.0
HK,1993,2,P,current,194,2,97.42268041237114,93.90243902439023,2.5773195876288657,6.097560975609756,0.0,0.0
HK,1993,3,C0,old,366,4,95.90163934426229,79.00696864111498,3.825136612021858,20.38327526132404,0.273224043715847,0.6097560975609756
HK,1993,3,C0,current,243,2,95.88477366255144,91.80327868852459,4.11522633744856,8.19672131147541,0.0,0.0
HK,1993,3,P,old,366,4,96.72131147540983,86.7595818815331,3.0054644808743167,12.630662020905921,0.273224043715847,0.6097560975609756
HK,1993,3,P,current,243,2,91.35802469135803,82.78688524590163,8.641975308641975,17.21311475409836,0.0,0.0
HK,1993,4,C0,old,609,6,79.47454844006569,69.8251684245522,15.92775041050903,9.853436324024557,4.597701149425287,20.321395251423237
HK,1993,4,C0,current,162,2,96.29629629629629,98.08917197452229,1.8518518518518516,0.9554140127388535,1.8518518518518516,0.9554140127388535
HK,1993,4,P,old,609,6,90.64039408866995,83.00318488454998,3.9408866995073892,2.432164785105962,5.41871921182266,14.564650330344053
HK,1993,4,P,current,162,2,85.18518518518519,92.35668789808918,12.962962962962962,6.687898089171974,1.8518518518518516,0.9554140127388535
HK,1993,5,C0,old,771,8,75.74578469520104,51.92045305701192,14.526588845654995,42.358520644029966,9.72762645914397,5.721026298958109
HK,1993,5,C0,current,12,2,100.0,100.0,0.0,0.0,0.0,0.0
HK,1993,5,P,old,771,8,88.84565499351491,80.50768880479708,1.297016861219196,5.310732849717256,9.857328145265889,14.181578345485658
HK,1993,5,P,current,12,2,66.66666666666666,75.0,33.33333333333333,25.0,0.0,0.0
HK,1993,6,C0,old,783,10,79.3103448275862,58.461191671466196,4.853128991060025,15.739606573392656,15.836526181353769,25.799201755141148
HK,1993,6,C0,current,181,2,97.23756906077348,94.30059523809524,1.1049723756906076,4.761904761904762,1.6574585635359116,0.9375
HK,1993,6,P,old,783,10,88.63346104725414,73.98954998359726,0.38314176245210724,7.5,10.983397190293742,18.51045001640275
HK,1993,6,P,current,181,2,92.81767955801105,85.59523809523809,6.077348066298343,13.779761904761903,1.1049723756906076,0.625
