dataset,seed,task,method,n_images,balanced_accuracy,accuracy,macro_f1,zero_recall_classes,head_recall,mid_recall,tail_recall,old_macro_recall,current_macro_recall,restricted_current_BA,restricted_current_accuracy,HM,restricted_old_BA,restricted_old_accuracy
ISIC,1994,3,P,223,55.54548450889914,56.502242152466366,56.34278510510996,[],61.82432432432432,53.2080861349154,50.0,52.40606460118655,61.82432432432432,82.5859950859951,82.71604938271605,56.7269281833229,61.57273126785322,61.267605633802816
ISIC,1994,4,C0,295,39.295135436439786,40.33898305084746,35.46455016264338,"[4, 5]",53.71621621621622,26.331521739130434,50.80128205128205,22.62762762762763,89.29765886287626,90.38461538461539,93.05555555555556,36.10612465020619,49.65225757908685,49.327354260089685
ISIC,1994,4,P,295,55.497263593432734,54.23728813559322,55.55991004063034,[],63.17567567567568,43.82976627210456,71.15384615384616,51.365359261700725,67.89297658862876,95.90301003344482,95.83333333333334,58.483914083755316,54.13297443785249,54.7085201793722
ISIC,1995,1,C0,77,85.74324324324324,85.71428571428571,85.70464135021098,[],86.48648648648648,85.0,,,85.74324324324324,85.74324324324326,85.71428571428571,,,
ISIC,1995,1,P,77,82.9391891891892,83.11688311688312,83.0137451213304,[],78.37837837837837,87.5,,,82.9391891891892,82.9391891891892,83.11688311688312,,,
ISIC,1995,2,C0,147,70.54337554337555,69.38775510204081,70.92151089538442,[],65.50982800982801,55.0,96.15384615384616,46.41891891891892,94.66783216783217,98.07692307692308,98.57142857142858,62.293282562392,80.23648648648648,80.51948051948052
ISIC,1995,2,P,147,80.81671706671708,79.59183673469387,81.04721365590932,[],73.55651105651106,80.0,96.15384615384616,73.78378378378378,87.84965034965035,94.66783216783216,94.28571428571428,80.20468836328237,81.58783783783784,81.81818181818183
ISIC,1995,3,C0,225,57.08402479743944,55.55555555555556,54.71687907739358,[],54.20761670761671,45.97835640518567,96.15384615384616,55.517269892269894,60.21753460777851,64.00791034937376,64.1025641025641,57.77195780489255,72.30036855036856,70.74829931972789
ISIC,1995,3,P,225,61.31495536983343,60.0,61.50821271590281,[],65.44840294840296,48.22841133816743,92.3076923076923,65.17612455112456,53.59261700725115,62.52471984179302,62.82051282051282,58.819501415168276,77.63489888489889,76.19047619047619
ISIC,1995,4,C0,295,45.795947255385215,45.42372881355932,44.308181573534945,[],39.004914004914006,39.236873405749336,65.7051282051282,35.39701179945083,76.9927536231884,81.25,87.14285714285714,48.497537088430235,57.425725230603284,56.00000000000001
ISIC,1995,4,P,295,55.497263593432734,54.23728813559322,55.55991004063034,[],63.17567567567568,43.82976627210456,71.15384615384616,58.41664131298277,46.73913043478261,80.07246376811594,84.28571428571429,51.92949416868186,61.76950082437887,60.44444444444444
