protocol_id,run_id,code_sha,checkpoint_sha,split,repeat_id,order_seed,train_seed,train_branch,eval_variant,session,seen_classes,old_classes,current_classes,head_index,original_label,n_images,n_lesions,recall,lesion_equal_recall
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,b32d500daccbec925c0839ee6a0812d42f1bf43f7d6497f8ba07c8b8d0bce096,test,1,1993,1993,B,M1,1,6,4,2,5,6,100,78,48.0,53.84615384615385
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,270950bbfdf29acfc8b2320f150c6bcf8b5d70aca1f8a7645faf8595ffbac094,test,1,1993,1993,B,M0,2,8,6,2,0,4,100,87,28.999999999999996,27.203065134099614
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,270950bbfdf29acfc8b2320f150c6bcf8b5d70aca1f8a7645faf8595ffbac094,test,1,1993,1993,B,M0,2,8,6,2,1,0,86,86,75.5813953488372,75.5813953488372
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,270950bbfdf29acfc8b2320f150c6bcf8b5d70aca1f8a7645faf8595ffbac094,test,1,1993,1993,B,M0,2,8,6,2,2,3,92,91,47.82608695652174,48.35164835164835
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,270950bbfdf29acfc8b2320f150c6bcf8b5d70aca1f8a7645faf8595ffbac094,test,1,1993,1993,B,M0,2,8,6,2,3,7,100,70,12.0,15.285714285714286
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,270950bbfdf29acfc8b2320f150c6bcf8b5d70aca1f8a7645faf8595ffbac094,test,1,1993,1993,B,M0,2,8,6,2,4,5,100,84,28.999999999999996,32.142857142857146
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,270950bbfdf29acfc8b2320f150c6bcf8b5d70aca1f8a7645faf8595ffbac094,test,1,1993,1993,B,M0,2,8,6,2,5,6,100,78,32.0,34.294871794871796
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,270950bbfdf29acfc8b2320f150c6bcf8b5d70aca1f8a7645faf8595ffbac094,test,1,1993,1993,B,M0,2,8,6,2,6,2,100,97,23.0,22.68041237113402
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,270950bbfdf29acfc8b2320f150c6bcf8b5d70aca1f8a7645faf8595ffbac094,test,1,1993,1993,B,M0,2,8,6,2,7,1,86,84,36.04651162790697,35.714285714285715
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,270950bbfdf29acfc8b2320f150c6bcf8b5d70aca1f8a7645faf8595ffbac094,test,1,1993,1993,B,M1,2,8,6,2,0,4,100,87,28.999999999999996,27.203065134099614
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,270950bbfdf29acfc8b2320f150c6bcf8b5d70aca1f8a7645faf8595ffbac094,test,1,1993,1993,B,M1,2,8,6,2,1,0,86,86,79.06976744186046,79.06976744186046
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,270950bbfdf29acfc8b2320f150c6bcf8b5d70aca1f8a7645faf8595ffbac094,test,1,1993,1993,B,M1,2,8,6,2,2,3,92,91,50.0,50.54945054945055
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,270950bbfdf29acfc8b2320f150c6bcf8b5d70aca1f8a7645faf8595ffbac094,test,1,1993,1993,B,M1,2,8,6,2,3,7,100,70,12.0,15.285714285714286
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,270950bbfdf29acfc8b2320f150c6bcf8b5d70aca1f8a7645faf8595ffbac094,test,1,1993,1993,B,M1,2,8,6,2,4,5,100,84,31.0,33.63095238095239
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,270950bbfdf29acfc8b2320f150c6bcf8b5d70aca1f8a7645faf8595ffbac094,test,1,1993,1993,B,M1,2,8,6,2,5,6,100,78,32.0,34.294871794871796
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,270950bbfdf29acfc8b2320f150c6bcf8b5d70aca1f8a7645faf8595ffbac094,test,1,1993,1993,B,M1,2,8,6,2,6,2,100,97,16.0,15.979381443298967
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,270950bbfdf29acfc8b2320f150c6bcf8b5d70aca1f8a7645faf8595ffbac094,test,1,1993,1993,B,M1,2,8,6,2,7,1,86,84,25.581395348837212,25.0
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,22c4b3919e788864a7b3ef3551b39b16ad0a7f98504d53fdabe6dcbf0e03c5ef,test,1,1993,1993,C,M2,0,4,0,4,0,4,100,87,41.0,40.996168582375475
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,22c4b3919e788864a7b3ef3551b39b16ad0a7f98504d53fdabe6dcbf0e03c5ef,test,1,1993,1993,C,M2,0,4,0,4,1,0,86,86,94.18604651162791,94.18604651162791
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,22c4b3919e788864a7b3ef3551b39b16ad0a7f98504d53fdabe6dcbf0e03c5ef,test,1,1993,1993,C,M2,0,4,0,4,2,3,92,91,76.08695652173914,75.82417582417582
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,22c4b3919e788864a7b3ef3551b39b16ad0a7f98504d53fdabe6dcbf0e03c5ef,test,1,1993,1993,C,M2,0,4,0,4,3,7,100,70,12.0,16.428571428571427
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,22c4b3919e788864a7b3ef3551b39b16ad0a7f98504d53fdabe6dcbf0e03c5ef,test,1,1993,1993,C,M3,0,4,0,4,0,4,100,87,41.0,40.996168582375475
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,22c4b3919e788864a7b3ef3551b39b16ad0a7f98504d53fdabe6dcbf0e03c5ef,test,1,1993,1993,C,M3,0,4,0,4,1,0,86,86,94.18604651162791,94.18604651162791
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,22c4b3919e788864a7b3ef3551b39b16ad0a7f98504d53fdabe6dcbf0e03c5ef,test,1,1993,1993,C,M3,0,4,0,4,2,3,92,91,76.08695652173914,75.82417582417582
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,22c4b3919e788864a7b3ef3551b39b16ad0a7f98504d53fdabe6dcbf0e03c5ef,test,1,1993,1993,C,M3,0,4,0,4,3,7,100,70,12.0,16.428571428571427
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,7353b1d31f6738741218c746a2f5b39b25c70c339379a09cd96ec51faa10463d,test,1,1993,1993,C,M2,1,6,4,2,0,4,100,87,61.0,58.620689655172406
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,7353b1d31f6738741218c746a2f5b39b25c70c339379a09cd96ec51faa10463d,test,1,1993,1993,C,M2,1,6,4,2,1,0,86,86,74.4186046511628,74.4186046511628
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,7353b1d31f6738741218c746a2f5b39b25c70c339379a09cd96ec51faa10463d,test,1,1993,1993,C,M2,1,6,4,2,2,3,92,91,73.91304347826086,73.62637362637363
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,7353b1d31f6738741218c746a2f5b39b25c70c339379a09cd96ec51faa10463d,test,1,1993,1993,C,M2,1,6,4,2,3,7,100,70,33.0,38.14285714285714
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,7353b1d31f6738741218c746a2f5b39b25c70c339379a09cd96ec51faa10463d,test,1,1993,1993,C,M2,1,6,4,2,4,5,100,84,1.0,1.1904761904761905
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,7353b1d31f6738741218c746a2f5b39b25c70c339379a09cd96ec51faa10463d,test,1,1993,1993,C,M2,1,6,4,2,5,6,100,78,0.0,0.0
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,7353b1d31f6738741218c746a2f5b39b25c70c339379a09cd96ec51faa10463d,test,1,1993,1993,C,M3,1,6,4,2,0,4,100,87,59.0,56.32183908045977
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,7353b1d31f6738741218c746a2f5b39b25c70c339379a09cd96ec51faa10463d,test,1,1993,1993,C,M3,1,6,4,2,1,0,86,86,72.09302325581395,72.09302325581395
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,7353b1d31f6738741218c746a2f5b39b25c70c339379a09cd96ec51faa10463d,test,1,1993,1993,C,M3,1,6,4,2,2,3,92,91,53.2608695652174,52.74725274725275
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,7353b1d31f6738741218c746a2f5b39b25c70c339379a09cd96ec51faa10463d,test,1,1993,1993,C,M3,1,6,4,2,3,7,100,70,31.0,35.285714285714285
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,7353b1d31f6738741218c746a2f5b39b25c70c339379a09cd96ec51faa10463d,test,1,1993,1993,C,M3,1,6,4,2,4,5,100,84,34.0,37.5
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,7353b1d31f6738741218c746a2f5b39b25c70c339379a09cd96ec51faa10463d,test,1,1993,1993,C,M3,1,6,4,2,5,6,100,78,22.0,26.923076923076923
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,9dee96aa5349b3fa79900756d583ae17f88fa034f8e4b5dcb6ab8e81166e372c,test,1,1993,1993,C,M2,2,8,6,2,0,4,100,87,55.00000000000001,52.29885057471264
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,9dee96aa5349b3fa79900756d583ae17f88fa034f8e4b5dcb6ab8e81166e372c,test,1,1993,1993,C,M2,2,8,6,2,1,0,86,86,61.627906976744185,61.627906976744185
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,9dee96aa5349b3fa79900756d583ae17f88fa034f8e4b5dcb6ab8e81166e372c,test,1,1993,1993,C,M2,2,8,6,2,2,3,92,91,39.130434782608695,38.46153846153847
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,9dee96aa5349b3fa79900756d583ae17f88fa034f8e4b5dcb6ab8e81166e372c,test,1,1993,1993,C,M2,2,8,6,2,3,7,100,70,51.0,53.761904761904766
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,9dee96aa5349b3fa79900756d583ae17f88fa034f8e4b5dcb6ab8e81166e372c,test,1,1993,1993,C,M2,2,8,6,2,4,5,100,84,28.000000000000004,29.761904761904763
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,9dee96aa5349b3fa79900756d583ae17f88fa034f8e4b5dcb6ab8e81166e372c,test,1,1993,1993,C,M2,2,8,6,2,5,6,100,78,91.0,89.31623931623932
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,9dee96aa5349b3fa79900756d583ae17f88fa034f8e4b5dcb6ab8e81166e372c,test,1,1993,1993,C,M2,2,8,6,2,6,2,100,97,3.0,3.0927835051546393
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,9dee96aa5349b3fa79900756d583ae17f88fa034f8e4b5dcb6ab8e81166e372c,test,1,1993,1993,C,M2,2,8,6,2,7,1,86,84,13.953488372093023,13.095238095238097
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,9dee96aa5349b3fa79900756d583ae17f88fa034f8e4b5dcb6ab8e81166e372c,test,1,1993,1993,C,M3,2,8,6,2,0,4,100,87,55.00000000000001,52.29885057471264
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,9dee96aa5349b3fa79900756d583ae17f88fa034f8e4b5dcb6ab8e81166e372c,test,1,1993,1993,C,M3,2,8,6,2,1,0,86,86,61.627906976744185,61.627906976744185
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,9dee96aa5349b3fa79900756d583ae17f88fa034f8e4b5dcb6ab8e81166e372c,test,1,1993,1993,C,M3,2,8,6,2,2,3,92,91,39.130434782608695,38.46153846153847
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,9dee96aa5349b3fa79900756d583ae17f88fa034f8e4b5dcb6ab8e81166e372c,test,1,1993,1993,C,M3,2,8,6,2,3,7,100,70,51.0,53.761904761904766
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,9dee96aa5349b3fa79900756d583ae17f88fa034f8e4b5dcb6ab8e81166e372c,test,1,1993,1993,C,M3,2,8,6,2,4,5,100,84,28.000000000000004,29.761904761904763
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,9dee96aa5349b3fa79900756d583ae17f88fa034f8e4b5dcb6ab8e81166e372c,test,1,1993,1993,C,M3,2,8,6,2,5,6,100,78,91.0,89.31623931623932
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,9dee96aa5349b3fa79900756d583ae17f88fa034f8e4b5dcb6ab8e81166e372c,test,1,1993,1993,C,M3,2,8,6,2,6,2,100,97,4.0,4.123711340206185
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,9dee96aa5349b3fa79900756d583ae17f88fa034f8e4b5dcb6ab8e81166e372c,test,1,1993,1993,C,M3,2,8,6,2,7,1,86,84,13.953488372093023,13.095238095238097
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,c324c726e5e2176380c04fff21a59a2281cb64fc315d8ccf5f509d52b9fe4c05,test,2,1994,1994,B,M0,0,4,0,4,0,3,92,91,82.6086956521739,82.41758241758241
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,c324c726e5e2176380c04fff21a59a2281cb64fc315d8ccf5f509d52b9fe4c05,test,2,1994,1994,B,M0,0,4,0,4,1,7,100,70,26.0,29.095238095238095
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,c324c726e5e2176380c04fff21a59a2281cb64fc315d8ccf5f509d52b9fe4c05,test,2,1994,1994,B,M0,0,4,0,4,2,4,100,87,42.0,39.84674329501915
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,c324c726e5e2176380c04fff21a59a2281cb64fc315d8ccf5f509d52b9fe4c05,test,2,1994,1994,B,M0,0,4,0,4,3,5,100,84,42.0,45.03968253968254
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,c324c726e5e2176380c04fff21a59a2281cb64fc315d8ccf5f509d52b9fe4c05,test,2,1994,1994,B,M1,0,4,0,4,0,3,92,91,82.6086956521739,82.41758241758241
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,c324c726e5e2176380c04fff21a59a2281cb64fc315d8ccf5f509d52b9fe4c05,test,2,1994,1994,B,M1,0,4,0,4,1,7,100,70,26.0,29.095238095238095
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,c324c726e5e2176380c04fff21a59a2281cb64fc315d8ccf5f509d52b9fe4c05,test,2,1994,1994,B,M1,0,4,0,4,2,4,100,87,42.0,39.84674329501915
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,c324c726e5e2176380c04fff21a59a2281cb64fc315d8ccf5f509d52b9fe4c05,test,2,1994,1994,B,M1,0,4,0,4,3,5,100,84,42.0,45.03968253968254
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,a25822abf7825a001b653337f415789f1bc8b2d621b1604855d64f4abee2a6f3,test,2,1994,1994,B,M0,1,6,4,2,0,3,92,91,56.52173913043478,56.043956043956044
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,a25822abf7825a001b653337f415789f1bc8b2d621b1604855d64f4abee2a6f3,test,2,1994,1994,B,M0,1,6,4,2,1,7,100,70,19.0,19.047619047619047
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,a25822abf7825a001b653337f415789f1bc8b2d621b1604855d64f4abee2a6f3,test,2,1994,1994,B,M0,1,6,4,2,2,4,100,87,32.0,30.268199233716476
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,a25822abf7825a001b653337f415789f1bc8b2d621b1604855d64f4abee2a6f3,test,2,1994,1994,B,M0,1,6,4,2,3,5,100,84,39.0,40.37698412698412
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,a25822abf7825a001b653337f415789f1bc8b2d621b1604855d64f4abee2a6f3,test,2,1994,1994,B,M0,1,6,4,2,4,1,86,84,29.069767441860467,29.761904761904763
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,a25822abf7825a001b653337f415789f1bc8b2d621b1604855d64f4abee2a6f3,test,2,1994,1994,B,M0,1,6,4,2,5,0,86,86,46.51162790697674,46.51162790697674
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,a25822abf7825a001b653337f415789f1bc8b2d621b1604855d64f4abee2a6f3,test,2,1994,1994,B,M1,1,6,4,2,0,3,92,91,69.56521739130434,69.23076923076923
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,a25822abf7825a001b653337f415789f1bc8b2d621b1604855d64f4abee2a6f3,test,2,1994,1994,B,M1,1,6,4,2,1,7,100,70,35.0,37.0
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,a25822abf7825a001b653337f415789f1bc8b2d621b1604855d64f4abee2a6f3,test,2,1994,1994,B,M1,1,6,4,2,2,4,100,87,42.0,40.0383141762452
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,a25822abf7825a001b653337f415789f1bc8b2d621b1604855d64f4abee2a6f3,test,2,1994,1994,B,M1,1,6,4,2,3,5,100,84,57.99999999999999,58.333333333333336
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,a25822abf7825a001b653337f415789f1bc8b2d621b1604855d64f4abee2a6f3,test,2,1994,1994,B,M1,1,6,4,2,4,1,86,84,12.790697674418606,13.095238095238097
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,a25822abf7825a001b653337f415789f1bc8b2d621b1604855d64f4abee2a6f3,test,2,1994,1994,B,M1,1,6,4,2,5,0,86,86,25.581395348837212,25.581395348837212
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,bc8ca5505b0cc656c652fee9abeb62f8111f2fe54bb303a8067fb9f43d38b55b,test,2,1994,1994,B,M0,2,8,6,2,0,3,92,91,2.1739130434782608,2.197802197802198
isic19_fopro_s1_documented_lesion_disjoint_v2,q8m7,6d8bd3e700924c864e229c47efe5f108ce728c78,bc8ca5505b0cc656c652fee9abeb62f8111f2fe54bb303a8067fb9f43d38b55b,test,2,1994,1994,B,M0,2,8,6,2,1,7,100,70,10.0,11.19047619047619
