dataset,seed,task,contrast,metric,difference_pp,low,high
HK,1993,4,B1T-C3,BA,0.0,0.0,0.0
HK,1994,4,B1T-C3,BA,0.0,0.0,0.0
HK,1995,4,B1T-C3,BA,0.0,0.0,0.0
HK,fixed_three_mean,4,B1T-C3,BA,0.0,0.0,0.0
HK,1993,4,B1T-C3,old,0.0,0.0,0.0
HK,1994,4,B1T-C3,old,0.0,0.0,0.0
HK,1995,4,B1T-C3,old,0.0,0.0,0.0
HK,fixed_three_mean,4,B1T-C3,old,0.0,0.0,0.0
HK,1993,4,B1T-C3,current,0.0,0.0,0.0
HK,1994,4,B1T-C3,current,0.0,0.0,0.0
HK,1995,4,B1T-C3,current,0.0,0.0,0.0
HK,fixed_three_mean,4,B1T-C3,current,0.0,0.0,0.0
HK,1993,4,B1T-C3,tail,0.0,0.0,0.0
HK,1994,4,B1T-C3,tail,0.0,0.0,0.0
HK,1995,4,B1T-C3,tail,0.0,0.0,0.0
HK,fixed_three_mean,4,B1T-C3,tail,0.0,0.0,0.0
HK,1993,4,B1T-C3,HM,0.0,0.0,0.0
HK,1994,4,B1T-C3,HM,0.0,0.0,0.0
HK,1995,4,B1T-C3,HM,0.0,0.0,0.0
HK,fixed_three_mean,4,B1T-C3,HM,0.0,0.0,0.0
HK,1993,4,B1A-C2,BA,0.0,0.0,0.0
HK,1994,4,B1A-C2,BA,0.0,0.0,0.0
HK,1995,4,B1A-C2,BA,0.0,0.0,0.0
HK,fixed_three_mean,4,B1A-C2,BA,0.0,0.0,0.0
HK,1993,4,B1A-C2,old,0.0,0.0,0.0
HK,1994,4,B1A-C2,old,0.0,0.0,0.0
HK,1995,4,B1A-C2,old,0.0,0.0,0.0
HK,fixed_three_mean,4,B1A-C2,old,0.0,0.0,0.0
HK,1993,4,B1A-C2,current,0.0,0.0,0.0
HK,1994,4,B1A-C2,current,0.0,0.0,0.0
HK,1995,4,B1A-C2,current,0.0,0.0,0.0
HK,fixed_three_mean,4,B1A-C2,current,0.0,0.0,0.0
HK,1993,4,B1A-C2,tail,0.0,0.0,0.0
HK,1994,4,B1A-C2,tail,0.0,0.0,0.0
HK,1995,4,B1A-C2,tail,0.0,0.0,0.0
HK,fixed_three_mean,4,B1A-C2,tail,0.0,0.0,0.0
HK,1993,4,B1A-C2,HM,0.0,0.0,0.0
HK,1994,4,B1A-C2,HM,0.0,0.0,0.0
HK,1995,4,B1A-C2,HM,0.0,0.0,0.0
HK,fixed_three_mean,4,B1A-C2,HM,0.0,0.0,0.0
HK,1993,4,B1T-F1,BA,-0.06981580510991137,-0.3882871426895214,0.24895829785302226
HK,1994,4,B1T-F1,BA,-0.078125,-0.234375,0.0
HK,1995,4,B1T-F1,BA,0.0,0.0,0.0
HK,fixed_three_mean,4,B1T-F1,BA,-0.04931360170330379,-0.17745589638737644,0.08100550906845665
