contrast,order_seed,session,metric,difference_pp,std_across_fixed_pairs
S-J-U minus A-U,1995,0,label_7_recall,,
S-J-U minus A-U,fixed_pair_mean,0,label_7_recall,,
S-J-U minus A-U,1993,0,base_macro_recall,6.173780487804876,
S-J-U minus A-U,1994,0,base_macro_recall,2.504943968358603,
S-J-U minus A-U,1995,0,base_macro_recall,2.658169533169527,
S-J-U minus A-U,fixed_pair_mean,0,base_macro_recall,3.7789646631110023,2.075385902448279
S-J-U minus A-U,1993,0,post_base_macro_recall,,
S-J-U minus A-U,1994,0,post_base_macro_recall,,
S-J-U minus A-U,1995,0,post_base_macro_recall,,
S-J-U minus A-U,fixed_pair_mean,0,post_base_macro_recall,,
S-J-U minus A-U,1993,0,tail_base_macro_recall,0.0,
S-J-U minus A-U,1994,0,tail_base_macro_recall,0.0,
S-J-U minus A-U,1995,0,tail_base_macro_recall,0.0,
S-J-U minus A-U,fixed_pair_mean,0,tail_base_macro_recall,0.0,0.0
S-J-U minus A-U,1993,0,tail_post_base_macro_recall,,
S-J-U minus A-U,1994,0,tail_post_base_macro_recall,,
S-J-U minus A-U,1995,0,tail_post_base_macro_recall,,
S-J-U minus A-U,fixed_pair_mean,0,tail_post_base_macro_recall,,
S-J-U minus A-U,1993,1,balanced_accuracy,4.115853658536587,
S-J-U minus A-U,1994,1,balanced_accuracy,1.2736211821577683,
S-J-U minus A-U,1995,1,balanced_accuracy,2.551337368410536,
S-J-U minus A-U,fixed_pair_mean,1,balanced_accuracy,2.6469374030349635,1.4235258646792341
S-J-U minus A-U,1993,1,tail_rank2,0.0,
S-J-U minus A-U,1994,1,tail_rank2,0.0,
S-J-U minus A-U,1995,1,tail_rank2,0.0,
S-J-U minus A-U,fixed_pair_mean,1,tail_rank2,0.0,0.0
S-J-U minus A-U,1993,1,old_macro_recall,6.173780487804876,
S-J-U minus A-U,1994,1,old_macro_recall,1.2347560975609757,
S-J-U minus A-U,1995,1,old_macro_recall,2.60749385749385,
S-J-U minus A-U,fixed_pair_mean,1,old_macro_recall,3.338676814286567,2.549404218456567
S-J-U minus A-U,1993,1,current_macro_recall,0.0,
S-J-U minus A-U,1994,1,current_macro_recall,1.3513513513513402,
S-J-U minus A-U,1995,1,current_macro_recall,2.439024390243902,
S-J-U minus A-U,fixed_pair_mean,1,current_macro_recall,1.2634585805317473,1.221885366318346
S-J-U minus A-U,1993,1,label_6_recall,0.0,
S-J-U minus A-U,1994,1,label_6_recall,,
S-J-U minus A-U,1995,1,label_6_recall,0.0,
S-J-U minus A-U,fixed_pair_mean,1,label_6_recall,,
S-J-U minus A-U,1993,1,label_7_recall,0.0,
S-J-U minus A-U,1994,1,label_7_recall,0.0,
S-J-U minus A-U,1995,1,label_7_recall,,
S-J-U minus A-U,fixed_pair_mean,1,label_7_recall,,
S-J-U minus A-U,1993,1,base_macro_recall,6.173780487804876,
S-J-U minus A-U,1994,1,base_macro_recall,1.2347560975609757,
S-J-U minus A-U,1995,1,base_macro_recall,2.60749385749385,
S-J-U minus A-U,fixed_pair_mean,1,base_macro_recall,3.338676814286567,2.549404218456567
S-J-U minus A-U,1993,1,post_base_macro_recall,0.0,
S-J-U minus A-U,1994,1,post_base_macro_recall,1.3513513513513402,
S-J-U minus A-U,1995,1,post_base_macro_recall,2.439024390243902,
S-J-U minus A-U,fixed_pair_mean,1,post_base_macro_recall,1.2634585805317473,1.221885366318346
S-J-U minus A-U,1993,1,tail_base_macro_recall,0.0,
S-J-U minus A-U,1994,1,tail_base_macro_recall,0.0,
S-J-U minus A-U,1995,1,tail_base_macro_recall,0.0,
S-J-U minus A-U,fixed_pair_mean,1,tail_base_macro_recall,0.0,0.0
S-J-U minus A-U,1993,1,tail_post_base_macro_recall,0.0,
S-J-U minus A-U,1994,1,tail_post_base_macro_recall,,
S-J-U minus A-U,1995,1,tail_post_base_macro_recall,,
S-J-U minus A-U,fixed_pair_mean,1,tail_post_base_macro_recall,,
S-J-U minus A-U,1993,2,balanced_accuracy,1.4716977352846925,
S-J-U minus A-U,1994,2,balanced_accuracy,0.05374692874692499,
S-J-U minus A-U,1995,2,balanced_accuracy,1.9540847665847636,
S-J-U minus A-U,fixed_pair_mean,2,balanced_accuracy,1.1598431435387937,0.9878061243352861
S-J-U minus A-U,1993,2,tail_rank2,0.0,
S-J-U minus A-U,1994,2,tail_rank2,0.0,
S-J-U minus A-U,1995,2,tail_rank2,0.0,
S-J-U minus A-U,fixed_pair_mean,2,tail_rank2,0.0,0.0
S-J-U minus A-U,1993,2,old_macro_recall,1.3257575757575744,
S-J-U minus A-U,1994,2,old_macro_recall,0.07166257166256784,
S-J-U minus A-U,1995,2,old_macro_recall,2.605446355446354,
S-J-U minus A-U,fixed_pair_mean,2,old_macro_recall,1.334288834288832,1.2669134352908706
S-J-U minus A-U,1993,2,current_macro_recall,1.9095182138660505,
S-J-U minus A-U,1994,2,current_macro_recall,0.0,
S-J-U minus A-U,1995,2,current_macro_recall,0.0,
S-J-U minus A-U,fixed_pair_mean,2,current_macro_recall,0.6365060712886835,1.1024608547980577
S-J-U minus A-U,1993,2,label_6_recall,0.0,
S-J-U minus A-U,1994,2,label_6_recall,0.0,
S-J-U minus A-U,1995,2,label_6_recall,0.0,
S-J-U minus A-U,fixed_pair_mean,2,label_6_recall,0.0,0.0
S-J-U minus A-U,1993,2,label_7_recall,0.0,
S-J-U minus A-U,1994,2,label_7_recall,0.0,
S-J-U minus A-U,1995,2,label_7_recall,0.0,
S-J-U minus A-U,fixed_pair_mean,2,label_7_recall,0.0,0.0
S-J-U minus A-U,1993,2,base_macro_recall,1.9886363636363598,
S-J-U minus A-U,1994,2,base_macro_recall,0.0,
S-J-U minus A-U,1995,2,base_macro_recall,3.908169533169527,
S-J-U minus A-U,fixed_pair_mean,2,base_macro_recall,1.9656019656019623,1.95418658592731
S-J-U minus A-U,1993,2,post_base_macro_recall,0.9547591069330252,
S-J-U minus A-U,1994,2,post_base_macro_recall,0.10749385749384999,
S-J-U minus A-U,1995,2,post_base_macro_recall,0.0,
S-J-U minus A-U,fixed_pair_mean,2,post_base_macro_recall,0.3540843214756251,0.5229688143311676
S-J-U minus A-U,1993,2,tail_base_macro_recall,0.0,
S-J-U minus A-U,1994,2,tail_base_macro_recall,0.0,
S-J-U minus A-U,1995,2,tail_base_macro_recall,0.0,
S-J-U minus A-U,fixed_pair_mean,2,tail_base_macro_recall,0.0,0.0
S-J-U minus A-U,1993,2,tail_post_base_macro_recall,0.0,
S-J-U minus A-U,1994,2,tail_post_base_macro_recall,0.0,
S-J-U minus A-U,1995,2,tail_post_base_macro_recall,0.0,
S-J-U minus A-U,fixed_pair_mean,2,tail_post_base_macro_recall,0.0,0.0
S-M-CB minus A-CB,1993,0,balanced_accuracy,8.125,
S-M-CB minus A-CB,1994,0,balanced_accuracy,2.4847560975609753,
S-M-CB minus A-CB,1995,0,balanced_accuracy,1.374149499149496,
S-M-CB minus A-CB,fixed_pair_mean,0,balanced_accuracy,3.9946351989034903,3.619847620648076
S-M-CB minus A-CB,1993,0,tail_rank2,12.5,
S-M-CB minus A-CB,1994,0,tail_rank2,0.0,
S-M-CB minus A-CB,1995,0,tail_rank2,-3.846153846153854,
S-M-CB minus A-CB,fixed_pair_mean,0,tail_rank2,2.884615384615382,8.546340785880377
S-M-CB minus A-CB,1993,0,old_macro_recall,,
S-M-CB minus A-CB,1994,0,old_macro_recall,,
S-M-CB minus A-CB,1995,0,old_macro_recall,,
S-M-CB minus A-CB,fixed_pair_mean,0,old_macro_recall,,
S-M-CB minus A-CB,1993,0,current_macro_recall,8.125,
S-M-CB minus A-CB,1994,0,current_macro_recall,2.4847560975609753,
S-M-CB minus A-CB,1995,0,current_macro_recall,1.374149499149496,
S-M-CB minus A-CB,fixed_pair_mean,0,current_macro_recall,3.9946351989034903,3.619847620648076
S-M-CB minus A-CB,1993,0,label_6_recall,,
S-M-CB minus A-CB,1994,0,label_6_recall,,
S-M-CB minus A-CB,1995,0,label_6_recall,-3.846153846153854,
S-M-CB minus A-CB,fixed_pair_mean,0,label_6_recall,,
S-M-CB minus A-CB,1993,0,label_7_recall,12.5,
S-M-CB minus A-CB,1994,0,label_7_recall,0.0,
S-M-CB minus A-CB,1995,0,label_7_recall,,
S-M-CB minus A-CB,fixed_pair_mean,0,label_7_recall,,
S-M-CB minus A-CB,1993,0,base_macro_recall,8.125,
S-M-CB minus A-CB,1994,0,base_macro_recall,2.4847560975609753,
S-M-CB minus A-CB,1995,0,base_macro_recall,1.374149499149496,
S-M-CB minus A-CB,fixed_pair_mean,0,base_macro_recall,3.9946351989034903,3.619847620648076
S-M-CB minus A-CB,1993,0,post_base_macro_recall,,
S-M-CB minus A-CB,1994,0,post_base_macro_recall,,
S-M-CB minus A-CB,1995,0,post_base_macro_recall,,
S-M-CB minus A-CB,fixed_pair_mean,0,post_base_macro_recall,,
S-M-CB minus A-CB,1993,0,tail_base_macro_recall,12.5,
S-M-CB minus A-CB,1994,0,tail_base_macro_recall,0.0,
S-M-CB minus A-CB,1995,0,tail_base_macro_recall,-3.846153846153854,
S-M-CB minus A-CB,fixed_pair_mean,0,tail_base_macro_recall,2.884615384615382,8.546340785880377
S-M-CB minus A-CB,1993,0,tail_post_base_macro_recall,,
S-M-CB minus A-CB,1994,0,tail_post_base_macro_recall,,
S-M-CB minus A-CB,1995,0,tail_post_base_macro_recall,,
S-M-CB minus A-CB,fixed_pair_mean,0,tail_post_base_macro_recall,,
S-M-CB minus A-CB,1993,1,balanced_accuracy,6.3212124797490645,
S-M-CB minus A-CB,1994,1,balanced_accuracy,2.956859298322712,
S-M-CB minus A-CB,1995,1,balanced_accuracy,5.831210922674337,
S-M-CB minus A-CB,fixed_pair_mean,1,balanced_accuracy,5.036427566915371,1.817547391208003
S-M-CB minus A-CB,1993,1,tail_rank2,4.006410256410263,
S-M-CB minus A-CB,1994,1,tail_rank2,4.166666666666664,
S-M-CB minus A-CB,1995,1,tail_rank2,0.0,
S-M-CB minus A-CB,fixed_pair_mean,1,tail_rank2,2.724358974358976,2.3607243369641413
S-M-CB minus A-CB,1993,1,old_macro_recall,7.844604582409453,
S-M-CB minus A-CB,1994,1,old_macro_recall,1.7325862447813662,
S-M-CB minus A-CB,1995,1,old_macro_recall,9.35657248157247,
S-M-CB minus A-CB,fixed_pair_mean,1,old_macro_recall,6.31125443625443,4.036664902828853
S-M-CB minus A-CB,1993,1,current_macro_recall,3.274428274428274,
S-M-CB minus A-CB,1994,1,current_macro_recall,5.4054054054054035,
S-M-CB minus A-CB,1995,1,current_macro_recall,-1.2195121951219434,
S-M-CB minus A-CB,fixed_pair_mean,1,current_macro_recall,2.486773828237245,3.3819643623784135
S-M-CB minus A-CB,1993,1,label_6_recall,3.846153846153854,
S-M-CB minus A-CB,1994,1,label_6_recall,,
S-M-CB minus A-CB,1995,1,label_6_recall,0.0,
S-M-CB minus A-CB,fixed_pair_mean,1,label_6_recall,,
S-M-CB minus A-CB,1993,1,label_7_recall,4.166666666666671,
S-M-CB minus A-CB,1994,1,label_7_recall,4.166666666666664,
S-M-CB minus A-CB,1995,1,label_7_recall,,
S-M-CB minus A-CB,fixed_pair_mean,1,label_7_recall,,
S-M-CB minus A-CB,1993,1,base_macro_recall,7.844604582409453,
S-M-CB minus A-CB,1994,1,base_macro_recall,1.7325862447813662,
S-M-CB minus A-CB,1995,1,base_macro_recall,9.35657248157247,
S-M-CB minus A-CB,fixed_pair_mean,1,base_macro_recall,6.31125443625443,4.036664902828853
S-M-CB minus A-CB,1993,1,post_base_macro_recall,3.274428274428274,
S-M-CB minus A-CB,1994,1,post_base_macro_recall,5.4054054054054035,
S-M-CB minus A-CB,1995,1,post_base_macro_recall,-1.2195121951219434,
S-M-CB minus A-CB,fixed_pair_mean,1,post_base_macro_recall,2.486773828237245,3.3819643623784135
S-M-CB minus A-CB,1993,1,tail_base_macro_recall,4.166666666666671,
S-M-CB minus A-CB,1994,1,tail_base_macro_recall,4.166666666666664,
S-M-CB minus A-CB,1995,1,tail_base_macro_recall,0.0,
S-M-CB minus A-CB,fixed_pair_mean,1,tail_base_macro_recall,2.7777777777777786,2.4056261216234414
S-M-CB minus A-CB,1993,1,tail_post_base_macro_recall,3.846153846153854,
S-M-CB minus A-CB,1994,1,tail_post_base_macro_recall,,
S-M-CB minus A-CB,1995,1,tail_post_base_macro_recall,,
S-M-CB minus A-CB,fixed_pair_mean,1,tail_post_base_macro_recall,,
S-M-CB minus A-CB,1993,2,balanced_accuracy,9.045264234156065,
S-M-CB minus A-CB,1994,2,balanced_accuracy,1.8332408291315971,
S-M-CB minus A-CB,1995,2,balanced_accuracy,7.489572775561641,
S-M-CB minus A-CB,fixed_pair_mean,2,balanced_accuracy,6.122692612949767,3.7953381183843917
S-M-CB minus A-CB,1993,2,tail_rank2,4.166666666666657,
S-M-CB minus A-CB,1994,2,tail_rank2,-1.923076923076934,
S-M-CB minus A-CB,1995,2,tail_rank2,4.166666666666657,
S-M-CB minus A-CB,fixed_pair_mean,2,tail_rank2,2.136752136752127,3.5159151008342606
S-M-CB minus A-CB,1993,2,old_macro_recall,10.522945340018516,
S-M-CB minus A-CB,1994,2,old_macro_recall,2.723027905954737,
S-M-CB minus A-CB,1995,2,old_macro_recall,7.872570464033878,
S-M-CB minus A-CB,fixed_pair_mean,2,old_macro_recall,7.039514570002377,3.9661271520828087
S-M-CB minus A-CB,1993,2,current_macro_recall,4.612220916568745,
S-M-CB minus A-CB,1994,2,current_macro_recall,-0.8361204013377943,
S-M-CB minus A-CB,1995,2,current_macro_recall,6.3405797101449295,
S-M-CB minus A-CB,fixed_pair_mean,2,current_macro_recall,3.3722267417919602,3.745590112071702
S-M-CB minus A-CB,1993,2,label_6_recall,0.0,
S-M-CB minus A-CB,1994,2,label_6_recall,-3.846153846153854,
S-M-CB minus A-CB,1995,2,label_6_recall,0.0,
S-M-CB minus A-CB,fixed_pair_mean,2,label_6_recall,-1.2820512820512846,2.220577958421642
S-M-CB minus A-CB,1993,2,label_7_recall,8.333333333333336,
S-M-CB minus A-CB,1994,2,label_7_recall,0.0,
S-M-CB minus A-CB,1995,2,label_7_recall,8.333333333333336,
S-M-CB minus A-CB,fixed_pair_mean,2,label_7_recall,5.555555555555557,4.811252243246883
S-M-CB minus A-CB,1993,2,base_macro_recall,13.75739098300074,
S-M-CB minus A-CB,1994,2,base_macro_recall,2.057514831905074,
S-M-CB minus A-CB,1995,2,base_macro_recall,10.39158476658477,
S-M-CB minus A-CB,fixed_pair_mean,2,base_macro_recall,8.73549686049686,6.023184029420175
S-M-CB minus A-CB,1993,2,post_base_macro_recall,4.333137485311397,
S-M-CB minus A-CB,1994,2,post_base_macro_recall,1.6089668263581274,
S-M-CB minus A-CB,1995,2,post_base_macro_recall,4.587560784538518,
S-M-CB minus A-CB,fixed_pair_mean,2,post_base_macro_recall,3.5098883654026807,1.6511540894174712
S-M-CB minus A-CB,1993,2,tail_base_macro_recall,8.333333333333336,
S-M-CB minus A-CB,1994,2,tail_base_macro_recall,0.0,
S-M-CB minus A-CB,1995,2,tail_base_macro_recall,0.0,
S-M-CB minus A-CB,fixed_pair_mean,2,tail_base_macro_recall,2.7777777777777786,4.811252243246883
S-M-CB minus A-CB,1993,2,tail_post_base_macro_recall,0.0,
S-M-CB minus A-CB,1994,2,tail_post_base_macro_recall,-3.846153846153854,
S-M-CB minus A-CB,1995,2,tail_post_base_macro_recall,8.333333333333336,
S-M-CB minus A-CB,fixed_pair_mean,2,tail_post_base_macro_recall,1.495726495726494,6.225983882193793
S-F-CB minus A-CB,1993,0,balanced_accuracy,-4.007298595713223,
S-F-CB minus A-CB,1994,0,balanced_accuracy,1.2854317732366525,
S-F-CB minus A-CB,1995,0,balanced_accuracy,-5.6607919107919145,
S-F-CB minus A-CB,fixed_pair_mean,0,balanced_accuracy,-2.7942195777561616,3.6285226187796598
S-F-CB minus A-CB,1993,0,tail_rank2,-4.166666666666671,
S-F-CB minus A-CB,1994,0,tail_rank2,0.0,
S-F-CB minus A-CB,1995,0,tail_rank2,-7.692307692307708,
S-F-CB minus A-CB,fixed_pair_mean,0,tail_rank2,-3.95299145299146,3.8506028399444734
S-F-CB minus A-CB,1993,0,old_macro_recall,,
S-F-CB minus A-CB,1994,0,old_macro_recall,,
S-F-CB minus A-CB,1995,0,old_macro_recall,,
S-F-CB minus A-CB,fixed_pair_mean,0,old_macro_recall,,
S-F-CB minus A-CB,1993,0,current_macro_recall,-4.007298595713223,
S-F-CB minus A-CB,1994,0,current_macro_recall,1.2854317732366525,
S-F-CB minus A-CB,1995,0,current_macro_recall,-5.6607919107919145,
S-F-CB minus A-CB,fixed_pair_mean,0,current_macro_recall,-2.7942195777561616,3.6285226187796598
S-F-CB minus A-CB,1993,0,label_6_recall,,
S-F-CB minus A-CB,1994,0,label_6_recall,,
S-F-CB minus A-CB,1995,0,label_6_recall,-7.692307692307708,
S-F-CB minus A-CB,fixed_pair_mean,0,label_6_recall,,
S-F-CB minus A-CB,1993,0,label_7_recall,-4.166666666666671,
S-F-CB minus A-CB,1994,0,label_7_recall,0.0,
S-F-CB minus A-CB,1995,0,label_7_recall,,
S-F-CB minus A-CB,fixed_pair_mean,0,label_7_recall,,
S-F-CB minus A-CB,1993,0,base_macro_recall,-4.007298595713223,
S-F-CB minus A-CB,1994,0,base_macro_recall,1.2854317732366525,
S-F-CB minus A-CB,1995,0,base_macro_recall,-5.6607919107919145,
S-F-CB minus A-CB,fixed_pair_mean,0,base_macro_recall,-2.7942195777561616,3.6285226187796598
S-F-CB minus A-CB,1993,0,post_base_macro_recall,,
S-F-CB minus A-CB,1994,0,post_base_macro_recall,,
S-F-CB minus A-CB,1995,0,post_base_macro_recall,,
S-F-CB minus A-CB,fixed_pair_mean,0,post_base_macro_recall,,
S-F-CB minus A-CB,1993,0,tail_base_macro_recall,-4.166666666666671,
S-F-CB minus A-CB,1994,0,tail_base_macro_recall,0.0,
S-F-CB minus A-CB,1995,0,tail_base_macro_recall,-7.692307692307708,
S-F-CB minus A-CB,fixed_pair_mean,0,tail_base_macro_recall,-3.95299145299146,3.8506028399444734
S-F-CB minus A-CB,1993,0,tail_post_base_macro_recall,,
S-F-CB minus A-CB,1994,0,tail_post_base_macro_recall,,
S-F-CB minus A-CB,1995,0,tail_post_base_macro_recall,,
S-F-CB minus A-CB,fixed_pair_mean,0,tail_post_base_macro_recall,,
S-F-CB minus A-CB,1993,1,balanced_accuracy,-2.856039990186339,
S-F-CB minus A-CB,1994,1,balanced_accuracy,2.4921512421512375,
S-F-CB minus A-CB,1995,1,balanced_accuracy,-4.015781515781512,
S-F-CB minus A-CB,fixed_pair_mean,1,balanced_accuracy,-1.4598900879388712,3.471343127321578
S-F-CB minus A-CB,1993,1,tail_rank2,-4.006410256410248,
S-F-CB minus A-CB,1994,1,tail_rank2,4.166666666666664,
S-F-CB minus A-CB,1995,1,tail_rank2,-15.384615384615373,
S-F-CB minus A-CB,fixed_pair_mean,1,tail_rank2,-5.074786324786319,9.819329306516043
S-F-CB minus A-CB,1993,1,old_macro_recall,-4.673872875092393,
S-F-CB minus A-CB,1994,1,old_macro_recall,0.4673423423423415,
S-F-CB minus A-CB,1995,1,old_macro_recall,-7.375023625023623,
S-F-CB minus A-CB,fixed_pair_mean,1,old_macro_recall,-3.8605180525912246,3.9839472313259128
S-F-CB minus A-CB,1993,1,current_macro_recall,0.779625779625789,
S-F-CB minus A-CB,1994,1,current_macro_recall,6.541769041769044,
S-F-CB minus A-CB,1995,1,current_macro_recall,2.702702702702709,
S-F-CB minus A-CB,fixed_pair_mean,1,current_macro_recall,3.3413658413658474,2.933682276062119
S-F-CB minus A-CB,1993,1,label_6_recall,-3.8461538461538396,
S-F-CB minus A-CB,1994,1,label_6_recall,,
S-F-CB minus A-CB,1995,1,label_6_recall,-15.384615384615373,
S-F-CB minus A-CB,fixed_pair_mean,1,label_6_recall,,
S-F-CB minus A-CB,1993,1,label_7_recall,-4.166666666666664,
S-F-CB minus A-CB,1994,1,label_7_recall,4.166666666666664,
S-F-CB minus A-CB,1995,1,label_7_recall,,
S-F-CB minus A-CB,fixed_pair_mean,1,label_7_recall,,
S-F-CB minus A-CB,1993,1,base_macro_recall,-4.673872875092393,
S-F-CB minus A-CB,1994,1,base_macro_recall,0.4673423423423415,
S-F-CB minus A-CB,1995,1,base_macro_recall,-7.375023625023623,
S-F-CB minus A-CB,fixed_pair_mean,1,base_macro_recall,-3.8605180525912246,3.9839472313259128
S-F-CB minus A-CB,1993,1,post_base_macro_recall,0.779625779625789,
S-F-CB minus A-CB,1994,1,post_base_macro_recall,6.541769041769044,
S-F-CB minus A-CB,1995,1,post_base_macro_recall,2.702702702702709,
S-F-CB minus A-CB,fixed_pair_mean,1,post_base_macro_recall,3.3413658413658474,2.933682276062119
S-F-CB minus A-CB,1993,1,tail_base_macro_recall,-4.166666666666664,
S-F-CB minus A-CB,1994,1,tail_base_macro_recall,4.166666666666664,
S-F-CB minus A-CB,1995,1,tail_base_macro_recall,-15.384615384615373,
S-F-CB minus A-CB,fixed_pair_mean,1,tail_base_macro_recall,-5.128205128205124,9.811043503214075
S-F-CB minus A-CB,1993,1,tail_post_base_macro_recall,-3.8461538461538396,
S-F-CB minus A-CB,1994,1,tail_post_base_macro_recall,,
S-F-CB minus A-CB,1995,1,tail_post_base_macro_recall,,
S-F-CB minus A-CB,fixed_pair_mean,1,tail_post_base_macro_recall,,
S-F-CB minus A-CB,1993,2,balanced_accuracy,-1.2053651150947076,
S-F-CB minus A-CB,1994,2,balanced_accuracy,1.3513513513513544,
S-F-CB minus A-CB,1995,2,balanced_accuracy,-3.1204093839963463,
S-F-CB minus A-CB,fixed_pair_mean,2,balanced_accuracy,-0.9914743825798998,2.2435402721237576
S-F-CB minus A-CB,1993,2,tail_rank2,-1.923076923076934,
S-F-CB minus A-CB,1994,2,tail_rank2,0.0,
S-F-CB minus A-CB,1995,2,tail_rank2,0.6410256410256352,
S-F-CB minus A-CB,fixed_pair_mean,2,tail_rank2,-0.42735042735043294,1.3344012817090631
S-F-CB minus A-CB,1993,2,old_macro_recall,-3.056428849111775,
S-F-CB minus A-CB,1994,2,old_macro_recall,1.8018018018018083,
S-F-CB minus A-CB,1995,2,old_macro_recall,-5.85136710136711,
S-F-CB minus A-CB,fixed_pair_mean,2,old_macro_recall,-2.3686647162256924,3.872662287363997
S-F-CB minus A-CB,1993,2,current_macro_recall,4.347826086956516,
S-F-CB minus A-CB,1994,2,current_macro_recall,0.0,
S-F-CB minus A-CB,1995,2,current_macro_recall,5.072463768115938,
S-F-CB minus A-CB,fixed_pair_mean,2,current_macro_recall,3.1400966183574845,2.7434339834783903
S-F-CB minus A-CB,1993,2,label_6_recall,-3.846153846153854,
S-F-CB minus A-CB,1994,2,label_6_recall,0.0,
S-F-CB minus A-CB,1995,2,label_6_recall,-15.384615384615373,
S-F-CB minus A-CB,fixed_pair_mean,2,label_6_recall,-6.410256410256409,8.006407690254349
S-F-CB minus A-CB,1993,2,label_7_recall,0.0,
S-F-CB minus A-CB,1994,2,label_7_recall,0.0,
S-F-CB minus A-CB,1995,2,label_7_recall,16.666666666666657,
S-F-CB minus A-CB,fixed_pair_mean,2,label_7_recall,5.555555555555553,9.622504486493757
S-F-CB minus A-CB,1993,2,base_macro_recall,-4.298780487804876,
S-F-CB minus A-CB,1994,2,base_macro_recall,2.0270270270270245,
S-F-CB minus A-CB,1995,2,base_macro_recall,-8.101374976374977,
S-F-CB minus A-CB,fixed_pair_mean,2,base_macro_recall,-3.457709479050943,5.116315287094237
S-F-CB minus A-CB,1993,2,post_base_macro_recall,1.8880502576154683,
S-F-CB minus A-CB,1994,2,post_base_macro_recall,0.6756756756756772,
S-F-CB minus A-CB,1995,2,post_base_macro_recall,1.8605562083822917,
S-F-CB minus A-CB,fixed_pair_mean,2,post_base_macro_recall,1.4747607138911458,0.6921644706358971
S-F-CB minus A-CB,1993,2,tail_base_macro_recall,0.0,
S-F-CB minus A-CB,1994,2,tail_base_macro_recall,0.0,
S-F-CB minus A-CB,1995,2,tail_base_macro_recall,-15.384615384615373,
S-F-CB minus A-CB,fixed_pair_mean,2,tail_base_macro_recall,-5.128205128205124,8.882311833686543
S-F-CB minus A-CB,1993,2,tail_post_base_macro_recall,-3.846153846153854,
S-F-CB minus A-CB,1994,2,tail_post_base_macro_recall,0.0,
S-F-CB minus A-CB,1995,2,tail_post_base_macro_recall,16.666666666666657,
S-F-CB minus A-CB,fixed_pair_mean,2,tail_post_base_macro_recall,4.273504273504268,10.903718651429974
S-M-CB minus S-M-U,1993,0,balanced_accuracy,36.76690687361419,
S-M-CB minus S-M-U,1994,0,balanced_accuracy,20.948555262579646,
S-M-CB minus S-M-U,1995,0,balanced_accuracy,34.099650349650354,
S-M-CB minus S-M-U,fixed_pair_mean,0,balanced_accuracy,30.605037495281397,8.468429675802968
S-M-CB minus S-M-U,1993,0,tail_rank2,62.5,
S-M-CB minus S-M-U,1994,0,tail_rank2,54.166666666666664,
S-M-CB minus S-M-U,1995,0,tail_rank2,92.3076923076923,
S-M-CB minus S-M-U,fixed_pair_mean,0,tail_rank2,69.65811965811965,20.052767066350548
S-M-CB minus S-M-U,1993,0,old_macro_recall,,
S-M-CB minus S-M-U,1994,0,old_macro_recall,,
S-M-CB minus S-M-U,1995,0,old_macro_recall,,
S-M-CB minus S-M-U,fixed_pair_mean,0,old_macro_recall,,
S-M-CB minus S-M-U,1993,0,current_macro_recall,36.76690687361419,
S-M-CB minus S-M-U,1994,0,current_macro_recall,20.948555262579646,
S-M-CB minus S-M-U,1995,0,current_macro_recall,34.099650349650354,
S-M-CB minus S-M-U,fixed_pair_mean,0,current_macro_recall,30.605037495281397,8.468429675802968
S-M-CB minus S-M-U,1993,0,label_6_recall,,
S-M-CB minus S-M-U,1994,0,label_6_recall,,
S-M-CB minus S-M-U,1995,0,label_6_recall,92.3076923076923,
S-M-CB minus S-M-U,fixed_pair_mean,0,label_6_recall,,
S-M-CB minus S-M-U,1993,0,label_7_recall,62.5,
S-M-CB minus S-M-U,1994,0,label_7_recall,54.166666666666664,
S-M-CB minus S-M-U,1995,0,label_7_recall,,
S-M-CB minus S-M-U,fixed_pair_mean,0,label_7_recall,,
S-M-CB minus S-M-U,1993,0,base_macro_recall,36.76690687361419,
S-M-CB minus S-M-U,1994,0,base_macro_recall,20.948555262579646,
S-M-CB minus S-M-U,1995,0,base_macro_recall,34.099650349650354,
S-M-CB minus S-M-U,fixed_pair_mean,0,base_macro_recall,30.605037495281397,8.468429675802968
S-M-CB minus S-M-U,1993,0,post_base_macro_recall,,
S-M-CB minus S-M-U,1994,0,post_base_macro_recall,,
S-M-CB minus S-M-U,1995,0,post_base_macro_recall,,
S-M-CB minus S-M-U,fixed_pair_mean,0,post_base_macro_recall,,
S-M-CB minus S-M-U,1993,0,tail_base_macro_recall,62.5,
S-M-CB minus S-M-U,1994,0,tail_base_macro_recall,54.166666666666664,
S-M-CB minus S-M-U,1995,0,tail_base_macro_recall,92.3076923076923,
S-M-CB minus S-M-U,fixed_pair_mean,0,tail_base_macro_recall,69.65811965811965,20.052767066350548
S-M-CB minus S-M-U,1993,0,tail_post_base_macro_recall,,
S-M-CB minus S-M-U,1994,0,tail_post_base_macro_recall,,
S-M-CB minus S-M-U,1995,0,tail_post_base_macro_recall,,
S-M-CB minus S-M-U,fixed_pair_mean,0,tail_post_base_macro_recall,,
S-M-CB minus S-M-U,1993,1,balanced_accuracy,45.32097635756172,
S-M-CB minus S-M-U,1994,1,balanced_accuracy,28.62292170218999,
S-M-CB minus S-M-U,1995,1,balanced_accuracy,34.31629373702545,
S-M-CB minus S-M-U,fixed_pair_mean,1,balanced_accuracy,36.08673059892572,8.488644905397258
