parent_id,split,original_label,in_parent_base,n,metric,mean,quantiles
1993,train,4,True,458,main_norm,89.80389344735248,"[85.50553994286119, 87.13471267364231, 88.57377997780392, 89.56288653783494, 90.90490053465598, 93.04911923859522, 95.70337336573893]"
1993,train,4,True,458,few_norm,89.36442525418155,"[83.60763389850536, 85.42851409787642, 87.39769490299228, 88.91569322000183, 90.9120538223887, 94.61787838468233, 98.34781382768072]"
1993,train,4,True,458,main_to_few_norm_ratio,1.0055720130279722,"[0.9095405472134837, 0.9525792985447269, 0.988552928374781, 1.0081298502679754, 1.0248569264355205, 1.0454553481530215, 1.0862552897246844]"
1993,train,4,True,458,main_few_cosine,0.7474190154351817,"[0.49339131393594166, 0.6353688106820463, 0.7043945446938629, 0.7524422259372983, 0.7953368273558359, 0.8408708490973185, 0.9021251870310966]"
1993,train,4,True,458,A_main_cosine,0.9335046544961599,"[0.841874284979276, 0.8850977970405592, 0.9238227735756352, 0.9369638812870715, 0.9498223829039978, 0.9612084006171596, 0.9725730715885887]"
1993,train,4,True,458,A_few_cosine,0.8253517313067651,"[0.6278463916793172, 0.733158246740388, 0.7933157390109438, 0.8323943543301168, 0.8639606797126539, 0.8977894986562509, 0.9431426104175106]"
1993,val,4,True,41,main_norm,89.82657066182414,"[85.84314399075538, 86.68920701358661, 88.89645248865916, 90.06103248409052, 91.06333172004543, 92.18067682208792, 94.25372520415016]"
1993,val,4,True,41,few_norm,89.95234455835266,"[85.39255711161938, 86.18174903948588, 87.45660172423761, 89.26482056835677, 91.7754999383134, 95.34624177610716, 97.00082266242335]"
1993,val,4,True,41,main_to_few_norm_ratio,0.9993145959689256,"[0.9453968682376097, 0.9605859257930501, 0.9795745655038101, 0.9949694500613014, 1.021764400110108, 1.0350436353298365, 1.0699629540762026]"
1993,val,4,True,41,main_few_cosine,0.7488974521794951,"[0.5827944385677273, 0.6484852435234094, 0.721711508039359, 0.7644119603839106, 0.7918153221868655, 0.8391527026170713, 0.8499297649361216]"
1993,val,4,True,41,A_main_cosine,0.9333245435382029,"[0.863912698169824, 0.8864740124354598, 0.9218809672615073, 0.9380506291051552, 0.9502505415971787, 0.965431815249089, 0.9681138918710142]"
1993,val,4,True,41,A_few_cosine,0.8320927955006981,"[0.6869273482274915, 0.7524829538222555, 0.8073222684752919, 0.8373987957759091, 0.8709114584307686, 0.8919495294631239, 0.8986444514046978]"
1993,train,0,True,10529,main_norm,89.34046384695918,"[81.12137775550315, 86.86723107436944, 88.19127395083112, 89.20085940618348, 90.35385226340598, 92.31254490013932, 96.78879952584944]"
1993,train,0,True,10529,few_norm,90.27416890532045,"[81.28626920193517, 86.68119093439569, 88.70307924502464, 90.21520410245306, 91.8035039268554, 94.00437444520225, 100.7296262001976]"
1993,train,0,True,10529,main_to_few_norm_ratio,0.9901121047065614,"[0.897112260908752, 0.9490605706386022, 0.9730926385663182, 0.9901041338548949, 1.0071564760599048, 1.0309865044277975, 1.0824525704319594]"
1993,train,0,True,10529,main_few_cosine,0.7072064344030581,"[0.41469268548634397, 0.5643759383805969, 0.6524106897875775, 0.7141427097584404, 0.7666494790191234, 0.8292049603939409, 0.9130490131543167]"
1993,train,0,True,10529,A_main_cosine,0.9136613857021624,"[0.7435606885943437, 0.8677695493017601, 0.8997657592427263, 0.9174115431983205, 0.9312119542388654, 0.9480071113431131, 0.9742444833906454]"
1993,train,0,True,10529,A_few_cosine,0.8020356216276309,"[0.5112651510667301, 0.6702416228031504, 0.7505700657039541, 0.8102682190852389, 0.8605336094008956, 0.9072923671151014, 0.9575630840068855]"
1993,val,0,True,44,main_norm,89.09016562368059,"[85.63593871222719, 87.19605874329297, 88.43297937822703, 88.93898804784635, 89.67442581654625, 91.26132340006741, 93.01457167637831]"
1993,val,0,True,44,few_norm,89.67064429638982,"[85.62509321323967, 86.81240326847974, 88.48284803608394, 89.36815997298493, 90.82826744211715, 93.02442982809724, 93.90774591607122]"
1993,val,0,True,44,main_to_few_norm_ratio,0.9939043863391902,"[0.949644995528636, 0.9566167830417602, 0.9791661508539464, 0.9938829027925438, 1.0111883956112853, 1.0310921509424187, 1.0469734437863292]"
1993,val,0,True,44,main_few_cosine,0.7036654042676086,"[0.4663776833126476, 0.5459791128121313, 0.6491373157525298, 0.713635074389106, 0.7668353355577802, 0.8345123183940278, 0.8632780174813687]"
1993,val,0,True,44,A_main_cosine,0.9141551362717345,"[0.8526517317411899, 0.8833545434991701, 0.8992421921965777, 0.9110600444587911, 0.9304358756778048, 0.9511100862765802, 0.9527360541325879]"
1993,val,0,True,44,A_few_cosine,0.7996622385915891,"[0.5403107653080884, 0.6523833602571184, 0.7256124227113938, 0.8092047585934887, 0.8790482602118503, 0.9100545943659613, 0.9380142388076463]"
1993,train,3,True,1306,main_norm,89.29089526298681,"[84.27108925835991, 86.70308157429562, 87.9588528190893, 89.01116897198526, 90.49985838928052, 92.63560802499514, 95.87523497836078]"
1993,train,3,True,1306,few_norm,89.63433451475504,"[82.35424202157508, 85.67440258709583, 87.84083060614967, 89.44771412590124, 91.38505889353937, 93.90600174326119, 99.29141883240355]"
1993,train,3,True,1306,main_to_few_norm_ratio,0.9967214137945031,"[0.9199291806853747, 0.9529994679533846, 0.9777790159496977, 0.9978532633875172, 1.014999502200263, 1.038557261855778, 1.1237260196247438]"
1993,train,3,True,1306,main_few_cosine,0.7210812780130235,"[0.4978879002889197, 0.5907015652438607, 0.6719807506698551, 0.7254595441427057, 0.7732762583340727, 0.8358998547238727, 0.9016856086137022]"
1993,train,3,True,1306,A_main_cosine,0.9141708188033231,"[0.7546233361976313, 0.852961292747516, 0.8987772275942845, 0.9207695538326139, 0.9375369294798495, 0.9539507600162491, 0.9734522893731934]"
1993,train,3,True,1306,A_few_cosine,0.811854589938797,"[0.5651769307999478, 0.6938034571255284, 0.7693209518888733, 0.8216747096468215, 0.86174718282726, 0.9027303731623466, 0.9427863226229571]"
1993,val,3,True,40,main_norm,89.07515488623798,"[86.16819455829179, 86.79409468914739, 87.85601380390271, 88.73182587546994, 89.88368149486405, 92.09409982787453, 94.47926519444145]"
1993,val,3,True,40,few_norm,88.86839902484205,"[84.48136493232852, 85.6893120519083, 87.05291255397627, 88.43385106632833, 90.06173249559913, 93.2040278070307, 94.65538572686059]"
1993,val,3,True,40,main_to_few_norm_ratio,1.0028044937729523,"[0.9572596707200236, 0.9665746252031869, 0.9858784330796567, 0.9978990951117517, 1.0208537026192404, 1.0435986172799139, 1.0586935437649017]"
1993,val,3,True,40,main_few_cosine,0.7033077693969982,"[0.47551904512967624, 0.5155888494235805, 0.6670038452479949, 0.7147304190438925, 0.7571695350268848, 0.8090987371290217, 0.8330760451543224]"
