contrast,order_seed,session,metric,difference_pp,std_across_fixed_pairs
interaction,fixed_pair_mean,1,old_macro_recall,0.9857432265968856,3.4414211152542222
interaction,1993,1,current_macro_recall,1.3513513513513544,
interaction,1994,1,current_macro_recall,5.405405405405418,
interaction,1995,1,current_macro_recall,-2.307185234014498,
interaction,fixed_pair_mean,1,current_macro_recall,1.483190507580758,3.8579851950407207
interaction,1993,1,label_6_recall,0.0,
interaction,1994,1,label_6_recall,,
interaction,1995,1,label_6_recall,0.0,
interaction,fixed_pair_mean,1,label_6_recall,,
interaction,1993,1,label_7_recall,0.0,
interaction,1994,1,label_7_recall,4.166666666666664,
interaction,1995,1,label_7_recall,,
interaction,fixed_pair_mean,1,label_7_recall,,
interaction,1993,1,base_macro_recall,-2.5221729490022184,
interaction,1994,1,base_macro_recall,1.1228301472203905,
interaction,1995,1,base_macro_recall,4.356572481572485,
interaction,fixed_pair_mean,1,base_macro_recall,0.9857432265968856,3.4414211152542222
interaction,1993,1,post_base_macro_recall,1.3513513513513544,
interaction,1994,1,post_base_macro_recall,5.405405405405418,
interaction,1995,1,post_base_macro_recall,-2.307185234014498,
interaction,fixed_pair_mean,1,post_base_macro_recall,1.483190507580758,3.8579851950407207
interaction,1993,1,tail_base_macro_recall,0.0,
interaction,1994,1,tail_base_macro_recall,4.166666666666664,
interaction,1995,1,tail_base_macro_recall,0.0,
interaction,fixed_pair_mean,1,tail_base_macro_recall,1.3888888888888882,2.405626121623439
interaction,1993,1,tail_post_base_macro_recall,0.0,
interaction,1994,1,tail_post_base_macro_recall,,
interaction,1995,1,tail_post_base_macro_recall,,
interaction,fixed_pair_mean,1,tail_post_base_macro_recall,,
interaction,1993,2,balanced_accuracy,4.755204837389357,
interaction,1994,2,balanced_accuracy,0.6519556383686833,
interaction,1995,2,balanced_accuracy,3.738093330484645,
interaction,fixed_pair_mean,2,balanced_accuracy,3.0484179354142285,2.136797278695408
interaction,1993,2,tail_rank2,2.2435897435897374,
interaction,1994,2,tail_rank2,-1.923076923076934,
interaction,1995,2,tail_rank2,4.166666666666657,
interaction,fixed_pair_mean,2,tail_rank2,1.4957264957264869,3.112991941096895
interaction,1993,2,old_macro_recall,4.352415693879113,
interaction,1994,2,old_macro_recall,2.5972563472563515,
interaction,1995,2,old_macro_recall,2.8705978705978765,
interaction,fixed_pair_mean,2,old_macro_recall,3.273423303911114,0.9443766887753571
interaction,1993,2,current_macro_recall,5.963572267920085,
interaction,1994,2,current_macro_recall,-5.1839464882943105,
interaction,1995,2,current_macro_recall,6.3405797101449295,
interaction,fixed_pair_mean,2,current_macro_recall,2.373401829923568,6.5475696907345835
interaction,1993,2,label_6_recall,-3.846153846153854,
interaction,1994,2,label_6_recall,-3.846153846153854,
interaction,1995,2,label_6_recall,0.0,
interaction,fixed_pair_mean,2,label_6_recall,-2.564102564102569,2.220577958421642
interaction,1993,2,label_7_recall,8.333333333333336,
interaction,1994,2,label_7_recall,0.0,
interaction,1995,2,label_7_recall,8.333333333333336,
interaction,fixed_pair_mean,2,label_7_recall,5.555555555555557,4.811252243246883
interaction,1993,2,base_macro_recall,6.814486326681461,
interaction,1994,2,base_macro_recall,2.6520270270270245,
interaction,1995,2,base_macro_recall,2.2788697788697903,
interaction,fixed_pair_mean,2,base_macro_recall,3.915127710859425,2.5178407158355296
interaction,1993,2,post_base_macro_recall,2.695923348097253,
interaction,1994,2,post_base_macro_recall,-1.3481157502896508,
interaction,1995,2,post_base_macro_recall,5.197316882099493,
interaction,fixed_pair_mean,2,post_base_macro_recall,2.181708159969032,3.3028752672576775
interaction,1993,2,tail_base_macro_recall,8.333333333333336,
interaction,1994,2,tail_base_macro_recall,0.0,
interaction,1995,2,tail_base_macro_recall,0.0,
interaction,fixed_pair_mean,2,tail_base_macro_recall,2.7777777777777786,4.811252243246883
interaction,1993,2,tail_post_base_macro_recall,-3.846153846153854,
interaction,1994,2,tail_post_base_macro_recall,-3.846153846153854,
interaction,1995,2,tail_post_base_macro_recall,8.333333333333336,
interaction,fixed_pair_mean,2,tail_post_base_macro_recall,0.21367521367520936,7.031830201668525
