contrast,order_seed,session,metric,difference_pp,std_across_fixed_pairs
interaction,1993,0,balanced_accuracy,0.9890059127864106,
interaction,1994,0,balanced_accuracy,-1.879943968358603,
interaction,1995,0,balanced_accuracy,-1.4649877149877142,
interaction,fixed_pair_mean,0,balanced_accuracy,-0.7853085901866356,1.5505454329519877
interaction,1993,0,tail_rank2,4.166666666666664,
interaction,1994,0,tail_rank2,0.0,
interaction,1995,0,tail_rank2,0.0,
interaction,fixed_pair_mean,0,tail_rank2,1.3888888888888882,2.405626121623439
interaction,1993,0,old_macro_recall,,
interaction,1994,0,old_macro_recall,,
interaction,1995,0,old_macro_recall,,
interaction,fixed_pair_mean,0,old_macro_recall,,
interaction,1993,0,current_macro_recall,0.9890059127864106,
interaction,1994,0,current_macro_recall,-1.879943968358603,
interaction,1995,0,current_macro_recall,-1.4649877149877142,
interaction,fixed_pair_mean,0,current_macro_recall,-0.7853085901866356,1.5505454329519877
interaction,1993,0,label_6_recall,,
interaction,1994,0,label_6_recall,,
interaction,1995,0,label_6_recall,0.0,
interaction,fixed_pair_mean,0,label_6_recall,,
interaction,1993,0,label_7_recall,4.166666666666664,
interaction,1994,0,label_7_recall,0.0,
interaction,1995,0,label_7_recall,,
interaction,fixed_pair_mean,0,label_7_recall,,
interaction,1993,0,base_macro_recall,0.9890059127864106,
interaction,1994,0,base_macro_recall,-1.879943968358603,
interaction,1995,0,base_macro_recall,-1.4649877149877142,
interaction,fixed_pair_mean,0,base_macro_recall,-0.7853085901866356,1.5505454329519877
interaction,1993,0,post_base_macro_recall,,
interaction,1994,0,post_base_macro_recall,,
interaction,1995,0,post_base_macro_recall,,
interaction,fixed_pair_mean,0,post_base_macro_recall,,
interaction,1993,0,tail_base_macro_recall,4.166666666666664,
interaction,1994,0,tail_base_macro_recall,0.0,
interaction,1995,0,tail_base_macro_recall,0.0,
interaction,fixed_pair_mean,0,tail_base_macro_recall,1.3888888888888882,2.405626121623439
interaction,1993,0,tail_post_base_macro_recall,,
interaction,1994,0,tail_post_base_macro_recall,,
interaction,1995,0,tail_post_base_macro_recall,,
interaction,fixed_pair_mean,0,tail_post_base_macro_recall,,
interaction,1993,1,balanced_accuracy,-1.2309981822176965,
interaction,1994,1,balanced_accuracy,2.5503552332820547,
interaction,1995,1,balanced_accuracy,2.1353199097101623,
interaction,fixed_pair_mean,1,balanced_accuracy,1.1515589869248402,2.0737641086023935
interaction,1993,1,tail_rank2,0.0,
interaction,1994,1,tail_rank2,4.166666666666664,
interaction,1995,1,tail_rank2,0.0,
interaction,fixed_pair_mean,1,tail_rank2,1.3888888888888882,2.405626121623439
interaction,1993,1,old_macro_recall,-2.5221729490022184,
interaction,1994,1,old_macro_recall,1.1228301472203905,
interaction,1995,1,old_macro_recall,4.356572481572485,
