AccT,BER,ETF_residual,HM_old_current,SMR_all,SMR_current,SMR_old,condition_number,current_acc,current_to_old_rate,head_accuracy,macro_balanced_acc,macro_f1,method,mid_accuracy,old_acc,old_anchor_drift,old_to_current_rate,own_anchor_margin,own_anchor_rank,seed,seed3_old_class3_current_absorption,seen_classes,session,singular_values,tail_accuracy,worst_class_recall
9.566786885261536,0.0,1.878033344837604e-06,0.0,2.720909357070923,2.720909357070923,0.0,131.4644775390625,9.566786885261536,0.0,10.272873193025589,13.268938759134839,5.783309539745184,locked_nc,3.47222238779068,,,0.0,0.209300712037545,1.9230769230769231,1,0,13,0,"[0.9657567739486694, 0.6096049547195435, 0.34035661816596985, 0.27707162499427795, 0.21400295197963715, 0.06341424584388733, 0.03987730294466019, 0.036223720759153366, 0.028365816920995712, 0.02346513234078884, 0.008680691011250019, 0.007346142083406448, 1.3867089876384853e-07]",50.94339847564697,0.0
14.030443131923676,50.0,1.5609775800839998e-06,0.0,3.4443721771240234,0.5694079995155334,2.8749642372131348,144.65826416015625,0.0,100.0,16.08187109231949,17.569595739530378,9.394437316068146,locked_nc,4.16666679084301,19.13357377052307,0.039857443422079086,0.0,0.11025610566139221,1.0,1,18,15,1,"[1.1371057033538818, 0.7308429479598999, 0.4808253347873688, 0.30406492948532104, 0.23453989624977112, 0.1615944653749466, 0.07934160530567169, 0.060242969542741776, 0.03913642093539238, 0.033631399273872375, 0.025295211002230644, 0.023758914321660995, 0.009339422918856144, 0.007860634475946426, 1.8687201475131587e-07]",54.71698045730591,0.0
14.058524370193481,46.82817806034436,2.2527297005581204e-06,9.003682063539028,4.578952789306641,0.4906669855117798,4.08828592300415,334.76617431640625,6.557376682758331,91.80327868852459,16.5692001581192,19.811103930822636,8.678099351683656,locked_nc,3.9256200194358826,14.361350238323212,0.04632280766963959,1.8530774321641297,-0.08390474319458008,3.0,1,0,17,2,"[1.7224857807159424, 0.8949992656707764, 0.5838943719863892, 0.36826291680336, 0.2815074324607849, 0.1944262534379959, 0.09645746648311615, 0.07323932647705078, 0.05904946103692055, 0.04467685520648956, 0.03257258981466293, 0.028954066336154938, 0.027027510106563568, 0.01915193349123001, 0.010384571738541126, 0.005145339760929346, 1.1363876950554186e-07]",51.61290168762207,0.0
30.24803400039673,47.899585335972105,2.1346650100895204e-06,10.322177110166212,7.195093154907227,1.0616846084594727,6.133408546447754,385.6963195800781,6.172839552164078,93.82716049382717,34.50292348861694,21.942052223921625,14.729588600115562,locked_nc,20.603907108306885,31.48854970932007,0.03227083012461662,1.9720101781170483,0.3444472849369049,1.5,1,3,19,3,"[2.60073184967041, 1.3747297525405884, 1.0195914506912231, 0.5464097857475281, 0.41554516553878784, 0.28880611062049866, 0.1756909042596817, 0.13232779502868652, 0.103546142578125, 0.07139786332845688, 0.06594637781381607, 0.05418965965509415, 0.04119233414530754, 0.03905012831091881, 0.02812741883099079, 0.02529151737689972, 0.013874158263206482, 0.006742952391505241, 1.5549339593690092e-07]",46.875,0.0
33.243533968925476,50.0,2.060705583062372e-06,0.0,10.414970397949219,1.21562922000885,9.1993408203125,494.0566711425781,0.0,100.0,31.97389841079712,23.07267122330258,14.577355444167486,locked_nc,34.99111831188202,37.32607364654541,0.062213778495788574,0.0,0.29323746263980865,1.0,1,0,21,4,"[3.397278308868408, 2.021472215652466, 1.4855016469955444, 0.8426235318183899, 0.6479033827781677, 0.42998990416526794, 0.2645750939846039, 0.2284156233072281, 0.20224013924598694, 0.1419936865568161, 0.11796106398105621, 0.08667342364788055, 0.07382003962993622, 0.05837889015674591, 0.051977965980768204, 0.03259103372693062, 0.03138906508684158, 0.025528045371174812, 0.016778742894530296, 0.006876292638480663, 1.7850345557235414e-07]",41.79104566574097,0.0
31.2645822763443,50.0,2.6500786134420196e-06,0.0,11.068887710571289,0.8698510527610779,10.199037551879883,539.9321899414062,0.0,100.0,31.25,22.518274121991002,14.715512513664049,locked_nc,30.214723944664,36.09913885593414,0.027549970895051956,0.0,0.053613871335983276,1.0,1,5,23,5,"[3.39398455619812, 2.31642484664917, 1.621185064315796, 0.8517732620239258, 0.6936413049697876, 0.46336129307746887, 0.30773070454597473, 0.2632022798061371, 0.19815494120121002, 0.15027835965156555, 0.1193171814084053, 0.09217314422130585, 0.07372167706489563, 0.06212804466485977, 0.0522114597260952, 0.04540795832872391, 0.03145838528871536, 0.02776186913251877, 0.02194717526435852, 0.016918566077947617, 0.016525283455848694, 0.006285945884883404, 2.68662489588678e-07]",41.79104566574097,0.0
56.49819374084473,0.0,1.8110475821231375e-06,0.0,3.6895041465759277,3.6895041465759277,0.0,250.25009155273438,56.49819374084473,0.0,61.63724064826965,39.918105562391005,28.005406637500826,full_dynamic,52.08333134651184,,,0.0,0.28380800840946346,2.6153846153846154,1,0,13,0,"[1.5313222408294678, 0.8498569130897522, 0.4813673496246338, 0.27861320972442627, 0.22752350568771362, 0.05029849335551262, 0.04382501542568207, 0.026693344116210938, 0.023015690967440605, 0.018936241045594215, 0.0071892403066158295, 0.006119167432188988, 1.5686053700392222e-07]",32.07547068595886,0.0
55.98940849304199,19.697149537314903,1.9657061329780845e-06,58.56528993313825,6.949344635009766,1.407905101776123,5.541439056396484,374.2808837890625,91.56327247619629,4.4665012406947895,65.10721445083618,37.464797481795316,31.537284904469157,full_dynamic,39.351850748062134,43.05054247379303,0.10072349011898041,34.92779783393502,0.4655836373567581,1.0,1,0,15,1,"[2.33701491355896, 1.844559669494629, 1.1408107280731201, 0.480356365442276, 0.39918994903564453, 0.1685633361339569, 0.13791830837726593, 0.0670682042837143, 0.043542392551898956, 0.03072504885494709, 0.02625729702413082, 0.02221500314772129, 0.0092390738427639, 0.006244013551622629, 2.655832531672786e-07]",15.094339847564697,0.0
55.02544641494751,30.59476407980818,2.3839202185627073e-06,27.341919137863314,6.315330982208252,1.3831013441085815,4.932229995727539,507.5821228027344,18.03278625011444,45.90163934426229,57.01754093170166,39.150903077277846,34.245913954959605,full_dynamic,51.65289044380188,56.51886463165283,0.07017697393894196,15.28788881535407,0.7039318084716797,1.0,1,0,17,2,"[2.632808208465576, 1.1154779195785522, 0.9142083525657654, 0.622788667678833, 0.28176072239875793, 0.22995160520076752, 0.11401046812534332, 0.05043334513902664, 0.04342556372284889, 0.03353644907474518, 0.025508899241685867, 0.017213162034749985, 0.016725005581974983, 0.012960050255060196, 0.010779006406664848, 0.0051869601011276245, 1.3616875094157876e-07]",48.38709533214569,0.0
38.53599429130554,20.962915842050702,2.785614469758002e-06,50.741862612394854,7.231435775756836,1.0215373039245605,6.209898471832275,695.6439208984375,85.18518805503845,12.345679012345679,45.32163739204407,26.81402613891255,21.46141868281937,full_dynamic,27.70870327949524,36.132314801216125,0.09387265145778656,29.580152671755727,0.2774212583899498,1.5,1,0,19,3,"[2.326550245285034, 1.9801380634307861, 1.1749173402786255, 0.4593319892883301, 0.33013802766799927, 0.3008362948894501, 0.13443921506404877, 0.08592312037944794, 0.06487826257944107, 0.05070432648062706, 0.03854767233133316, 0.03088991530239582, 0.01695605181157589, 0.012958626262843609, 0.010898785665631294, 0.008840985596179962, 0.00826948694884777, 0.003344455733895302, 1.649911496315326e-07]",25.0,0.0
