dataset,seed,task,epoch,optimizer_steps,loss,FD_mean,FD_p95_mean,teacher_unchanged,adapter_gradient_tensors,main_CE,sum_CE,pool_weighted_few,assignment,pull
HK,1994,3,4,14,13.300373835223061,0.0005759218641157661,0.0022038498344565077,True,379,0.0003711993085906735,0.00013864391464820817,9.735015784119321e-21,13.304286324552127,-0.009841663230742726
HK,1994,3,5,14,13.29916976605143,0.0005335244474866028,0.001857626359976296,True,382,0.00014108144760679612,4.769804810202315e-06,3.604018912533099e-21,13.304286241531372,-0.010500461821045195
HK,1994,3,6,14,-0.005061758648870247,0.0005657754185709304,0.0020973242270494147,True,289,0.00014004105909342407,6.264454555728247e-07,1.5705711499156919e-21,4.698376561680514e-16,-0.010766401833721571
HK,1994,3,7,14,-0.005939547571220568,0.0005180012625974736,0.0017317149571941368,True,382,0.00025111847863204924,0.00011624680487000636,3.3790594794379504e-21,3.2651039633427936e-15,-0.011242015074406352
HK,1994,3,8,14,-0.006633418412613017,0.00048535611754882017,0.0018120631991353417,True,328,0.00015647410326177384,2.811314660780947e-06,3.4547624437874566e-21,5.471669924798289e-16,-0.011540074699691366
HK,1994,3,9,14,-0.006392360864473241,0.0005338512149007459,0.0020039615337736905,True,328,8.42185188097184e-05,1.626966964669257e-05,3.6618757385968805e-20,1.1277784590002701e-15,-0.011764368947063175
HK,1994,3,10,14,-0.0060983395336994106,0.0005537652198524613,0.0019363113595837994,True,328,0.0003459317177560349,9.088155641410825e-06,6.844694891021439e-21,6.271446382966046e-15,-0.011754331524882996
HK,1995,2,1,6,58.55029900868734,0.006363367506613334,0.01386717101559043,True,217,1.532790628572305,2.707902420933048,1.169295570661189e-13,57.08666801452637,-0.013567085067431131
HK,1995,2,2,6,57.186336040496826,0.011287893168628216,0.019534029066562653,True,241,0.002840683638396513,5.059740627618344e-05,1.1232645556500784e-15,57.08666737874349,-0.014173052211602527
HK,1995,2,3,6,57.14341688156128,0.007130865550910433,0.011047735499838987,True,265,3.595477667298989e-05,6.049177291818826e-06,8.343728660829858e-14,57.08666801452637,-0.01457286129395167
HK,1995,2,4,6,57.14812628428141,0.006978592524925868,0.019181981217116117,True,289,0.0008355238480438251,0.01823485536686083,2.5499608716102093e-14,57.08666706085205,-0.014681244393189748
HK,1995,2,5,6,57.130482037862144,0.005676938608909647,0.0179037197958678,True,241,0.00025964216647859456,0.005922428336800604,7.692044799811861e-15,57.08666865030924,-0.015015769501527151
HK,1995,2,6,6,0.04011464025825262,0.005511978020270665,0.02830485611533125,True,193,9.181447961855345e-05,0.0008651460439163353,3.686057394182708e-15,5.269509781505079e-12,-0.01532412643233935
HK,1995,2,7,6,0.02991447877138853,0.004534169876327117,0.025385323135803144,True,193,4.416212064484171e-06,2.7714683289066972e-08,6.898719027476722e-16,2.841664792291194e-12,-0.015428701043128967
HK,1995,2,8,6,0.03593192963550488,0.0051398213642338915,0.034756885220607124,True,286,9.183729318351652e-06,7.375313247533674e-07,6.677286695744748e-17,3.4008591524873366e-12,-0.01546959107120832
HK,1995,2,9,6,0.04538716779400905,0.0060883026259640856,0.03522843774408102,True,193,4.881092797148767e-05,4.37543451603517e-06,5.198533095676675e-15,8.495195362507134e-12,-0.015513588488101962
HK,1995,2,10,6,0.029638242597381275,0.004517637251410633,0.026668384127939742,True,241,3.013360413698744e-05,1.1679746346378768e-06,1.3247478450114252e-16,1.0914003021104089e-10,-0.015548563003540043
HK,1995,3,1,11,6.342657040465962,0.007389737216395919,0.01662555990994654,True,385,2.9962689669606872,6.32506329710172,3.030472099801327e-09,3.170909219844775,-0.009260092133825476
HK,1995,3,2,11,3.243664253841747,0.005953417265449058,0.01445414125919342,True,337,0.02772735412292514,0.04053321357970827,7.875676913744638e-18,3.170909188010476,-0.00953252071684057
HK,1995,3,3,11,3.1973015381531282,0.0030525252858007498,0.010136498053642836,True,385,0.006153009890629784,0.011906839255882156,8.446979280711524e-17,3.170909219844775,-0.010153018209067258
HK,1995,3,4,11,3.2012128315188666,0.00394020828587765,0.015035575382750143,True,337,0.0047644089112600955,0.0006665841002310865,2.069195189270697e-18,3.1709091764959423,-0.010908820005980403
HK,1995,3,5,11,3.1949827190149915,0.003512661692432382,0.013771160717376253,True,385,7.314239042198845e-05,5.982256505519181e-07,-4.74130241196781e-19,3.170909219844775,-0.011077446693723854
HK,1995,3,6,11,0.024360966953364285,0.0035861229778013444,0.01564965790814974,True,385,0.00017052635061152378,4.244334973500165e-06,-8.650585378816134e-20,7.585833568622624e-12,-0.011558519236066126
HK,1995,3,7,11,0.024288151497867973,0.0035980506588450885,0.015896933661265808,True,385,0.00039388592008786236,4.2062460167438784e-06,7.684702485636411e-18,1.1064854542718894e-11,-0.011825052581050181
HK,1995,3,8,11,0.03216175337068059,0.004375832091847604,0.019754461182112045,True,337,0.0009674429157035485,9.546085900113965e-05,4.472135062187454e-19,2.291243329638144e-11,-0.011950868977741762
HK,1995,3,9,11,0.03050535841082985,0.004258292917670174,0.018143264449794184,True,337,0.00019519302728704895,4.8484366388379385e-06,-4.9628499795205005e-20,6.702775383660061e-12,-0.012144252319227566
HK,1995,3,10,11,0.02682444741102782,0.0038901883050460706,0.01655718387866562,True,385,8.630251242439354e-05,5.061320636136977e-07,3.163421917516916e-19,2.6328315912845958e-11,-0.012106371874159035
ISIC,1993,2,1,28,10.47423615093742,0.005687007738742977,0.009413490487661744,True,97,0.42986092654426294,0.5830567670593051,0.0003297142104997406,10.150847824556488,-0.07123092668397087
ISIC,1993,2,2,28,10.088068946131639,0.0015086357743712142,0.002493132454609232,True,97,0.04583434370891025,0.06370785296089057,7.945908638586272e-06,10.10905931677137,-0.072593335381576
ISIC,1993,2,3,28,10.050139098295144,0.00040011709123583775,0.0006288103333125557,True,97,0.01601921319369077,0.01623103990542469,1.4791246734716101e-06,10.109229288995266,-0.07384195519345146
ISIC,1993,2,4,28,10.04807896912098,0.00024123799448716454,0.0003940421509988872,True,97,0.017834513262901704,0.01650454951618891,3.713465959266142e-06,10.10913299982037,-0.07491386170898165
ISIC,1993,2,5,28,10.039938491369996,0.00017448819094819816,0.0002906188554853933,True,97,0.009620277439743015,0.005257889504491686,6.081292597429463e-06,10.109019140047687,-0.07578681664807456
ISIC,1993,2,6,28,-0.034895027854612896,0.00011322876499824426,0.00018713324295406762,True,97,0.006979617897221553,0.0033887170681867118,5.400303412066805e-05,0.037028057382139566,-0.07652948477438518
ISIC,1993,2,7,28,-0.07430744171142578,9.259009935444087e-05,0.00015714452248565585,True,97,0.004251085947284342,0.0014225901684312703,7.39214764819566e-10,1.0018684056871199e-07,-0.07712466695478984
ISIC,1993,2,8,28,-0.07417438378823656,7.905192251200788e-05,0.0001323872862225731,True,97,0.005873735797649715,0.001924086508747028,4.110026331446304e-09,6.263694751118146e-08,-0.07756424056632179
ISIC,1993,2,9,28,-0.07504477045897927,7.265207178923967e-05,0.00012418761850442803,True,97,0.005169520230473219,0.0009109764915982461,4.407569554829966e-10,3.0409373704647676e-08,-0.07779815239565714
ISIC,1993,2,10,28,-0.07534982743007797,6.92832057081562e-05,0.00012147612609883904,True,97,0.004918253388625869,0.0009046783697418245,9.370790874922406e-11,4.031116103048381e-08,-0.0779836756842477
ISIC,1993,3,1,7,68.24660260336739,0.00592619350313076,0.009562443509431822,True,97,5.626851251881037,9.501119040792608,7.601579173717109e-10,63.22285951886858,-0.07817481671060834
ISIC,1993,3,2,7,63.33970560346331,0.011888780631124973,0.01803561220211642,True,97,0.08870526130236353,0.13972525293307367,4.621775142194023e-13,63.22285761151995,-0.07818257468087333
ISIC,1993,3,3,7,63.24631009783064,0.009193482143538339,0.013157796114683151,True,97,0.01885116013831326,0.010959617452629442,2.3911918178775636e-12,63.22285897391183,-0.0784208927835737
ISIC,1993,3,4,7,63.22133799961635,0.006530849263072014,0.009320454405886787,True,97,0.019583008462047604,0.01608217410294596,8.644796292966945e-12,63.222859791346956,-0.0787174267428262
ISIC,1993,3,5,7,63.19353335244315,0.004664906333865864,0.00658942772341626,True,97,0.003473610326182097,0.004675763041339971,8.707570001007707e-12,63.22285842895508,-0.0786904377596719
ISIC,1993,3,6,7,-0.04274759388395718,0.0035360746883920263,0.004881722253880331,True,97,0.0031402895640764783,0.0004597610888075516,2.2268679219875175e-12,9.508193438938812e-10,-0.0793083565575736
ISIC,1993,3,7,7,-0.0505619150187288,0.0028416249634964125,0.003999615287674325,True,97,0.002562321984441951,0.0012033619794107966,5.837017602900436e-13,6.293092669201232e-11,-0.08023339339665005
ISIC,1993,3,8,7,-0.054304029260362895,0.0024759491706000908,0.0034725195063011987,True,97,0.0009190001286957081,0.0008051876189451182,3.8622864163893964e-13,6.338858155512502e-11,-0.0796382486820221
ISIC,1993,3,9,7,-0.0566542920257364,0.002213286069620933,0.0031428573919194086,True,97,0.0015030346112325788,0.0009016844027038522,3.2488334019326865e-13,3.502898492102613e-11,-0.07958872658865793
ISIC,1993,3,10,7,-0.057574709079095295,0.002117052009063108,0.0029055263647543533,True,97,0.0020279554238576175,0.0001985675301351567,4.67605558597633e-13,3.819260204475174e-11,-0.07948740550449918
ISIC,1994,2,1,15,1.290333918730418,0.008420916576869785,0.014288620029886564,True,361,0.8546175161997477,1.3783419450124106,1.7579843538650015e-10,0.47600001891454063,-0.014195120930671691
ISIC,1994,2,2,15,0.8957413991292318,0.007272496384878953,0.017954806595419846,True,337,0.47670144637425743,0.6090732097625733,2.653347543578582e-12,0.47600001891454063,-0.014908483326435094
ISIC,1994,2,3,15,0.8341190536816915,0.01017116194901367,0.062278182695930204,True,376,0.37825428346792855,0.43796239892641703,1.594400375773314e-11,0.47600001891454063,-0.015664831995964048
ISIC,1994,2,4,15,0.8642643531163533,0.013858949051549036,0.08798237017666301,True,380,0.3596877743800481,0.4382885684569677,1.3215654467244093e-11,0.47600001891454063,-0.016317271192868552
ISIC,1994,2,5,15,0.882849661509196,0.01684358107546965,0.10608124832312266,True,286,0.34610003034273784,0.4199983060359955,4.652106087281781e-12,0.47600001891454063,-0.01695230027039846
ISIC,1994,2,6,15,0.3150109728177389,0.017021257927020392,0.10776061080396175,True,289,0.2599242905775706,0.22664787967999775,2.0526706556828327e-11,1.3906639377936535e-09,-0.017392342189947764
ISIC,1994,2,7,15,0.31943214337031045,0.01720302744458119,0.10389624287684758,True,283,0.2666969448328018,0.22881595889727274,2.678982372868614e-14,1.2767990346094527e-12,-0.01776910255352656
ISIC,1994,2,8,15,0.30638282299041747,0.016962434661885104,0.09925703108310699,True,328,0.2515472541252772,0.21263605852921805,6.230485201659751e-14,9.244868994327573e-13,-0.01796929756800334
ISIC,1994,2,9,15,0.2935906320810318,0.01631199810653925,0.09788716832796733,True,334,0.24813643991947174,0.1976202631990115,1.4948519201352424e-13,4.128190313123169e-12,-0.018114926616350814
ISIC,1994,2,10,15,0.29109987417856853,0.017634426616132258,0.09987334460020066,True,286,0.2291999856630961,0.16968538239598274,3.162967812777999e-13,2.2188523508308235e-12,-0.01820618679126104
ISIC,1994,3,1,288,0.9599046614021063,0.005692406504446505,0.027672792629245022,True,289,0.5407821998621026,0.8140757335091217,3.624828755507941e-07,0.4788888456403381,-0.027527694833568404
ISIC,1994,3,2,288,0.7745563516186343,0.005928315198818584,0.032440844393325584,True,145,0.34178462226150763,0.49374131546614486,1.2423988545982048e-14,0.47888890793547034,-0.04212436986466249
ISIC,1994,3,3,288,0.7345003814746937,0.0058920013088936685,0.030650440961633448,True,97,0.3126651864343633,0.443784316147988,2.943251364129655e-15,0.47888890793547034,-0.055458387960162434
ISIC,1994,3,4,288,0.7031599322540892,0.005812953087620877,0.030084069125425432,True,97,0.28685906529426575,0.41258386297461885,4.8467503852649456e-14,0.47888890793547034,-0.06700616125017406
ISIC,1994,3,5,288,0.6632202000667652,0.005668180746498466,0.02865504655427584,True,97,0.25617546068194014,0.3563505871505994,3.8271777285001346e-14,0.47888890793547034,-0.07652587383571599
ISIC,1994,3,6,288,0.13321308089911732,0.005498325980119666,0.028138481965773583,True,97,0.21282637931613457,0.2736747841505955,1.6182384699255697e-15,5.774206698889877e-14,-0.0839372359837095
ISIC,1994,3,7,288,0.10900869137710995,0.00536279290867646,0.0257018089946036,True,97,0.19424788389975825,0.23966538863411793,1.1934324239785763e-14,2.6251825215883257e-13,-0.08925699779970779
ISIC,1994,3,8,288,0.08223843679621091,0.005401163473935513,0.02724139605399816,True,97,0.17063383059576154,0.19252541033913279,3.335945231113923e-14,3.027353362751296e-13,-0.09282627997712958
ISIC,1994,3,9,288,0.06516158284891087,0.005369934018542861,0.026711936755519774,True,97,0.15652508357824343,0.16270374418268652,1.3087905554375631e-14,3.639991899393208e-13,-0.09494736887928514
ISIC,1994,3,10,288,0.05553796905830192,0.005411944203741668,0.026426609206181537,True,97,0.14654414849873218,0.1456302192204425,1.3307540546666158e-15,5.1807671985824155e-14,-0.09597292989492417
ISIC,1995,2,1,221,2.4761040536391787,0.0005552372273761722,0.0007918178893289132,True,145,0.039767469679304925,0.08648110481863384,2.5523235792795596e-06,2.470526179239761,-0.042058221705898444
ISIC,1995,2,2,221,2.42168424770708,0.00023341520083778458,0.00031529517928075164,True,97,0.005842416427240009,0.009826066369243791,4.531768400633017e-09,2.467371557025888,-0.05324429505551024
ISIC,1995,2,3,221,2.410795888176601,0.00022348708546103075,0.00035263333627395756,True,97,0.004394109508299923,0.009213261449070196,2.2376344977449287e-09,2.4673458939898607,-0.06332067302449257
ISIC,1995,2,4,221,2.3979231899275497,0.0001450963005580522,0.00019153007853336894,True,97,0.0011631354464426721,0.002408879755987806,6.6652693386628615e-18,2.4673756404834637,-0.07209408350659711
ISIC,1995,2,5,221,2.3889257362727667,5.8614397174886816e-05,7.199271360923993e-05,True,97,0.00014603003957586405,0.000509057729571187,7.316912265624411e-19,2.467375644798732,-0.07925442810511699
ISIC,1995,2,6,221,-0.08434638522599078,4.825088576601615e-05,3.39587765595822e-05,True,97,1.7515188539032423e-05,1.8149465413500081e-06,4.045423603247272e-20,1.3782106220563227e-12,-0.08483533638095424
ISIC,1995,2,7,221,-0.08835608279543225,5.1865579854367496e-05,2.6449053913226606e-05,True,97,1.388134477273515e-05,1.1898229641719044e-06,2.9793723266363957e-19,1.5545192252730325e-11,-0.08887976092450761
ISIC,1995,2,8,221,-0.09117127031222727,3.8900555043515005e-05,1.9416670289189013e-05,True,97,2.1796751423620178e-05,8.949361665951261e-07,1.0282251140781333e-19,8.436069036568782e-13,-0.09156783819198608
ISIC,1995,2,9,221,-0.0927192039484352,4.110226096986789e-05,1.927166643767271e-05,True,97,3.252727594622303e-05,6.392946344897229e-06,4.1387255758373466e-19,2.2557600802568605e-12,-0.09314319828516757
ISIC,1995,2,10,221,-0.09371629060663249,2.1286683119192133e-05,1.6566289851895788e-05,True,97,3.3875057599383484e-05,1.6729873056370178e-06,3.2054403764581067e-19,5.683473070090208e-12,-0.0939410048102901
ISIC,1995,3,1,15,2.8094515760739642,0.0127715439380457,0.020807745299922922,True,97,2.8004519005616504,4.0591014941533405,3.8403754703448655e-16,0.47600001891454063,-0.08078183531761171
ISIC,1995,3,2,15,0.7699292699495951,0.00910566644743085,0.013354282764097055,True,97,0.4014463951190313,0.4520614365736643,2.765126984297786e-16,0.47600001891454063,-0.08163004954655965
ISIC,1995,3,3,15,0.7228941480318706,0.004303567375366886,0.006261838972568512,True,97,0.38665314118067423,0.47116635044415794,9.711502367718362e-17,0.47600001891454063,-0.08208139777183535
ISIC,1995,3,4,15,0.6161974946657817,0.0023043487298612794,0.003350347730641564,True,97,0.2957405120134354,0.30340169767538705,2.1350150282499874e-17,0.47600001891454063,-0.08256010254224141
ISIC,1995,3,5,15,0.5813285549481709,0.0015685636162136992,0.0023499088206638892,True,97,0.2666399617989858,0.2519293323159218,1.1997566976216686e-16,0.47600001891454063,-0.08321353356043498
ISIC,1995,3,6,15,0.08542243714133899,0.0012813238038991888,0.0018965640105307103,True,97,0.24533577064673107,0.22365270107984542,4.503763812765233e-17,4.829186647885223e-15,-0.08372029145558674
ISIC,1995,3,7,15,0.062359696502486864,0.00107403335471948,0.001590307087947925,True,97,0.22440938651561737,0.18171875923871994,2.2478021967620155e-15,6.550810065284092e-14,-0.08375668883323668
ISIC,1995,3,8,15,0.06211382156858842,0.0009618510492146015,0.001404271375698348,True,97,0.2252917269865672,0.18408920913934707,8.24950524410584e-17,2.8630732530277815e-15,-0.08396500468254088
ISIC,1995,3,9,15,0.04646719309190909,0.0009271329773279528,0.0013626481716831524,True,97,0.20724212924639385,0.1570165753364563,3.7514982096943035e-16,6.940131249222987e-15,-0.08422370870908104
ISIC,1995,3,10,15,0.04658901287863652,0.0008977542359692355,0.0013585556764155627,True,97,0.20864843626817067,0.15694793313741684,1.1081352026655738e-16,1.7710841583998298e-15,-0.08425398667653403
