dataset,source,method,online_BA,Q11_BA,Q11_minus_online
HK,U,C0,83.27240532358485,85.8418537346966,2.5694484111117504
HK,U,C1,81.17134098741455,85.8418537346966,4.6705127472820465
HK,F,C2,85.43534966965596,85.43534966965596,0.0
HK,F,C3,85.43534966965596,85.43534966965596,0.0
ISIC,U,C0,65.42391039342259,66.68198323686129,1.258072843438697
ISIC,U,C1,66.51538648489868,66.68198323686129,0.16659675196260082
ISIC,F,C2,68.6007250641397,69.00722912918035,0.4065040650406502
ISIC,F,C3,68.6007250641397,69.00722912918035,0.4065040650406502
