2026/09/15 16:29:01.739, 0, 0, 25.04
2026/09/15 16:29:16.831, 1879, 0, 130.14
2026/09/15 16:29:31.962, 0, 0, 25.74
2026/09/15 16:29:47.027, 3762, 88, 335.35
2026/09/15 16:30:02.118, 3762, 85, 303.88
2026/09/15 16:30:17.168, 3762, 99, 333.26
2026/09/15 16:30:32.258, 3762, 86, 300.48
2026/09/15 16:30:47.327, 3762, 80, 328.19
2026/09/15 16:31:02.418, 3762, 87, 351.73
2026/09/15 16:31:17.490, 3762, 99, 346.29
2026/09/15 16:31:32.558, 3762, 88, 351.11
2026/09/15 16:31:47.626, 3762, 100, 356.86
2026/09/15 16:32:02.691, 3762, 100, 356.32
2026/09/15 16:32:17.746, 3762, 100, 357.21
2026/09/15 16:32:32.831, 3762, 100, 355.61
2026/09/15 16:32:47.923, 3762, 100, 355.88
2026/09/15 16:33:03.011, 3762, 99, 315.03
2026/09/15 16:33:18.078, 3762, 88, 353.29
2026/09/15 16:33:33.166, 3762, 99, 349.80
2026/09/15 16:33:48.212, 3762, 88, 357.14
2026/09/15 16:34:03.260, 3762, 88, 357.37
2026/09/15 16:34:18.334, 3762, 53, 317.48
2026/09/15 16:34:33.430, 3762, 61, 320.47
2026/09/15 16:34:48.522, 3762, 99, 343.32
2026/09/15 16:35:03.618, 3762, 87, 352.87
2026/09/15 16:35:18.686, 3762, 99, 357.30
2026/09/15 16:35:33.782, 3762, 100, 351.62
2026/09/15 16:35:48.878, 3762, 88, 357.50
2026/09/15 16:36:03.966, 3762, 100, 356.55
2026/09/15 16:36:19.055, 3762, 88, 353.19
2026/09/15 16:36:34.126, 3762, 99, 311.82
2026/09/15 16:36:49.218, 3762, 99, 350.07
2026/09/15 16:37:04.314, 3762, 91, 327.54
2026/09/15 16:37:19.364, 3762, 100, 354.62
2026/09/15 16:37:34.408, 3762, 88, 349.53
2026/09/15 16:37:49.452, 3762, 100, 313.37
2026/09/15 16:38:04.519, 3762, 89, 357.30
2026/09/15 16:38:19.607, 3762, 99, 345.14
2026/09/15 16:38:34.652, 3762, 100, 360.57
2026/09/15 16:38:49.743, 3762, 99, 358.36
2026/09/15 16:39:04.807, 3762, 99, 345.18
2026/09/15 16:39:19.902, 3762, 88, 349.59
2026/09/15 16:39:34.998, 3762, 88, 350.89
2026/09/15 16:39:50.090, 3762, 100, 355.74
2026/09/15 16:40:05.183, 3762, 99, 321.16
2026/09/15 16:40:20.270, 3762, 100, 357.44
2026/09/15 16:40:35.316, 3762, 100, 356.64
2026/09/15 16:40:50.383, 3762, 86, 351.67
2026/09/15 16:41:05.450, 3762, 99, 353.99
2026/09/15 16:41:20.546, 3762, 100, 356.73
2026/09/15 16:41:35.642, 3762, 99, 348.59
2026/09/15 16:41:50.734, 3762, 100, 359.73
2026/09/15 16:42:05.823, 3762, 99, 347.67
2026/09/15 16:42:20.918, 3762, 25, 328.61
2026/09/15 16:42:35.967, 3762, 96, 339.89
2026/09/15 16:42:51.034, 3762, 100, 336.99
2026/09/15 16:43:06.102, 3762, 100, 354.76
2026/09/15 16:43:21.147, 3762, 100, 344.60
2026/09/15 16:43:36.196, 1887, 72, 313.57
2026/09/15 16:43:51.225, 3762, 100, 303.49
2026/09/15 16:44:06.252, 3762, 100, 358.11
2026/09/15 16:44:21.279, 3762, 86, 323.52
2026/09/15 16:44:36.306, 3762, 100, 358.33
2026/09/15 16:44:51.333, 3762, 27, 329.30
2026/09/15 16:45:06.360, 3762, 88, 356.39
2026/09/15 16:45:21.388, 3762, 30, 336.15
2026/09/15 16:45:36.415, 3762, 100, 348.28
2026/09/15 16:45:51.444, 3762, 100, 355.41
2026/09/15 16:46:06.494, 3762, 100, 357.11
2026/09/15 16:46:21.522, 3762, 83, 336.20
2026/09/15 16:46:36.547, 3762, 88, 360.10
2026/09/15 16:46:51.572, 3762, 99, 345.74
2026/09/15 16:47:06.598, 3762, 87, 359.28
2026/09/15 16:47:21.623, 3762, 100, 351.45
2026/09/15 16:47:36.649, 3762, 88, 357.25
2026/09/15 16:47:51.684, 3762, 90, 354.72
2026/09/15 16:48:06.710, 3762, 86, 321.81
2026/09/15 16:48:21.737, 3762, 99, 312.88
2026/09/15 16:48:36.764, 3762, 100, 325.12
2026/09/15 16:48:51.790, 3762, 100, 357.68
2026/09/15 16:49:06.817, 3762, 87, 358.77
2026/09/15 16:49:21.844, 3762, 76, 319.54
2026/09/15 16:49:36.873, 3762, 100, 347.49
2026/09/15 16:49:51.901, 3762, 91, 351.45
2026/09/15 16:50:06.925, 3762, 100, 358.55
2026/09/15 16:50:21.951, 3762, 99, 349.71
2026/09/15 16:50:36.976, 3762, 100, 356.03
2026/09/15 16:50:52.002, 3762, 100, 356.21
2026/09/15 16:51:07.028, 3762, 100, 336.89
2026/09/15 16:51:22.055, 3762, 88, 352.52
2026/09/15 16:51:37.083, 3762, 94, 352.11
2026/09/15 16:51:52.130, 3762, 96, 363.25
2026/09/15 16:52:07.180, 3762, 88, 340.05
2026/09/15 16:52:22.251, 1887, 86, 312.11
2026/09/15 16:52:37.315, 1887, 50, 315.87
2026/09/15 16:52:52.382, 1887, 86, 312.54
2026/09/15 16:53:07.478, 1887, 86, 314.64
2026/09/15 16:53:22.574, 1887, 86, 326.13
2026/09/15 16:53:37.671, 1887, 86, 370.52
2026/09/15 16:53:52.759, 1887, 87, 371.47
2026/09/15 16:54:07.827, 1887, 91, 372.74
2026/09/15 16:54:22.914, 1887, 86, 372.12
2026/09/15 16:54:38.007, 1887, 83, 371.87
2026/09/15 16:54:53.099, 1887, 63, 337.11
2026/09/15 16:55:08.186, 1887, 86, 331.38
2026/09/15 16:55:23.283, 1887, 73, 324.33
2026/09/15 16:55:38.324, 1887, 19, 147.05
2026/09/15 16:55:53.395, 1887, 86, 343.59
2026/09/15 16:56:08.440, 1887, 57, 342.81
2026/09/15 16:56:23.506, 1887, 62, 329.73
2026/09/15 16:56:38.552, 1887, 71, 334.11
2026/09/15 16:56:53.635, 1887, 62, 338.21
2026/09/15 16:57:08.722, 1887, 0, 187.88
2026/09/15 16:57:23.806, 1887, 83, 339.91
2026/09/15 16:57:38.852, 1887, 62, 336.38
2026/09/15 16:57:53.899, 1887, 86, 371.36
