comparison,stage,metric,lower_pp,upper_pp,resamples,seed,valid_draws,parents_resampled
S-J-CB minus S-M-CB,1,HM_old_current_macro,-2.2011063061168405,0.6876891966164337,2000,44001,2000,False
S-J-CB minus S-M-CB,1,label_12_recall,-5.691056910569107,0.0,2000,44001,2000,False
S-J-CB minus S-M-CB,1,label_17_recall,0.0,20.0,2000,44001,2000,False
S-J-CB minus S-M-CB,1,label_16_recall,-12.5,25.0,2000,44001,2000,False
S-J-CB minus S-M-CB,1,label_22_recall,-3.1746031746031775,7.936507936507934,2000,44001,2000,False
S-J-CB minus S-M-CB,1,label_13_recall,-2.5,0.625,2000,44001,2000,False
S-J-CB minus S-M-CB,1,label_9_recall,-1.0162601626016254,0.0,2000,44001,2000,False
S-J-CB minus S-M-CB,2,balanced_accuracy,-0.5963271622626377,2.6920360856891135,2000,44001,2000,False
S-J-CB minus S-M-CB,2,old_macro_recall,-0.7122286199021728,2.9744757742076486,2000,44001,2000,False
S-J-CB minus S-M-CB,2,current_macro_recall,-0.42462845010615996,1.4089944026249814,2000,44001,2000,False
S-J-CB minus S-M-CB,2,base_macro_recall,-0.6716898231397895,3.5490405173062727,2000,44001,2000,False
S-J-CB minus S-M-CB,2,post_base_macro_recall,-0.8944403644962904,0.5498492674923882,2000,44001,2000,False
S-J-CB minus S-M-CB,2,tail_rank8_macro_recall,-1.5972222222222225,6.322916666666648,2000,44001,2000,False
S-J-CB minus S-M-CB,2,middle_rank7_macro_recall,0.13551481764196646,2.9361008602811904,2000,44001,2000,False
S-J-CB minus S-M-CB,2,head_rank8_macro_recall,-0.7297765416500712,0.05004031487230314,2000,44001,2000,False
S-J-CB minus S-M-CB,2,HM_old_current_macro,-0.413301180250054,1.7407533904708827,2000,44001,2000,False
S-J-CB minus S-M-CB,2,label_0_recall,0.0,0.0,2000,44001,2000,False
S-J-CB minus S-M-CB,2,label_12_recall,-2.439024390243906,0.0,2000,44001,2000,False
S-J-CB minus S-M-CB,2,label_17_recall,0.0,26.666666666666668,2000,44001,2000,False
S-J-CB minus S-M-CB,2,label_3_recall,-2.972399150743101,-4.736951571734001e-15,2000,44001,2000,False
S-J-CB minus S-M-CB,2,label_16_recall,-25.0,25.0,2000,44001,2000,False
S-J-CB minus S-M-CB,2,label_22_recall,0.0,7.936507936507937,2000,44001,2000,False
S-J-CB minus S-M-CB,2,label_13_recall,-0.625,1.25,2000,44001,2000,False
S-J-CB minus S-M-CB,2,label_18_recall,0.0,3.030303030303031,2000,44001,2000,False
S-J-CB minus S-M-CB,2,label_9_recall,-1.0162601626016254,0.0,2000,44001,2000,False
S-J-CB minus S-M-CB,2,label_19_recall,0.0,0.0,2000,44001,2000,False
S-J-CB minus S-M-CB,2,label_15_recall,0.0,0.0,2000,44001,2000,False
S-J-CB minus S-M-CB,3,balanced_accuracy,-0.46067987581829845,1.9014356215452237,2000,44001,2000,False
S-J-CB minus S-M-CB,3,old_macro_recall,-0.6546650891744611,1.9542265913109607,2000,44001,2000,False
S-J-CB minus S-M-CB,3,current_macro_recall,0.3843351548269614,2.5282331511839686,2000,44001,2000,False
S-J-CB minus S-M-CB,3,base_macro_recall,-0.7310416116150148,2.6345666469623445,2000,44001,2000,False
S-J-CB minus S-M-CB,3,post_base_macro_recall,-0.4632931598640273,0.95452675810586,2000,44001,2000,False
S-J-CB minus S-M-CB,3,tail_rank8_macro_recall,-1.0416666666666667,4.494047619047618,2000,44001,2000,False
S-J-CB minus S-M-CB,3,middle_rank7_macro_recall,-0.6728519040735761,1.7609832497369444,2000,44001,2000,False
S-J-CB minus S-M-CB,3,head_rank8_macro_recall,-0.5499214614467621,0.3391039073149365,2000,44001,2000,False
S-J-CB minus S-M-CB,3,HM_old_current_macro,-0.011374718037564804,1.570766555480009,2000,44001,2000,False
S-J-CB minus S-M-CB,3,label_0_recall,0.0,0.0,2000,44001,2000,False
S-J-CB minus S-M-CB,3,label_12_recall,-2.439024390243906,0.0,2000,44001,2000,False
S-J-CB minus S-M-CB,3,label_11_recall,0.0,7.103825136612023,2000,44001,2000,False
S-J-CB minus S-M-CB,3,label_17_recall,0.0,20.0,2000,44001,2000,False
S-J-CB minus S-M-CB,3,label_3_recall,-3.6093418259023387,-0.42462845010615524,2000,44001,2000,False
S-J-CB minus S-M-CB,3,label_16_recall,-12.5,25.0,2000,44001,2000,False
S-J-CB minus S-M-CB,3,label_22_recall,-4.736951571734001e-15,4.761904761904764,2000,44001,2000,False
S-J-CB minus S-M-CB,3,label_13_recall,-1.25,1.4583333333333333,2000,44001,2000,False
S-J-CB minus S-M-CB,3,label_18_recall,-5.050505050505049,2.0202020202020208,2000,44001,2000,False
S-J-CB minus S-M-CB,3,label_9_recall,-1.0162601626016254,0.0,2000,44001,2000,False
S-J-CB minus S-M-CB,3,label_19_recall,0.0,0.0,2000,44001,2000,False
S-J-CB minus S-M-CB,3,label_15_recall,0.0,0.0,2000,44001,2000,False
S-J-CB minus S-M-CB,3,label_6_recall,0.0,0.0,2000,44001,2000,False
S-J-CB minus S-M-CB,3,label_5_recall,0.0,0.0,2000,44001,2000,False
S-J-CB minus S-M-CB,4,balanced_accuracy,-0.7902372381403805,1.79261553827399,2000,44001,2000,False
S-J-CB minus S-M-CB,4,old_macro_recall,-0.9737433091900457,1.9145531706333796,2000,44001,2000,False
S-J-CB minus S-M-CB,4,current_macro_recall,-1.17222222222222,2.8542929292929258,2000,44001,2000,False
S-J-CB minus S-M-CB,4,base_macro_recall,-1.7003029155314897,2.437164636005698,2000,44001,2000,False
S-J-CB minus S-M-CB,4,post_base_macro_recall,-0.12098443684033432,1.5293971707141696,2000,44001,2000,False
S-J-CB minus S-M-CB,4,tail_rank8_macro_recall,-2.8571428571428577,4.0625,2000,44001,2000,False
S-J-CB minus S-M-CB,4,middle_rank7_macro_recall,-0.0848472305014549,2.3087608676675875,2000,44001,2000,False
S-J-CB minus S-M-CB,4,head_rank8_macro_recall,-0.8263242354797202,0.08456831962096086,2000,44001,2000,False
S-J-CB minus S-M-CB,4,HM_old_current_macro,-0.6474974008171998,1.9801340735000992,2000,44001,2000,False
S-J-CB minus S-M-CB,4,label_0_recall,0.0,0.0,2000,44001,2000,False
S-J-CB minus S-M-CB,4,label_4_recall,-2.2222222222222237,1.0101010101010104,2000,44001,2000,False
S-J-CB minus S-M-CB,4,label_12_recall,-4.0650406504065115,0.0,2000,44001,2000,False
S-J-CB minus S-M-CB,4,label_11_recall,-0.5464480874316943,4.3715846994535505,2000,44001,2000,False
S-J-CB minus S-M-CB,4,label_17_recall,-20.0,20.0,2000,44001,2000,False
S-J-CB minus S-M-CB,4,label_3_recall,-3.614649681528665,-0.21231422505307762,2000,44001,2000,False
S-J-CB minus S-M-CB,4,label_21_recall,0.0,0.0,2000,44001,2000,False
S-J-CB minus S-M-CB,4,label_16_recall,-12.5,25.0,2000,44001,2000,False
S-J-CB minus S-M-CB,4,label_22_recall,0.0,7.936507936507937,2000,44001,2000,False
S-J-CB minus S-M-CB,4,label_13_recall,-1.4583333333333333,0.8333333333333334,2000,44001,2000,False
S-J-CB minus S-M-CB,4,label_18_recall,-3.0303030303030334,5.050505050505052,2000,44001,2000,False
S-J-CB minus S-M-CB,4,label_14_recall,0.5555555555555524,4.444444444444447,2000,44001,2000,False
S-J-CB minus S-M-CB,4,label_9_recall,-0.6097560975609753,0.6097560975609753,2000,44001,2000,False
S-J-CB minus S-M-CB,4,label_19_recall,0.0,0.0,2000,44001,2000,False
S-J-CB minus S-M-CB,4,label_15_recall,0.0,0.0,2000,44001,2000,False
S-J-CB minus S-M-CB,4,label_6_recall,0.0,0.0,2000,44001,2000,False
S-J-CB minus S-M-CB,4,label_5_recall,0.0,0.0,2000,44001,2000,False
S-J-CB minus S-M-CB,4,label_20_recall,-1.52777777777778,5.5555555555555545,2000,44001,2000,False
S-J-CB minus S-M-CB,5,balanced_accuracy,-1.2280903109659078,0.7628846847466133,2000,44001,2000,False
S-J-CB minus S-M-CB,5,old_macro_recall,-1.2885310878486238,0.8576416696493683,2000,44001,2000,False
S-J-CB minus S-M-CB,5,current_macro_recall,-1.3830777239418541,0.4128783795493879,2000,44001,2000,False
S-J-CB minus S-M-CB,5,base_macro_recall,-1.9432110949056516,1.47783247356806,2000,44001,2000,False
S-J-CB minus S-M-CB,5,post_base_macro_recall,-0.8769233958041179,0.4239669322695983,2000,44001,2000,False
S-J-CB minus S-M-CB,5,tail_rank8_macro_recall,-2.7083333333333335,2.6041666666666656,2000,44001,2000,False
S-J-CB minus S-M-CB,5,middle_rank7_macro_recall,-1.1075788707873089,0.8643447012771828,2000,44001,2000,False
S-J-CB minus S-M-CB,5,head_rank8_macro_recall,-0.9717826116410705,0.022728424974618713,2000,44001,2000,False
S-J-CB minus S-M-CB,5,HM_old_current_macro,-1.19506965468059,0.546038137322655,2000,44001,2000,False
S-J-CB minus S-M-CB,5,label_0_recall,0.0,0.0,2000,44001,2000,False
S-J-CB minus S-M-CB,5,label_4_recall,-2.2222222222222237,1.0101010101010104,2000,44001,2000,False
S-J-CB minus S-M-CB,5,label_12_recall,-4.878048780487812,0.0,2000,44001,2000,False
S-J-CB minus S-M-CB,5,label_8_recall,0.0,2.1786492374727637,2000,44001,2000,False
S-J-CB minus S-M-CB,5,label_2_recall,-3.846153846153849,-0.73260073260073,2000,44001,2000,False
S-J-CB minus S-M-CB,5,label_11_recall,-2.732240437158469,2.732240437158469,2000,44001,2000,False
S-J-CB minus S-M-CB,5,label_17_recall,-20.0,0.0,2000,44001,2000,False
S-J-CB minus S-M-CB,5,label_3_recall,-3.4023354564755874,0.0,2000,44001,2000,False
S-J-CB minus S-M-CB,5,label_21_recall,0.0,0.0,2000,44001,2000,False
S-J-CB minus S-M-CB,5,label_16_recall,-12.5,25.0,2000,44001,2000,False
S-J-CB minus S-M-CB,5,label_22_recall,0.0,0.0,2000,44001,2000,False
S-J-CB minus S-M-CB,5,label_13_recall,-2.0833333333333335,0.4166666666666667,2000,44001,2000,False
S-J-CB minus S-M-CB,5,label_18_recall,-2.0202020202020186,6.060606060606061,2000,44001,2000,False
S-J-CB minus S-M-CB,5,label_14_recall,0.0,2.777777777777781,2000,44001,2000,False
S-J-CB minus S-M-CB,5,label_9_recall,-0.6097560975609753,0.0,2000,44001,2000,False
S-J-CB minus S-M-CB,5,label_19_recall,0.0,0.0,2000,44001,2000,False
S-J-CB minus S-M-CB,5,label_15_recall,0.0,0.0,2000,44001,2000,False
S-J-CB minus S-M-CB,5,label_6_recall,0.0,0.0,2000,44001,2000,False
S-J-CB minus S-M-CB,5,label_5_recall,0.0,0.0,2000,44001,2000,False
S-J-CB minus S-M-CB,5,label_20_recall,-3.5353535353535364,2.0328282828282145,2000,44001,2000,False
S-J-CB minus S-M-CB,5,label_10_recall,-1.5555555555555571,2.8888888888888906,2000,44001,2000,False
S-J-CB minus S-M-CB,5,label_7_recall,0.0,0.0,2000,44001,2000,False
S-J-CB minus S-M-CB,5,label_1_recall,-4.12979351032448,-0.2949852507374638,2000,44001,2000,False
S-J-CB minus S-M-CB,average,AvgBA_all,-0.6771507142915835,1.6979510271055267,2000,44001,2000,False
S-J-CB minus S-M-CB,average,AvgBA_inc,-0.6505600593960736,1.7124462742018562,2000,44001,2000,False
