dataset,seed,task,contrast,metric,difference_pp,low,high
ISIC,1993,1,F1-C0,HM,,,
ISIC,1994,1,F1-C0,HM,,,
ISIC,1995,1,F1-C0,HM,,,
ISIC,1993,1,F1-C0,tail,,,
ISIC,1994,1,F1-C0,tail,0.0,0.0,0.0
ISIC,1995,1,F1-C0,tail,,,
ISIC,1993,2,C3-F1,BA,-1.1779379157428025,-2.9871119733924623,0.0
ISIC,1994,2,C3-F1,BA,-1.3361074489123297,-3.794584216497002,0.990755772005774
ISIC,1995,2,C3-F1,BA,0.0,0.0,0.0
ISIC,fixed_three_mean,2,C3-F1,BA,-0.8380151215517108,-1.8399419226400904,0.013893203679790316
ISIC,1993,2,C3-F1,old,-2.355875831485605,-5.9742239467849245,0.0
ISIC,1994,2,C3-F1,old,1.25,0.0,3.75
ISIC,1995,2,C3-F1,old,0.0,0.0,0.0
ISIC,fixed_three_mean,2,C3-F1,old,-0.3686252771618683,-1.9115574348132516,0.8333333333333334
ISIC,1993,2,C3-F1,current,0.0,0.0,0.0
ISIC,1994,2,C3-F1,current,-3.9222148978246594,-8.334558823529413,0.0
ISIC,1995,2,C3-F1,current,0.0,0.0,0.0
ISIC,fixed_three_mean,2,C3-F1,current,-1.3074049659415532,-2.7781862745098045,0.0
ISIC,1993,2,C3-F1,HM,-0.8394352284161499,-2.248942273139303,0.0
ISIC,1994,2,C3-F1,HM,-1.9306336615721094,-4.961100038959979,0.6099460817127704
ISIC,1995,2,C3-F1,HM,0.0,0.0,0.0
ISIC,fixed_three_mean,2,C3-F1,HM,-0.9233562966627531,-2.1135076098656396,0.0
ISIC,1993,2,C3-F1,tail,0.0,0.0,0.0
ISIC,1994,2,C3-F1,tail,0.0,0.0,0.0
ISIC,1995,2,C3-F1,tail,0.0,0.0,0.0
ISIC,fixed_three_mean,2,C3-F1,tail,0.0,0.0,0.0
ISIC,1993,2,C2-F1,BA,-1.1779379157428025,-2.9871119733924623,0.0
ISIC,1994,2,C2-F1,BA,-0.6604317732366525,-3.0600962854117086,1.25
ISIC,1995,2,C2-F1,BA,0.0,0.0,0.0
ISIC,fixed_three_mean,2,C2-F1,BA,-0.612789896326485,-1.6104633864433229,0.2120509496962943
ISIC,1993,2,C2-F1,old,-2.355875831485605,-5.9742239467849245,0.0
ISIC,1994,2,C2-F1,old,1.25,0.0,3.75
ISIC,1995,2,C2-F1,old,0.0,0.0,0.0
ISIC,fixed_three_mean,2,C2-F1,old,-0.3686252771618683,-1.9115574348132516,0.8333333333333334
ISIC,1993,2,C2-F1,current,0.0,0.0,0.0
ISIC,1994,2,C2-F1,current,-2.570863546473305,-6.558954203691045,0.0
ISIC,1995,2,C2-F1,current,0.0,0.0,0.0
ISIC,fixed_three_mean,2,C2-F1,current,-0.8569545154911017,-2.186318067897015,0.0
ISIC,1993,2,C2-F1,HM,-0.8394352284161499,-2.248942273139303,0.0
ISIC,1994,2,C2-F1,HM,-1.0704606646109553,-3.9578640427620444,1.0995051813433754
ISIC,1995,2,C2-F1,HM,0.0,0.0,0.0
ISIC,fixed_three_mean,2,C2-F1,HM,-0.6366319643423685,-1.7017892266285761,0.17782268388688685
ISIC,1993,2,C2-F1,tail,0.0,0.0,0.0
ISIC,1994,2,C2-F1,tail,0.0,0.0,0.0
