dataset,seed,task,candidate,comparator,ba_difference_pp,macro_f1_difference_pp,accuracy_difference_pp,tail_ba_difference_pp,old_ba_difference_pp,current_ba_difference_pp,hm_difference_pp,zero_recall_difference
HK,1995,5,A2,A0,-0.05945121951219656,0.32024545672363347,0.23696682464454666,0.0,-0.07431402439024293,0.0,-0.04367757055646626,0
HK,1995,5,A6,A0,-0.05945121951219656,0.32024545672363347,0.23696682464454666,0.0,-0.07431402439024293,0.0,-0.04367757055646626,0
HK,1995,5,A6,A5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HK,1995,5,A6,A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HK,1995,5,A6,A3s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HK,1995,6,A6,A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HK,1995,6,A2,A0,1.6355976672511985,1.5616206421723011,0.5875440658049347,4.999999999999999,-0.037282799298565816,9.999999999999998,8.693442547212182,0
HK,1995,6,A6,A0,1.6355976672511985,1.5616206421723011,0.5875440658049347,4.999999999999999,-0.037282799298565816,9.999999999999998,8.693442547212182,0
HK,1995,6,A6,A5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HK,1995,6,A6,A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HK,1995,6,A6,A3s,0.05208333333335258,0.18919387810752974,0.1175088131609825,0.0,0.06250000000000977,0.0,0.016656189699426616,0
HK,1995,7,A6,A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HK,1995,7,A2,A0,1.3338429422027454,1.6480350450188808,0.9039548022598876,0.0,0.7985743416607738,4.545454545454547,5.910866954216304,0
HK,1995,7,A6,A0,1.3338429422027454,1.6480350450188808,0.9039548022598876,0.0,0.7985743416607738,4.545454545454547,5.910866954216304,0
HK,1995,7,A6,A5,0.21645021645021467,0.16305844244632883,0.1129943502824915,0.0,0.0,1.5151515151515165,1.8920983004378666,0
HK,1995,7,A6,A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HK,1995,7,A6,A3s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HK,1995,8,A6,A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HK,1995,8,A2,A0,1.3512932311690262,0.801450790060465,0.20876826722339148,3.3333333333333326,1.6525602295611508,-0.7575757575757569,0.18681140428751242,0
HK,1995,8,A6,A0,1.3512932311690262,0.801450790060465,0.20876826722339148,3.3333333333333326,1.6525602295611508,-0.7575757575757569,0.18681140428751242,0
HK,1995,8,A6,A5,0.34183296378418326,0.47981939158410203,0.20876826722339148,0.0,0.3906662443247777,0.0,0.1517127456049372,0
HK,1995,8,A6,A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HK,1995,8,A6,A3s,0.29761904761904656,0.21491798431454434,0.10438413361170129,0.0,0.3401360544217691,0.0,0.13203345139519707,0
HK,1995,9,A6,A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HK,1995,9,A2,A0,1.3993064490311014,1.2552531465465422,0.5952380952381042,3.333333333333327,1.3921429043716516,1.4566148063067663,1.4312014216773306,0
HK,1995,9,A6,A0,1.3993064490311014,1.2552531465465422,0.5952380952381042,3.333333333333327,1.3921429043716516,1.4566148063067663,1.4312014216773306,0
HK,1995,9,A6,A5,0.2046609889747142,0.3301217215884056,0.25510204081633514,0.0,0.230243612596559,0.0,0.1381858708515704,0
HK,1995,9,A6,A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HK,1995,9,A6,A3s,0.24517210811170198,0.3216550895403625,0.25510204081633514,0.0,0.3384687208216608,-0.5012007935679241,-0.00016353696411508523,0
HK,1995,10,A6,A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HK,1995,10,A2,A0,1.3446779870458947,1.1017047090990828,0.4405286343612369,2.8571428571428523,1.5246116827982492,-0.27472527472527375,0.42220068463100224,0
HK,1995,10,A6,A0,1.3446779870458947,1.1017047090990828,0.4405286343612369,2.8571428571428523,1.5246116827982492,-0.27472527472527375,0.42220068463100224,0
HK,1995,10,A6,A5,0.07575757575757347,-0.13589987712938623,0.0,0.0,0.08417508417508657,0.0,0.03226480731004511,0
HK,1995,10,A6,A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HK,1995,10,A6,A3s,-0.2016352308719549,-0.18803281901711433,-0.07342143906020615,0.0,-0.22403914541327952,0.0,-0.08564304832382463,0
HK,1995,11,A6,A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HK,1995,11,A2,A0,0.5323728061591648,0.606275183285887,0.41224970553592755,0.9374999999999967,0.5788953937497121,0.22222222222222365,0.49037926214938743,0
HK,1995,11,A6,A0,0.5323728061591648,0.606275183285887,0.41224970553592755,0.9374999999999967,0.5788953937497121,0.22222222222222365,0.49037926214938743,0
HK,1995,11,A6,A5,0.030476769607201692,-0.002035040975001401,0.05889281507656108,0.0,0.03504828504827806,0.0,0.025365392549892007,0
HK,1995,11,A6,A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HK,1995,11,A6,A3s,0.2990236682279601,0.4759234024724224,0.41224970553592755,0.0,0.2408469154318471,0.6868686868686802,0.39267126348744297,0
