accuracy,ba,current_ba,current_to_old,dataset,hm,macro_f1,method,old_ba,old_to_current,seed,seen_classes,tail_ba,task,zero_recall
0.5966101694915255,0.6037388579077339,0.45240893066980026,42,ISIC,0.5349001184927994,0.6088997913178182,A3,0.654182166987045,20,1993,8,0.6923076923076923,4,0
0.5898305084745763,0.597896466603386,0.4415393654524089,44,ISIC,0.5258689976018706,0.6027721041815814,A3s,0.6500155003203784,21,1993,8,0.6923076923076923,4,0
0.5932203389830508,0.6027716194603787,0.4767920094007051,40,ISIC,0.5481999781558026,0.6082502383437977,A4,0.6447648228136033,23,1993,8,0.7131410256410255,4,0
0.5932203389830508,0.6027716194603787,0.4767920094007051,40,ISIC,0.5481999781558026,0.6082502383437977,A5,0.6447648228136033,23,1993,8,0.7131410256410255,4,0
0.5932203389830508,0.6027716194603787,0.4767920094007051,40,ISIC,0.5481999781558026,0.6082502383437977,A6,0.6447648228136033,23,1993,8,0.7131410256410255,4,0
0.4542372881355932,0.46659784406669347,0.34400705052878966,52,ISIC,0.41004526988170437,0.47237092611823234,A7,0.5074614419126614,38,1993,8,0.594551282051282,4,0
0.5898305084745763,0.599722838972574,0.4767920094007051,40,ISIC,0.5467253341211076,0.6052689114712124,A8,0.6406997821631968,24,1993,8,0.7131410256410255,4,0
0.8125,0.7583333333333333,0.7583333333333333,0,ISIC,nan,0.775438596491228,P,nan,0,1994,2,0.5416666666666666,1,0
0.796875,0.7375,0.7375,0,ISIC,nan,0.752895752895753,A0,nan,0,1994,2,0.5,1,0
0.8125,0.7666666666666666,0.7666666666666666,0,ISIC,nan,0.7818181818181817,A1,nan,0,1994,2,0.5833333333333334,1,0
0.828125,0.7791666666666667,0.7791666666666667,0,ISIC,nan,0.7971766061653702,A2,nan,0,1994,2,0.5833333333333334,1,0
0.828125,0.7791666666666667,0.7791666666666667,0,ISIC,nan,0.7971766061653702,A3,nan,0,1994,2,0.5833333333333334,1,0
0.828125,0.7791666666666667,0.7791666666666667,0,ISIC,nan,0.7971766061653702,A3s,nan,0,1994,2,0.5833333333333334,1,0
0.828125,0.7791666666666667,0.7791666666666667,0,ISIC,nan,0.7971766061653702,A4,nan,0,1994,2,0.5833333333333334,1,0
0.828125,0.7791666666666667,0.7791666666666667,0,ISIC,nan,0.7971766061653702,A5,nan,0,1994,2,0.5833333333333334,1,0
0.828125,0.7791666666666667,0.7791666666666667,0,ISIC,nan,0.7971766061653702,A6,nan,0,1994,2,0.5833333333333334,1,0
0.65625,0.6416666666666666,0.6416666666666666,0,ISIC,nan,0.6389743589743591,A7,nan,0,1994,2,0.5833333333333334,1,0
0.828125,0.7791666666666667,0.7791666666666667,0,ISIC,nan,0.7971766061653702,A8,nan,0,1994,2,0.5833333333333334,1,0
0.5915492957746479,0.5855938255328499,0.5128543177323666,14,ISIC,0.5765584912032196,0.5934757659036258,P,0.6583333333333333,13,1994,4,0.5416666666666666,2,0
0.6126760563380281,0.6045457042408262,0.5507580751483191,12,ISIC,0.5997601123110544,0.6157615366080471,A0,0.6583333333333333,14,1994,4,0.5416666666666666,2,0
0.6197183098591549,0.6098316304108987,0.5738299274884641,11,ISIC,0.6077062526038441,0.620146708908893,A1,0.6458333333333333,13,1994,4,0.5416666666666666,2,0
0.6056338028169014,0.5975870687760931,0.499340804218853,13,ISIC,0.5814348978142616,0.606526728030133,A2,0.6958333333333333,10,1994,4,0.5416666666666666,2,0
0.5985915492957746,0.5828512964183696,0.5115359261700725,13,ISIC,0.5741254308933127,0.5908868760395125,A3,0.6541666666666667,10,1994,4,0.4583333333333333,2,0
0.6056338028169014,0.5932679630850363,0.5115359261700725,13,ISIC,0.5820080834456034,0.602077599327913,A3s,0.675,10,1994,4,0.5,2,0
0.5985915492957746,0.5913370687760932,0.499340804218853,13,ISIC,0.5770249054780905,0.5988961339864954,A4,0.6833333333333333,10,1994,4,0.5416666666666666,2,0
0.5985915492957746,0.5913370687760932,0.499340804218853,13,ISIC,0.5770249054780905,0.5988961339864954,A5,0.6833333333333333,10,1994,4,0.5416666666666666,2,0
0.6056338028169014,0.5975870687760931,0.499340804218853,13,ISIC,0.5814348978142616,0.606526728030133,A6,0.6958333333333333,10,1994,4,0.5416666666666666,2,0
0.4788732394366197,0.4839211162381894,0.4845088991430455,15,ISIC,0.48392040230211253,0.47995854063018245,A7,0.4833333333333333,16,1994,4,0.5416666666666666,2,0
0.5985915492957746,0.5913370687760932,0.499340804218853,13,ISIC,0.5770249054780905,0.5988961339864954,A8,0.6833333333333333,10,1994,4,0.5416666666666666,2,0
0.5650224215246636,0.5554548450889915,0.6182432432432432,19,ISIC,0.567269281833229,0.5634278510510996,P,0.5240606460118655,17,1994,6,0.5,3,0
0.547085201793722,0.5388898044385849,0.6182432432432432,19,ISIC,0.5523886866119814,0.5460184279191128,A0,0.4992130850362557,16,1994,6,0.5,3,0
0.5650224215246636,0.549919015467796,0.6544840294840295,17,ISIC,0.5653838058582847,0.5524917807575791,A1,0.4976365084596792,23,1994,6,0.4166666666666667,3,0
0.5919282511210763,0.5811502466990272,0.667997542997543,17,ISIC,0.5958245908134654,0.5875893854617259,A2,0.5377265985497692,19,1994,6,0.5,3,0
0.6053811659192825,0.5932107828449292,0.6815110565110565,15,ISIC,0.6081578183295168,0.6019144740969684,A3,0.5490606460118655,17,1994,6,0.5,3,0
0.5919282511210763,0.5811911967399772,0.6701474201474201,16,ISIC,0.5960537903950537,0.5919258881215403,A3s,0.5367130850362557,19,1994,6,0.5,3,0
0.5919282511210763,0.5811502466990272,0.667997542997543,17,ISIC,0.5958245908134654,0.5875893854617259,A4,0.5377265985497692,19,1994,6,0.5,3,0
0.5919282511210763,0.5811502466990272,0.667997542997543,17,ISIC,0.5958245908134654,0.5875893854617259,A5,0.5377265985497692,19,1994,6,0.5,3,0
0.5919282511210763,0.5811502466990272,0.667997542997543,17,ISIC,0.5958245908134654,0.5875893854617259,A6,0.5377265985497692,19,1994,6,0.5,3,0
0.4439461883408072,0.44003074582342877,0.5436117936117936,19,ISIC,0.452973132805127,0.428037206568563,A7,0.38824022192924634,31,1994,6,0.4583333333333333,3,0
0.5919282511210763,0.5811502466990272,0.667997542997543,17,ISIC,0.5958245908134654,0.5875893854617259,A8,0.5377265985497692,19,1994,6,0.5,3,0
0.5423728813559322,0.5549726359343273,0.6789297658862876,26,ISIC,0.5848391408375531,0.5555991004063034,P,0.5136535926170073,14,1994,8,0.7115384615384616,4,0
0.5389830508474577,0.5521427284715991,0.6078595317725752,29,ISIC,0.5682974734310099,0.5534786749587792,A0,0.533570460704607,16,1994,8,0.6939102564102564,4,0
0.5186440677966102,0.5293695076204354,0.6137123745819398,31,ISIC,0.5518125053516868,0.518530239851596,A1,0.5012552186332674,22,1994,8,0.6490384615384616,4,0
0.5661016949152542,0.5753165663392333,0.6789297658862876,26,ISIC,0.6020304306774292,0.5770033660381297,A2,0.5407788331568818,19,1994,8,0.6907051282051282,4,0
0.576271186440678,0.5858381729139948,0.6463210702341138,30,ISIC,0.6033162006106205,0.587923412886407,A3,0.5656772071406219,17,1994,8,0.6907051282051282,4,0
0.5728813559322034,0.5821301966450428,0.6463210702341138,30,ISIC,0.6004927935692274,0.5855345392063138,A3s,0.5607332387820193,14,1994,8,0.6907051282051282,4,0
0.5661016949152542,0.5753165663392333,0.6789297658862876,26,ISIC,0.6020304306774292,0.5770033660381297,A4,0.5407788331568818,19,1994,8,0.6907051282051282,4,0
0.5694915254237288,0.5786949447176117,0.6789297658862876,26,ISIC,0.6048115115044946,0.5789628142024049,A5,0.5452833376613864,20,1994,8,0.6907051282051282,4,0
0.5661016949152542,0.5753165663392333,0.6789297658862876,26,ISIC,0.6020304306774292,0.5770033660381297,A6,0.5407788331568818,19,1994,8,0.6907051282051282,4,0
0.41694915254237286,0.4323622799331972,0.495819397993311,35,ISIC,0.4495683821504249,0.4186479057903659,A7,0.4112099072464926,25,1994,8,0.594551282051282,4,0
0.5661016949152542,0.5753165663392333,0.6789297658862876,26,ISIC,0.6020304306774292,0.5770033660381297,A8,0.5407788331568818,19,1994,8,0.6907051282051282,4,0
0.8311688311688312,0.8293918918918919,0.8293918918918919,0,ISIC,nan,0.830137451213304,P,nan,0,1995,2,nan,1,0
0.8571428571428571,0.8574324324324325,0.8574324324324325,0,ISIC,nan,0.8570464135021097,A0,nan,0,1995,2,nan,1,0
0.8181818181818182,0.818918918918919,0.818918918918919,0,ISIC,nan,0.8181511470985154,A1,nan,0,1995,2,nan,1,0
0.8571428571428571,0.8564189189189189,0.8564189189189189,0,ISIC,nan,0.8567562996786741,A2,nan,0,1995,2,nan,1,0
0.8441558441558441,0.8439189189189189,0.8439189189189189,0,ISIC,nan,0.8439189189189189,A3,nan,0,1995,2,nan,1,0
0.8571428571428571,0.8574324324324325,0.8574324324324325,0,ISIC,nan,0.8570464135021097,A3s,nan,0,1995,2,nan,1,0
0.8571428571428571,0.8564189189189189,0.8564189189189189,0,ISIC,nan,0.8567562996786741,A4,nan,0,1995,2,nan,1,0
0.8571428571428571,0.8564189189189189,0.8564189189189189,0,ISIC,nan,0.8567562996786741,A5,nan,0,1995,2,nan,1,0
0.8571428571428571,0.8564189189189189,0.8564189189189189,0,ISIC,nan,0.8567562996786741,A6,nan,0,1995,2,nan,1,0
0.7272727272727273,0.7273648648648648,0.7273648648648648,0,ISIC,nan,0.7270886075949368,A7,nan,0,1995,2,nan,1,0
0.8571428571428571,0.8564189189189189,0.8564189189189189,0,ISIC,nan,0.8567562996786741,A8,nan,0,1995,2,nan,1,0
0.7959183673469388,0.8081671706671707,0.8784965034965035,8,ISIC,0.8020468836328238,0.8104721365590931,P,0.7378378378378379,12,1995,4,0.9615384615384616,2,0
0.782312925170068,0.7884296446796447,0.840034965034965,10,ISIC,0.7850519062765469,0.7931165509682134,A0,0.7368243243243243,12,1995,4,0.8846153846153846,2,0
0.7346938775510204,0.7470315157815157,0.8592657342657343,9,ISIC,0.7301694162145581,0.7473726463290031,A1,0.6347972972972973,14,1995,4,0.9230769230769231,2,0
0.782312925170068,0.7907815157815159,0.8592657342657343,10,ISIC,0.7848505625563901,0.7951939282627485,A2,0.7222972972972973,11,1995,4,0.9230769230769231,2,0
0.7755102040816326,0.7845315157815158,0.8592657342657343,10,ISIC,0.7774123582969586,0.7890384615384616,A3,0.7097972972972972,11,1995,4,0.9230769230769231,2,0
0.7755102040816326,0.7816728879228879,0.840034965034965,10,ISIC,0.7773153975999383,0.7888088655115856,A3s,0.7233108108108108,11,1995,4,0.8846153846153846,2,0
0.782312925170068,0.7907815157815159,0.8592657342657343,10,ISIC,0.7848505625563901,0.7951939282627485,A4,0.7222972972972973,11,1995,4,0.9230769230769231,2,0
0.782312925170068,0.7907815157815159,0.8592657342657343,10,ISIC,0.7848505625563901,0.7951939282627485,A5,0.7222972972972973,11,1995,4,0.9230769230769231,2,0
0.782312925170068,0.7907815157815159,0.8592657342657343,10,ISIC,0.7848505625563901,0.7951939282627485,A6,0.7222972972972973,11,1995,4,0.9230769230769231,2,0
0.6598639455782312,0.6737620487620487,0.7867132867132867,15,ISIC,0.6548266068235211,0.6793617731587657,A7,0.5608108108108107,19,1995,4,0.8461538461538461,2,0
0.782312925170068,0.7907815157815159,0.8592657342657343,10,ISIC,0.7848505625563901,0.7951939282627485,A8,0.7222972972972973,11,1995,4,0.9230769230769231,2,0
0.6,0.6131495536983342,0.5359261700725115,10,ISIC,0.5881950141516827,0.6150821271590281,P,0.6517612455112456,23,1995,6,0.9230769230769231,3,0
0.64,0.650946441495222,0.5359261700725115,11,ISIC,0.6102309292140117,0.6546344308105585,A0,0.7084565772065772,19,1995,6,0.9230769230769231,3,0
0.6222222222222222,0.6336647751281898,0.523731048121292,15,ISIC,0.5949667930410826,0.6303178885167586,A1,0.6886316386316387,15,1995,6,0.9230769230769231,3,0
0.6577777777777778,0.6667948564290028,0.5616348055372445,9,ISIC,0.6307930000223244,0.6719515824259981,A2,0.719374881874882,18,1995,6,0.9230769230769231,3,0
0.6622222222222223,0.6714009869497675,0.549439683586025,11,ISIC,0.6278558935153231,0.6772854407163664,A3,0.7323816386316386,17,1995,6,0.9230769230769231,3,0
0.6533333333333333,0.6619525140866604,0.5346077785102176,10,ISIC,0.615639823224909,0.667221599572346,A3s,0.7256248818748818,17,1995,6,0.9230769230769231,3,0
0.6577777777777778,0.6667948564290028,0.5616348055372445,9,ISIC,0.6307930000223244,0.6719515824259981,A4,0.719374881874882,18,1995,6,0.9230769230769231,3,0
0.6577777777777778,0.6667948564290028,0.5616348055372445,9,ISIC,0.6307930000223244,0.6719515824259981,A5,0.719374881874882,18,1995,6,0.9230769230769231,3,0
0.6577777777777778,0.6667948564290028,0.5616348055372445,9,ISIC,0.6307930000223244,0.6719515824259981,A6,0.719374881874882,18,1995,6,0.9230769230769231,3,0
0.5422222222222223,0.550334630212679,0.4845088991430455,13,ISIC,0.5293128721959587,0.5568569709004979,A7,0.5832474957474958,21,1995,6,0.7692307692307693,3,0
0.6577777777777778,0.6667948564290028,0.5616348055372445,9,ISIC,0.6307930000223244,0.6719515824259981,A8,0.719374881874882,18,1995,6,0.9230769230769231,3,0
0.5423728813559322,0.5549726359343273,0.46739130434782605,35,ISIC,0.5192949416868188,0.5555991004063034,P,0.5841664131298278,18,1995,8,0.7115384615384616,4,0
0.5932203389830508,0.6061818861924907,0.5307971014492754,31,ISIC,0.5767068345504567,0.6127360475934662,A0,0.6313101477735624,15,1995,8,0.7532051282051282,4,0
0.5186440677966102,0.5293695076204356,0.33967391304347827,44,ISIC,0.43182787357088315,0.518530239851596,A1,0.5926013724794212,23,1995,8,0.6490384615384616,4,0
0.5830508474576271,0.590242899064479,0.4891304347826087,33,ISIC,0.5483742090598702,0.5961425968389857,A2,0.6239470538251025,19,1995,8,0.6923076923076923,4,0
0.5864406779661017,0.5965285871303899,0.44565217391304346,38,ISIC,0.5277148064566896,0.6015853664456374,A3,0.6468207248695054,13,1995,8,0.7115384615384616,4,0
0.5932203389830508,0.600664541266344,0.42481884057971014,39,ISIC,0.5166955580970736,0.6066349437696072,A3s,0.6592797748285553,11,1995,8,0.6907051282051282,4,0
0.5830508474576271,0.590242899064479,0.4891304347826087,33,ISIC,0.5483742090598702,0.5961425968389857,A4,0.6239470538251025,19,1995,8,0.6923076923076923,4,0
0.5830508474576271,0.590242899064479,0.4891304347826087,33,ISIC,0.5483742090598702,0.5961425968389857,A5,0.6239470538251025,19,1995,8,0.6923076923076923,4,0
0.5830508474576271,0.590242899064479,0.4891304347826087,33,ISIC,0.5483742090598702,0.5961425968389857,A6,0.6239470538251025,19,1995,8,0.6923076923076923,4,0
0.4576271186440678,0.468131880777692,0.3713768115942029,42,ISIC,0.42633471032686976,0.4716410415354077,A7,0.5003835705055217,27,1995,8,0.592948717948718,4,0
0.5796610169491525,0.5871941185766743,0.4891304347826087,33,ISIC,0.5467984767466392,0.5932350044784259,A8,0.619882013174696,19,1995,8,0.6923076923076923,4,0
1.0,1.0,1.0,0,HK,nan,1.0,P,nan,0,1993,2,1.0,1,0
1.0,1.0,1.0,0,HK,nan,1.0,A0,nan,0,1993,2,1.0,1,0
1.0,1.0,1.0,0,HK,nan,1.0,A1,nan,0,1993,2,1.0,1,0
1.0,1.0,1.0,0,HK,nan,1.0,A2,nan,0,1993,2,1.0,1,0
1.0,1.0,1.0,0,HK,nan,1.0,A3,nan,0,1993,2,1.0,1,0
1.0,1.0,1.0,0,HK,nan,1.0,A3s,nan,0,1993,2,1.0,1,0
1.0,1.0,1.0,0,HK,nan,1.0,A4,nan,0,1993,2,1.0,1,0
1.0,1.0,1.0,0,HK,nan,1.0,A5,nan,0,1993,2,1.0,1,0
1.0,1.0,1.0,0,HK,nan,1.0,A6,nan,0,1993,2,1.0,1,0
1.0,1.0,1.0,0,HK,nan,1.0,A7,nan,0,1993,2,1.0,1,0
1.0,1.0,1.0,0,HK,nan,1.0,A8,nan,0,1993,2,1.0,1,0
0.9863387978142076,0.9695121951219512,0.9390243902439024,5,HK,0.9685534591194969,0.9179767600820232,P,1.0,0,1993,4,1.0,2,0
0.9863387978142076,0.9695121951219512,0.9390243902439024,5,HK,0.9685534591194969,0.9179767600820232,A0,1.0,0,1993,4,1.0,2,0
0.9644808743169399,0.8706630767606378,0.8902439024390244,9,HK,0.8702227126927439,0.8292331855136733,A1,0.8510822510822511,4,1993,4,0.7142857142857143,2,0
0.9863387978142076,0.9695121951219512,0.9390243902439024,5,HK,0.9685534591194969,0.9179767600820232,A2,1.0,0,1993,4,1.0,2,0
0.9836065573770492,0.9337979094076655,0.9390243902439024,5,HK,0.933768656716418,0.8974358974358974,A3,0.9285714285714286,1,1993,4,0.8571428571428571,2,0
0.9836065573770492,0.9337979094076655,0.9390243902439024,5,HK,0.933768656716418,0.8974358974358974,A3s,0.9285714285714286,1,1993,4,0.8571428571428571,2,0
0.9863387978142076,0.9695121951219512,0.9390243902439024,5,HK,0.9685534591194969,0.9179767600820232,A4,1.0,0,1993,4,1.0,2,0
0.9863387978142076,0.9695121951219512,0.9390243902439024,5,HK,0.9685534591194969,0.9179767600820232,A5,1.0,0,1993,4,1.0,2,0
0.9863387978142076,0.9695121951219512,0.9390243902439024,5,HK,0.9685534591194969,0.9179767600820232,A6,1.0,0,1993,4,1.0,2,0
0.9754098360655737,0.9246700454017527,0.9268292682926829,6,HK,0.9246650033399751,0.8820196972475535,A7,0.9225108225108225,3,1993,4,0.8571428571428571,2,0
0.9863387978142076,0.9695121951219512,0.9390243902439024,5,HK,0.9685534591194969,0.9179767600820232,A8,1.0,0,1993,4,1.0,2,0
0.9458128078817734,0.8543534966965595,0.8278688524590163,21,HK,0.8472669081108396,0.8178210678210678,P,0.867595818815331,11,1993,6,0.7142857142857143,3,0
0.9458128078817734,0.8543534966965595,0.8278688524590163,21,HK,0.8472669081108396,0.8178210678210678,A0,0.867595818815331,11,1993,6,0.7142857142857143,3,0
0.9408866995073891,0.8074464874944683,0.8360655737704918,20,HK,0.8140356856608851,0.788798698257008,A1,0.7931369443564565,9,1993,6,0.42857142857142855,3,0
0.9540229885057471,0.8693474990955998,0.860655737704918,17,HK,0.8671255547413402,0.8393836214422908,A2,0.8736933797909407,10,1993,6,0.7142857142857143,3,0
0.9573070607553367,0.8734791797566688,0.8852459016393442,14,HK,0.8763319972626845,0.8557081369133019,A3,0.867595818815331,11,1993,6,0.7142857142857143,3,0
0.9573070607553367,0.8734791797566688,0.8852459016393442,14,HK,0.8763319972626845,0.8557081369133019,A3s,0.867595818815331,11,1993,6,0.7142857142857143,3,0
0.9540229885057471,0.8693474990955998,0.860655737704918,17,HK,0.8671255547413402,0.8393836214422908,A4,0.8736933797909407,10,1993,6,0.7142857142857143,3,0
0.9540229885057471,0.8693474990955998,0.860655737704918,17,HK,0.8671255547413402,0.8393836214422908,A5,0.8736933797909407,10,1993,6,0.7142857142857143,3,0
0.9540229885057471,0.8693474990955998,0.860655737704918,17,HK,0.8671255547413402,0.8393836214422908,A6,0.8736933797909407,10,1993,6,0.7142857142857143,3,0
0.9343185550082101,0.7955740647463957,0.8278688524590163,21,HK,0.8029177636993597,0.7767109649084739,A7,0.7794266708900854,14,1993,6,0.42857142857142855,3,0
0.9540229885057471,0.8693474990955998,0.860655737704918,17,HK,0.8671255547413402,0.8393836214422908,A8,0.8736933797909407,10,1993,6,0.7142857142857143,3,0
0.8949416342412452,0.8534156063793478,0.9235668789808917,21,HK,0.8743048360250303,0.7860915182711464,P,0.8300318488454997,24,1993,8,0.8571428571428572,4,0
0.8949416342412452,0.8533561886728713,0.9235668789808917,21,HK,0.874260883837675,0.781244229706254,A0,0.8299526252368645,24,1993,8,0.8571428571428572,4,0
0.867704280155642,0.7796378722703359,0.7789808917197453,34,HK,0.7794186326308201,0.7198046579336349,A1,0.7798568657871995,27,1993,8,0.6142857142857143,4,0
0.8988326848249028,0.8594651270701046,0.9203821656050956,21,HK,0.8778961336903937,0.7861083344547427,A2,0.839159447558441,23,1993,8,0.8571428571428572,4,0
0.9001297016861219,0.8639431061930665,0.9076433121019108,25,HK,0.877543706491654,0.7982529362613975,A3,0.8493763708901184,19,1993,8,0.8571428571428572,4,0
0.9014267185473411,0.865953683934562,0.9044585987261147,25,HK,0.878038821109722,0.7998292962750735,A3s,0.8531187123373778,18,1993,8,0.8571428571428572,4,0
0.9001297016861219,0.8625139075579095,0.9203821656050956,21,HK,0.8801155052012899,0.7888016662459361,A4,0.8432244882088474,23,1993,8,0.8571428571428572,4,0
0.8988326848249028,0.8594651270701046,0.9203821656050956,21,HK,0.8778961336903937,0.7861083344547427,A5,0.839159447558441,23,1993,8,0.8571428571428572,4,0
0.8988326848249028,0.8594651270701046,0.9203821656050956,21,HK,0.8778961336903937,0.7861083344547427,A6,0.839159447558441,23,1993,8,0.8571428571428572,4,0
0.8443579766536965,0.735822625000487,0.6885350318471337,33,HK,0.7186798903401136,0.6873203872829505,A7,0.7515851560516048,44,1993,8,0.5142857142857142,4,0
0.8988326848249028,0.8594651270701046,0.9203821656050956,21,HK,0.8778961336903937,0.7861083344547427,A8,0.839159447558441,23,1993,8,0.8571428571428572,4,0
0.8850574712643678,0.7940615104383767,0.75,4,HK,0.7765631020263121,0.739929245733453,P,0.8050768880479708,10,1993,10,0.7178571428571429,5,0
0.8812260536398467,0.7921815644819976,0.75,4,HK,0.7754682360985535,0.738054190034388,A0,0.802726955602497,10,1993,10,0.7178571428571429,5,0
0.8467432950191571,0.7373609621579508,0.75,4,HK,0.7420165150416358,0.6828605757502044,A1,0.7342012026974385,17,1993,10,0.6464285714285715,5,0
0.8876117496807152,0.8275808487883074,0.75,4,HK,0.7955436042630221,0.7592974743467871,A2,0.8469760609853842,13,1993,10,0.8035714285714286,5,0
0.8901660280970626,0.8335547223117394,0.75,4,HK,0.7988222594989487,0.7625792057635249,A3,0.8544434028896745,12,1993,10,0.8035714285714286,5,0
