class_id,dataset,f1,fn,fp,method,n,n_components_fit,recall,seed,task,tp,zero_recall
3,HK,0.8013245033112583,36,24,A1,157,644.0,0.7707006369426752,1993,7,121,False
21,HK,0.26666666666666666,2,9,A1,4,18.0,0.5,1993,7,2,False
16,HK,0.27586206896551724,4,17,A1,8,34.0,0.5,1993,7,4,False
22,HK,0.75,3,9,A1,21,85.0,0.8571428571428571,1993,7,18,False
13,HK,0.9746835443037974,6,2,A1,160,662.0,0.9625,1993,7,154,False
18,HK,0.5217391304347826,21,1,A1,33,127.0,0.36363636363636365,1993,7,12,False
14,HK,0.9421487603305785,3,4,A1,60,252.0,0.95,1993,7,57,False
0,HK,0.45454545454545453,2,10,A2,7,25.0,0.7142857142857143,1993,7,5,False
4,HK,0.8674698795180723,21,23,A2,165,626.0,0.8727272727272727,1993,7,144,False
12,HK,0.7619047619047619,9,11,A2,41,167.0,0.7804878048780488,1993,7,32,False
8,HK,0.987012987012987,1,3,A2,153,654.0,0.9934640522875817,1993,7,152,False
2,HK,1.0,0,0,A2,182,736.0,1.0,1993,7,182,False
11,HK,0.6796116504854369,26,7,A2,61,261.0,0.5737704918032787,1993,7,35,False
17,HK,0.5333333333333333,1,6,A2,5,23.0,0.8,1993,7,4,False
3,HK,0.8580645161290322,24,20,A2,157,644.0,0.8471337579617835,1993,7,133,False
21,HK,0.15384615384615385,3,8,A2,4,18.0,0.25,1993,7,1,False
16,HK,0.3076923076923077,4,14,A2,8,34.0,0.5,1993,7,4,False
22,HK,0.6938775510204082,4,11,A2,21,85.0,0.8095238095238095,1993,7,17,False
13,HK,0.9873417721518988,4,0,A2,160,662.0,0.975,1993,7,156,False
18,HK,0.6666666666666666,16,1,A2,33,127.0,0.5151515151515151,1993,7,17,False
14,HK,0.9752066115702479,1,2,A2,60,252.0,0.9833333333333333,1993,7,59,False
0,HK,0.5263157894736842,2,7,A3,7,25.0,0.7142857142857143,1993,7,5,False
4,HK,0.873900293255132,16,27,A3,165,626.0,0.9030303030303031,1993,7,149,False
12,HK,0.7710843373493976,9,10,A3,41,167.0,0.7804878048780488,1993,7,32,False
8,HK,0.9806451612903225,1,5,A3,153,654.0,0.9934640522875817,1993,7,152,False
2,HK,0.9972602739726028,0,1,A3,182,736.0,1.0,1993,7,182,False
11,HK,0.7037037037037037,23,9,A3,61,261.0,0.6229508196721312,1993,7,38,False
17,HK,0.47058823529411764,1,8,A3,5,23.0,0.8,1993,7,4,False
3,HK,0.8445945945945946,32,14,A3,157,644.0,0.7961783439490446,1993,7,125,False
21,HK,0.15384615384615385,3,8,A3,4,18.0,0.25,1993,7,1,False
16,HK,0.3076923076923077,4,14,A3,8,34.0,0.5,1993,7,4,False
22,HK,0.7083333333333334,4,10,A3,21,85.0,0.8095238095238095,1993,7,17,False
13,HK,0.9808917197452229,6,0,A3,160,662.0,0.9625,1993,7,154,False
18,HK,0.6274509803921569,17,2,A3,33,127.0,0.48484848484848486,1993,7,16,False
14,HK,0.959349593495935,1,4,A3,60,252.0,0.9833333333333333,1993,7,59,False
0,HK,0.5,2,8,A3s,7,25.0,0.7142857142857143,1993,7,5,False
4,HK,0.8724035608308606,18,25,A3s,165,626.0,0.8909090909090909,1993,7,147,False
12,HK,0.7710843373493976,9,10,A3s,41,167.0,0.7804878048780488,1993,7,32,False
8,HK,0.9838187702265372,1,4,A3s,153,654.0,0.9934640522875817,1993,7,152,False
2,HK,0.9972602739726028,0,1,A3s,182,736.0,1.0,1993,7,182,False
11,HK,0.6915887850467289,24,9,A3s,61,261.0,0.6065573770491803,1993,7,37,False
17,HK,0.47058823529411764,1,8,A3s,5,23.0,0.8,1993,7,4,False
3,HK,0.8543046357615894,28,16,A3s,157,644.0,0.821656050955414,1993,7,129,False
21,HK,0.15384615384615385,3,8,A3s,4,18.0,0.25,1993,7,1,False
16,HK,0.3076923076923077,4,14,A3s,8,34.0,0.5,1993,7,4,False
22,HK,0.7083333333333334,4,10,A3s,21,85.0,0.8095238095238095,1993,7,17,False
13,HK,0.9808917197452229,6,0,A3s,160,662.0,0.9625,1993,7,154,False
18,HK,0.6274509803921569,17,2,A3s,33,127.0,0.48484848484848486,1993,7,16,False
14,HK,0.9672131147540983,1,3,A3s,60,252.0,0.9833333333333333,1993,7,59,False
0,HK,0.45454545454545453,2,10,A4,7,25.0,0.7142857142857143,1993,7,5,False
4,HK,0.8674698795180723,21,23,A4,165,626.0,0.8727272727272727,1993,7,144,False
12,HK,0.7619047619047619,9,11,A4,41,167.0,0.7804878048780488,1993,7,32,False
8,HK,0.987012987012987,1,3,A4,153,654.0,0.9934640522875817,1993,7,152,False
2,HK,1.0,0,0,A4,182,736.0,1.0,1993,7,182,False
11,HK,0.6796116504854369,26,7,A4,61,261.0,0.5737704918032787,1993,7,35,False
17,HK,0.5333333333333333,1,6,A4,5,23.0,0.8,1993,7,4,False
3,HK,0.8580645161290322,24,20,A4,157,644.0,0.8471337579617835,1993,7,133,False
21,HK,0.15384615384615385,3,8,A4,4,18.0,0.25,1993,7,1,False
16,HK,0.3076923076923077,4,14,A4,8,34.0,0.5,1993,7,4,False
22,HK,0.6938775510204082,4,11,A4,21,85.0,0.8095238095238095,1993,7,17,False
13,HK,0.9873417721518988,4,0,A4,160,662.0,0.975,1993,7,156,False
18,HK,0.6666666666666666,16,1,A4,33,127.0,0.5151515151515151,1993,7,17,False
14,HK,0.9752066115702479,1,2,A4,60,252.0,0.9833333333333333,1993,7,59,False
0,HK,0.45454545454545453,2,10,A5,7,25.0,0.7142857142857143,1993,7,5,False
4,HK,0.8674698795180723,21,23,A5,165,626.0,0.8727272727272727,1993,7,144,False
12,HK,0.7619047619047619,9,11,A5,41,167.0,0.7804878048780488,1993,7,32,False
8,HK,0.987012987012987,1,3,A5,153,654.0,0.9934640522875817,1993,7,152,False
2,HK,1.0,0,0,A5,182,736.0,1.0,1993,7,182,False
11,HK,0.6796116504854369,26,7,A5,61,261.0,0.5737704918032787,1993,7,35,False
17,HK,0.5333333333333333,1,6,A5,5,23.0,0.8,1993,7,4,False
3,HK,0.8580645161290322,24,20,A5,157,644.0,0.8471337579617835,1993,7,133,False
21,HK,0.14285714285714285,3,9,A5,4,18.0,0.25,1993,7,1,False
16,HK,0.3076923076923077,4,14,A5,8,34.0,0.5,1993,7,4,False
22,HK,0.7083333333333334,4,10,A5,21,85.0,0.8095238095238095,1993,7,17,False
13,HK,0.9873417721518988,4,0,A5,160,662.0,0.975,1993,7,156,False
18,HK,0.6666666666666666,16,1,A5,33,127.0,0.5151515151515151,1993,7,17,False
14,HK,0.9752066115702479,1,2,A5,60,252.0,0.9833333333333333,1993,7,59,False
0,HK,0.45454545454545453,2,10,A6,7,25.0,0.7142857142857143,1993,7,5,False
4,HK,0.8674698795180723,21,23,A6,165,626.0,0.8727272727272727,1993,7,144,False
12,HK,0.7619047619047619,9,11,A6,41,167.0,0.7804878048780488,1993,7,32,False
8,HK,0.987012987012987,1,3,A6,153,654.0,0.9934640522875817,1993,7,152,False
2,HK,1.0,0,0,A6,182,736.0,1.0,1993,7,182,False
11,HK,0.6796116504854369,26,7,A6,61,261.0,0.5737704918032787,1993,7,35,False
17,HK,0.5333333333333333,1,6,A6,5,23.0,0.8,1993,7,4,False
3,HK,0.8580645161290322,24,20,A6,157,644.0,0.8471337579617835,1993,7,133,False
21,HK,0.15384615384615385,3,8,A6,4,18.0,0.25,1993,7,1,False
16,HK,0.3076923076923077,4,14,A6,8,34.0,0.5,1993,7,4,False
22,HK,0.6938775510204082,4,11,A6,21,85.0,0.8095238095238095,1993,7,17,False
13,HK,0.9873417721518988,4,0,A6,160,662.0,0.975,1993,7,156,False
18,HK,0.6666666666666666,16,1,A6,33,127.0,0.5151515151515151,1993,7,17,False
14,HK,0.9752066115702479,1,2,A6,60,252.0,0.9833333333333333,1993,7,59,False
0,HK,0.2857142857142857,4,11,A7,7,25.0,0.42857142857142855,1993,7,3,False
4,HK,0.7875,39,29,A7,165,626.0,0.7636363636363637,1993,7,126,False
12,HK,0.7160493827160493,12,11,A7,41,167.0,0.7073170731707317,1993,7,29,False
8,HK,0.9415584415584416,8,10,A7,153,654.0,0.9477124183006536,1993,7,145,False
2,HK,0.994535519125683,0,2,A7,182,736.0,1.0,1993,7,182,False
11,HK,0.6194690265486725,26,17,A7,61,261.0,0.5737704918032787,1993,7,35,False
17,HK,0.1935483870967742,2,23,A7,5,23.0,0.6,1993,7,3,False
3,HK,0.7667731629392971,37,36,A7,157,644.0,0.7643312101910829,1993,7,120,False
21,HK,0.0,4,12,A7,4,18.0,0.0,1993,7,0,True
16,HK,0.24,5,14,A7,8,34.0,0.375,1993,7,3,False
22,HK,0.6363636363636364,7,9,A7,21,85.0,0.6666666666666666,1993,7,14,False
13,HK,0.9250814332247557,18,5,A7,160,662.0,0.8875,1993,7,142,False
18,HK,0.49056603773584906,20,7,A7,33,127.0,0.3939393939393939,1993,7,13,False
14,HK,0.9655172413793104,4,0,A7,60,252.0,0.9333333333333333,1993,7,56,False
0,HK,0.45454545454545453,2,10,A8,7,25.0,0.7142857142857143,1993,7,5,False
4,HK,0.8674698795180723,21,23,A8,165,626.0,0.8727272727272727,1993,7,144,False
12,HK,0.7619047619047619,9,11,A8,41,167.0,0.7804878048780488,1993,7,32,False
8,HK,0.987012987012987,1,3,A8,153,654.0,0.9934640522875817,1993,7,152,False
2,HK,1.0,0,0,A8,182,736.0,1.0,1993,7,182,False
11,HK,0.6796116504854369,26,7,A8,61,261.0,0.5737704918032787,1993,7,35,False
17,HK,0.5333333333333333,1,6,A8,5,23.0,0.8,1993,7,4,False
3,HK,0.8580645161290322,24,20,A8,157,644.0,0.8471337579617835,1993,7,133,False
21,HK,0.14285714285714285,3,9,A8,4,18.0,0.25,1993,7,1,False
16,HK,0.3076923076923077,4,14,A8,8,34.0,0.5,1993,7,4,False
22,HK,0.7083333333333334,4,10,A8,21,85.0,0.8095238095238095,1993,7,17,False
13,HK,0.9873417721518988,4,0,A8,160,662.0,0.975,1993,7,156,False
18,HK,0.6666666666666666,16,1,A8,33,127.0,0.5151515151515151,1993,7,17,False
14,HK,0.9752066115702479,1,2,A8,60,252.0,0.9833333333333333,1993,7,59,False
0,HK,0.45454545454545453,2,10,P,7,25.0,0.7142857142857143,1993,8,5,False
4,HK,0.8648648648648649,21,24,P,165,626.0,0.8727272727272727,1993,8,144,False
12,HK,0.7777777777777778,6,14,P,41,167.0,0.8536585365853658,1993,8,35,False
8,HK,0.9802631578947368,4,2,P,153,654.0,0.9738562091503268,1993,8,149,False
2,HK,1.0,0,0,P,182,736.0,1.0,1993,8,182,False
11,HK,0.673469387755102,28,4,P,61,261.0,0.5409836065573771,1993,8,33,False
17,HK,0.3333333333333333,2,10,P,5,23.0,0.6,1993,8,3,False
3,HK,0.8478964401294499,26,21,P,157,644.0,0.8343949044585988,1993,8,131,False
21,HK,0.13333333333333333,3,10,P,4,18.0,0.25,1993,8,1,False
16,HK,0.36363636363636365,4,10,P,8,34.0,0.5,1993,8,4,False
22,HK,0.7111111111111111,5,8,P,21,85.0,0.7619047619047619,1993,8,16,False
13,HK,0.9648562300319489,9,2,P,160,662.0,0.94375,1993,8,151,False
18,HK,0.5882352941176471,18,3,P,33,127.0,0.45454545454545453,1993,8,15,False
14,HK,0.9672131147540983,1,3,P,60,252.0,0.9833333333333333,1993,8,59,False
9,HK,0.972972972972973,2,7,P,164,635.0,0.9878048780487805,1993,8,162,False
19,HK,0.0,2,5,P,2,6.0,0.0,1993,8,0,True
0,HK,0.45454545454545453,2,10,A0,7,25.0,0.7142857142857143,1993,8,5,False
4,HK,0.8580060422960725,23,24,A0,165,626.0,0.8606060606060606,1993,8,142,False
12,HK,0.7777777777777778,6,14,A0,41,167.0,0.8536585365853658,1993,8,35,False
8,HK,0.9802631578947368,4,2,A0,153,654.0,0.9738562091503268,1993,8,149,False
2,HK,1.0,0,0,A0,182,736.0,1.0,1993,8,182,False
11,HK,0.673469387755102,28,4,A0,61,261.0,0.5409836065573771,1993,8,33,False
17,HK,0.3333333333333333,2,10,A0,5,23.0,0.6,1993,8,3,False
3,HK,0.842443729903537,26,23,A0,157,644.0,0.8343949044585988,1993,8,131,False
21,HK,0.13333333333333333,3,10,A0,4,18.0,0.25,1993,8,1,False
16,HK,0.36363636363636365,4,10,A0,8,34.0,0.5,1993,8,4,False
22,HK,0.6956521739130435,5,9,A0,21,85.0,0.7619047619047619,1993,8,16,False
13,HK,0.9648562300319489,9,2,A0,160,662.0,0.94375,1993,8,151,False
18,HK,0.56,19,3,A0,33,127.0,0.42424242424242425,1993,8,14,False
14,HK,0.9672131147540983,1,3,A0,60,252.0,0.9833333333333333,1993,8,59,False
9,HK,0.972972972972973,2,7,A0,164,635.0,0.9878048780487805,1993,8,162,False
19,HK,0.0,2,5,A0,2,6.0,0.0,1993,8,0,True
0,HK,0.2,5,11,A1,7,25.0,0.2857142857142857,1993,8,2,False
4,HK,0.8367952522255193,24,31,A1,165,626.0,0.8545454545454545,1993,8,141,False
12,HK,0.7380952380952381,10,12,A1,41,167.0,0.7560975609756098,1993,8,31,False
8,HK,0.9579288025889967,5,8,A1,153,654.0,0.9673202614379085,1993,8,148,False
2,HK,0.994535519125683,0,2,A1,182,736.0,1.0,1993,8,182,False
11,HK,0.5979381443298969,32,7,A1,61,261.0,0.47540983606557374,1993,8,29,False
17,HK,0.3333333333333333,1,15,A1,5,23.0,0.8,1993,8,4,False
3,HK,0.8066666666666666,36,22,A1,157,644.0,0.7707006369426752,1993,8,121,False
21,HK,0.0,4,5,A1,4,18.0,0.0,1993,8,0,True
16,HK,0.25806451612903225,4,19,A1,8,34.0,0.5,1993,8,4,False
22,HK,0.7391304347826086,4,8,A1,21,85.0,0.8095238095238095,1993,8,17,False
13,HK,0.9556962025316456,9,5,A1,160,662.0,0.94375,1993,8,151,False
18,HK,0.4186046511627907,24,1,A1,33,127.0,0.2727272727272727,1993,8,9,False
14,HK,0.9516129032258065,1,5,A1,60,252.0,0.9833333333333333,1993,8,59,False
9,HK,0.9848024316109423,2,3,A1,164,635.0,0.9878048780487805,1993,8,162,False
19,HK,0.18181818181818182,1,8,A1,2,6.0,0.5,1993,8,1,False
0,HK,0.45454545454545453,2,10,A2,7,25.0,0.7142857142857143,1993,8,5,False
4,HK,0.8753799392097265,21,20,A2,165,626.0,0.8727272727272727,1993,8,144,False
12,HK,0.7619047619047619,9,11,A2,41,167.0,0.7804878048780488,1993,8,32,False
8,HK,0.9869281045751634,2,2,A2,153,654.0,0.9869281045751634,1993,8,151,False
2,HK,0.9972602739726028,0,1,A2,182,736.0,1.0,1993,8,182,False
11,HK,0.66,28,6,A2,61,261.0,0.5409836065573771,1993,8,33,False
17,HK,0.5,1,7,A2,5,23.0,0.8,1993,8,4,False
3,HK,0.8626198083067093,22,21,A2,157,644.0,0.8598726114649682,1993,8,135,False
21,HK,0.14285714285714285,3,9,A2,4,18.0,0.25,1993,8,1,False
16,HK,0.3076923076923077,4,14,A2,8,34.0,0.5,1993,8,4,False
22,HK,0.7083333333333334,4,10,A2,21,85.0,0.8095238095238095,1993,8,17,False
13,HK,0.9776357827476039,7,0,A2,160,662.0,0.95625,1993,8,153,False
18,HK,0.5833333333333334,19,1,A2,33,127.0,0.42424242424242425,1993,8,14,False
14,HK,0.9672131147540983,1,3,A2,60,252.0,0.9833333333333333,1993,8,59,False
9,HK,0.978978978978979,1,6,A2,164,635.0,0.9939024390243902,1993,8,163,False
19,HK,0.0,2,5,A2,2,6.0,0.0,1993,8,0,True
0,HK,0.5,2,8,A3,7,25.0,0.7142857142857143,1993,8,5,False
4,HK,0.863768115942029,16,31,A3,165,626.0,0.9030303030303031,1993,8,149,False
12,HK,0.7857142857142857,8,10,A3,41,167.0,0.8048780487804879,1993,8,33,False
8,HK,0.974025974025974,3,5,A3,153,654.0,0.9803921568627451,1993,8,150,False
2,HK,0.9972602739726028,0,1,A3,182,736.0,1.0,1993,8,182,False
11,HK,0.7047619047619048,24,7,A3,61,261.0,0.6065573770491803,1993,8,37,False
17,HK,0.4444444444444444,1,9,A3,5,23.0,0.8,1993,8,4,False
3,HK,0.8287671232876712,36,14,A3,157,644.0,0.7707006369426752,1993,8,121,False
21,HK,0.14285714285714285,3,9,A3,4,18.0,0.25,1993,8,1,False
16,HK,0.3333333333333333,4,12,A3,8,34.0,0.5,1993,8,4,False
22,HK,0.723404255319149,4,9,A3,21,85.0,0.8095238095238095,1993,8,17,False
13,HK,0.9776357827476039,7,0,A3,160,662.0,0.95625,1993,8,153,False
18,HK,0.5833333333333334,19,1,A3,33,127.0,0.42424242424242425,1993,8,14,False
14,HK,0.959349593495935,1,4,A3,60,252.0,0.9833333333333333,1993,8,59,False
9,HK,0.9819277108433735,1,5,A3,164,635.0,0.9939024390243902,1993,8,163,False
19,HK,0.0,2,6,A3,2,6.0,0.0,1993,8,0,True
0,HK,0.47619047619047616,2,9,A3s,7,25.0,0.7142857142857143,1993,8,5,False
4,HK,0.8630952380952381,20,26,A3s,165,626.0,0.8787878787878788,1993,8,145,False
12,HK,0.7619047619047619,9,11,A3s,41,167.0,0.7804878048780488,1993,8,32,False
8,HK,0.9805194805194806,2,4,A3s,153,654.0,0.9869281045751634,1993,8,151,False
2,HK,0.9972602739726028,0,1,A3s,182,736.0,1.0,1993,8,182,False
11,HK,0.6796116504854369,26,7,A3s,61,261.0,0.5737704918032787,1993,8,35,False
17,HK,0.47058823529411764,1,8,A3s,5,23.0,0.8,1993,8,4,False
3,HK,0.8410596026490066,30,18,A3s,157,644.0,0.8089171974522293,1993,8,127,False
21,HK,0.14285714285714285,3,9,A3s,4,18.0,0.25,1993,8,1,False
16,HK,0.32,4,13,A3s,8,34.0,0.5,1993,8,4,False
22,HK,0.7083333333333334,4,10,A3s,21,85.0,0.8095238095238095,1993,8,17,False
13,HK,0.9776357827476039,7,0,A3s,160,662.0,0.95625,1993,8,153,False
18,HK,0.5833333333333334,19,1,A3s,33,127.0,0.42424242424242425,1993,8,14,False
14,HK,0.959349593495935,1,4,A3s,60,252.0,0.9833333333333333,1993,8,59,False
9,HK,0.9819277108433735,1,5,A3s,164,635.0,0.9939024390243902,1993,8,163,False
19,HK,0.0,2,5,A3s,2,6.0,0.0,1993,8,0,True
0,HK,0.45454545454545453,2,10,A4,7,25.0,0.7142857142857143,1993,8,5,False
4,HK,0.8753799392097265,21,20,A4,165,626.0,0.8727272727272727,1993,8,144,False
12,HK,0.7619047619047619,9,11,A4,41,167.0,0.7804878048780488,1993,8,32,False
8,HK,0.9869281045751634,2,2,A4,153,654.0,0.9869281045751634,1993,8,151,False
2,HK,0.9972602739726028,0,1,A4,182,736.0,1.0,1993,8,182,False
11,HK,0.66,28,6,A4,61,261.0,0.5409836065573771,1993,8,33,False
17,HK,0.5,1,7,A4,5,23.0,0.8,1993,8,4,False
3,HK,0.8626198083067093,22,21,A4,157,644.0,0.8598726114649682,1993,8,135,False
21,HK,0.14285714285714285,3,9,A4,4,18.0,0.25,1993,8,1,False
16,HK,0.3076923076923077,4,14,A4,8,34.0,0.5,1993,8,4,False
22,HK,0.7083333333333334,4,10,A4,21,85.0,0.8095238095238095,1993,8,17,False
13,HK,0.9776357827476039,7,0,A4,160,662.0,0.95625,1993,8,153,False
18,HK,0.5833333333333334,19,1,A4,33,127.0,0.42424242424242425,1993,8,14,False
14,HK,0.9672131147540983,1,3,A4,60,252.0,0.9833333333333333,1993,8,59,False
9,HK,0.978978978978979,1,6,A4,164,635.0,0.9939024390243902,1993,8,163,False
19,HK,0.0,2,5,A4,2,6.0,0.0,1993,8,0,True
0,HK,0.45454545454545453,2,10,A5,7,25.0,0.7142857142857143,1993,8,5,False
4,HK,0.8753799392097265,21,20,A5,165,626.0,0.8727272727272727,1993,8,144,False
12,HK,0.7619047619047619,9,11,A5,41,167.0,0.7804878048780488,1993,8,32,False
8,HK,0.9869281045751634,2,2,A5,153,654.0,0.9869281045751634,1993,8,151,False
2,HK,0.9972602739726028,0,1,A5,182,736.0,1.0,1993,8,182,False
11,HK,0.66,28,6,A5,61,261.0,0.5409836065573771,1993,8,33,False
17,HK,0.5,1,7,A5,5,23.0,0.8,1993,8,4,False
3,HK,0.8626198083067093,22,21,A5,157,644.0,0.8598726114649682,1993,8,135,False
21,HK,0.14285714285714285,3,9,A5,4,18.0,0.25,1993,8,1,False
16,HK,0.3076923076923077,4,14,A5,8,34.0,0.5,1993,8,4,False
22,HK,0.723404255319149,4,9,A5,21,85.0,0.8095238095238095,1993,8,17,False
13,HK,0.9776357827476039,7,0,A5,160,662.0,0.95625,1993,8,153,False
18,HK,0.5833333333333334,19,1,A5,33,127.0,0.42424242424242425,1993,8,14,False
14,HK,0.9672131147540983,1,3,A5,60,252.0,0.9833333333333333,1993,8,59,False
9,HK,0.978978978978979,1,6,A5,164,635.0,0.9939024390243902,1993,8,163,False
19,HK,0.0,2,6,A5,2,6.0,0.0,1993,8,0,True
0,HK,0.45454545454545453,2,10,A6,7,25.0,0.7142857142857143,1993,8,5,False
4,HK,0.8753799392097265,21,20,A6,165,626.0,0.8727272727272727,1993,8,144,False
12,HK,0.7619047619047619,9,11,A6,41,167.0,0.7804878048780488,1993,8,32,False
8,HK,0.9869281045751634,2,2,A6,153,654.0,0.9869281045751634,1993,8,151,False
2,HK,0.9972602739726028,0,1,A6,182,736.0,1.0,1993,8,182,False
11,HK,0.66,28,6,A6,61,261.0,0.5409836065573771,1993,8,33,False
17,HK,0.5,1,7,A6,5,23.0,0.8,1993,8,4,False
3,HK,0.8626198083067093,22,21,A6,157,644.0,0.8598726114649682,1993,8,135,False
21,HK,0.14285714285714285,3,9,A6,4,18.0,0.25,1993,8,1,False
16,HK,0.3076923076923077,4,14,A6,8,34.0,0.5,1993,8,4,False
22,HK,0.7083333333333334,4,10,A6,21,85.0,0.8095238095238095,1993,8,17,False
13,HK,0.9776357827476039,7,0,A6,160,662.0,0.95625,1993,8,153,False
18,HK,0.5833333333333334,19,1,A6,33,127.0,0.42424242424242425,1993,8,14,False
14,HK,0.9672131147540983,1,3,A6,60,252.0,0.9833333333333333,1993,8,59,False
9,HK,0.978978978978979,1,6,A6,164,635.0,0.9939024390243902,1993,8,163,False
19,HK,0.0,2,5,A6,2,6.0,0.0,1993,8,0,True
0,HK,0.2857142857142857,4,11,A7,7,25.0,0.42857142857142855,1993,8,3,False
4,HK,0.7875,39,29,A7,165,626.0,0.7636363636363637,1993,8,126,False
12,HK,0.7160493827160493,12,11,A7,41,167.0,0.7073170731707317,1993,8,29,False
8,HK,0.9381107491856677,9,10,A7,153,654.0,0.9411764705882353,1993,8,144,False
2,HK,0.994535519125683,0,2,A7,182,736.0,1.0,1993,8,182,False
11,HK,0.6140350877192983,26,18,A7,61,261.0,0.5737704918032787,1993,8,35,False
17,HK,0.1875,2,24,A7,5,23.0,0.6,1993,8,3,False
3,HK,0.7667731629392971,37,36,A7,157,644.0,0.7643312101910829,1993,8,120,False
21,HK,0.0,4,11,A7,4,18.0,0.0,1993,8,0,True
16,HK,0.24,5,14,A7,8,34.0,0.375,1993,8,3,False
22,HK,0.6511627906976745,7,8,A7,21,85.0,0.6666666666666666,1993,8,14,False
13,HK,0.9250814332247557,18,5,A7,160,662.0,0.8875,1993,8,142,False
18,HK,0.40816326530612246,23,6,A7,33,127.0,0.30303030303030304,1993,8,10,False
14,HK,0.9655172413793104,4,0,A7,60,252.0,0.9333333333333333,1993,8,56,False
9,HK,0.9723076923076923,6,3,A7,164,635.0,0.9634146341463414,1993,8,158,False
19,HK,0.0,2,10,A7,2,6.0,0.0,1993,8,0,True
0,HK,0.45454545454545453,2,10,A8,7,25.0,0.7142857142857143,1993,8,5,False
4,HK,0.8708708708708709,20,23,A8,165,626.0,0.8787878787878788,1993,8,145,False
12,HK,0.7619047619047619,9,11,A8,41,167.0,0.7804878048780488,1993,8,32,False
8,HK,0.9869281045751634,2,2,A8,153,654.0,0.9869281045751634,1993,8,151,False
2,HK,0.9972602739726028,0,1,A8,182,736.0,1.0,1993,8,182,False
11,HK,0.6732673267326733,27,6,A8,61,261.0,0.5573770491803278,1993,8,34,False
17,HK,0.5,1,7,A8,5,23.0,0.8,1993,8,4,False
3,HK,0.8580645161290322,24,20,A8,157,644.0,0.8471337579617835,1993,8,133,False
21,HK,0.14285714285714285,3,9,A8,4,18.0,0.25,1993,8,1,False
16,HK,0.3076923076923077,4,14,A8,8,34.0,0.5,1993,8,4,False
22,HK,0.7083333333333334,4,10,A8,21,85.0,0.8095238095238095,1993,8,17,False
13,HK,0.9776357827476039,7,0,A8,160,662.0,0.95625,1993,8,153,False
18,HK,0.5833333333333334,19,1,A8,33,127.0,0.42424242424242425,1993,8,14,False
14,HK,0.9752066115702479,1,2,A8,60,252.0,0.9833333333333333,1993,8,59,False
9,HK,0.9819277108433735,1,5,A8,164,635.0,0.9939024390243902,1993,8,163,False
19,HK,0.0,2,5,A8,2,6.0,0.0,1993,8,0,True
0,HK,0.43478260869565216,2,11,P,7,25.0,0.7142857142857143,1993,9,5,False
4,HK,0.8597014925373134,21,26,P,165,626.0,0.8727272727272727,1993,9,144,False
12,HK,0.7777777777777778,6,14,P,41,167.0,0.8536585365853658,1993,9,35,False
8,HK,0.9836065573770492,3,2,P,153,654.0,0.9803921568627451,1993,9,150,False
2,HK,0.9972602739726028,0,1,P,182,736.0,1.0,1993,9,182,False
11,HK,0.6458333333333334,30,4,P,61,261.0,0.5081967213114754,1993,9,31,False
17,HK,0.3333333333333333,2,10,P,5,23.0,0.6,1993,9,3,False
3,HK,0.8403908794788274,28,21,P,157,644.0,0.821656050955414,1993,9,129,False
21,HK,0.13333333333333333,3,10,P,4,18.0,0.25,1993,9,1,False
16,HK,0.34782608695652173,4,11,P,8,34.0,0.5,1993,9,4,False
22,HK,0.7111111111111111,5,8,P,21,85.0,0.7619047619047619,1993,9,16,False
13,HK,0.9681528662420382,8,2,P,160,662.0,0.95,1993,9,152,False
18,HK,0.5306122448979592,20,3,P,33,127.0,0.3939393939393939,1993,9,13,False
14,HK,0.959349593495935,1,4,P,60,252.0,0.9833333333333333,1993,9,59,False
9,HK,0.9759036144578314,2,6,P,164,635.0,0.9878048780487805,1993,9,162,False
19,HK,0.0,2,4,P,2,6.0,0.0,1993,9,0,True
15,HK,0.9959183673469387,1,0,P,123,488.0,0.991869918699187,1993,9,122,False
6,HK,0.0,1,2,P,1,6.0,0.0,1993,9,0,True
0,HK,0.4166666666666667,2,12,A0,7,25.0,0.7142857142857143,1993,9,5,False
4,HK,0.8528528528528528,23,26,A0,165,626.0,0.8606060606060606,1993,9,142,False
12,HK,0.7777777777777778,6,14,A0,41,167.0,0.8536585365853658,1993,9,35,False
8,HK,0.9836065573770492,3,2,A0,153,654.0,0.9803921568627451,1993,9,150,False
2,HK,0.9972602739726028,0,1,A0,182,736.0,1.0,1993,9,182,False
11,HK,0.6458333333333334,30,4,A0,61,261.0,0.5081967213114754,1993,9,31,False
17,HK,0.3333333333333333,2,10,A0,5,23.0,0.6,1993,9,3,False
3,HK,0.8349514563106796,28,23,A0,157,644.0,0.821656050955414,1993,9,129,False
21,HK,0.14285714285714285,3,9,A0,4,18.0,0.25,1993,9,1,False
16,HK,0.36363636363636365,4,10,A0,8,34.0,0.5,1993,9,4,False
22,HK,0.6956521739130435,5,9,A0,21,85.0,0.7619047619047619,1993,9,16,False
13,HK,0.9681528662420382,8,2,A0,160,662.0,0.95,1993,9,152,False
18,HK,0.5306122448979592,20,3,A0,33,127.0,0.3939393939393939,1993,9,13,False
14,HK,0.959349593495935,1,4,A0,60,252.0,0.9833333333333333,1993,9,59,False
9,HK,0.9759036144578314,2,6,A0,164,635.0,0.9878048780487805,1993,9,162,False
