dataset,seed,task,original_label,slack,variance_proxy,uncertainty_proxy,error_rate,n_val,n_components
HK,1995,2,13,1.3373018573686226e-09,0.0001716047588700101,2.9664827074184374e-05,4.375,160,160
HK,1995,2,16,3.431053477661838e-09,0.00019038633416499425,5.599598063676305e-06,0.0,8,8
HK,1995,2,14,2.588157067671698e-09,0.00022976287380344738,9.117574357279653e-07,0.0,60,60
HK,1995,3,9,4.335829220746639e-09,0.00017067548794445458,6.772111874062613e-05,1.8292682926829258,164,164
HK,1995,3,13,3.2044679955521845e-09,0.00015249889059621758,6.768269930657851e-05,3.125,160,160
HK,1995,3,16,2.116015134316139e-09,0.00016994493661635923,4.599431191952646e-05,0.0,8,8
HK,1995,3,14,2.989837114668902e-09,0.00020416104569530262,4.1806094310553256e-05,0.0,60,60
HK,1995,3,15,1.8372236124021703e-09,0.00024152136825829004,4.949208365948574e-07,0.8130081300813004,123,123
HK,1995,3,5,2.095903330162416e-09,0.0001682600407148612,5.608668023828703e-05,100.0,1,1
HK,1995,4,9,7.520347487269981e-10,0.00011816324833396139,9.435564914685435e-05,14.63414634146342,164,164
HK,1995,4,13,7.492297178453742e-10,0.00010449096797326408,9.432740663255951e-05,11.875,160,160
HK,1995,4,16,7.126085725757305e-10,0.00011937679791967746,8.26829343053645e-05,100.0,8,8
HK,1995,4,14,3.145485145256997e-10,0.000136521158579233,7.97136026428919e-05,0.0,60,60
HK,1995,4,15,8.120561917208011e-10,0.00016917364465009814,4.670294426006337e-05,0.8130081300813004,123,123
HK,1995,4,5,1.023929482758435e-09,0.00012501923085393092,8.802935390676287e-05,100.0,1,1
HK,1995,4,12,9.72234723587111e-10,0.00017955898547564357,1.0752035058421786e-06,0.0,41,41
HK,1995,4,1,7.319663542368618e-10,0.0001598752548213179,3.967127911198959e-07,0.0,113,113
HK,1995,5,9,8.279339480933565e-09,5.300779482649947e-05,0.00015329711525406524,30.48780487804879,164,164
HK,1995,5,13,7.03443031302605e-09,4.6365965560777716e-05,0.00015328367763471992,78.125,160,160
HK,1995,5,16,1.0014046730464112e-08,5.742821305696721e-05,0.00014963235094327877,100.0,8,8
HK,1995,5,14,1.411534243839202e-08,5.958006711810369e-05,0.00014817971469113856,16.666666666666657,60,60
HK,1995,5,15,7.747572455346198e-09,7.72148826351591e-05,0.00013188152775407466,4.065040650406502,123,123
HK,1995,5,5,7.771558827558205e-09,7.209985554486105e-05,0.00015575658571718025,100.0,1,1
HK,1995,5,12,9.132071883093027e-09,7.824803462168512e-05,0.000116055194199329,4.878048780487802,41,41
HK,1995,5,1,7.632708334564752e-09,6.953193563409172e-05,0.000115759178914242,2.654867256637175,113,113
HK,1995,5,8,4.618621503813996e-09,0.00014445615748869927,2.208809747533632e-07,0.6535947712418277,153,153
HK,1995,5,22,6.858115066866351e-09,0.00018470057475660135,2.172947938312962e-06,4.761904761904773,21,21
HK,1995,6,9,6.889490513928637e-10,3.921332205696393e-05,0.00015341619061380908,71.34146341463415,164,164
HK,1995,6,13,5.513918005544233e-10,3.39904727265229e-05,0.00015340578247569135,95.625,160,160
HK,1995,6,16,1.0671404326126237e-09,4.6091457757066596e-05,0.00015122817293983034,100.0,8,8
HK,1995,6,14,4.4051800462832976e-10,4.354458802036464e-05,0.00015004533781353636,81.66666666666667,60,60
HK,1995,6,15,6.691011590662235e-10,5.7109263267723876e-05,0.0001376873918096963,14.63414634146342,123,123
HK,1995,6,5,6.56706257923454e-10,6.712715913502385e-05,0.0001599460843425436,0.0,1,1
HK,1995,6,12,6.612549781048656e-10,5.773545231396685e-05,0.0001273551856922212,29.268292682926827,41,41
HK,1995,6,1,6.541021158910186e-10,5.059494043479373e-05,0.00012713501017878293,20.35398230088495,113,113
HK,1995,6,8,8.168850616941099e-10,0.00010195051645186581,4.7751951655454185e-05,5.882352941176478,153,153
HK,1995,6,22,6.701714348395665e-10,0.0001329133339615168,4.915975029751954e-05,19.04761904761905,21,21
HK,1995,6,19,7.313321525793205e-10,0.0001118429118042526,1.8640485300708698e-05,100.0,2,2
HK,1995,6,17,7.16329657028829e-10,0.0001536550169249796,6.680652909781721e-06,0.0,5,5
HK,1995,7,9,3.954412933699125e-09,2.514211994865922e-05,0.00015217346379300205,95.1219512195122,164,164
HK,1995,7,13,6.303096124438798e-09,2.164609262114033e-05,0.00015216656792842645,99.375,160,160
HK,1995,7,16,0.011099642187657495,3.3033039811689664e-05,0.000151206323167094,100.0,8,8
HK,1995,7,14,0.023743433838873562,2.755257310022441e-05,0.00015034409878017315,90.0,60,60
HK,1995,7,15,3.052571399591063e-09,3.683778985509323e-05,0.00014211143359038622,19.51219512195121,123,123
HK,1995,7,5,3.2273311046420034e-09,5.544958596915059e-05,0.0001605191416391426,100.0,1,1
HK,1995,7,12,3.014055377915064e-09,3.728883496981775e-05,0.00013646236208801282,41.463414634146346,41,41
HK,1995,7,1,3.2087135114205895e-09,3.207719569546445e-05,0.00013631867167016273,68.14159292035399,113,113
HK,1995,7,8,3.035630490077029e-09,6.22457093896394e-05,9.009795695790576e-05,33.33333333333334,153,153
HK,1995,7,22,4.735128746791128e-09,8.272473267916457e-05,9.097601218140013e-05,80.95238095238095,21,21
HK,1995,7,19,3.192237993182511e-09,8.006393394625481e-05,7.659610865636587e-05,100.0,2,2
HK,1995,7,17,4.338720306887306e-09,9.680555334127558e-05,6.746105676711797e-05,100.0,5,5
HK,1995,7,18,3.308266091268904e-09,0.00013503049290482675,1.0632322275970601e-06,21.212121212121218,33,33
HK,1995,7,6,2.364333629645581e-09,0.00012104994003947021,2.0174990006578327e-05,100.0,1,1
HK,1995,8,9,6.908704678179567e-10,1.2891882783493628e-05,0.000134897778076381,100.0,164,164
HK,1995,8,13,2.9875797750298373e-09,1.103859829005582e-05,0.00013489415051854239,97.5,160,160
HK,1995,8,16,0.09693103481543013,1.833466454317399e-05,0.00013458303441000842,100.0,8,8
HK,1995,8,14,0.0919493813445868,1.3861765490068699e-05,0.00013409878657641625,93.33333333333333,60,60
HK,1995,8,15,1.0325795091208e-09,1.869382121443605e-05,0.00012981801755460826,33.33333333333334,123,123
HK,1995,8,5,6.063551714292385e-10,3.336397547555377e-05,0.00014090103570244116,100.0,1,1
HK,1995,8,12,0.0023218123167760905,1.8867868654908516e-05,0.0001273895401613624,100.0,41,41
HK,1995,8,1,1.1003873259938545e-09,1.5987477105101e-05,0.00012731623007100133,84.070796460177,113,113
HK,1995,8,8,9.454564515929131e-10,2.9622681385567563e-05,0.0001063191344502258,56.209150326797385,153,153
HK,1995,8,22,1.421604335201131e-09,4.0356350166140005e-05,0.00010674862042056025,100.0,21,21
HK,1995,8,19,9.62823392451566e-10,4.348533665212317e-05,0.00010213465019144747,100.0,2,2
HK,1995,8,17,0.010682957477532895,4.7436470761611e-05,9.694954933326522e-05,100.0,5,5
HK,1995,8,18,0.07067322375880151,6.344592757642245e-05,7.236444660493363e-05,100.0,33,33
HK,1995,8,6,6.907546029923001e-10,5.5864616943453436e-05,8.117564186262401e-05,100.0,1,1
HK,1995,8,20,5.784302336450251e-10,0.00011716749802105792,4.0683159035089573e-07,1.5151515151515156,66,66
HK,1995,8,0,6.268025744433565e-10,8.53117945266804e-05,3.4124717810672184e-06,0.0,7,7
HK,1995,9,9,0.08409887230708903,3.855427295482769e-06,0.00010270842264995115,100.0,164,164
HK,1995,9,13,0.08220525989044702,3.3405462321873603e-06,0.000102707397253248,100.0,160,160
HK,1995,9,16,0.11628206030772548,6.8701285076668824e-06,0.00010266284318701981,100.0,8,8
HK,1995,9,14,0.1250553655974663,4.312662502112252e-06,0.00010247789432394064,100.0,60,60
HK,1995,9,15,0.042472741159360616,5.606977038231398e-06,0.00010121625302616153,99.1869918699187,123,123
HK,1995,9,5,0.05797586465474138,1.484015316111375e-05,0.00010615148103948687,100.0,1,1
HK,1995,9,12,0.07398191667476807,5.894883962139093e-06,0.00010051311602836383,100.0,41,41
HK,1995,9,1,0.07439135554663942,4.830410408127718e-06,0.00010048980345204855,100.0,113,113
HK,1995,9,8,0.028634422380684952,8.76448252452843e-06,9.436763714425531e-05,100.0,153,153
HK,1995,9,22,0.08512179909587696,1.2504372842444736e-05,9.450134606356398e-05,100.0,21,21
HK,1995,9,19,9.14464454964327e-09,1.681734575608693e-05,9.386527534606707e-05,100.0,2,2
HK,1995,9,17,0.0743218250390729,1.5873671679274847e-05,9.17525440249487e-05,100.0,5,5
HK,1995,9,18,0.10812904276855302,1.900494539549637e-05,8.46324081410789e-05,100.0,33,33
HK,1995,9,6,3.1363086295899353e-09,2.0249197480603883e-05,8.785762914851178e-05,100.0,1,1
HK,1995,9,20,4.261556440795612e-09,3.4285580780351235e-05,6.382367469214376e-05,50.0,66,66
HK,1995,9,0,2.4299718876691183e-09,2.6674704391138055e-05,6.47716157123019e-05,85.71428571428572,7,7
HK,1995,9,3,1.960558102550803e-09,8.07623525399912e-05,1.2540737972048326e-07,0.0,157,157
HK,1995,9,11,2.384863237512599e-09,6.050926379538965e-05,2.3183625975245142e-07,0.0,61,61
HK,1995,10,9,0.10171835993119828,1.042292040962001e-06,6.142757897975453e-05,100.0,164,164
HK,1995,10,13,0.10115172998129943,9.087591493428111e-07,6.142731032292521e-05,100.0,160,160
HK,1995,10,16,0.10856740370769549,2.1133288528543227e-06,6.141566571155028e-05,100.0,8,8
HK,1995,10,14,0.11110483245207535,1.2069542246263447e-06,6.135829848147526e-05,100.0,60,60
HK,1995,10,15,0.08930854889216105,1.5097188198292487e-06,6.103504022091121e-05,100.0,123,123
HK,1995,10,5,0.09044828335557986,4.916085662281771e-06,6.26706417555655e-05,100.0,1,1
HK,1995,10,12,0.0956566811701027,1.658109130325072e-06,6.081820161541319e-05,100.0,41,41
HK,1995,10,1,0.10145245693649084,1.3272007473867885e-06,6.081156612032841e-05,100.0,113,113
HK,1995,10,8,0.0781818835513334,2.4389645938169498e-06,5.906780559329707e-05,100.0,153,153
HK,1995,10,22,0.10296572997358998,3.54855549348051e-06,5.910582400132486e-05,100.0,21,21
HK,1995,10,19,0.07612662599286067,5.357138933064413e-06,5.8917270426648954e-05,100.0,2,2
HK,1995,10,17,0.10363709469873139,4.800602030369629e-06,5.8233135765212227e-05,100.0,5,5
HK,1995,10,18,0.1035637219555144,5.305840908272731e-06,5.57656779830062e-05,100.0,33,33
HK,1995,10,6,0.040147105155931846,6.8227171265769705e-06,5.6861019229234026e-05,100.0,1,1
HK,1995,10,20,0.08370781532355549,9.17286924930479e-06,4.96633233468819e-05,100.0,66,66
HK,1995,10,0,0.034952356781494116,7.509164920917576e-06,4.993183970326952e-05,100.0,7,7
HK,1995,10,3,4.525534273288552e-09,2.139040550135744e-05,3.214250924133042e-05,94.90445859872611,157,157
HK,1995,10,11,4.164238023988221e-09,1.6204700832452855e-05,3.2171381302325144e-05,85.24590163934427,61,61
HK,1995,10,2,3.820885182835678e-09,1.4204893180565079e-05,1.9300126604028596e-08,0.0,182,182
HK,1995,10,21,3.379078507872998e-09,1.3757375992966094e-05,7.64298666275894e-07,0.0,4,4
HK,1995,11,9,0.1068207948928748,7.39214962687774e-07,0.00015708978197216268,100.0,164,164
HK,1995,11,13,0.10917812451361443,6.709476698699512e-07,0.00015708963137022855,100.0,160,160
HK,1995,11,16,0.10710911065151109,3.7702940086450546e-06,0.0001571471923963451,100.0,8,8
HK,1995,11,14,0.10796705014287145,1.1124866571410555e-06,0.00015704071602568265,100.0,60,60
HK,1995,11,15,0.10202585596358316,1.0318559492288503e-06,0.00015688519004478034,100.0,123,123
HK,1995,11,5,0.10542862910953699,1.1532392940145546e-05,0.00016072720656591657,100.0,1,1
HK,1995,11,12,0.10154541624177846,1.5714670644044983e-06,0.0001567269806032371,100.0,41,41
HK,1995,11,1,0.10841196617673844,1.015044950339238e-06,0.00015672008934277691,100.0,113,113
HK,1995,11,8,0.09843708802579804,1.6089451251730207e-06,0.00015560889653203191,100.0,153,153
HK,1995,11,22,0.1145059412820911,3.2522465974255764e-06,0.00015564469809596548,100.0,21,21
HK,1995,11,19,0.1028483417820012,1.0189128118869335e-05,0.0001565656567874736,100.0,2,2
HK,1995,11,17,0.11890507131244435,6.34904434656055e-06,0.0001551435141740341,100.0,5,5
HK,1995,11,18,0.11677753137390245,4.0132530969133254e-06,0.00015279762723704806,100.0,33,33
HK,1995,11,6,0.08739385453291565,1.190667953878614e-05,0.00015475047340875975,100.0,1,1
HK,1995,11,20,0.10959654569930417,5.344222287422682e-06,0.000148390946853772,100.0,66,66
HK,1995,11,0,0.09623179519709617,7.455648170083602e-06,0.00014867061645318843,100.0,7,7
HK,1995,11,3,9.25044387768943e-09,1.1436488529939453e-05,0.00013792086579634692,100.0,157,157
HK,1995,11,11,0.04048181550041122,9.340412103574898e-06,0.00013793889429333854,100.0,61,61
HK,1995,11,2,2.484705806639913e-09,1.1370451753194812e-05,0.00011774091742966697,98.35164835164835,182,182
HK,1995,11,21,2.4849957209732487e-09,1.3563045922308198e-05,0.00011847897099754619,75.0,4,4
HK,1995,11,4,2.3302347326165844e-09,0.0001185280829703201,1.8934198557559123e-07,0.0,165,165
HK,1995,11,10,2.301869467323097e-09,0.00010010834238172266,1.682493149272654e-07,0.0,150,150
HK,1995,11,7,2.3195163251715464e-09,4.005495874597272e-05,4.825898644093096e-07,0.0,21,21
ISIC,1993,1,4,9.812563130667132e-11,0.0002570942619229526,5.613411832378892e-07,4.878048780487802,41,38
ISIC,1993,1,0,9.317949584413039e-11,0.0002537833338982476,2.4103270386384985e-08,0.0,44,44
ISIC,1993,2,4,1.2432718150245798e-09,0.000236586630549375,3.445005335150283e-05,41.463414634146346,41,38
ISIC,1993,2,0,1.2579004274509828e-09,0.00023207117608061779,3.395552979721691e-05,20.454545454545453,44,44
ISIC,1993,2,3,1.0682161981922492e-09,0.00029065973645341764,2.2255722546203537e-07,15.0,40,37
ISIC,1993,2,7,6.517881664437333e-10,0.0002563505352195663,9.49446426739135e-06,45.833333333333336,24,20
ISIC,1993,3,4,3.334291808937369e-10,0.0002376941997540896,5.86646043314889e-05,65.85365853658536,41,38
ISIC,1993,3,0,3.3493994738631344e-10,0.00023153609093795472,5.816761168370076e-05,25.0,44,44
ISIC,1993,3,3,3.2042318599823354e-10,0.0002904394638247162,2.4853716281495716e-05,37.5,40,37
ISIC,1993,3,7,3.94604504982922e-10,0.0002583726383966653,3.420068469573132e-05,41.666666666666664,24,20
ISIC,1993,3,5,3.2608985233922077e-10,0.00028348318627397683,1.107356196382722e-06,24.324324324324323,37,34
ISIC,1993,3,6,3.115646631953633e-10,0.00026149423658189516,5.943050831406697e-06,15.384615384615387,26,24
ISIC,1993,4,4,5.216812884962336e-09,0.00016380639630128875,0.0002030345465332077,78.04878048780488,41,38
ISIC,1993,4,0,2.2240296006765602e-09,0.0001611444502391254,0.00020269219546613005,68.18181818181819,44,44
ISIC,1993,4,3,0.07225947193249221,0.00020112780110176877,0.00017893543897309084,55.0,40,37
ISIC,1993,4,7,2.3259900203735517e-09,0.0001917267187793936,0.00018588242564702124,62.5,24,20
ISIC,1993,4,5,0.022008354079427958,0.000198540084820729,0.0001621559890728855,48.64864864864865,37,34
ISIC,1993,4,6,2.813451998717515e-09,0.00019038188741455522,0.0001657073029441576,15.384615384615387,26,24
ISIC,1993,4,2,2.2447920052098096e-09,0.0003447713824182221,1.2161248057080117e-07,17.391304347826093,46,45
ISIC,1993,4,1,2.1418259885635868e-09,0.00037672047882357593,1.1545218474519647e-07,21.621621621621628,37,36
ISIC,1994,1,3,1.64258212100221e-08,0.0002916369719422483,2.2330549153311497e-07,2.5,40,37
ISIC,1994,1,7,1.875205262373744e-08,0.00026514939947177907,9.820348128584434e-06,50.0,24,20
ISIC,1994,2,3,5.862798933921113e-09,0.0002317032122930731,4.279277181183524e-05,37.5,40,37
ISIC,1994,2,7,5.014095156810498e-09,0.00021448695098525022,5.0559318554924716e-05,41.666666666666664,24,20
ISIC,1994,2,4,6.1142250852731865e-09,0.00024976115447360224,5.453300316017519e-07,46.34146341463414,41,38
ISIC,1994,2,5,7.55841771775594e-09,0.0002562042604205436,1.0007978922677484e-06,43.24324324324324,37,34
ISIC,1994,3,3,0.08642701654041027,0.0001289581329943909,0.00013716816184997416,77.5,40,37
ISIC,1994,3,7,6.310060957578555e-09,0.00012968848346719112,0.00014187269618771175,54.16666666666667,24,20
ISIC,1994,3,4,2.887817448939725e-09,0.00013682110958160925,0.0001159903635089887,58.53658536585366,41,38
ISIC,1994,3,5,0.02364516621326738,0.00014112688277182598,0.00011624290434769485,43.24324324324324,37,34
ISIC,1994,3,1,5.678211774572944e-09,0.00027242929004975784,8.34904351975968e-08,27.02702702702703,37,36
ISIC,1994,3,0,6.928289114965588e-09,0.00023573017694836391,2.2388657702380478e-08,13.63636363636364,44,44
ISIC,1994,4,3,0.1193014522811642,7.259371947848161e-05,0.00019737158707788308,87.5,40,37
ISIC,1994,4,7,7.64560101378167e-09,8.24915632251025e-05,0.000200371245382746,79.16666666666666,24,20
ISIC,1994,4,4,0.026093042823446887,7.750332516510588e-05,0.00018565587067913565,100.0,41,38
ISIC,1994,4,5,0.08262313604342768,8.017347067691367e-05,0.00018579982706498253,100.0,37,34
ISIC,1994,4,1,6.755930035301883e-09,0.00015239934434048248,0.00012137771862754414,67.56756756756756,37,36
ISIC,1994,4,0,1.0052226364275352e-08,0.00013159377612484264,0.00012134351156441798,25.0,44,44
ISIC,1994,4,6,3.209235119703711e-09,0.0002120187180212965,4.818607227756732e-06,19.230769230769226,26,24
ISIC,1994,4,2,4.461092865645397e-09,0.00023856150767532187,8.414867995602169e-08,2.173913043478265,46,45
ISIC,1995,1,1,1.2562140285698834e-09,0.00025722163236929925,7.882979845825911e-08,13.513513513513516,37,36
ISIC,1995,1,3,1.2458551523054692e-09,0.00025256055918389345,1.9338480795091367e-07,15.0,40,37
ISIC,1995,2,1,7.954859171226444e-09,0.0002560924858072228,4.675696522647986e-05,62.16216216216216,37,36
ISIC,1995,2,3,9.23431848112467e-09,0.00025104831644781486,4.687070836210207e-05,44.99999999999999,40,37
ISIC,1995,2,0,4.066107857216372e-09,0.0002552940253517868,2.424674948730047e-08,6.818181818181827,44,44
ISIC,1995,2,6,3.245744402625118e-09,0.00023712507231683568,5.3892061890189925e-06,3.8461538461538396,26,24
ISIC,1995,3,1,3.440784424740762e-09,0.00023979979427660275,8.124153463674692e-05,75.67567567567568,37,36
ISIC,1995,3,3,2.7404091826779692e-09,0.00023419093666059133,8.134736329408091e-05,82.5,40,37
ISIC,1995,3,0,3.289001863180793e-09,0.00023579038824305548,3.996642266849265e-05,15.909090909090907,44,44
ISIC,1995,3,6,3.761144757157669e-09,0.0002238226623039535,4.5030906980901815e-05,3.8461538461538396,26,24
ISIC,1995,3,4,3.1203599700311506e-09,0.0002820242983551025,6.157735771945465e-07,39.02439024390244,41,38
ISIC,1995,3,5,3.257715559153547e-09,0.00028052449171696764,1.0957987957694048e-06,40.54054054054054,37,34
ISIC,1995,4,1,3.1720840857690773e-09,0.00016183708388718744,0.0001602052417727243,81.08108108108108,37,36
ISIC,1995,4,3,0.06341818606130589,0.00015482161922015955,0.0001602741905533956,95.0,40,37
ISIC,1995,4,0,7.26318640630578e-10,0.00014942337160491953,0.00014063081281856968,40.90909090909091,44,44
ISIC,1995,4,6,1.1666329401343221e-09,0.000149997457203848,0.00014402565433539497,26.923076923076934,26,24
ISIC,1995,4,4,0.0037415985593616283,0.00017445539000266475,0.0001233340073125004,70.73170731707317,41,38
ISIC,1995,4,5,0.004942676460039422,0.00017314856992226374,0.00012362946194868774,70.27027027027027,37,34
ISIC,1995,4,2,1.5838354060756116e-09,0.0002909420537580335,1.0262506305397998e-07,6.521739130434781,46,45
ISIC,1995,4,7,1.1017383364845449e-09,0.00024460716053928454,9.059524464417947e-06,41.666666666666664,24,20
