dataset,comparison,seed,task,metric,difference_pp,new_zero_recall_classes
HK,CT-ConCM-CB minus CT-J-CB,1995,4,BA,-1.177591463414629,[]
HK,CT-ConCM-CB minus CT-J-CB,1993,4,tail,-14.285714285714278,[0]
HK,CT-ConCM-CB minus CT-J-CB,1994,4,tail,-12.5,"[16, 22]"
HK,CT-ConCM-CB minus CT-J-CB,1995,4,tail,0.0,[]
HK,CT-ConCM-CB minus CT-J-CB,1993,4,old,-30.492356869453076,[0]
HK,CT-ConCM-CB minus CT-J-CB,1994,4,old,-16.588027487417733,"[16, 22]"
HK,CT-ConCM-CB minus CT-J-CB,1995,4,old,-1.1636178861788622,[]
HK,CT-ConCM-CB minus CT-J-CB,1993,4,current,0.9554140127388564,[0]
HK,CT-ConCM-CB minus CT-J-CB,1994,4,current,0.0,"[16, 22]"
HK,CT-ConCM-CB minus CT-J-CB,1995,4,current,-1.2195121951219505,[]
HK,CT-ConCM-CB minus CT-J-CB,1993,4,HM,-25.272948375510403,[0]
HK,CT-ConCM-CB minus CT-J-CB,1994,4,HM,-4.447100921705179,"[16, 22]"
HK,CT-ConCM-CB minus CT-J-CB,1995,4,HM,-1.244370366240659,[]
HK,CT-ConCM-CB minus CT-J-CB,1993,5,BA,-11.453703367528774,[]
HK,CT-ConCM-CB minus CT-J-CB,1994,5,BA,-13.542603737725678,"[16, 21]"
HK,CT-ConCM-CB minus CT-J-CB,1995,5,BA,7.958886632212426,[]
HK,CT-ConCM-CB minus CT-J-CB,1993,5,tail,5.0,[]
HK,CT-ConCM-CB minus CT-J-CB,1994,5,tail,-12.5,"[16, 21]"
HK,CT-ConCM-CB minus CT-J-CB,1995,5,tail,50.0,[]
HK,CT-ConCM-CB minus CT-J-CB,1993,5,old,-14.317129209410965,[]
HK,CT-ConCM-CB minus CT-J-CB,1994,5,old,-16.928254672157102,"[16, 21]"
HK,CT-ConCM-CB minus CT-J-CB,1995,5,old,9.271670848622207,[]
HK,CT-ConCM-CB minus CT-J-CB,1993,5,current,0.0,[]
HK,CT-ConCM-CB minus CT-J-CB,1994,5,current,0.0,"[16, 21]"
HK,CT-ConCM-CB minus CT-J-CB,1995,5,current,2.7077497665733006,[]
HK,CT-ConCM-CB minus CT-J-CB,1993,5,HM,-13.6974829542022,[]
HK,CT-ConCM-CB minus CT-J-CB,1994,5,HM,-9.625781609946216,"[16, 21]"
HK,CT-ConCM-CB minus CT-J-CB,1995,5,HM,7.766503037212175,[]
HK,CT-ConCM-CB minus CT-J-CB,1993,6,BA,-49.129817013379125,"[0, 2, 3, 8, 11, 12, 16, 17]"
HK,CT-ConCM-CB minus CT-J-CB,1994,6,BA,-24.041135940477716,"[12, 17, 21, 22]"
HK,CT-ConCM-CB minus CT-J-CB,1995,6,BA,9.752728700480837,[]
HK,CT-ConCM-CB minus CT-J-CB,1993,6,tail,-43.57142857142857,"[0, 2, 3, 8, 11, 12, 16, 17]"
HK,CT-ConCM-CB minus CT-J-CB,1994,6,tail,-17.0,"[12, 17, 21, 22]"
HK,CT-ConCM-CB minus CT-J-CB,1995,6,tail,0.0,[]
HK,CT-ConCM-CB minus CT-J-CB,1993,6,old,-58.1581613684359,"[0, 2, 3, 8, 11, 12, 16, 17]"
HK,CT-ConCM-CB minus CT-J-CB,1994,6,old,-28.91305739608918,"[12, 17, 21, 22]"
HK,CT-ConCM-CB minus CT-J-CB,1995,6,old,11.703274440577019,[]
HK,CT-ConCM-CB minus CT-J-CB,1993,6,current,-3.988095238095241,"[0, 2, 3, 8, 11, 12, 16, 17]"
HK,CT-ConCM-CB minus CT-J-CB,1994,6,current,0.3184713375796093,"[12, 17, 21, 22]"
HK,CT-ConCM-CB minus CT-J-CB,1995,6,current,0.0,[]
HK,CT-ConCM-CB minus CT-J-CB,1993,6,HM,-71.5727229654753,"[0, 2, 3, 8, 11, 12, 16, 17]"
HK,CT-ConCM-CB minus CT-J-CB,1994,6,HM,-44.37127443611249,"[12, 17, 21, 22]"
HK,CT-ConCM-CB minus CT-J-CB,1995,6,HM,4.671826860541209,[]
HK,CT-ConCM-CB minus CT-J-CB,1993,7,BA,-50.626031861501644,"[0, 2, 3, 8, 11, 12, 16, 21]"
HK,CT-ConCM-CB minus CT-J-CB,1994,7,BA,-7.007433507813563,"[13, 22]"
HK,CT-ConCM-CB minus CT-J-CB,1995,7,BA,7.122346567625858,[]
HK,CT-ConCM-CB minus CT-J-CB,1993,7,tail,-36.60714285714286,"[0, 2, 3, 8, 11, 12, 16, 21]"
HK,CT-ConCM-CB minus CT-J-CB,1994,7,tail,0.0,"[13, 22]"
HK,CT-ConCM-CB minus CT-J-CB,1995,7,tail,0.0,[]
HK,CT-ConCM-CB minus CT-J-CB,1993,7,old,-57.39703717175192,"[0, 2, 3, 8, 11, 12, 16, 21]"
HK,CT-ConCM-CB minus CT-J-CB,1994,7,old,-8.175339092449157,"[13, 22]"
HK,CT-ConCM-CB minus CT-J-CB,1995,7,old,7.5518285713210815,[]
HK,CT-ConCM-CB minus CT-J-CB,1993,7,current,-10.0,"[0, 2, 3, 8, 11, 12, 16, 21]"
HK,CT-ConCM-CB minus CT-J-CB,1994,7,current,0.0,"[13, 22]"
HK,CT-ConCM-CB minus CT-J-CB,1995,7,current,4.545454545454547,[]
HK,CT-ConCM-CB minus CT-J-CB,1993,7,HM,-68.8824119112,"[0, 2, 3, 8, 11, 12, 16, 21]"
HK,CT-ConCM-CB minus CT-J-CB,1994,7,HM,-12.771629335505043,"[13, 22]"
HK,CT-ConCM-CB minus CT-J-CB,1995,7,HM,7.0471631062228255,[]
HK,CT-ConCM-CB minus CT-J-CB,1993,8,BA,-33.01284810837273,"[2, 3, 4, 8, 13, 14, 18, 21, 22]"
HK,CT-ConCM-CB minus CT-J-CB,1994,8,BA,-7.522024364351925,"[3, 5]"
HK,CT-ConCM-CB minus CT-J-CB,1995,8,BA,-6.966116130692148,"[1, 8, 13]"
HK,CT-ConCM-CB minus CT-J-CB,1993,8,tail,5.0,"[2, 3, 4, 8, 13, 14, 18, 21, 22]"
HK,CT-ConCM-CB minus CT-J-CB,1994,8,tail,-12.5,"[3, 5]"
HK,CT-ConCM-CB minus CT-J-CB,1995,8,tail,0.0,"[1, 8, 13]"
HK,CT-ConCM-CB minus CT-J-CB,1993,8,old,-40.995519789359776,"[2, 3, 4, 8, 13, 14, 18, 21, 22]"
HK,CT-ConCM-CB minus CT-J-CB,1994,8,old,-1.4537421306879086,"[3, 5]"
HK,CT-ConCM-CB minus CT-J-CB,1995,8,old,-7.961275577933886,"[1, 8, 13]"
HK,CT-ConCM-CB minus CT-J-CB,1993,8,current,22.865853658536594,"[2, 3, 4, 8, 13, 14, 18, 21, 22]"
HK,CT-ConCM-CB minus CT-J-CB,1994,8,current,-50.0,"[3, 5]"
HK,CT-ConCM-CB minus CT-J-CB,1995,8,current,0.0,"[1, 8, 13]"
HK,CT-ConCM-CB minus CT-J-CB,1993,8,HM,-53.01349551750568,"[2, 3, 4, 8, 13, 14, 18, 21, 22]"
HK,CT-ConCM-CB minus CT-J-CB,1994,8,HM,-4.95526326408833,"[3, 5]"
HK,CT-ConCM-CB minus CT-J-CB,1995,8,HM,-14.316753477415581,"[1, 8, 13]"
HK,CT-ConCM-CB minus CT-J-CB,1993,9,BA,-22.114180265727157,"[2, 3, 4, 8, 9, 13, 14, 18, 22]"
HK,CT-ConCM-CB minus CT-J-CB,1994,9,BA,-3.7828004070179766,"[0, 4]"
HK,CT-ConCM-CB minus CT-J-CB,1995,9,BA,-3.164924506387921,"[0, 20]"
HK,CT-ConCM-CB minus CT-J-CB,1993,9,tail,0.0,"[2, 3, 4, 8, 9, 13, 14, 18, 22]"
HK,CT-ConCM-CB minus CT-J-CB,1994,9,tail,-7.142857142857143,"[0, 4]"
HK,CT-ConCM-CB minus CT-J-CB,1995,9,tail,-2.380952380952381,"[0, 20]"
HK,CT-ConCM-CB minus CT-J-CB,1993,9,old,-24.827639790812974,"[2, 3, 4, 8, 9, 13, 14, 18, 22]"
HK,CT-ConCM-CB minus CT-J-CB,1994,9,old,-3.7109333755675222,"[0, 4]"
HK,CT-ConCM-CB minus CT-J-CB,1995,9,old,-3.560540069686411,"[0, 20]"
HK,CT-ConCM-CB minus CT-J-CB,1993,9,current,-0.4065040650406502,"[2, 3, 4, 8, 9, 13, 14, 18, 22]"
HK,CT-ConCM-CB minus CT-J-CB,1994,9,current,-4.357736658621619,"[0, 4]"
HK,CT-ConCM-CB minus CT-J-CB,1995,9,current,0.0,"[0, 20]"
HK,CT-ConCM-CB minus CT-J-CB,1993,9,HM,-39.77907430184421,"[2, 3, 4, 8, 9, 13, 14, 18, 22]"
HK,CT-ConCM-CB minus CT-J-CB,1994,9,HM,-6.779771842408949,"[0, 4]"
HK,CT-ConCM-CB minus CT-J-CB,1995,9,HM,-6.808080388475793,"[0, 20]"
HK,CT-ConCM-CB minus CT-J-CB,1993,10,BA,-5.242978566149299,[12]
HK,CT-ConCM-CB minus CT-J-CB,1994,10,BA,0.0,[]
HK,CT-ConCM-CB minus CT-J-CB,1995,10,BA,-1.0337987947071685,"[3, 11]"
HK,CT-ConCM-CB minus CT-J-CB,1993,10,tail,0.0,[12]
HK,CT-ConCM-CB minus CT-J-CB,1994,10,tail,0.0,[]
HK,CT-ConCM-CB minus CT-J-CB,1995,10,tail,0.0,"[3, 11]"
HK,CT-ConCM-CB minus CT-J-CB,1993,10,old,-5.657181571815719,[12]
HK,CT-ConCM-CB minus CT-J-CB,1994,10,old,0.0,[]
HK,CT-ConCM-CB minus CT-J-CB,1995,10,old,-1.1486653274524112,"[3, 11]"
HK,CT-ConCM-CB minus CT-J-CB,1993,10,current,-1.5151515151515156,[12]
HK,CT-ConCM-CB minus CT-J-CB,1994,10,current,0.0,[]
HK,CT-ConCM-CB minus CT-J-CB,1995,10,current,0.0,"[3, 11]"
HK,CT-ConCM-CB minus CT-J-CB,1993,10,HM,-9.891056139971768,[12]
HK,CT-ConCM-CB minus CT-J-CB,1994,10,HM,0.0,[]
HK,CT-ConCM-CB minus CT-J-CB,1995,10,HM,-2.2692030035912096,"[3, 11]"
HK,CT-ConCM-CB minus CT-J-CB,1993,11,BA,0.15491488994431002,"[15, 20]"
HK,CT-ConCM-CB minus CT-J-CB,1994,11,BA,-1.7057977543911047,[]
HK,CT-ConCM-CB minus CT-J-CB,1995,11,BA,-1.1586239847109425,"[2, 21]"
HK,CT-ConCM-CB minus CT-J-CB,1993,11,tail,0.0,"[15, 20]"
HK,CT-ConCM-CB minus CT-J-CB,1994,11,tail,0.0,[]
HK,CT-ConCM-CB minus CT-J-CB,1995,11,tail,-3.125,"[2, 21]"
HK,CT-ConCM-CB minus CT-J-CB,1993,11,old,-0.3085735402808574,"[15, 20]"
HK,CT-ConCM-CB minus CT-J-CB,1994,11,old,-1.75,[]
HK,CT-ConCM-CB minus CT-J-CB,1995,11,old,-1.3324175824175826,"[2, 21]"
HK,CT-ConCM-CB minus CT-J-CB,1993,11,current,3.244837758112098,"[15, 20]"
HK,CT-ConCM-CB minus CT-J-CB,1994,11,current,-1.411116116998457,[]
HK,CT-ConCM-CB minus CT-J-CB,1995,11,current,0.0,"[2, 21]"
HK,CT-ConCM-CB minus CT-J-CB,1993,11,HM,-0.6151486797108067,"[15, 20]"
HK,CT-ConCM-CB minus CT-J-CB,1994,11,HM,-3.4285730084486308,[]
HK,CT-ConCM-CB minus CT-J-CB,1995,11,HM,-2.62979530974651,"[2, 21]"
HK,CT-J-CB minus CT-J-Stale,1993,1,BA,0.0,[]
HK,CT-J-CB minus CT-J-Stale,1994,1,BA,0.0,[]
HK,CT-J-CB minus CT-J-Stale,1995,1,BA,0.0,[]
HK,CT-J-CB minus CT-J-Stale,1993,1,tail,0.0,[]
HK,CT-J-CB minus CT-J-Stale,1994,1,tail,0.0,[]
HK,CT-J-CB minus CT-J-Stale,1993,1,current,0.0,[]
HK,CT-J-CB minus CT-J-Stale,1994,1,current,0.0,[]
HK,CT-J-CB minus CT-J-Stale,1995,1,current,0.0,[]
HK,CT-J-CB minus CT-J-Stale,1993,2,BA,11.236933797909415,[]
HK,CT-J-CB minus CT-J-Stale,1994,2,BA,-1.0632621951219505,[]
HK,CT-J-CB minus CT-J-Stale,1995,2,BA,0.6211890243902474,[]
HK,CT-J-CB minus CT-J-Stale,1993,2,tail,57.14285714285714,[]
HK,CT-J-CB minus CT-J-Stale,1994,2,tail,0.0,[]
HK,CT-J-CB minus CT-J-Stale,1995,2,tail,0.0,[]
HK,CT-J-CB minus CT-J-Stale,1993,2,old,28.571428571428584,[]
HK,CT-J-CB minus CT-J-Stale,1994,2,old,0.0,[]
HK,CT-J-CB minus CT-J-Stale,1995,2,old,1.2423780487804805,[]
HK,CT-J-CB minus CT-J-Stale,1993,2,current,-6.097560975609753,[]
HK,CT-J-CB minus CT-J-Stale,1994,2,current,-2.126524390243901,[]
HK,CT-J-CB minus CT-J-Stale,1995,2,current,0.0,[]
HK,CT-J-CB minus CT-J-Stale,1993,2,HM,15.115996106424419,[]
HK,CT-J-CB minus CT-J-Stale,1994,2,HM,-1.0534665887235235,[]
HK,CT-J-CB minus CT-J-Stale,1995,2,HM,0.640997752374517,[]
HK,CT-J-CB minus CT-J-Stale,1993,3,BA,15.157395039324612,[]
HK,CT-J-CB minus CT-J-Stale,1994,3,BA,5.966184053074301,[]
HK,CT-J-CB minus CT-J-Stale,1995,3,BA,3.2723577235772296,[]
HK,CT-J-CB minus CT-J-Stale,1993,3,tail,42.857142857142854,[]
HK,CT-J-CB minus CT-J-Stale,1994,3,tail,-6.25,[]
HK,CT-J-CB minus CT-J-Stale,1995,3,tail,0.0,[]
HK,CT-J-CB minus CT-J-Stale,1993,3,old,26.424617149150862,[]
HK,CT-J-CB minus CT-J-Stale,1994,3,old,15.350791231126607,[]
HK,CT-J-CB minus CT-J-Stale,1995,3,old,5.111788617886177,[]
HK,CT-J-CB minus CT-J-Stale,1993,3,current,-7.377049180327873,[]
HK,CT-J-CB minus CT-J-Stale,1994,3,current,-12.803030303030312,[]
HK,CT-J-CB minus CT-J-Stale,1995,3,current,-0.4065040650406502,[]
HK,CT-J-CB minus CT-J-Stale,1993,3,HM,16.19830245756691,[]
HK,CT-J-CB minus CT-J-Stale,1994,3,HM,5.392449105567437,[]
HK,CT-J-CB minus CT-J-Stale,1995,3,HM,0.836729642957792,[]
HK,CT-J-CB minus CT-J-Stale,1993,4,BA,19.717154169529465,[]
HK,CT-J-CB minus CT-J-Stale,1994,4,BA,15.47553881585894,[]
HK,CT-J-CB minus CT-J-Stale,1995,4,BA,25.237550813008127,[]
HK,CT-J-CB minus CT-J-Stale,1993,4,tail,14.285714285714278,[]
HK,CT-J-CB minus CT-J-Stale,1994,4,tail,7.5,[]
HK,CT-J-CB minus CT-J-Stale,1995,4,tail,0.0,[]
HK,CT-J-CB minus CT-J-Stale,1993,4,old,25.6525962175467,[]
HK,CT-J-CB minus CT-J-Stale,1994,4,old,23.967385087811913,[]
HK,CT-J-CB minus CT-J-Stale,1995,4,old,33.65006775067751,[]
HK,CT-J-CB minus CT-J-Stale,1993,4,current,1.9108280254776986,[]
HK,CT-J-CB minus CT-J-Stale,1994,4,current,-10.0,[]
HK,CT-J-CB minus CT-J-Stale,1995,4,current,0.0,[]
HK,CT-J-CB minus CT-J-Stale,1993,4,HM,21.03809376081807,[]
HK,CT-J-CB minus CT-J-Stale,1994,4,HM,0.9754077604262932,[]
HK,CT-J-CB minus CT-J-Stale,1995,4,HM,32.31620995613921,[]
HK,CT-J-CB minus CT-J-Stale,1993,5,BA,24.301391263841808,[]
HK,CT-J-CB minus CT-J-Stale,1994,5,BA,9.414811456369826,[6]
HK,CT-J-CB minus CT-J-Stale,1995,5,BA,32.412358802791566,[]
HK,CT-J-CB minus CT-J-Stale,1993,5,tail,15.0,[]
HK,CT-J-CB minus CT-J-Stale,1994,5,tail,-8.5,[6]
HK,CT-J-CB minus CT-J-Stale,1995,5,tail,0.0,[]
HK,CT-J-CB minus CT-J-Stale,1993,5,old,30.376739079802256,[]
HK,CT-J-CB minus CT-J-Stale,1994,5,old,23.448842189314746,[6]
HK,CT-J-CB minus CT-J-Stale,1995,5,old,40.515448503489466,[]
HK,CT-J-CB minus CT-J-Stale,1993,5,current,0.0,[]
HK,CT-J-CB minus CT-J-Stale,1994,5,current,-46.721311475409834,[6]
HK,CT-J-CB minus CT-J-Stale,1995,5,current,0.0,[]
HK,CT-J-CB minus CT-J-Stale,1993,5,HM,32.90200748242438,[]
HK,CT-J-CB minus CT-J-Stale,1994,5,HM,6.454904061947509,[6]
HK,CT-J-CB minus CT-J-Stale,1995,5,HM,43.10476493579936,[]
HK,CT-J-CB minus CT-J-Stale,1993,6,BA,39.977354892167,[]
HK,CT-J-CB minus CT-J-Stale,1994,6,BA,18.62873839949411,[]
HK,CT-J-CB minus CT-J-Stale,1995,6,BA,35.21480481957035,[]
HK,CT-J-CB minus CT-J-Stale,1993,6,tail,21.69642857142857,[]
HK,CT-J-CB minus CT-J-Stale,1994,6,tail,17.0,[]
HK,CT-J-CB minus CT-J-Stale,1995,6,tail,25.0,[]
HK,CT-J-CB minus CT-J-Stale,1993,6,old,48.86270682298135,[]
HK,CT-J-CB minus CT-J-Stale,1994,6,old,22.418180346908855,[]
HK,CT-J-CB minus CT-J-Stale,1995,6,old,42.25776578348441,[]
HK,CT-J-CB minus CT-J-Stale,1993,6,current,-4.449404761904759,[]
HK,CT-J-CB minus CT-J-Stale,1994,6,current,-0.3184713375796093,[]
HK,CT-J-CB minus CT-J-Stale,1995,6,current,0.0,[]
HK,CT-J-CB minus CT-J-Stale,1993,6,HM,54.68042764008334,[]
HK,CT-J-CB minus CT-J-Stale,1994,6,HM,32.30794629446484,[]
HK,CT-J-CB minus CT-J-Stale,1995,6,HM,31.100534456747848,[]
HK,CT-J-CB minus CT-J-Stale,1993,7,BA,50.18829995055545,[]
HK,CT-J-CB minus CT-J-Stale,1994,7,BA,11.038074815136554,[]
HK,CT-J-CB minus CT-J-Stale,1995,7,BA,16.251760814601926,[]
HK,CT-J-CB minus CT-J-Stale,1993,7,tail,36.60714285714286,[]
HK,CT-J-CB minus CT-J-Stale,1994,7,tail,0.0,[]
HK,CT-J-CB minus CT-J-Stale,1995,7,tail,0.0,[]
HK,CT-J-CB minus CT-J-Stale,1993,7,old,59.05806711403186,[]
HK,CT-J-CB minus CT-J-Stale,1994,7,old,12.877753950992648,[]
HK,CT-J-CB minus CT-J-Stale,1995,7,old,19.97048862713659,[]
HK,CT-J-CB minus CT-J-Stale,1993,7,current,-3.030303030303031,[]
HK,CT-J-CB minus CT-J-Stale,1994,7,current,0.0,[]
HK,CT-J-CB minus CT-J-Stale,1995,7,current,-6.060606060606062,[]
HK,CT-J-CB minus CT-J-Stale,1993,7,HM,72.10154489737849,[]
HK,CT-J-CB minus CT-J-Stale,1994,7,HM,21.026689678287575,[]
HK,CT-J-CB minus CT-J-Stale,1995,7,HM,23.813507548385587,[]
HK,CT-J-CB minus CT-J-Stale,1993,8,BA,32.10044126065052,[]
HK,CT-J-CB minus CT-J-Stale,1994,8,BA,11.952060791339573,[]
HK,CT-J-CB minus CT-J-Stale,1995,8,BA,7.023858185385423,[]
HK,CT-J-CB minus CT-J-Stale,1993,8,tail,-5.0,[]
HK,CT-J-CB minus CT-J-Stale,1994,8,tail,10.714285714285715,[]
HK,CT-J-CB minus CT-J-Stale,1995,8,tail,0.0,[]
HK,CT-J-CB minus CT-J-Stale,1993,8,old,40.21409314806052,[]
HK,CT-J-CB minus CT-J-Stale,1994,8,old,13.65949804724522,[]
HK,CT-J-CB minus CT-J-Stale,1995,8,old,8.13549160580845,[]
HK,CT-J-CB minus CT-J-Stale,1993,8,current,-24.695121951219505,[]
HK,CT-J-CB minus CT-J-Stale,1994,8,current,0.0,[]
HK,CT-J-CB minus CT-J-Stale,1995,8,current,-0.7575757575757507,[]
HK,CT-J-CB minus CT-J-Stale,1993,8,HM,51.46279686410744,[]
HK,CT-J-CB minus CT-J-Stale,1994,8,HM,23.15401644516587,[]
HK,CT-J-CB minus CT-J-Stale,1995,8,HM,14.6551202935953,[]
HK,CT-J-CB minus CT-J-Stale,1993,9,BA,21.934333012709175,[]
HK,CT-J-CB minus CT-J-Stale,1994,9,BA,5.612219758561222,[]
HK,CT-J-CB minus CT-J-Stale,1995,9,BA,3.255258743063621,[]
HK,CT-J-CB minus CT-J-Stale,1993,9,tail,0.0,[]
HK,CT-J-CB minus CT-J-Stale,1994,9,tail,12.5,[]
HK,CT-J-CB minus CT-J-Stale,1995,9,tail,2.380952380952381,[]
HK,CT-J-CB minus CT-J-Stale,1993,9,old,24.67612463929782,[]
HK,CT-J-CB minus CT-J-Stale,1994,9,old,6.3137472283813745,[]
HK,CT-J-CB minus CT-J-Stale,1995,9,old,3.662166085946573,[]
HK,CT-J-CB minus CT-J-Stale,1993,9,current,0.0,[]
HK,CT-J-CB minus CT-J-Stale,1994,9,current,0.0,[]
HK,CT-J-CB minus CT-J-Stale,1995,9,current,0.0,[]
HK,CT-J-CB minus CT-J-Stale,1993,9,HM,39.476502441027264,[]
HK,CT-J-CB minus CT-J-Stale,1994,9,HM,11.830482643875456,[]
HK,CT-J-CB minus CT-J-Stale,1995,9,HM,7.009486135089352,[]
HK,CT-J-CB minus CT-J-Stale,1993,10,BA,4.7719881744272,[4]
HK,CT-J-CB minus CT-J-Stale,1994,10,BA,-0.030303030303031164,[4]
HK,CT-J-CB minus CT-J-Stale,1995,10,BA,0.9118475751949742,[15]
HK,CT-J-CB minus CT-J-Stale,1993,10,tail,0.0,[4]
HK,CT-J-CB minus CT-J-Stale,1994,10,tail,0.0,[4]
HK,CT-J-CB minus CT-J-Stale,1995,10,tail,0.0,[15]
HK,CT-J-CB minus CT-J-Stale,1993,10,old,5.386384166871972,[4]
HK,CT-J-CB minus CT-J-Stale,1994,10,old,-0.03367003367003367,[4]
HK,CT-J-CB minus CT-J-Stale,1995,10,old,1.0131639724388612,[15]
HK,CT-J-CB minus CT-J-Stale,1993,10,current,-0.7575757575757578,[4]
HK,CT-J-CB minus CT-J-Stale,1994,10,current,0.0,[4]
HK,CT-J-CB minus CT-J-Stale,1995,10,current,0.0,[15]
HK,CT-J-CB minus CT-J-Stale,1993,10,HM,9.364982588549703,[4]
HK,CT-J-CB minus CT-J-Stale,1994,10,HM,-0.06731740154830022,[4]
HK,CT-J-CB minus CT-J-Stale,1995,10,HM,1.998811155241874,[15]
HK,CT-J-CB minus CT-J-Stale,1993,11,BA,0.1265453453443186,[4]
HK,CT-J-CB minus CT-J-Stale,1994,11,BA,1.462450592885375,[]
HK,CT-J-CB minus CT-J-Stale,1995,11,BA,1.1586239847109425,[]
HK,CT-J-CB minus CT-J-Stale,1993,11,tail,0.0,[4]
HK,CT-J-CB minus CT-J-Stale,1994,11,tail,0.0,[]
HK,CT-J-CB minus CT-J-Stale,1995,11,tail,3.125,[]
HK,CT-J-CB minus CT-J-Stale,1993,11,old,0.2782705099778271,[4]
HK,CT-J-CB minus CT-J-Stale,1994,11,old,1.8333333333333333,[]
HK,CT-J-CB minus CT-J-Stale,1995,11,old,1.3324175824175826,[]
HK,CT-J-CB minus CT-J-Stale,1993,11,current,-0.8849557522124059,[4]
HK,CT-J-CB minus CT-J-Stale,1994,11,current,-1.0101010101010246,[]
HK,CT-J-CB minus CT-J-Stale,1995,11,current,0.0,[]
HK,CT-J-CB minus CT-J-Stale,1993,11,HM,0.5545617696525407,[4]
HK,CT-J-CB minus CT-J-Stale,1994,11,HM,3.594973176786679,[]
HK,CT-J-CB minus CT-J-Stale,1995,11,HM,2.62979530974651,[]
HK,CT-J-CB minus PT-CB,1993,1,BA,0.0,[]
HK,CT-J-CB minus PT-CB,1994,1,BA,0.0,[]
HK,CT-J-CB minus PT-CB,1995,1,BA,0.0,[]
HK,CT-J-CB minus PT-CB,1993,1,tail,0.0,[]
HK,CT-J-CB minus PT-CB,1994,1,tail,0.0,[]
HK,CT-J-CB minus PT-CB,1993,1,current,0.0,[]
HK,CT-J-CB minus PT-CB,1994,1,current,0.0,[]
HK,CT-J-CB minus PT-CB,1995,1,current,0.0,[]
HK,CT-J-CB minus PT-CB,1993,2,BA,-3.5714285714285694,[]
HK,CT-J-CB minus PT-CB,1994,2,BA,-3.28125,[]
HK,CT-J-CB minus PT-CB,1995,2,BA,0.0,[]
HK,CT-J-CB minus PT-CB,1993,2,tail,-14.285714285714292,[]
HK,CT-J-CB minus PT-CB,1994,2,tail,-12.5,[]
HK,CT-J-CB minus PT-CB,1995,2,tail,0.0,[]
HK,CT-J-CB minus PT-CB,1993,2,old,-7.142857142857139,[]
HK,CT-J-CB minus PT-CB,1994,2,old,-6.25,[]
HK,CT-J-CB minus PT-CB,1995,2,old,0.0,[]
HK,CT-J-CB minus PT-CB,1993,2,current,0.0,[]
HK,CT-J-CB minus PT-CB,1994,2,current,-0.3125,[]
HK,CT-J-CB minus PT-CB,1995,2,current,0.0,[]
HK,CT-J-CB minus PT-CB,1993,2,HM,-3.4784802403078885,[]
HK,CT-J-CB minus PT-CB,1994,2,HM,-3.184496960996171,[]
HK,CT-J-CB minus PT-CB,1995,2,HM,0.0,[]
HK,CT-J-CB minus PT-CB,1993,3,BA,-2.1629443460711144,[]
HK,CT-J-CB minus PT-CB,1994,3,BA,-0.30438311688311614,[]
HK,CT-J-CB minus PT-CB,1995,3,BA,-0.2032520325203251,[]
HK,CT-J-CB minus PT-CB,1993,3,tail,-28.571428571428577,[]
HK,CT-J-CB minus PT-CB,1994,3,tail,18.75,[]
HK,CT-J-CB minus PT-CB,1995,3,tail,0.0,[]
HK,CT-J-CB minus PT-CB,1993,3,old,-7.752613240418128,[]
HK,CT-J-CB minus PT-CB,1994,3,old,-12.805059523809518,[]
HK,CT-J-CB minus PT-CB,1995,3,old,-0.3048780487804805,[]
HK,CT-J-CB minus PT-CB,1993,3,current,9.016393442622956,[]
HK,CT-J-CB minus PT-CB,1994,3,current,24.69696969696969,[]
HK,CT-J-CB minus PT-CB,1995,3,current,0.0,[]
HK,CT-J-CB minus PT-CB,1993,3,HM,0.19911280886336158,[]
HK,CT-J-CB minus PT-CB,1994,3,HM,8.205790927445605,[]
HK,CT-J-CB minus PT-CB,1995,3,HM,-0.0680001788663418,[]
HK,CT-J-CB minus PT-CB,1993,4,BA,-8.450391325890052,[]
HK,CT-J-CB minus PT-CB,1994,4,BA,-1.7984092888818566,[]
HK,CT-J-CB minus PT-CB,1995,4,BA,-13.43940548780489,[16]
HK,CT-J-CB minus PT-CB,1993,4,tail,-21.428571428571445,[]
HK,CT-J-CB minus PT-CB,1994,4,tail,6.25,[]
HK,CT-J-CB minus PT-CB,1995,4,tail,-50.0,[16]
HK,CT-J-CB minus PT-CB,1993,4,old,-13.178016459997792,[]
HK,CT-J-CB minus PT-CB,1994,4,old,-2.397879051842466,[]
HK,CT-J-CB minus PT-CB,1995,4,old,-20.358231707317067,[16]
HK,CT-J-CB minus PT-CB,1993,4,current,5.73248407643311,[]
HK,CT-J-CB minus PT-CB,1994,4,current,0.0,[]
HK,CT-J-CB minus PT-CB,1995,4,current,7.317073170731703,[16]
HK,CT-J-CB minus PT-CB,1993,4,HM,-5.852067637935022,[]
HK,CT-J-CB minus PT-CB,1994,4,HM,-0.5413601245491151,[]
HK,CT-J-CB minus PT-CB,1995,4,HM,-10.650142704625793,[16]
HK,CT-J-CB minus PT-CB,1993,5,BA,-17.869788598228126,"[0, 11]"
HK,CT-J-CB minus PT-CB,1994,5,BA,-8.452036393234913,[]
HK,CT-J-CB minus PT-CB,1995,5,BA,-21.89443505296211,[16]
HK,CT-J-CB minus PT-CB,1993,5,tail,-6.785714285714278,"[0, 11]"
