dataset,method,seed,original_label,arrival_task,first_quality,final_quality,signed_first_to_final,max_observed_to_final
HK,CT-ConCM-CB,1993,22,6,100.0,0.0,100.0,100.0
HK,CT-ConCM-CB,1994,0,7,100.0,0.0,100.0,100.0
HK,CT-ConCM-CB,1994,1,9,95.57522123893806,0.0,95.57522123893806,95.57522123893806
HK,CT-ConCM-CB,1994,2,11,99.45054945054946,99.45054945054946,,
HK,CT-ConCM-CB,1994,3,6,100.0,0.0,100.0,100.0
HK,CT-ConCM-CB,1994,4,3,99.39393939393939,0.0,99.39393939393939,99.39393939393939
HK,CT-ConCM-CB,1994,5,8,0.0,0.0,0.0,0.0
HK,CT-ConCM-CB,1994,6,5,0.0,0.0,0.0,0.0
HK,CT-ConCM-CB,1994,7,8,100.0,0.0,100.0,100.0
HK,CT-ConCM-CB,1994,8,11,97.38562091503267,97.38562091503267,,
HK,CT-ConCM-CB,1994,9,7,99.39024390243902,0.0,99.39024390243902,99.39024390243902
HK,CT-ConCM-CB,1994,10,10,100.0,0.6666666666666667,99.33333333333333,99.33333333333333
HK,CT-ConCM-CB,1994,11,5,100.0,0.0,100.0,100.0
HK,CT-ConCM-CB,1994,12,2,97.5609756097561,0.0,97.5609756097561,97.5609756097561
HK,CT-ConCM-CB,1994,13,2,97.5,0.0,97.5,97.5
HK,CT-ConCM-CB,1994,14,10,100.0,1.6666666666666667,98.33333333333333,98.33333333333333
HK,CT-ConCM-CB,1994,15,6,100.0,0.0,100.0,100.0
HK,CT-ConCM-CB,1994,16,1,100.0,0.0,100.0,100.0
HK,CT-ConCM-CB,1994,17,4,80.0,0.0,80.0,100.0
HK,CT-ConCM-CB,1994,18,9,90.9090909090909,0.0,90.9090909090909,90.9090909090909
HK,CT-ConCM-CB,1994,19,4,0.0,0.0,0.0,0.0
HK,CT-ConCM-CB,1994,20,11,84.84848484848484,84.84848484848484,,
HK,CT-ConCM-CB,1994,21,3,75.0,0.0,75.0,100.0
HK,CT-ConCM-CB,1994,22,1,100.0,0.0,100.0,100.0
HK,CT-ConCM-CB,1995,0,8,100.0,0.0,100.0,100.0
HK,CT-ConCM-CB,1995,1,4,100.0,0.0,100.0,100.0
HK,CT-ConCM-CB,1995,2,10,100.0,0.0,100.0,100.0
HK,CT-ConCM-CB,1995,3,9,100.0,0.0,100.0,100.0
HK,CT-ConCM-CB,1995,4,11,100.0,100.0,,
HK,CT-ConCM-CB,1995,5,3,0.0,0.0,0.0,100.0
HK,CT-ConCM-CB,1995,6,7,0.0,0.0,0.0,0.0
HK,CT-ConCM-CB,1995,7,11,100.0,100.0,,
HK,CT-ConCM-CB,1995,8,5,100.0,0.0,100.0,100.0
HK,CT-ConCM-CB,1995,9,1,100.0,0.0,100.0,100.0
HK,CT-ConCM-CB,1995,10,11,100.0,100.0,,
HK,CT-ConCM-CB,1995,11,9,100.0,0.0,100.0,100.0
HK,CT-ConCM-CB,1995,12,4,97.5609756097561,0.0,97.5609756097561,100.0
HK,CT-ConCM-CB,1995,13,1,96.875,0.0,96.875,96.875
HK,CT-ConCM-CB,1995,14,2,100.0,0.0,100.0,100.0
HK,CT-ConCM-CB,1995,15,3,99.1869918699187,0.0,99.1869918699187,99.1869918699187
HK,CT-ConCM-CB,1995,16,2,100.0,0.0,100.0,100.0
HK,CT-ConCM-CB,1995,17,6,100.0,0.0,100.0,100.0
HK,CT-ConCM-CB,1995,18,7,87.87878787878788,0.0,87.87878787878788,87.87878787878788
HK,CT-ConCM-CB,1995,19,6,0.0,0.0,0.0,0.0
HK,CT-ConCM-CB,1995,20,8,98.48484848484848,0.0,98.48484848484848,98.48484848484848
HK,CT-ConCM-CB,1995,21,10,100.0,0.0,100.0,100.0
HK,CT-ConCM-CB,1995,22,5,100.0,0.0,100.0,100.0
ISIC,CT-J-CB,1993,0,1,100.0,31.818181818181817,68.18181818181819,68.18181818181819
ISIC,CT-J-CB,1993,1,4,78.37837837837837,78.37837837837837,,
ISIC,CT-J-CB,1993,2,4,84.78260869565217,84.78260869565217,,
ISIC,CT-J-CB,1993,3,2,85.0,42.5,42.5,42.5
ISIC,CT-J-CB,1993,4,1,95.1219512195122,21.951219512195124,73.17073170731707,73.17073170731707
ISIC,CT-J-CB,1993,5,3,75.67567567567568,51.35135135135135,24.32432432432433,24.32432432432433
ISIC,CT-J-CB,1993,6,3,84.61538461538461,84.61538461538461,0.0,0.0
ISIC,CT-J-CB,1993,7,2,54.166666666666664,37.5,16.666666666666664,20.833333333333336
ISIC,CT-J-CB,1994,0,3,86.36363636363636,75.0,11.36363636363636,11.36363636363636
ISIC,CT-J-CB,1994,1,3,72.97297297297297,32.432432432432435,40.54054054054053,40.54054054054053
ISIC,CT-J-CB,1994,2,4,97.82608695652173,97.82608695652173,,
ISIC,CT-J-CB,1994,3,1,97.5,7.5,90.0,90.0
ISIC,CT-J-CB,1994,4,2,53.65853658536586,0.0,53.65853658536586,53.65853658536586
ISIC,CT-J-CB,1994,5,2,56.75675675675676,0.0,56.75675675675676,59.45945945945946
ISIC,CT-J-CB,1994,6,4,80.76923076923077,80.76923076923077,,
ISIC,CT-J-CB,1994,7,1,50.0,20.833333333333336,29.166666666666664,37.5
ISIC,CT-J-CB,1995,0,2,93.18181818181817,59.09090909090909,34.09090909090908,34.09090909090908
ISIC,CT-J-CB,1995,1,1,86.48648648648648,18.91891891891892,67.56756756756756,67.56756756756756
ISIC,CT-J-CB,1995,2,4,95.65217391304348,95.65217391304348,,
ISIC,CT-J-CB,1995,3,1,85.0,5.0,80.0,80.0
ISIC,CT-J-CB,1995,4,3,60.97560975609756,29.268292682926827,31.707317073170735,31.707317073170735
ISIC,CT-J-CB,1995,5,3,59.45945945945946,27.027027027027028,32.432432432432435,32.432432432432435
ISIC,CT-J-CB,1995,6,2,96.15384615384616,73.07692307692307,23.076923076923094,23.076923076923094
ISIC,CT-J-CB,1995,7,4,58.333333333333336,58.333333333333336,,
ISIC,CT-Risk,1993,0,1,100.0,31.818181818181817,68.18181818181819,68.18181818181819
ISIC,CT-Risk,1993,1,4,78.37837837837837,78.37837837837837,,
ISIC,CT-Risk,1993,2,4,82.6086956521739,82.6086956521739,,
ISIC,CT-Risk,1993,3,2,85.0,45.0,40.0,40.0
ISIC,CT-Risk,1993,4,1,95.1219512195122,21.951219512195124,73.17073170731707,73.17073170731707
ISIC,CT-Risk,1993,5,3,75.67567567567568,51.35135135135135,24.32432432432433,24.32432432432433
ISIC,CT-Risk,1993,6,3,84.61538461538461,84.61538461538461,0.0,0.0
ISIC,CT-Risk,1993,7,2,54.166666666666664,37.5,16.666666666666664,20.833333333333336
ISIC,CT-Risk,1994,0,3,86.36363636363636,75.0,11.36363636363636,11.36363636363636
ISIC,CT-Risk,1994,1,3,72.97297297297297,32.432432432432435,40.54054054054053,40.54054054054053
ISIC,CT-Risk,1994,2,4,97.82608695652173,97.82608695652173,,
ISIC,CT-Risk,1994,3,1,97.5,12.5,85.0,85.0
ISIC,CT-Risk,1994,4,2,53.65853658536586,0.0,53.65853658536586,53.65853658536586
ISIC,CT-Risk,1994,5,2,56.75675675675676,0.0,56.75675675675676,56.75675675675676
ISIC,CT-Risk,1994,6,4,80.76923076923077,80.76923076923077,,
ISIC,CT-Risk,1994,7,1,50.0,20.833333333333336,29.166666666666664,37.5
ISIC,CT-Risk,1995,0,2,93.18181818181817,59.09090909090909,34.09090909090908,34.09090909090908
ISIC,CT-Risk,1995,1,1,86.48648648648648,18.91891891891892,67.56756756756756,67.56756756756756
ISIC,CT-Risk,1995,2,4,93.47826086956522,93.47826086956522,,
ISIC,CT-Risk,1995,3,1,85.0,5.0,80.0,80.0
ISIC,CT-Risk,1995,4,3,60.97560975609756,29.268292682926827,31.707317073170735,31.707317073170735
ISIC,CT-Risk,1995,5,3,59.45945945945946,29.72972972972973,29.72972972972973,29.72972972972973
ISIC,CT-Risk,1995,6,2,96.15384615384616,73.07692307692307,23.076923076923094,23.076923076923094
ISIC,CT-Risk,1995,7,4,58.333333333333336,58.333333333333336,,
ISIC,CT-ConCM,1993,0,1,100.0,0.0,100.0,100.0
ISIC,CT-ConCM,1993,1,4,89.1891891891892,89.1891891891892,,
ISIC,CT-ConCM,1993,2,4,89.13043478260869,89.13043478260869,,
ISIC,CT-ConCM,1993,3,2,100.0,0.0,100.0,100.0
ISIC,CT-ConCM,1993,4,1,65.85365853658537,0.0,65.85365853658537,65.85365853658537
ISIC,CT-ConCM,1993,5,3,81.08108108108108,0.0,81.08108108108108,81.08108108108108
ISIC,CT-ConCM,1993,6,3,7.6923076923076925,0.0,7.6923076923076925,7.6923076923076925
ISIC,CT-ConCM,1993,7,2,0.0,0.0,0.0,33.33333333333333
ISIC,CT-ConCM,1994,0,3,97.72727272727273,0.0,97.72727272727273,97.72727272727273
ISIC,CT-ConCM,1994,1,3,70.27027027027027,0.0,70.27027027027027,70.27027027027027
ISIC,CT-ConCM,1994,2,4,100.0,100.0,,
ISIC,CT-ConCM,1994,3,1,100.0,0.0,100.0,100.0
ISIC,CT-ConCM,1994,4,2,68.29268292682927,0.0,68.29268292682927,68.29268292682927
ISIC,CT-ConCM,1994,5,2,43.24324324324324,0.0,43.24324324324324,43.24324324324324
ISIC,CT-ConCM,1994,6,4,0.0,0.0,,
ISIC,CT-ConCM,1994,7,1,20.833333333333336,0.0,20.833333333333336,20.833333333333336
ISIC,CT-ConCM,1995,0,2,100.0,0.0,100.0,100.0
ISIC,CT-ConCM,1995,1,1,91.8918918918919,0.0,91.8918918918919,91.8918918918919
ISIC,CT-ConCM,1995,2,4,100.0,100.0,,
ISIC,CT-ConCM,1995,3,1,92.5,0.0,92.5,92.5
ISIC,CT-ConCM,1995,4,3,56.09756097560976,0.0,56.09756097560976,56.09756097560976
ISIC,CT-ConCM,1995,5,3,10.81081081081081,0.0,10.81081081081081,10.81081081081081
ISIC,CT-ConCM,1995,6,2,0.0,0.0,0.0,0.0
ISIC,CT-ConCM,1995,7,4,0.0,0.0,,
ISIC,PT-CB,1993,0,1,95.45454545454545,75.0,20.454545454545453,20.454545454545453
ISIC,PT-CB,1993,1,4,51.35135135135135,51.35135135135135,,
ISIC,PT-CB,1993,2,4,43.47826086956522,43.47826086956522,,
ISIC,PT-CB,1993,3,2,52.5,32.5,20.0,20.0
ISIC,PT-CB,1993,4,1,95.1219512195122,56.09756097560976,39.02439024390244,39.02439024390244
ISIC,PT-CB,1993,5,3,48.64864864864865,43.24324324324324,5.405405405405411,5.405405405405411
ISIC,PT-CB,1993,6,3,88.46153846153845,92.3076923076923,-3.846153846153854,0.0
ISIC,PT-CB,1993,7,2,50.0,50.0,0.0,4.166666666666664
ISIC,PT-CB,1994,0,3,75.0,75.0,0.0,0.0
ISIC,PT-CB,1994,1,3,48.64864864864865,51.35135135135135,-2.7027027027026946,0.0
ISIC,PT-CB,1994,2,4,43.47826086956522,43.47826086956522,,
ISIC,PT-CB,1994,3,1,97.5,32.5,65.0,65.0
ISIC,PT-CB,1994,4,2,51.21951219512195,56.09756097560976,-4.878048780487809,4.878048780487802
ISIC,PT-CB,1994,5,2,51.35135135135135,43.24324324324324,8.108108108108105,8.108108108108105
ISIC,PT-CB,1994,6,4,92.3076923076923,92.3076923076923,,
ISIC,PT-CB,1994,7,1,54.166666666666664,50.0,4.166666666666664,4.166666666666664
ISIC,PT-CB,1995,0,2,79.54545454545455,75.0,4.545454545454547,4.545454545454547
ISIC,PT-CB,1995,1,1,78.37837837837837,51.35135135135135,27.027027027027025,27.027027027027025
ISIC,PT-CB,1995,2,4,43.47826086956522,43.47826086956522,,
ISIC,PT-CB,1995,3,1,87.5,32.5,55.0,55.0
ISIC,PT-CB,1995,4,3,58.536585365853654,56.09756097560976,2.439024390243894,2.439024390243894
ISIC,PT-CB,1995,5,3,48.64864864864865,43.24324324324324,5.405405405405411,5.405405405405411
ISIC,PT-CB,1995,6,2,96.15384615384616,92.3076923076923,3.846153846153854,3.846153846153854
ISIC,PT-CB,1995,7,4,50.0,50.0,,
ISIC,CT-J-Stale,1993,0,1,100.0,0.0,100.0,100.0
ISIC,CT-J-Stale,1993,1,4,86.48648648648648,86.48648648648648,,
ISIC,CT-J-Stale,1993,2,4,93.47826086956522,93.47826086956522,,
ISIC,CT-J-Stale,1993,3,2,95.0,0.0,95.0,95.0
ISIC,CT-J-Stale,1993,4,1,95.1219512195122,0.0,95.1219512195122,95.1219512195122
ISIC,CT-J-Stale,1993,5,3,94.5945945945946,0.0,94.5945945945946,94.5945945945946
ISIC,CT-J-Stale,1993,6,3,88.46153846153845,61.53846153846154,26.923076923076913,26.923076923076913
ISIC,CT-J-Stale,1993,7,2,62.5,20.833333333333336,41.666666666666664,41.666666666666664
ISIC,CT-J-Stale,1994,0,3,88.63636363636364,0.0,88.63636363636364,88.63636363636364
ISIC,CT-J-Stale,1994,1,3,78.37837837837837,10.81081081081081,67.56756756756756,67.56756756756756
ISIC,CT-J-Stale,1994,2,4,100.0,100.0,,
ISIC,CT-J-Stale,1994,3,1,97.5,0.0,97.5,97.5
ISIC,CT-J-Stale,1994,4,2,58.536585365853654,0.0,58.536585365853654,58.536585365853654
ISIC,CT-J-Stale,1994,5,2,59.45945945945946,0.0,59.45945945945946,59.45945945945946
ISIC,CT-J-Stale,1994,6,4,80.76923076923077,80.76923076923077,,
ISIC,CT-J-Stale,1994,7,1,50.0,0.0,50.0,50.0
ISIC,CT-J-Stale,1995,0,2,100.0,0.0,100.0,100.0
ISIC,CT-J-Stale,1995,1,1,86.48648648648648,0.0,86.48648648648648,86.48648648648648
ISIC,CT-J-Stale,1995,2,4,100.0,100.0,,
ISIC,CT-J-Stale,1995,3,1,85.0,0.0,85.0,85.0
ISIC,CT-J-Stale,1995,4,3,65.85365853658537,0.0,65.85365853658537,65.85365853658537
ISIC,CT-J-Stale,1995,5,3,67.56756756756756,0.0,67.56756756756756,67.56756756756756
ISIC,CT-J-Stale,1995,6,2,96.15384615384616,11.538461538461538,84.61538461538463,84.61538461538463
ISIC,CT-J-Stale,1995,7,4,62.5,62.5,,
ISIC,CT-ConCM-CB,1993,0,1,100.0,0.0,100.0,100.0
ISIC,CT-ConCM-CB,1993,1,4,81.08108108108108,81.08108108108108,,
ISIC,CT-ConCM-CB,1993,2,4,95.65217391304348,95.65217391304348,,
ISIC,CT-ConCM-CB,1993,3,2,90.0,0.0,90.0,90.0
ISIC,CT-ConCM-CB,1993,4,1,95.1219512195122,0.0,95.1219512195122,95.1219512195122
ISIC,CT-ConCM-CB,1993,5,3,94.5945945945946,0.0,94.5945945945946,94.5945945945946
ISIC,CT-ConCM-CB,1993,6,3,84.61538461538461,11.538461538461538,73.07692307692308,73.07692307692308
ISIC,CT-ConCM-CB,1993,7,2,50.0,4.166666666666666,45.833333333333336,45.833333333333336
ISIC,CT-ConCM-CB,1994,0,3,84.0909090909091,9.090909090909092,75.0,75.0
ISIC,CT-ConCM-CB,1994,1,3,78.37837837837837,2.7027027027027026,75.67567567567566,75.67567567567566
ISIC,CT-ConCM-CB,1994,2,4,84.78260869565217,84.78260869565217,,
ISIC,CT-ConCM-CB,1994,3,1,97.5,0.0,97.5,97.5
ISIC,CT-ConCM-CB,1994,4,2,65.85365853658537,0.0,65.85365853658537,65.85365853658537
ISIC,CT-ConCM-CB,1994,5,2,62.16216216216216,0.0,62.16216216216216,62.16216216216216
ISIC,CT-ConCM-CB,1994,6,4,73.07692307692307,73.07692307692307,,
ISIC,CT-ConCM-CB,1994,7,1,50.0,0.0,50.0,50.0
ISIC,CT-ConCM-CB,1995,0,2,93.18181818181817,0.0,93.18181818181817,93.18181818181817
ISIC,CT-ConCM-CB,1995,1,1,86.48648648648648,0.0,86.48648648648648,86.48648648648648
ISIC,CT-ConCM-CB,1995,2,4,56.52173913043478,56.52173913043478,,
ISIC,CT-ConCM-CB,1995,3,1,85.0,0.0,85.0,85.0
ISIC,CT-ConCM-CB,1995,4,3,58.536585365853654,0.0,58.536585365853654,58.536585365853654
ISIC,CT-ConCM-CB,1995,5,3,56.75675675675676,0.0,56.75675675675676,56.75675675675676
ISIC,CT-ConCM-CB,1995,6,2,76.92307692307693,0.0,76.92307692307693,76.92307692307693
ISIC,CT-ConCM-CB,1995,7,4,66.66666666666666,66.66666666666666,,
