dataset,seed,task,method,seen,known,scope,n_images,correct_macro,correct_sample,to_other_macro,to_other_sample,wrong_within_macro,wrong_within_sample
HK,1993,5,CT-J-CB,10,8,old,771,51.92045305701192,75.74578469520104,42.358520644029966,14.526588845654995,5.721026298958109,9.72762645914397
HK,1993,5,CT-J-CB,10,8,current,12,100.0,100.0,0.0,0.0,0.0,0.0
HK,1993,5,CT-J-Stale,10,8,old,771,21.54371397720967,37.35408560311284,69.25873728702503,46.952010376134886,9.197548735765295,15.693904020752269
HK,1993,5,CT-J-Stale,10,8,current,12,100.0,100.0,0.0,0.0,0.0,0.0
HK,1993,5,PT-CB,10,8,old,771,80.50768880479708,88.84565499351491,5.310732849717256,1.297016861219196,14.181578345485658,9.857328145265889
HK,1993,5,PT-CB,10,8,current,12,75.0,66.66666666666666,25.0,33.33333333333333,0.0,0.0
HK,1993,5,CT-Risk,10,8,old,771,51.92045305701192,75.74578469520104,42.358520644029966,14.526588845654995,5.721026298958109,9.72762645914397
HK,1993,5,CT-Risk,10,8,current,12,100.0,100.0,0.0,0.0,0.0,0.0
HK,1993,6,CT-J-CB,12,10,old,783,58.461191671466196,79.3103448275862,15.739606573392656,4.853128991060025,25.799201755141148,15.836526181353769
HK,1993,6,CT-J-CB,12,10,current,181,94.30059523809524,97.23756906077348,4.761904761904762,1.1049723756906076,0.9375,1.6574585635359116
HK,1993,6,CT-J-Stale,12,10,old,783,9.598484848484848,2.681992337164751,72.84338462756459,89.65517241379311,17.558130523950567,7.662835249042145
HK,1993,6,CT-J-Stale,12,10,current,181,98.75,97.79005524861878,0.0,0.0,1.25,2.209944751381215
HK,1993,6,PT-CB,12,10,old,783,73.98954998359726,88.63346104725414,7.5,0.38314176245210724,18.51045001640275,10.983397190293742
HK,1993,6,PT-CB,12,10,current,181,85.59523809523809,92.81767955801105,13.779761904761903,6.077348066298343,0.625,1.1049723756906076
HK,1993,6,CT-Risk,12,10,old,783,58.461191671466196,79.3103448275862,15.739606573392656,4.853128991060025,25.799201755141148,15.836526181353769
HK,1993,6,CT-Risk,12,10,current,181,94.30059523809524,97.23756906077348,4.761904761904762,1.1049723756906076,0.9375,1.6574585635359116
HK,1993,7,CT-J-CB,14,12,old,964,59.56311761908236,78.83817427385893,19.26230512762219,8.71369294605809,21.17457725329545,12.448132780082988
HK,1993,7,CT-J-CB,14,12,current,93,94.62121212121211,95.6989247311828,3.0303030303030303,2.1505376344086025,2.348484848484848,2.1505376344086025
HK,1993,7,CT-J-Stale,14,12,old,964,0.5050505050505051,1.0373443983402488,99.38879238242295,98.7551867219917,0.10615711252653928,0.2074688796680498
HK,1993,7,CT-J-Stale,14,12,current,93,97.65151515151516,97.84946236559139,0.0,0.0,2.348484848484848,2.1505376344086025
HK,1993,7,PT-CB,14,12,old,964,74.30548866536117,89.41908713692946,1.7718285562632698,0.3112033195020747,23.922682778375563,10.269709543568464
HK,1993,7,PT-CB,14,12,current,93,74.92424242424242,81.72043010752688,24.242424242424242,17.20430107526882,0.8333333333333334,1.0752688172043012
HK,1993,7,CT-Risk,14,12,old,964,59.414175973325435,78.52697095435684,19.26230512762219,8.71369294605809,21.32351889905238,12.759336099585061
HK,1993,7,CT-Risk,14,12,current,93,94.62121212121211,95.6989247311828,3.0303030303030303,2.1505376344086025,2.348484848484848,2.1505376344086025
HK,1993,8,CT-J-CB,16,14,old,1057,40.995519789359776,68.30652790917692,44.272587228884404,20.151371807000945,14.731892981755825,11.542100283822137
HK,1993,8,CT-J-CB,16,14,current,166,75.0,99.3975903614458,25.0,0.6024096385542169,0.0,0.0
HK,1993,8,CT-J-Stale,16,14,old,1057,0.7814266412992528,1.0406811731315044,99.21857335870075,98.9593188268685,0.0,0.0
HK,1993,8,CT-J-Stale,16,14,current,166,99.6951219512195,99.3975903614458,0.0,0.0,0.3048780487804878,0.6024096385542169
HK,1993,8,PT-CB,16,14,old,1057,73.45314138248717,87.79564806054873,1.1534423133386489,1.0406811731315044,25.39341630417417,11.163670766319774
HK,1993,8,PT-CB,16,14,current,166,49.390243902439025,97.59036144578313,50.30487804878049,1.8072289156626504,0.3048780487804878,0.6024096385542169
HK,1993,8,CT-Risk,16,14,old,1057,42.604517255286005,68.40113528855251,43.91931290911982,19.77294228949858,13.47616983559418,11.825922421948912
HK,1993,8,CT-Risk,16,14,current,166,75.0,99.3975903614458,25.0,0.6024096385542169,0.0,0.0
HK,1993,9,CT-J-CB,18,16,old,1223,24.827639790812974,44.807849550286186,46.87025805725856,34.17825020441537,28.30210215192846,21.013900245298448
HK,1993,9,CT-J-CB,18,16,current,124,100.0,100.0,0.0,0.0,0.0,0.0
HK,1993,9,CT-J-Stale,18,16,old,1223,0.15151515151515152,0.3270645952575634,99.8086759312874,99.59116925592805,0.039808917197452234,0.08176614881439084
HK,1993,9,CT-J-Stale,18,16,current,124,100.0,100.0,0.0,0.0,0.0,0.0
HK,1993,9,PT-CB,18,16,old,1223,69.86186762471411,88.79803761242846,0.487012987012987,0.1635322976287817,29.651119388272907,11.038430089942764
HK,1993,9,PT-CB,18,16,current,124,49.59349593495935,98.38709677419355,50.40650406504065,1.6129032258064515,0.0,0.0
HK,1993,9,CT-Risk,18,16,old,1223,25.864786870880508,44.48078495502862,46.93461580672778,34.17825020441537,27.20059732239172,21.34096484055601
HK,1993,9,CT-Risk,18,16,current,124,100.0,100.0,0.0,0.0,0.0,0.0
HK,1993,10,CT-J-CB,20,18,old,1347,6.278229448961156,10.541945063103192,73.26539126738314,78.24795842613214,20.4563792836557,11.210096510764663
HK,1993,10,CT-J-CB,20,18,current,67,48.484848484848484,95.52238805970148,0.0,0.0,51.515151515151516,4.477611940298507
HK,1993,10,CT-J-Stale,20,18,old,1347,0.8918452820891846,1.4847809948032664,99.10815471791081,98.51521900519673,0.0,0.0
HK,1993,10,CT-J-Stale,20,18,current,67,49.24242424242424,97.01492537313433,0.0,0.0,50.75757575757576,2.9850746268656714
HK,1993,10,PT-CB,20,18,old,1347,67.02278212993416,89.38381588715664,10.7117303992304,0.7423904974016332,22.265487470835453,9.873793615441723
HK,1993,10,PT-CB,20,18,current,67,11.363636363636363,22.388059701492537,88.63636363636364,77.61194029850746,0.0,0.0
HK,1993,10,CT-Risk,20,18,old,1347,6.278229448961156,10.541945063103192,73.33314194488992,78.39643652561247,20.388628606148927,11.061618411284336
HK,1993,10,CT-Risk,20,18,current,67,48.484848484848484,95.52238805970148,0.0,0.0,51.515151515151516,4.477611940298507
HK,1993,11,CT-J-CB,23,20,old,1414,0.3085735402808574,0.3536067892503536,94.94796893399696,92.57425742574257,4.743457525722167,7.072135785007072
HK,1993,11,CT-J-CB,23,20,current,284,94.98525073746312,94.01408450704226,0.0,0.0,5.014749262536874,5.985915492957746
HK,1993,11,CT-J-Stale,23,20,old,1414,0.030303030303030304,0.07072135785007072,99.90754680563597,99.78783592644979,0.06215016406099208,0.14144271570014144
HK,1993,11,CT-J-Stale,23,20,current,284,95.87020648967552,95.07042253521126,0.0,0.0,4.129793510324483,4.929577464788732
HK,1993,11,PT-CB,23,20,old,1414,56.629035596757596,81.8953323903819,4.585851985379675,4.243281471004243,38.78511241786272,13.861386138613863
HK,1993,11,PT-CB,23,20,current,284,91.1189773844641,86.61971830985915,8.88102261553589,13.380281690140844,0.0,0.0
HK,1993,11,CT-Risk,23,20,old,1414,0.3085735402808574,0.3536067892503536,94.9157719643,92.5035360678925,4.775654495419136,7.142857142857142
HK,1993,11,CT-Risk,23,20,current,284,94.98525073746312,94.01408450704226,0.0,0.0,5.014749262536874,5.985915492957746
HK,1993,1,CT-ConCM-CB,2,0,old,0,,,,,,
HK,1993,1,CT-ConCM-CB,2,0,current,172,100.0,100.0,0.0,0.0,0.0,0.0
HK,1993,1,CT-ConCM,2,0,old,0,,,,,,
HK,1993,1,CT-ConCM,2,0,current,172,100.0,100.0,0.0,0.0,0.0,0.0
HK,1993,2,CT-ConCM-CB,4,2,old,172,78.57142857142857,98.25581395348837,21.428571428571427,1.744186046511628,0.0,0.0
HK,1993,2,CT-ConCM-CB,4,2,current,194,97.5609756097561,98.96907216494846,2.4390243902439024,1.0309278350515463,0.0,0.0
HK,1993,2,CT-ConCM,4,2,old,172,63.37662337662338,95.34883720930233,36.62337662337662,4.651162790697675,0.0,0.0
HK,1993,2,CT-ConCM,4,2,current,194,79.26829268292683,91.23711340206185,20.73170731707317,8.762886597938143,0.0,0.0
HK,1993,3,CT-ConCM-CB,6,4,old,366,51.97259539440314,87.1584699453552,48.02740460559686,12.841530054644808,0.0,0.0
HK,1993,3,CT-ConCM-CB,6,4,current,243,99.18032786885246,99.58847736625515,0.819672131147541,0.411522633744856,0.0,0.0
HK,1993,3,CT-ConCM,6,4,old,366,53.92881468921641,85.79234972677595,42.4163442169181,11.748633879781421,3.6548410938654836,2.459016393442623
HK,1993,3,CT-ConCM,6,4,current,243,95.9016393442623,97.94238683127571,4.098360655737705,2.05761316872428,0.0,0.0
HK,1993,4,CT-ConCM-CB,8,6,old,609,39.33281155509911,47.12643678160919,30.47695517001912,46.141215106732346,30.190233274881766,6.732348111658457
HK,1993,4,CT-ConCM-CB,8,6,current,162,99.04458598726114,98.14814814814815,0.3184713375796179,0.6172839506172839,0.6369426751592357,1.2345679012345678
HK,1993,4,CT-ConCM,8,6,old,609,44.414863255562274,56.32183908045977,22.464790111848934,35.467980295566505,33.12034663258879,8.210180623973727
HK,1993,4,CT-ConCM,8,6,current,162,86.49681528662421,92.5925925925926,3.1847133757961785,6.172839506172839,10.318471337579618,1.2345679012345678
HK,1993,5,CT-ConCM-CB,10,8,old,771,37.60332384760096,48.119325551232166,42.09500122352291,21.78988326848249,20.30167492887613,30.090791180285343
HK,1993,5,CT-ConCM-CB,10,8,current,12,100.0,100.0,0.0,0.0,0.0,0.0
HK,1993,5,CT-ConCM,10,8,old,771,60.662776983867126,73.02204928664072,0.0,0.0,39.337223016132874,26.977950713359274
HK,1993,5,CT-ConCM,10,8,current,12,0.0,0.0,100.0,100.0,0.0,0.0
HK,1993,6,CT-ConCM-CB,12,10,old,783,0.30303030303030304,0.6385696040868455,99.69696969696969,99.36143039591315,0.0,0.0
HK,1993,6,CT-ConCM-CB,12,10,current,181,90.3125,82.87292817679558,0.0,0.0,9.6875,17.12707182320442
HK,1993,6,CT-ConCM,12,10,old,783,0.9138443256090315,1.9157088122605364,98.77386075063107,97.44572158365263,0.3122949237598919,0.6385696040868455
HK,1993,6,CT-ConCM,12,10,current,181,52.38095238095239,88.95027624309392,0.0,0.0,47.61904761904761,11.049723756906078
HK,1993,7,CT-ConCM-CB,14,12,old,964,2.166080447330447,3.630705394190872,92.50276222094561,91.70124481327801,5.331157331723933,4.668049792531121
HK,1993,7,CT-ConCM-CB,14,12,current,93,84.62121212121212,82.79569892473118,2.348484848484848,2.1505376344086025,13.030303030303031,15.053763440860216
HK,1993,7,CT-ConCM,14,12,old,964,1.0258838383838385,2.0746887966804977,90.7200403794961,83.81742738589212,8.254075782120063,14.107883817427386
HK,1993,7,CT-ConCM,14,12,current,93,49.166666666666664,63.44086021505376,0.8333333333333334,1.0752688172043012,50.0,35.483870967741936
HK,1993,8,CT-ConCM-CB,16,14,old,1057,0.0,0.0,99.95670995670996,99.90539262062441,0.04329004329004329,0.0946073793755913
HK,1993,8,CT-ConCM-CB,16,14,current,166,97.86585365853658,95.78313253012048,0.0,0.0,2.1341463414634148,4.216867469879518
HK,1993,8,CT-ConCM,16,14,old,1057,11.155906152786061,23.36802270577105,74.23696383465186,51.27719962157048,14.60713001256209,25.354777672658468
HK,1993,8,CT-ConCM,16,14,current,166,50.0,98.79518072289156,0.0,0.0,50.0,1.2048192771084338
HK,1993,9,CT-ConCM-CB,18,16,old,1223,0.0,0.0,99.10075487925339,98.52820932134097,0.8992451207466196,1.4717906786590351
HK,1993,9,CT-ConCM-CB,18,16,current,124,99.59349593495934,99.19354838709677,0.0,0.0,0.40650406504065045,0.8064516129032258
HK,1993,9,CT-ConCM,18,16,old,1223,0.6292221578845782,1.3082583810302535,96.1652766984017,94.6852003270646,3.2055011437137204,4.006541291905151
HK,1993,9,CT-ConCM,18,16,current,124,49.1869918699187,97.58064516129032,0.8130081300813009,1.6129032258064515,50.0,0.8064516129032258
HK,1993,10,CT-ConCM-CB,20,18,old,1347,0.6210478771454382,1.0393466963622866,96.76887969609417,97.7728285077951,2.610072426760401,1.1878247958426131
HK,1993,10,CT-ConCM-CB,20,18,current,67,46.96969696969697,92.53731343283582,0.0,0.0,53.03030303030303,7.462686567164178
HK,1993,10,CT-ConCM,20,18,old,1347,2.1612544154100783,3.8604305864884925,86.73468694966459,85.82034149962881,11.104058634925346,10.319227913882703
HK,1993,10,CT-ConCM,20,18,current,67,47.72727272727273,94.02985074626866,2.272727272727273,4.477611940298507,50.0,1.4925373134328357
HK,1993,11,CT-ConCM-CB,23,20,old,1414,0.0,0.0,100.0,100.0,0.0,0.0
HK,1993,11,CT-ConCM-CB,23,20,current,284,98.23008849557522,97.88732394366197,0.0,0.0,1.7699115044247788,2.112676056338028
HK,1993,11,CT-ConCM,23,20,old,1414,0.38961038961038963,0.4243281471004243,98.08140432170967,96.53465346534654,1.5289852886799307,3.041018387553041
HK,1993,11,CT-ConCM,23,20,current,284,92.9905885658098,94.71830985915493,0.2949852507374631,0.35211267605633806,6.714426183452732,4.929577464788732
HK,1994,1,CT-J-CB,2,0,old,0,,,,,,
HK,1994,1,CT-J-CB,2,0,current,29,100.0,100.0,0.0,0.0,0.0,0.0
HK,1994,1,CT-J-Stale,2,0,old,0,,,,,,
HK,1994,1,CT-J-Stale,2,0,current,29,100.0,100.0,0.0,0.0,0.0,0.0
HK,1994,1,PT-CB,2,0,old,0,,,,,,
HK,1994,1,PT-CB,2,0,current,29,100.0,100.0,0.0,0.0,0.0,0.0
HK,1994,1,CT-Risk,2,0,old,0,,,,,,
HK,1994,1,CT-Risk,2,0,current,29,100.0,100.0,0.0,0.0,0.0,0.0
HK,1994,2,CT-J-CB,4,2,old,29,93.75,96.55172413793103,6.25,3.4482758620689653,0.0,0.0
HK,1994,2,CT-J-CB,4,2,current,201,93.5594512195122,95.52238805970148,6.128048780487805,3.9800995024875623,0.3125,0.4975124378109453
HK,1994,2,CT-J-Stale,4,2,old,29,93.75,96.55172413793103,6.25,3.4482758620689653,0.0,0.0
HK,1994,2,CT-J-Stale,4,2,current,201,95.68597560975608,96.01990049751244,3.376524390243903,2.4875621890547266,0.9375,1.4925373134328357
HK,1994,2,PT-CB,4,2,old,29,100.0,100.0,0.0,0.0,0.0,0.0
HK,1994,2,PT-CB,4,2,current,201,93.8719512195122,96.01990049751244,5.815548780487805,3.482587064676617,0.3125,0.4975124378109453
HK,1994,2,CT-Risk,4,2,old,29,93.75,96.55172413793103,6.25,3.4482758620689653,0.0,0.0
HK,1994,2,CT-Risk,4,2,current,201,93.5594512195122,95.52238805970148,6.128048780487805,3.9800995024875623,0.3125,0.4975124378109453
HK,1994,3,CT-J-CB,6,4,old,230,77.56877903600464,89.56521739130436,15.788690476190476,6.521739130434782,6.642530487804878,3.91304347826087
HK,1994,3,CT-J-CB,6,4,current,169,87.19696969696969,98.81656804733728,12.803030303030303,1.183431952662722,0.0,0.0
HK,1994,3,CT-J-Stale,6,4,old,230,62.21798780487805,74.34782608695653,29.6875,22.17391304347826,8.094512195121952,3.4782608695652173
HK,1994,3,CT-J-Stale,6,4,current,169,100.0,100.0,0.0,0.0,0.0,0.0
HK,1994,3,PT-CB,6,4,old,230,90.37383855981417,93.91304347826087,6.1086309523809526,2.608695652173913,3.5175304878048776,3.4782608695652173
HK,1994,3,PT-CB,6,4,current,169,62.5,98.22485207100591,37.5,1.7751479289940828,0.0,0.0
HK,1994,3,CT-Risk,6,4,old,230,77.56877903600464,89.56521739130436,15.788690476190476,6.521739130434782,6.642530487804878,3.91304347826087
HK,1994,3,CT-Risk,6,4,current,169,87.19696969696969,98.81656804733728,12.803030303030303,1.183431952662722,0.0,0.0
HK,1994,4,CT-J-CB,8,6,old,399,77.86150925632633,91.47869674185463,1.623827561327561,2.2556390977443606,20.51466318234611,6.265664160401002
HK,1994,4,CT-J-CB,8,6,current,7,40.0,57.14285714285714,60.0,42.857142857142854,0.0,0.0
HK,1994,4,CT-J-Stale,8,6,old,399,53.89412416851441,64.91228070175438,30.158939129975714,27.819548872180448,15.946936701509873,7.268170426065162
HK,1994,4,CT-J-Stale,8,6,current,7,50.0,71.42857142857143,0.0,0.0,50.0,28.57142857142857
HK,1994,4,PT-CB,8,6,old,399,80.2593883081688,94.48621553884712,0.20833333333333334,0.5012531328320802,19.53227835849787,5.012531328320802
HK,1994,4,PT-CB,8,6,current,7,40.0,57.14285714285714,60.0,42.857142857142854,0.0,0.0
HK,1994,4,CT-Risk,8,6,old,399,77.86150925632633,91.47869674185463,1.623827561327561,2.2556390977443606,20.51466318234611,6.265664160401002
HK,1994,4,CT-Risk,8,6,current,7,40.0,57.14285714285714,60.0,42.857142857142854,0.0,0.0
HK,1994,5,CT-J-CB,10,8,old,406,52.617331855136726,80.78817733990148,23.81360699767712,12.807881773399016,23.569061147186147,6.403940886699508
HK,1994,5,CT-J-CB,10,8,current,62,50.0,98.38709677419355,50.0,1.6129032258064515,0.0,0.0
HK,1994,5,CT-J-Stale,10,8,old,406,29.168489665821983,49.50738916256158,63.867587569950366,41.37931034482759,6.963922764227642,9.113300492610838
HK,1994,5,CT-J-Stale,10,8,current,62,96.72131147540983,93.54838709677419,3.278688524590164,6.451612903225806,0.0,0.0
HK,1994,5,PT-CB,10,8,old,406,68.10041013356563,93.34975369458128,3.8383783391405344,2.2167487684729066,28.061211527293846,4.433497536945813
HK,1994,5,PT-CB,10,8,current,62,30.327868852459016,59.67741935483871,69.67213114754098,40.32258064516129,0.0,0.0
HK,1994,5,CT-Risk,10,8,old,406,52.617331855136726,80.78817733990148,23.81360699767712,12.807881773399016,23.569061147186147,6.403940886699508
HK,1994,5,CT-Risk,10,8,current,62,50.0,98.38709677419355,50.0,1.6129032258064515,0.0,0.0
HK,1994,6,CT-J-CB,12,10,old,468,29.485244430366386,39.52991452991453,27.41044372294372,41.88034188034188,43.104311846689896,18.58974358974359
HK,1994,6,CT-J-CB,12,10,current,280,99.68152866242038,99.64285714285714,0.3184713375796179,0.35714285714285715,0.0,0.0
HK,1994,6,CT-J-Stale,12,10,old,468,7.0670640834575265,9.615384615384617,78.60366762385954,83.11965811965813,14.32926829268293,7.264957264957266
HK,1994,6,CT-J-Stale,12,10,current,280,100.0,100.0,0.0,0.0,0.0,0.0
HK,1994,6,PT-CB,12,10,old,468,59.15006854401097,83.97435897435898,1.3958333333333333,4.914529914529915,39.454098122655694,11.11111111111111
HK,1994,6,PT-CB,12,10,current,280,93.63057324840764,92.85714285714286,6.369426751592357,7.142857142857142,0.0,0.0
HK,1994,6,CT-Risk,12,10,old,468,29.485244430366386,39.52991452991453,27.41044372294372,41.88034188034188,43.104311846689896,18.58974358974359
HK,1994,6,CT-Risk,12,10,current,280,99.68152866242038,99.64285714285714,0.3184713375796179,0.35714285714285715,0.0,0.0
HK,1994,7,CT-J-CB,14,12,old,748,17.26906491679484,36.898395721925134,57.37807613659621,37.4331550802139,25.352858946608947,25.668449197860966
HK,1994,7,CT-J-CB,14,12,current,171,99.6951219512195,99.41520467836257,0.0,0.0,0.3048780487804878,0.5847953216374269
HK,1994,7,CT-J-Stale,14,12,old,748,4.391310965802188,10.962566844919785,89.95212337763215,74.06417112299465,5.656565656565657,14.973262032085561
HK,1994,7,CT-J-Stale,14,12,current,171,99.6951219512195,99.41520467836257,0.0,0.0,0.3048780487804878,0.5847953216374269
HK,1994,7,PT-CB,14,12,old,748,61.32346138356911,86.22994652406418,4.8327335732373715,2.272727272727273,33.84380504319351,11.497326203208557
HK,1994,7,PT-CB,14,12,current,171,85.10452961672475,97.6608187134503,14.895470383275262,2.3391812865497075,0.0,0.0
HK,1994,7,CT-Risk,14,12,old,748,17.26906491679484,36.898395721925134,57.37807613659621,37.4331550802139,25.352858946608947,25.668449197860966
HK,1994,7,CT-Risk,14,12,current,171,99.6951219512195,99.41520467836257,0.0,0.0,0.3048780487804878,0.5847953216374269
HK,1994,8,CT-J-CB,16,14,old,919,15.666602441109198,20.783460282916213,62.77632233703149,65.83242655059848,21.557075221859307,13.384113166485308
HK,1994,8,CT-J-CB,16,14,current,22,100.0,100.0,0.0,0.0,0.0,0.0
HK,1994,8,CT-J-Stale,16,14,old,919,2.0071043938639757,2.50272034820457,93.47303688295864,95.32100108813928,4.519858723177396,2.176278563656148
HK,1994,8,CT-J-Stale,16,14,current,22,100.0,100.0,0.0,0.0,0.0,0.0
HK,1994,8,PT-CB,16,14,old,919,64.47879721437825,87.81284004352557,0.0,0.0,35.521202785621746,12.18715995647443
HK,1994,8,PT-CB,16,14,current,22,100.0,100.0,0.0,0.0,0.0,0.0
HK,1994,8,CT-Risk,16,14,old,919,15.666602441109198,20.783460282916213,62.77632233703149,65.83242655059848,21.557075221859307,13.384113166485308
HK,1994,8,CT-Risk,16,14,current,22,100.0,100.0,0.0,0.0,0.0,0.0
HK,1994,9,CT-J-CB,18,16,old,941,6.440317812269032,1.5940488841657812,78.19016487295534,79.91498405951117,15.369517314775635,18.49096705632306
HK,1994,9,CT-J-CB,18,16,current,146,97.59989273263609,97.94520547945206,0.0,0.0,2.4001072673639046,2.054794520547945
HK,1994,9,CT-J-Stale,18,16,old,941,0.12657058388765707,0.3188097768331562,99.87342941611234,99.68119022316685,0.0,0.0
HK,1994,9,CT-J-Stale,18,16,current,146,97.59989273263609,97.94520547945206,0.0,0.0,2.4001072673639046,2.054794520547945
HK,1994,9,PT-CB,18,16,old,941,67.52667962899008,87.77895855472902,1.5866815476190474,0.3188097768331562,30.88663882339088,11.902231668437832
HK,1994,9,PT-CB,18,16,current,146,75.31509788146955,88.35616438356165,24.684902118530438,11.643835616438356,0.0,0.0
HK,1994,9,CT-Risk,18,16,old,941,6.516537324464154,1.8065887353878853,78.40695315764145,80.02125398512221,15.07650951789439,18.172157279489902
HK,1994,9,CT-Risk,18,16,current,146,97.59989273263609,97.94520547945206,0.0,0.0,2.4001072673639046,2.054794520547945
HK,1994,10,CT-J-CB,20,18,old,1087,0.0,0.0,99.93160774410774,99.81600735970562,0.06839225589225588,0.18399264029438822
HK,1994,10,CT-J-CB,20,18,current,210,100.0,100.0,0.0,0.0,0.0,0.0
HK,1994,10,CT-J-Stale,20,18,old,1087,0.03367003367003367,0.09199632014719411,99.96632996632997,99.90800367985281,0.0,0.0
HK,1994,10,CT-J-Stale,20,18,current,210,100.0,100.0,0.0,0.0,0.0,0.0
HK,1994,10,PT-CB,20,18,old,1087,60.096724316600515,85.64857405703772,8.999164884310826,2.2079116835326587,30.904110799088652,12.143514259429624
HK,1994,10,PT-CB,20,18,current,210,86.83333333333333,83.33333333333334,13.166666666666668,16.666666666666664,0.0,0.0
HK,1994,10,CT-Risk,20,18,old,1087,0.0,0.0,99.93160774410774,99.81600735970562,0.06839225589225588,0.18399264029438822
HK,1994,10,CT-Risk,20,18,current,210,100.0,100.0,0.0,0.0,0.0,0.0
HK,1994,11,CT-J-CB,23,20,old,1297,1.866666666666667,4.317656129529683,89.70909343310404,87.58673862760216,8.424239900229281,8.095605242868158
HK,1994,11,CT-J-CB,23,20,current,401,95.30600118835414,97.2568578553616,0.0,0.0,4.69399881164587,2.7431421446384037
HK,1994,11,CT-J-Stale,23,20,old,1297,0.03333333333333334,0.07710100231303006,99.8237238437958,99.69159599074789,0.14294282287085167,0.2313030069390902
HK,1994,11,CT-J-Stale,23,20,current,401,96.31610219845514,97.75561097256858,0.0,0.0,3.6838978015448602,2.2443890274314215
HK,1994,11,PT-CB,23,20,old,1297,60.473388704463126,84.3484965304549,10.094491054668046,1.233616037008481,29.43212024086882,14.417887432536622
