class_id,dataset,f1,fn,fp,method,n,recall,seed,task,tp,zero_recall
3,ISIC,0.7954545454545454,5,13,G.R-zero-prior,40,0.875,1995,2,35,False
0,ISIC,0.7692307692307693,9,12,G.R-zero-prior,44,0.7954545454545454,1995,2,35,False
6,ISIC,0.9166666666666666,4,0,G.R-zero-prior,26,0.8461538461538461,1995,2,22,False
1,ISIC,0.7246376811594203,12,7,G.L-permute,37,0.6756756756756757,1995,2,25,False
3,ISIC,0.7865168539325843,5,14,G.L-permute,40,0.875,1995,2,35,False
0,ISIC,0.7640449438202247,10,11,G.L-permute,44,0.7727272727272727,1995,2,34,False
6,ISIC,0.8936170212765957,5,0,G.L-permute,26,0.8076923076923077,1995,2,21,False
1,ISIC,0.33663366336633666,20,47,G.template-0,37,0.4594594594594595,1995,2,17,False
3,ISIC,0.4827586206896552,19,26,G.template-0,40,0.525,1995,2,21,False
0,ISIC,0.29333333333333333,33,20,G.template-0,44,0.25,1995,2,11,False
6,ISIC,0.1935483870967742,23,2,G.template-0,26,0.11538461538461539,1995,2,3,False
1,ISIC,0.3488372093023256,22,34,G.template-1,37,0.40540540540540543,1995,2,15,False
3,ISIC,0.5205479452054794,21,14,G.template-1,40,0.475,1995,2,19,False
0,ISIC,0.40404040404040403,24,35,G.template-1,44,0.45454545454545453,1995,2,20,False
6,ISIC,0.16666666666666666,23,7,G.template-1,26,0.11538461538461539,1995,2,3,False
1,ISIC,0.7575757575757576,12,4,P,37,0.6756756756756757,1995,2,25,False
3,ISIC,0.7619047619047619,8,12,P,40,0.8,1995,2,32,False
0,ISIC,0.7608695652173914,9,13,P,44,0.7954545454545454,1995,2,35,False
6,ISIC,0.9615384615384616,1,1,P,26,0.9615384615384616,1995,2,25,False
1,ISIC,0.7058823529411765,13,7,F,37,0.6486486486486487,1995,2,24,False
3,ISIC,0.7857142857142857,7,11,F,40,0.825,1995,2,33,False
0,ISIC,0.7608695652173914,9,13,F,44,0.7954545454545454,1995,2,35,False
6,ISIC,0.92,3,1,F,26,0.8846153846153846,1995,2,23,False
1,ISIC,0.7076923076923077,14,5,F2,37,0.6216216216216216,1995,2,23,False
3,ISIC,0.7469879518072289,9,12,F2,40,0.775,1995,2,31,False
0,ISIC,0.7446808510638298,9,15,F2,44,0.7954545454545454,1995,2,35,False
6,ISIC,0.9615384615384616,1,1,F2,26,0.9615384615384616,1995,2,25,False
1,ISIC,0.5714285714285714,17,13,G.V,37,0.5405405405405406,1995,3,20,False
3,ISIC,0.4931506849315068,22,15,G.V,40,0.45,1995,3,18,False
0,ISIC,0.7551020408163265,7,17,G.V,44,0.8409090909090909,1995,3,37,False
6,ISIC,0.9056603773584906,2,3,G.V,26,0.9230769230769231,1995,3,24,False
4,ISIC,0.5111111111111111,18,26,G.V,41,0.5609756097560976,1995,3,23,False
5,ISIC,0.5454545454545454,19,11,G.V,37,0.4864864864864865,1995,3,18,False
1,ISIC,0.676923076923077,15,6,G.J,37,0.5945945945945946,1995,3,22,False
3,ISIC,0.675,13,13,G.J,40,0.675,1995,3,27,False
0,ISIC,0.7872340425531915,7,13,G.J,44,0.8409090909090909,1995,3,37,False
6,ISIC,0.9387755102040817,3,0,G.J,26,0.8846153846153846,1995,3,23,False
4,ISIC,0.5054945054945055,18,27,G.J,41,0.5609756097560976,1995,3,23,False
5,ISIC,0.5352112676056338,18,15,G.J,37,0.5135135135135135,1995,3,19,False
1,ISIC,0.59375,18,8,G.J1,37,0.5135135135135135,1995,3,19,False
3,ISIC,0.64,16,11,G.J1,40,0.6,1995,3,24,False
0,ISIC,0.7708333333333334,7,15,G.J1,44,0.8409090909090909,1995,3,37,False
6,ISIC,0.96,2,0,G.J1,26,0.9230769230769231,1995,3,24,False
4,ISIC,0.5319148936170213,16,28,G.J1,41,0.6097560975609756,1995,3,25,False
5,ISIC,0.5352112676056338,18,15,G.J1,37,0.5135135135135135,1995,3,19,False
1,ISIC,0.3448275862068966,22,35,G.Z,37,0.40540540540540543,1995,3,15,False
3,ISIC,0.296875,21,69,G.Z,40,0.475,1995,3,19,False
0,ISIC,0.2857142857142857,31,34,G.Z,44,0.29545454545454547,1995,3,13,False
6,ISIC,0.14634146341463414,23,12,G.Z,26,0.11538461538461539,1995,3,3,False
4,ISIC,0.0,41,5,G.Z,41,0.0,1995,3,0,True
5,ISIC,0.10526315789473684,34,17,G.Z,37,0.08108108108108109,1995,3,3,False
1,ISIC,0.65625,16,6,G.L,37,0.5675675675675675,1995,3,21,False
3,ISIC,0.675,13,13,G.L,40,0.675,1995,3,27,False
0,ISIC,0.7789473684210526,7,14,G.L,44,0.8409090909090909,1995,3,37,False
6,ISIC,0.9387755102040817,3,0,G.L,26,0.8846153846153846,1995,3,23,False
4,ISIC,0.5,18,28,G.L,41,0.5609756097560976,1995,3,23,False
5,ISIC,0.5428571428571428,18,14,G.L,37,0.5135135135135135,1995,3,19,False
1,ISIC,0.676923076923077,15,6,G.R,37,0.5945945945945946,1995,3,22,False
3,ISIC,0.675,13,13,G.R,40,0.675,1995,3,27,False
0,ISIC,0.7872340425531915,7,13,G.R,44,0.8409090909090909,1995,3,37,False
6,ISIC,0.9387755102040817,3,0,G.R,26,0.8846153846153846,1995,3,23,False
4,ISIC,0.5054945054945055,18,27,G.R,41,0.5609756097560976,1995,3,23,False
5,ISIC,0.5352112676056338,18,15,G.R,37,0.5135135135135135,1995,3,19,False
1,ISIC,0.676923076923077,15,6,G.R-no-gate,37,0.5945945945945946,1995,3,22,False
3,ISIC,0.675,13,13,G.R-no-gate,40,0.675,1995,3,27,False
0,ISIC,0.7956989247311828,7,12,G.R-no-gate,44,0.8409090909090909,1995,3,37,False
6,ISIC,0.96,2,0,G.R-no-gate,26,0.9230769230769231,1995,3,24,False
4,ISIC,0.5054945054945055,18,27,G.R-no-gate,41,0.5609756097560976,1995,3,23,False
5,ISIC,0.5352112676056338,18,15,G.R-no-gate,37,0.5135135135135135,1995,3,19,False
1,ISIC,0.676923076923077,15,6,G.R-identity,37,0.5945945945945946,1995,3,22,False
3,ISIC,0.675,13,13,G.R-identity,40,0.675,1995,3,27,False
0,ISIC,0.7872340425531915,7,13,G.R-identity,44,0.8409090909090909,1995,3,37,False
6,ISIC,0.9387755102040817,3,0,G.R-identity,26,0.8846153846153846,1995,3,23,False
4,ISIC,0.5054945054945055,18,27,G.R-identity,41,0.5609756097560976,1995,3,23,False
5,ISIC,0.5352112676056338,18,15,G.R-identity,37,0.5135135135135135,1995,3,19,False
1,ISIC,0.676923076923077,15,6,G.R-zero-prior,37,0.5945945945945946,1995,3,22,False
3,ISIC,0.675,13,13,G.R-zero-prior,40,0.675,1995,3,27,False
0,ISIC,0.7872340425531915,7,13,G.R-zero-prior,44,0.8409090909090909,1995,3,37,False
6,ISIC,0.9387755102040817,3,0,G.R-zero-prior,26,0.8846153846153846,1995,3,23,False
4,ISIC,0.5054945054945055,18,27,G.R-zero-prior,41,0.5609756097560976,1995,3,23,False
5,ISIC,0.5352112676056338,18,15,G.R-zero-prior,37,0.5135135135135135,1995,3,19,False
1,ISIC,0.6567164179104478,15,8,G.L-permute,37,0.5945945945945946,1995,3,22,False
3,ISIC,0.6666666666666666,13,14,G.L-permute,40,0.675,1995,3,27,False
0,ISIC,0.7692307692307693,9,12,G.L-permute,44,0.7954545454545454,1995,3,35,False
6,ISIC,0.9166666666666666,4,0,G.L-permute,26,0.8461538461538461,1995,3,22,False
4,ISIC,0.5217391304347826,17,27,G.L-permute,41,0.5853658536585366,1995,3,24,False
5,ISIC,0.5352112676056338,18,15,G.L-permute,37,0.5135135135135135,1995,3,19,False
1,ISIC,0.3333333333333333,21,43,G.template-0,37,0.43243243243243246,1995,3,16,False
3,ISIC,0.2676056338028169,21,83,G.template-0,40,0.475,1995,3,19,False
0,ISIC,0.25882352941176473,33,30,G.template-0,44,0.25,1995,3,11,False
6,ISIC,0.18181818181818182,23,4,G.template-0,26,0.11538461538461539,1995,3,3,False
4,ISIC,0.0,41,3,G.template-0,41,0.0,1995,3,0,True
5,ISIC,0.04,36,12,G.template-0,37,0.02702702702702703,1995,3,1,False
1,ISIC,0.3116883116883117,25,28,G.template-1,37,0.32432432432432434,1995,3,12,False
3,ISIC,0.3130434782608696,22,57,G.template-1,40,0.45,1995,3,18,False
0,ISIC,0.3486238532110092,25,46,G.template-1,44,0.4318181818181818,1995,3,19,False
6,ISIC,0.1,24,12,G.template-1,26,0.07692307692307693,1995,3,2,False
4,ISIC,0.04081632653061224,40,7,G.template-1,41,0.024390243902439025,1995,3,1,False
5,ISIC,0.1,34,20,G.template-1,37,0.08108108108108109,1995,3,3,False
1,ISIC,0.59375,18,8,P,37,0.5135135135135135,1995,3,19,False
3,ISIC,0.43478260869565216,25,14,P,40,0.375,1995,3,15,False
0,ISIC,0.7216494845360825,9,18,P,44,0.7954545454545454,1995,3,35,False
6,ISIC,0.9411764705882353,2,1,P,26,0.9230769230769231,1995,3,24,False
4,ISIC,0.48484848484848486,17,34,P,41,0.5853658536585366,1995,3,24,False
5,ISIC,0.5142857142857142,19,15,P,37,0.4864864864864865,1995,3,18,False
1,ISIC,0.6363636363636364,16,8,F,37,0.5675675675675675,1995,3,21,False
3,ISIC,0.5753424657534246,19,12,F,40,0.525,1995,3,21,False
0,ISIC,0.75,8,16,F,44,0.8181818181818182,1995,3,36,False
6,ISIC,0.9411764705882353,2,1,F,26,0.9230769230769231,1995,3,24,False
4,ISIC,0.5106382978723404,17,29,F,41,0.5853658536585366,1995,3,24,False
5,ISIC,0.5142857142857142,19,15,F,37,0.4864864864864865,1995,3,18,False
1,ISIC,0.5757575757575758,18,10,F2,37,0.5135135135135135,1995,3,19,False
3,ISIC,0.49230769230769234,24,9,F2,40,0.4,1995,3,16,False
0,ISIC,0.7010309278350515,10,19,F2,44,0.7727272727272727,1995,3,34,False
6,ISIC,0.9411764705882353,2,1,F2,26,0.9230769230769231,1995,3,24,False
4,ISIC,0.5154639175257731,16,31,F2,41,0.6097560975609756,1995,3,25,False
5,ISIC,0.5135135135135135,18,18,F2,37,0.5135135135135135,1995,3,19,False
1,ISIC,0.5675675675675675,16,16,G.V,37,0.5675675675675675,1995,4,21,False
3,ISIC,0.4266666666666667,24,19,G.V,40,0.4,1995,4,16,False
0,ISIC,0.673469387755102,11,21,G.V,44,0.75,1995,4,33,False
6,ISIC,0.8275862068965517,2,8,G.V,26,0.9230769230769231,1995,4,24,False
4,ISIC,0.4489795918367347,19,35,G.V,41,0.5365853658536586,1995,4,22,False
5,ISIC,0.4117647058823529,23,17,G.V,37,0.3783783783783784,1995,4,14,False
2,ISIC,0.36363636363636365,32,17,G.V,46,0.30434782608695654,1995,4,14,False
7,ISIC,0.42857142857142855,15,9,G.V,24,0.375,1995,4,9,False
1,ISIC,0.59375,18,8,G.J,37,0.5135135135135135,1995,4,19,False
3,ISIC,0.5714285714285714,16,20,G.J,40,0.6,1995,4,24,False
0,ISIC,0.7216494845360825,9,18,G.J,44,0.7954545454545454,1995,4,35,False
6,ISIC,0.92,3,1,G.J,26,0.8846153846153846,1995,4,23,False
4,ISIC,0.46153846153846156,20,29,G.J,41,0.5121951219512195,1995,4,21,False
5,ISIC,0.4675324675324675,19,22,G.J,37,0.4864864864864865,1995,4,18,False
2,ISIC,0.5176470588235295,24,17,G.J,46,0.4782608695652174,1995,4,22,False
7,ISIC,0.5714285714285714,12,6,G.J,24,0.5,1995,4,12,False
1,ISIC,0.5882352941176471,17,11,G.J1,37,0.5405405405405406,1995,4,20,False
3,ISIC,0.5063291139240507,20,19,G.J1,40,0.5,1995,4,20,False
0,ISIC,0.693069306930693,9,22,G.J1,44,0.7954545454545454,1995,4,35,False
6,ISIC,0.92,3,1,G.J1,26,0.8846153846153846,1995,4,23,False
4,ISIC,0.4731182795698925,19,30,G.J1,41,0.5365853658536586,1995,4,22,False
5,ISIC,0.4931506849315068,19,18,G.J1,37,0.4864864864864865,1995,4,18,False
2,ISIC,0.5238095238095238,24,16,G.J1,46,0.4782608695652174,1995,4,22,False
7,ISIC,0.5714285714285714,12,6,G.J1,24,0.5,1995,4,12,False
1,ISIC,0.3225806451612903,22,41,G.Z,37,0.40540540540540543,1995,4,15,False
3,ISIC,0.225,22,102,G.Z,40,0.45,1995,4,18,False
0,ISIC,0.23636363636363636,31,53,G.Z,44,0.29545454545454547,1995,4,13,False
6,ISIC,0.14285714285714285,23,13,G.Z,26,0.11538461538461539,1995,4,3,False
4,ISIC,0.0,41,5,G.Z,41,0.0,1995,4,0,True
5,ISIC,0.09836065573770492,34,21,G.Z,37,0.08108108108108109,1995,4,3,False
2,ISIC,0.04,45,3,G.Z,46,0.021739130434782608,1995,4,1,False
7,ISIC,0.0,24,4,G.Z,24,0.0,1995,4,0,True
1,ISIC,0.5714285714285714,19,8,G.L,37,0.4864864864864865,1995,4,18,False
3,ISIC,0.5909090909090909,14,22,G.L,40,0.65,1995,4,26,False
0,ISIC,0.7,9,21,G.L,44,0.7954545454545454,1995,4,35,False
6,ISIC,0.92,3,1,G.L,26,0.8846153846153846,1995,4,23,False
4,ISIC,0.4631578947368421,19,32,G.L,41,0.5365853658536586,1995,4,22,False
5,ISIC,0.47368421052631576,19,21,G.L,37,0.4864864864864865,1995,4,18,False
2,ISIC,0.4691358024691358,27,16,G.L,46,0.41304347826086957,1995,4,19,False
7,ISIC,0.5405405405405406,14,3,G.L,24,0.4166666666666667,1995,4,10,False
1,ISIC,0.59375,18,8,G.R,37,0.5135135135135135,1995,4,19,False
3,ISIC,0.5714285714285714,16,20,G.R,40,0.6,1995,4,24,False
0,ISIC,0.7216494845360825,9,18,G.R,44,0.7954545454545454,1995,4,35,False
6,ISIC,0.92,3,1,G.R,26,0.8846153846153846,1995,4,23,False
4,ISIC,0.46153846153846156,20,29,G.R,41,0.5121951219512195,1995,4,21,False
5,ISIC,0.4675324675324675,19,22,G.R,37,0.4864864864864865,1995,4,18,False
2,ISIC,0.5176470588235295,24,17,G.R,46,0.4782608695652174,1995,4,22,False
7,ISIC,0.5714285714285714,12,6,G.R,24,0.5,1995,4,12,False
1,ISIC,0.59375,18,8,G.R-no-gate,37,0.5135135135135135,1995,4,19,False
3,ISIC,0.5714285714285714,16,20,G.R-no-gate,40,0.6,1995,4,24,False
0,ISIC,0.7216494845360825,9,18,G.R-no-gate,44,0.7954545454545454,1995,4,35,False
6,ISIC,0.92,3,1,G.R-no-gate,26,0.8846153846153846,1995,4,23,False
4,ISIC,0.46153846153846156,20,29,G.R-no-gate,41,0.5121951219512195,1995,4,21,False
5,ISIC,0.4675324675324675,19,22,G.R-no-gate,37,0.4864864864864865,1995,4,18,False
2,ISIC,0.5176470588235295,24,17,G.R-no-gate,46,0.4782608695652174,1995,4,22,False
7,ISIC,0.5714285714285714,12,6,G.R-no-gate,24,0.5,1995,4,12,False
1,ISIC,0.59375,18,8,G.R-identity,37,0.5135135135135135,1995,4,19,False
3,ISIC,0.5714285714285714,16,20,G.R-identity,40,0.6,1995,4,24,False
0,ISIC,0.7216494845360825,9,18,G.R-identity,44,0.7954545454545454,1995,4,35,False
6,ISIC,0.92,3,1,G.R-identity,26,0.8846153846153846,1995,4,23,False
4,ISIC,0.46153846153846156,20,29,G.R-identity,41,0.5121951219512195,1995,4,21,False
5,ISIC,0.4675324675324675,19,22,G.R-identity,37,0.4864864864864865,1995,4,18,False
2,ISIC,0.5176470588235295,24,17,G.R-identity,46,0.4782608695652174,1995,4,22,False
7,ISIC,0.5714285714285714,12,6,G.R-identity,24,0.5,1995,4,12,False
1,ISIC,0.59375,18,8,G.R-zero-prior,37,0.5135135135135135,1995,4,19,False
3,ISIC,0.5714285714285714,16,20,G.R-zero-prior,40,0.6,1995,4,24,False
0,ISIC,0.7216494845360825,9,18,G.R-zero-prior,44,0.7954545454545454,1995,4,35,False
6,ISIC,0.92,3,1,G.R-zero-prior,26,0.8846153846153846,1995,4,23,False
4,ISIC,0.46153846153846156,20,29,G.R-zero-prior,41,0.5121951219512195,1995,4,21,False
5,ISIC,0.4675324675324675,19,22,G.R-zero-prior,37,0.4864864864864865,1995,4,18,False
2,ISIC,0.5176470588235295,24,17,G.R-zero-prior,46,0.4782608695652174,1995,4,22,False
7,ISIC,0.5714285714285714,12,6,G.R-zero-prior,24,0.5,1995,4,12,False
1,ISIC,0.5797101449275363,17,12,G.L-permute,37,0.5405405405405406,1995,4,20,False
3,ISIC,0.6075949367088608,16,15,G.L-permute,40,0.6,1995,4,24,False
0,ISIC,0.723404255319149,10,16,G.L-permute,44,0.7727272727272727,1995,4,34,False
6,ISIC,0.8979591836734694,4,1,G.L-permute,26,0.8461538461538461,1995,4,22,False
4,ISIC,0.4948453608247423,17,32,G.L-permute,41,0.5853658536585366,1995,4,24,False
5,ISIC,0.45,19,25,G.L-permute,37,0.4864864864864865,1995,4,18,False
2,ISIC,0.4691358024691358,27,16,G.L-permute,46,0.41304347826086957,1995,4,19,False
7,ISIC,0.5853658536585366,12,5,G.L-permute,24,0.5,1995,4,12,False
1,ISIC,0.3106796116504854,21,50,G.template-0,37,0.43243243243243246,1995,4,16,False
3,ISIC,0.20994475138121546,21,122,G.template-0,40,0.475,1995,4,19,False
0,ISIC,0.22,33,45,G.template-0,44,0.25,1995,4,11,False
6,ISIC,0.17142857142857143,23,6,G.template-0,26,0.11538461538461539,1995,4,3,False
4,ISIC,0.0,41,2,G.template-0,41,0.0,1995,4,0,True
5,ISIC,0.03636363636363636,36,17,G.template-0,37,0.02702702702702703,1995,4,1,False
2,ISIC,0.0,46,0,G.template-0,46,0.0,1995,4,0,True
7,ISIC,0.0,24,3,G.template-0,24,0.0,1995,4,0,True
1,ISIC,0.3,25,31,G.template-1,37,0.32432432432432434,1995,4,12,False
3,ISIC,0.2537313432835821,23,77,G.template-1,40,0.425,1995,4,17,False
0,ISIC,0.296875,25,65,G.template-1,44,0.4318181818181818,1995,4,19,False
6,ISIC,0.10256410256410256,24,11,G.template-1,26,0.07692307692307693,1995,4,2,False
4,ISIC,0.037037037037037035,40,12,G.template-1,41,0.024390243902439025,1995,4,1,False
5,ISIC,0.07017543859649122,35,18,G.template-1,37,0.05405405405405406,1995,4,2,False
2,ISIC,0.2222222222222222,39,10,G.template-1,46,0.15217391304347827,1995,4,7,False
7,ISIC,0.0,24,11,G.template-1,24,0.0,1995,4,0,True
1,ISIC,0.5428571428571428,18,14,P,37,0.5135135135135135,1995,4,19,False
3,ISIC,0.36619718309859156,27,18,P,40,0.325,1995,4,13,False
0,ISIC,0.673469387755102,11,21,P,44,0.75,1995,4,33,False
6,ISIC,0.9230769230769231,2,2,P,26,0.9230769230769231,1995,4,24,False
4,ISIC,0.46,18,36,P,41,0.5609756097560976,1995,4,23,False
5,ISIC,0.42105263157894735,21,23,P,37,0.43243243243243246,1995,4,16,False
2,ISIC,0.5,26,14,P,46,0.43478260869565216,1995,4,20,False
7,ISIC,0.5581395348837209,12,7,P,24,0.5,1995,4,12,False
1,ISIC,0.6086956521739131,16,11,F,37,0.5675675675675675,1995,4,21,False
3,ISIC,0.48,22,17,F,40,0.45,1995,4,18,False
0,ISIC,0.7010309278350515,10,19,F,44,0.7727272727272727,1995,4,34,False
6,ISIC,0.9411764705882353,2,1,F,26,0.9230769230769231,1995,4,24,False
4,ISIC,0.4742268041237113,18,33,F,41,0.5609756097560976,1995,4,23,False
5,ISIC,0.4935064935064935,18,21,F,37,0.5135135135135135,1995,4,19,False
2,ISIC,0.5365853658536586,24,14,F,46,0.4782608695652174,1995,4,22,False
7,ISIC,0.6666666666666666,10,4,F,24,0.5833333333333334,1995,4,14,False
1,ISIC,0.6,16,12,F2,37,0.5675675675675675,1995,4,21,False
3,ISIC,0.4927536231884058,23,12,F2,40,0.425,1995,4,17,False
0,ISIC,0.66,11,23,F2,44,0.75,1995,4,33,False
6,ISIC,0.9230769230769231,2,2,F2,26,0.9230769230769231,1995,4,24,False
4,ISIC,0.5148514851485149,15,34,F2,41,0.6341463414634146,1995,4,26,False
5,ISIC,0.5,18,20,F2,37,0.5135135135135135,1995,4,19,False
2,ISIC,0.5063291139240507,26,13,F2,46,0.43478260869565216,1995,4,20,False
7,ISIC,0.6511627906976745,10,5,F2,24,0.5833333333333334,1995,4,14,False
0,HK,1.0,0,0,G.V,7,1.0,1993,1,7,False
4,HK,1.0,0,0,G.V,165,1.0,1993,1,165,False
0,HK,1.0,0,0,G.J,7,1.0,1993,1,7,False
4,HK,1.0,0,0,G.J,165,1.0,1993,1,165,False
0,HK,1.0,0,0,G.J1,7,1.0,1993,1,7,False
4,HK,1.0,0,0,G.J1,165,1.0,1993,1,165,False
0,HK,0.1348314606741573,1,76,G.Z,7,0.8571428571428571,1993,1,6,False
4,HK,0.6980392156862745,76,1,G.Z,165,0.5393939393939394,1993,1,89,False
0,HK,1.0,0,0,G.L,7,1.0,1993,1,7,False
4,HK,1.0,0,0,G.L,165,1.0,1993,1,165,False
0,HK,1.0,0,0,G.R,7,1.0,1993,1,7,False
4,HK,1.0,0,0,G.R,165,1.0,1993,1,165,False
0,HK,1.0,0,0,G.R-no-gate,7,1.0,1993,1,7,False
4,HK,1.0,0,0,G.R-no-gate,165,1.0,1993,1,165,False
0,HK,1.0,0,0,G.R-identity,7,1.0,1993,1,7,False
4,HK,1.0,0,0,G.R-identity,165,1.0,1993,1,165,False
0,HK,1.0,0,0,G.R-zero-prior,7,1.0,1993,1,7,False
4,HK,1.0,0,0,G.R-zero-prior,165,1.0,1993,1,165,False
0,HK,1.0,0,0,G.L-permute,7,1.0,1993,1,7,False
4,HK,1.0,0,0,G.L-permute,165,1.0,1993,1,165,False
0,HK,0.0851063829787234,5,38,G.template-0,7,0.2857142857142857,1993,1,2,False
4,HK,0.8552188552188552,38,5,G.template-0,165,0.7696969696969697,1993,1,127,False
0,HK,0.15384615384615385,1,65,G.template-1,7,0.8571428571428571,1993,1,6,False
4,HK,0.7518796992481203,65,1,G.template-1,165,0.6060606060606061,1993,1,100,False
0,HK,1.0,0,0,P,7,1.0,1993,1,7,False
4,HK,1.0,0,0,P,165,1.0,1993,1,165,False
0,HK,1.0,0,0,F,7,1.0,1993,1,7,False
4,HK,1.0,0,0,F,165,1.0,1993,1,165,False
0,HK,1.0,0,0,F2,7,1.0,1993,1,7,False
4,HK,1.0,0,0,F2,165,1.0,1993,1,165,False
0,HK,0.47619047619047616,2,9,G.V,7,0.7142857142857143,1993,2,5,False
4,HK,0.9939024390243902,2,0,G.V,165,0.9878787878787879,1993,2,163,False
12,HK,0.8533333333333334,9,2,G.V,41,0.7804878048780488,1993,2,32,False
8,HK,0.9935064935064936,0,2,G.V,153,1.0,1993,2,153,False
0,HK,0.6666666666666666,1,5,G.J,7,0.8571428571428571,1993,2,6,False
4,HK,1.0,0,0,G.J,165,1.0,1993,2,165,False
12,HK,0.9230769230769231,5,1,G.J,41,0.8780487804878049,1993,2,36,False
8,HK,1.0,0,0,G.J,153,1.0,1993,2,153,False
0,HK,0.7368421052631579,0,5,G.J1,7,1.0,1993,2,7,False
4,HK,1.0,0,0,G.J1,165,1.0,1993,2,165,False
12,HK,0.935064935064935,5,0,G.J1,41,0.8780487804878049,1993,2,36,False
8,HK,1.0,0,0,G.J1,153,1.0,1993,2,153,False
0,HK,0.029850746268656716,6,59,G.Z,7,0.14285714285714285,1993,2,1,False
4,HK,0.48484848484848486,109,10,G.Z,165,0.3393939393939394,1993,2,56,False
12,HK,0.04285714285714286,38,96,G.Z,41,0.07317073170731707,1993,2,3,False
8,HK,0.46258503401360546,85,73,G.Z,153,0.4444444444444444,1993,2,68,False
0,HK,0.6666666666666666,1,5,G.L,7,0.8571428571428571,1993,2,6,False
4,HK,1.0,0,0,G.L,165,1.0,1993,2,165,False
12,HK,0.9230769230769231,5,1,G.L,41,0.8780487804878049,1993,2,36,False
8,HK,1.0,0,0,G.L,153,1.0,1993,2,153,False
0,HK,0.6666666666666666,1,5,G.R,7,0.8571428571428571,1993,2,6,False
4,HK,1.0,0,0,G.R,165,1.0,1993,2,165,False
12,HK,0.9230769230769231,5,1,G.R,41,0.8780487804878049,1993,2,36,False
8,HK,1.0,0,0,G.R,153,1.0,1993,2,153,False
0,HK,0.6666666666666666,1,5,G.R-no-gate,7,0.8571428571428571,1993,2,6,False
4,HK,1.0,0,0,G.R-no-gate,165,1.0,1993,2,165,False
12,HK,0.9230769230769231,5,1,G.R-no-gate,41,0.8780487804878049,1993,2,36,False
8,HK,1.0,0,0,G.R-no-gate,153,1.0,1993,2,153,False
0,HK,0.6666666666666666,1,5,G.R-identity,7,0.8571428571428571,1993,2,6,False
4,HK,1.0,0,0,G.R-identity,165,1.0,1993,2,165,False
12,HK,0.9230769230769231,5,1,G.R-identity,41,0.8780487804878049,1993,2,36,False
8,HK,1.0,0,0,G.R-identity,153,1.0,1993,2,153,False
0,HK,0.6666666666666666,1,5,G.R-zero-prior,7,0.8571428571428571,1993,2,6,False
4,HK,1.0,0,0,G.R-zero-prior,165,1.0,1993,2,165,False
12,HK,0.9230769230769231,5,1,G.R-zero-prior,41,0.8780487804878049,1993,2,36,False
8,HK,1.0,0,0,G.R-zero-prior,153,1.0,1993,2,153,False
0,HK,0.6666666666666666,1,5,G.L-permute,7,0.8571428571428571,1993,2,6,False
4,HK,1.0,0,0,G.L-permute,165,1.0,1993,2,165,False
12,HK,0.9230769230769231,5,1,G.L-permute,41,0.8780487804878049,1993,2,36,False
8,HK,1.0,0,0,G.L-permute,153,1.0,1993,2,153,False
0,HK,0.0,7,31,G.template-0,7,0.0,1993,2,0,True
4,HK,0.644927536231884,76,22,G.template-0,165,0.5393939393939394,1993,2,89,False
12,HK,0.0,41,111,G.template-0,41,0.0,1993,2,0,True
8,HK,0.3233082706766917,110,70,G.template-0,153,0.28104575163398693,1993,2,43,False
0,HK,0.028985507246376812,6,61,G.template-1,7,0.14285714285714285,1993,2,1,False
4,HK,0.5793650793650794,92,14,G.template-1,165,0.44242424242424244,1993,2,73,False
12,HK,0.2222222222222222,21,119,G.template-1,41,0.4878048780487805,1993,2,20,False
8,HK,0.48484848484848486,97,22,G.template-1,153,0.3660130718954248,1993,2,56,False
0,HK,0.7368421052631579,0,5,P,7,1.0,1993,2,7,False
4,HK,1.0,0,0,P,165,1.0,1993,2,165,False
12,HK,0.935064935064935,5,0,P,41,0.8780487804878049,1993,2,36,False
8,HK,1.0,0,0,P,153,1.0,1993,2,153,False
0,HK,0.7368421052631579,0,5,F,7,1.0,1993,2,7,False
4,HK,1.0,0,0,F,165,1.0,1993,2,165,False
12,HK,0.935064935064935,5,0,F,41,0.8780487804878049,1993,2,36,False
8,HK,1.0,0,0,F,153,1.0,1993,2,153,False
0,HK,0.7368421052631579,0,5,F2,7,1.0,1993,2,7,False
4,HK,1.0,0,0,F2,165,1.0,1993,2,165,False
12,HK,0.935064935064935,5,0,F2,41,0.8780487804878049,1993,2,36,False
8,HK,1.0,0,0,F2,153,1.0,1993,2,153,False
0,HK,0.2857142857142857,4,11,G.V,7,0.42857142857142855,1993,3,3,False
4,HK,0.9939024390243902,2,0,G.V,165,0.9878787878787879,1993,3,163,False
12,HK,0.7209302325581395,10,14,G.V,41,0.7560975609756098,1993,3,31,False
8,HK,0.9935064935064936,0,2,G.V,153,1.0,1993,3,153,False
2,HK,1.0,0,0,G.V,182,1.0,1993,3,182,False
11,HK,0.7387387387387387,20,9,G.V,61,0.6721311475409836,1993,3,41,False
0,HK,0.47058823529411764,3,6,G.J,7,0.5714285714285714,1993,3,4,False
4,HK,1.0,0,0,G.J,165,1.0,1993,3,165,False
12,HK,0.7710843373493976,9,10,G.J,41,0.7804878048780488,1993,3,32,False
8,HK,1.0,0,0,G.J,153,1.0,1993,3,153,False
2,HK,1.0,0,0,G.J,182,1.0,1993,3,182,False
