class_id,dataset,f1,fn,fp,method,n,recall,seed,task,tp,zero_recall
6,ISIC,0.96,2,0,G.R-no-gate,26,0.9230769230769231,1993,3,24,False
4,ISIC,0.5274725274725275,17,26,G.R-identity,41,0.5853658536585366,1993,3,24,False
0,ISIC,0.8817204301075269,3,8,G.R-identity,44,0.9318181818181818,1993,3,41,False
3,ISIC,0.675,13,13,G.R-identity,40,0.675,1993,3,27,False
7,ISIC,0.6842105263157895,11,1,G.R-identity,24,0.5416666666666666,1993,3,13,False
5,ISIC,0.5277777777777778,18,16,G.R-identity,37,0.5135135135135135,1993,3,19,False
6,ISIC,0.96,2,0,G.R-identity,26,0.9230769230769231,1993,3,24,False
4,ISIC,0.5274725274725275,17,26,G.R-zero-prior,41,0.5853658536585366,1993,3,24,False
0,ISIC,0.8817204301075269,3,8,G.R-zero-prior,44,0.9318181818181818,1993,3,41,False
3,ISIC,0.675,13,13,G.R-zero-prior,40,0.675,1993,3,27,False
7,ISIC,0.6842105263157895,11,1,G.R-zero-prior,24,0.5416666666666666,1993,3,13,False
5,ISIC,0.5277777777777778,18,16,G.R-zero-prior,37,0.5135135135135135,1993,3,19,False
6,ISIC,0.96,2,0,G.R-zero-prior,26,0.9230769230769231,1993,3,24,False
4,ISIC,0.5591397849462365,15,26,G.L-permute,41,0.6341463414634146,1993,3,26,False
0,ISIC,0.8791208791208791,4,7,G.L-permute,44,0.9090909090909091,1993,3,40,False
3,ISIC,0.7160493827160493,11,12,G.L-permute,40,0.725,1993,3,29,False
7,ISIC,0.7027027027027027,11,0,G.L-permute,24,0.5416666666666666,1993,3,13,False
5,ISIC,0.5277777777777778,18,16,G.L-permute,37,0.5135135135135135,1993,3,19,False
6,ISIC,0.96,2,0,G.L-permute,26,0.9230769230769231,1993,3,24,False
4,ISIC,0.0,41,3,G.template-0,41,0.0,1993,3,0,True
0,ISIC,0.2978723404255319,30,36,G.template-0,44,0.3181818181818182,1993,3,14,False
3,ISIC,0.2962962962962963,16,98,G.template-0,40,0.6,1993,3,24,False
7,ISIC,0.0,24,3,G.template-0,24,0.0,1993,3,0,True
5,ISIC,0.031746031746031744,36,25,G.template-0,37,0.02702702702702703,1993,3,1,False
6,ISIC,0.17647058823529413,23,5,G.template-0,26,0.11538461538461539,1993,3,3,False
4,ISIC,0.04081632653061224,40,7,G.template-1,41,0.024390243902439025,1993,3,1,False
0,ISIC,0.48,14,51,G.template-1,44,0.6818181818181818,1993,3,30,False
3,ISIC,0.3275862068965517,21,57,G.template-1,40,0.475,1993,3,19,False
7,ISIC,0.0,24,10,G.template-1,24,0.0,1993,3,0,True
5,ISIC,0.0967741935483871,34,22,G.template-1,37,0.08108108108108109,1993,3,3,False
6,ISIC,0.10526315789473684,24,10,G.template-1,26,0.07692307692307693,1993,3,2,False
4,ISIC,0.5376344086021505,16,27,P,41,0.6097560975609756,1993,3,25,False
0,ISIC,0.78,5,17,P,44,0.8863636363636364,1993,3,39,False
3,ISIC,0.5507246376811594,21,10,P,40,0.475,1993,3,19,False
7,ISIC,0.6341463414634146,11,4,P,24,0.5416666666666666,1993,3,13,False
5,ISIC,0.5217391304347826,19,14,P,37,0.4864864864864865,1993,3,18,False
6,ISIC,0.8846153846153846,3,3,P,26,0.8846153846153846,1993,3,23,False
4,ISIC,0.5494505494505495,16,25,F,41,0.6097560975609756,1993,3,25,False
0,ISIC,0.8333333333333334,4,12,F,44,0.9090909090909091,1993,3,40,False
3,ISIC,0.6075949367088608,16,15,F,40,0.6,1993,3,24,False
7,ISIC,0.717948717948718,10,1,F,24,0.5833333333333334,1993,3,14,False
5,ISIC,0.5507246376811594,18,13,F,37,0.5135135135135135,1993,3,19,False
6,ISIC,0.96,2,0,F,26,0.9230769230769231,1993,3,24,False
4,ISIC,0.5894736842105263,13,26,F2,41,0.6829268292682927,1993,3,28,False
0,ISIC,0.8,6,13,F2,44,0.8636363636363636,1993,3,38,False
3,ISIC,0.5945945945945946,18,12,F2,40,0.55,1993,3,22,False
7,ISIC,0.6829268292682927,10,3,F2,24,0.5833333333333334,1993,3,14,False
5,ISIC,0.5588235294117647,18,12,F2,37,0.5135135135135135,1993,3,19,False
6,ISIC,0.9411764705882353,2,1,F2,26,0.9230769230769231,1993,3,24,False
4,ISIC,0.4489795918367347,19,35,G.V,41,0.5365853658536586,1993,4,22,False
0,ISIC,0.673469387755102,11,21,G.V,44,0.75,1993,4,33,False
3,ISIC,0.4266666666666667,24,19,G.V,40,0.4,1993,4,16,False
7,ISIC,0.42857142857142855,15,9,G.V,24,0.375,1993,4,9,False
5,ISIC,0.4117647058823529,23,17,G.V,37,0.3783783783783784,1993,4,14,False
6,ISIC,0.8275862068965517,2,8,G.V,26,0.9230769230769231,1993,4,24,False
2,ISIC,0.36363636363636365,32,17,G.V,46,0.30434782608695654,1993,4,14,False
1,ISIC,0.5675675675675675,16,16,G.V,37,0.5675675675675675,1993,4,21,False
4,ISIC,0.4631578947368421,19,32,G.J,41,0.5365853658536586,1993,4,22,False
0,ISIC,0.7291666666666666,9,17,G.J,44,0.7954545454545454,1993,4,35,False
3,ISIC,0.6024096385542169,15,18,G.J,40,0.625,1993,4,25,False
7,ISIC,0.6,12,4,G.J,24,0.5,1993,4,12,False
5,ISIC,0.4864864864864865,19,19,G.J,37,0.4864864864864865,1993,4,18,False
6,ISIC,0.92,3,1,G.J,26,0.8846153846153846,1993,4,23,False
2,ISIC,0.4883720930232558,25,19,G.J,46,0.45652173913043476,1993,4,21,False
1,ISIC,0.6060606060606061,17,9,G.J,37,0.5405405405405406,1993,4,20,False
4,ISIC,0.4752475247524752,17,36,G.J1,41,0.5853658536585366,1993,4,24,False
0,ISIC,0.7216494845360825,9,18,G.J1,44,0.7954545454545454,1993,4,35,False
3,ISIC,0.5897435897435898,17,15,G.J1,40,0.575,1993,4,23,False
7,ISIC,0.6046511627906976,11,6,G.J1,24,0.5416666666666666,1993,4,13,False
5,ISIC,0.5,19,17,G.J1,37,0.4864864864864865,1993,4,18,False
6,ISIC,0.92,3,1,G.J1,26,0.8846153846153846,1993,4,23,False
2,ISIC,0.475,27,15,G.J1,46,0.41304347826086957,1993,4,19,False
1,ISIC,0.5797101449275363,17,12,G.J1,37,0.5405405405405406,1993,4,20,False
4,ISIC,0.0,41,5,G.Z,41,0.0,1993,4,0,True
0,ISIC,0.23636363636363636,31,53,G.Z,44,0.29545454545454547,1993,4,13,False
3,ISIC,0.225,22,102,G.Z,40,0.45,1993,4,18,False
7,ISIC,0.0,24,4,G.Z,24,0.0,1993,4,0,True
5,ISIC,0.09836065573770492,34,21,G.Z,37,0.08108108108108109,1993,4,3,False
6,ISIC,0.14285714285714285,23,13,G.Z,26,0.11538461538461539,1993,4,3,False
2,ISIC,0.04,45,3,G.Z,46,0.021739130434782608,1993,4,1,False
1,ISIC,0.3225806451612903,22,41,G.Z,37,0.40540540540540543,1993,4,15,False
4,ISIC,0.46938775510204084,18,34,G.L,41,0.5609756097560976,1993,4,23,False
0,ISIC,0.75,8,16,G.L,44,0.8181818181818182,1993,4,36,False
3,ISIC,0.5977011494252874,14,21,G.L,40,0.65,1993,4,26,False
7,ISIC,0.6,12,4,G.L,24,0.5,1993,4,12,False
5,ISIC,0.5,19,17,G.L,37,0.4864864864864865,1993,4,18,False
6,ISIC,0.92,3,1,G.L,26,0.8846153846153846,1993,4,23,False
2,ISIC,0.475,27,15,G.L,46,0.41304347826086957,1993,4,19,False
1,ISIC,0.6268656716417911,16,9,G.L,37,0.5675675675675675,1993,4,21,False
4,ISIC,0.4631578947368421,19,32,G.R,41,0.5365853658536586,1993,4,22,False
0,ISIC,0.7291666666666666,9,17,G.R,44,0.7954545454545454,1993,4,35,False
3,ISIC,0.6024096385542169,15,18,G.R,40,0.625,1993,4,25,False
7,ISIC,0.6,12,4,G.R,24,0.5,1993,4,12,False
5,ISIC,0.4864864864864865,19,19,G.R,37,0.4864864864864865,1993,4,18,False
6,ISIC,0.92,3,1,G.R,26,0.8846153846153846,1993,4,23,False
2,ISIC,0.4883720930232558,25,19,G.R,46,0.45652173913043476,1993,4,21,False
1,ISIC,0.6060606060606061,17,9,G.R,37,0.5405405405405406,1993,4,20,False
4,ISIC,0.4583333333333333,19,33,G.R-no-gate,41,0.5365853658536586,1993,4,22,False
0,ISIC,0.7291666666666666,9,17,G.R-no-gate,44,0.7954545454545454,1993,4,35,False
3,ISIC,0.6097560975609756,15,17,G.R-no-gate,40,0.625,1993,4,25,False
7,ISIC,0.5853658536585366,12,5,G.R-no-gate,24,0.5,1993,4,12,False
5,ISIC,0.5,19,17,G.R-no-gate,37,0.4864864864864865,1993,4,18,False
6,ISIC,0.92,3,1,G.R-no-gate,26,0.8846153846153846,1993,4,23,False
2,ISIC,0.5057471264367817,24,19,G.R-no-gate,46,0.4782608695652174,1993,4,22,False
1,ISIC,0.6060606060606061,17,9,G.R-no-gate,37,0.5405405405405406,1993,4,20,False
4,ISIC,0.4631578947368421,19,32,G.R-identity,41,0.5365853658536586,1993,4,22,False
0,ISIC,0.7291666666666666,9,17,G.R-identity,44,0.7954545454545454,1993,4,35,False
3,ISIC,0.6024096385542169,15,18,G.R-identity,40,0.625,1993,4,25,False
7,ISIC,0.6,12,4,G.R-identity,24,0.5,1993,4,12,False
5,ISIC,0.4864864864864865,19,19,G.R-identity,37,0.4864864864864865,1993,4,18,False
6,ISIC,0.92,3,1,G.R-identity,26,0.8846153846153846,1993,4,23,False
2,ISIC,0.4883720930232558,25,19,G.R-identity,46,0.45652173913043476,1993,4,21,False
1,ISIC,0.6060606060606061,17,9,G.R-identity,37,0.5405405405405406,1993,4,20,False
4,ISIC,0.4631578947368421,19,32,G.R-zero-prior,41,0.5365853658536586,1993,4,22,False
0,ISIC,0.7291666666666666,9,17,G.R-zero-prior,44,0.7954545454545454,1993,4,35,False
3,ISIC,0.6024096385542169,15,18,G.R-zero-prior,40,0.625,1993,4,25,False
7,ISIC,0.6,12,4,G.R-zero-prior,24,0.5,1993,4,12,False
5,ISIC,0.4864864864864865,19,19,G.R-zero-prior,37,0.4864864864864865,1993,4,18,False
6,ISIC,0.92,3,1,G.R-zero-prior,26,0.8846153846153846,1993,4,23,False
2,ISIC,0.4883720930232558,25,19,G.R-zero-prior,46,0.45652173913043476,1993,4,21,False
1,ISIC,0.6060606060606061,17,9,G.R-zero-prior,37,0.5405405405405406,1993,4,20,False
4,ISIC,0.49504950495049505,16,35,G.L-permute,41,0.6097560975609756,1993,4,25,False
0,ISIC,0.7472527472527473,10,13,G.L-permute,44,0.7727272727272727,1993,4,34,False
3,ISIC,0.6075949367088608,16,15,G.L-permute,40,0.6,1993,4,24,False
7,ISIC,0.5714285714285714,12,6,G.L-permute,24,0.5,1993,4,12,False
5,ISIC,0.4675324675324675,19,22,G.L-permute,37,0.4864864864864865,1993,4,18,False
6,ISIC,0.92,3,1,G.L-permute,26,0.8846153846153846,1993,4,23,False
2,ISIC,0.48717948717948717,27,13,G.L-permute,46,0.41304347826086957,1993,4,19,False
1,ISIC,0.6388888888888888,14,12,G.L-permute,37,0.6216216216216216,1993,4,23,False
4,ISIC,0.0,41,2,G.template-0,41,0.0,1993,4,0,True
0,ISIC,0.22,33,45,G.template-0,44,0.25,1993,4,11,False
3,ISIC,0.20994475138121546,21,122,G.template-0,40,0.475,1993,4,19,False
7,ISIC,0.0,24,3,G.template-0,24,0.0,1993,4,0,True
5,ISIC,0.03636363636363636,36,17,G.template-0,37,0.02702702702702703,1993,4,1,False
6,ISIC,0.17142857142857143,23,6,G.template-0,26,0.11538461538461539,1993,4,3,False
2,ISIC,0.0,46,0,G.template-0,46,0.0,1993,4,0,True
1,ISIC,0.3106796116504854,21,50,G.template-0,37,0.43243243243243246,1993,4,16,False
4,ISIC,0.037037037037037035,40,12,G.template-1,41,0.024390243902439025,1993,4,1,False
0,ISIC,0.296875,25,65,G.template-1,44,0.4318181818181818,1993,4,19,False
3,ISIC,0.2537313432835821,23,77,G.template-1,40,0.425,1993,4,17,False
7,ISIC,0.0,24,11,G.template-1,24,0.0,1993,4,0,True
5,ISIC,0.07017543859649122,35,18,G.template-1,37,0.05405405405405406,1993,4,2,False
6,ISIC,0.10256410256410256,24,11,G.template-1,26,0.07692307692307693,1993,4,2,False
2,ISIC,0.2222222222222222,39,10,G.template-1,46,0.15217391304347827,1993,4,7,False
1,ISIC,0.3,25,31,G.template-1,37,0.32432432432432434,1993,4,12,False
4,ISIC,0.46,18,36,P,41,0.5609756097560976,1993,4,23,False
0,ISIC,0.673469387755102,11,21,P,44,0.75,1993,4,33,False
3,ISIC,0.36619718309859156,27,18,P,40,0.325,1993,4,13,False
7,ISIC,0.5581395348837209,12,7,P,24,0.5,1993,4,12,False
5,ISIC,0.42105263157894735,21,23,P,37,0.43243243243243246,1993,4,16,False
6,ISIC,0.9230769230769231,2,2,P,26,0.9230769230769231,1993,4,24,False
2,ISIC,0.5,26,14,P,46,0.43478260869565216,1993,4,20,False
1,ISIC,0.5428571428571428,18,14,P,37,0.5135135135135135,1993,4,19,False
4,ISIC,0.4807692307692308,16,38,F,41,0.6097560975609756,1993,4,25,False
0,ISIC,0.7070707070707071,9,20,F,44,0.7954545454545454,1993,4,35,False
3,ISIC,0.5066666666666667,21,16,F,40,0.475,1993,4,19,False
7,ISIC,0.6046511627906976,11,6,F,24,0.5416666666666666,1993,4,13,False
5,ISIC,0.4722222222222222,20,18,F,37,0.4594594594594595,1993,4,17,False
6,ISIC,0.92,3,1,F,26,0.8846153846153846,1993,4,23,False
2,ISIC,0.475,27,15,F,46,0.41304347826086957,1993,4,19,False
1,ISIC,0.5970149253731343,17,10,F,37,0.5405405405405406,1993,4,20,False
4,ISIC,0.48598130841121495,15,40,F2,41,0.6341463414634146,1993,4,26,False
0,ISIC,0.68,10,22,F2,44,0.7727272727272727,1993,4,34,False
3,ISIC,0.4444444444444444,24,16,F2,40,0.4,1993,4,16,False
7,ISIC,0.6222222222222222,10,7,F2,24,0.5833333333333334,1993,4,14,False
5,ISIC,0.5070422535211268,19,16,F2,37,0.4864864864864865,1993,4,18,False
6,ISIC,0.92,3,1,F2,26,0.8846153846153846,1993,4,23,False
2,ISIC,0.48717948717948717,27,13,F2,46,0.41304347826086957,1993,4,19,False
1,ISIC,0.5671641791044776,18,11,F2,37,0.5135135135135135,1993,4,19,False
3,ISIC,0.8636363636363636,2,10,G.V,40,0.95,1994,1,38,False
7,ISIC,0.7,10,2,G.V,24,0.5833333333333334,1994,1,14,False
3,ISIC,0.8602150537634409,0,13,G.J,40,1.0,1994,1,40,False
7,ISIC,0.6285714285714286,13,0,G.J,24,0.4583333333333333,1994,1,11,False
3,ISIC,0.8764044943820225,1,10,G.J1,40,0.975,1994,1,39,False
7,ISIC,0.717948717948718,10,1,G.J1,24,0.5833333333333334,1994,1,14,False
3,ISIC,0.7474747474747475,3,22,G.Z,40,0.925,1994,1,37,False
7,ISIC,0.13793103448275862,22,3,G.Z,24,0.08333333333333333,1994,1,2,False
3,ISIC,0.8602150537634409,0,13,G.L,40,1.0,1994,1,40,False
7,ISIC,0.6285714285714286,13,0,G.L,24,0.4583333333333333,1994,1,11,False
3,ISIC,0.8602150537634409,0,13,G.R,40,1.0,1994,1,40,False
7,ISIC,0.6285714285714286,13,0,G.R,24,0.4583333333333333,1994,1,11,False
3,ISIC,0.8602150537634409,0,13,G.R-no-gate,40,1.0,1994,1,40,False
7,ISIC,0.6285714285714286,13,0,G.R-no-gate,24,0.4583333333333333,1994,1,11,False
3,ISIC,0.8602150537634409,0,13,G.R-identity,40,1.0,1994,1,40,False
7,ISIC,0.6285714285714286,13,0,G.R-identity,24,0.4583333333333333,1994,1,11,False
3,ISIC,0.8602150537634409,0,13,G.R-zero-prior,40,1.0,1994,1,40,False
7,ISIC,0.6285714285714286,13,0,G.R-zero-prior,24,0.4583333333333333,1994,1,11,False
3,ISIC,0.8791208791208791,0,11,G.L-permute,40,1.0,1994,1,40,False
7,ISIC,0.7027027027027027,11,0,G.L-permute,24,0.5416666666666666,1994,1,13,False
3,ISIC,0.7524752475247525,2,23,G.template-0,40,0.95,1994,1,38,False
7,ISIC,0.07407407407407407,23,2,G.template-0,24,0.041666666666666664,1994,1,1,False
3,ISIC,0.7291666666666666,5,21,G.template-1,40,0.875,1994,1,35,False
7,ISIC,0.1875,21,5,G.template-1,24,0.125,1994,1,3,False
3,ISIC,0.8666666666666667,1,11,P,40,0.975,1994,1,39,False
7,ISIC,0.6842105263157895,11,1,P,24,0.5416666666666666,1994,1,13,False
3,ISIC,0.8571428571428571,1,12,F,40,0.975,1994,1,39,False
7,ISIC,0.6486486486486487,12,1,F,24,0.5,1994,1,12,False
