ba_difference_pp,candidate,comparator,current_ba_difference_pp,dataset,hm_difference_pp,macro_f1_difference_pp,old_ba_difference_pp,seed,tail_ba_difference_pp,task
-6.790540540540535,B.Z,G.Z,-6.790540540540535,ISIC,nan,-9.380000532123145,nan,1995,nan,1
8.46071158571159,B.Z,G.Z,38.37412587412587,ISIC,8.760989366626216,8.881242564077906,-21.45270270270271,1995,65.38461538461539,2
13.843658813171016,B.Z,G.Z,23.82992748846408,ISIC,26.032900362307743,16.699108750745296,8.85052447552448,1995,61.53846153846153,3
6.126053576676591,B.Z,G.Z,16.757246376811597,ISIC,18.764066325872335,8.813267293134883,2.5823226432982516,1995,20.352564102564102,4
0.0,G.L,G.J,0.0,ISIC,nan,0.0,nan,1993,nan,1
0.0,G.L,G.J,0.0,ISIC,0.0,0.0,0.0,1993,0.0,2
0.47373038226696806,G.L,G.J,-1.3513513513513375,ISIC,0.058755354693218464,0.4843196297933394,1.386271249076132,1993,-2.083333333333337,3
0.6958285348396709,G.L,G.J,-0.8225616921269108,ISIC,-0.07307299591794436,0.5412648830130706,1.2019586104951907,1993,0.0,4
0.0,G.L,G.J,0.0,ISIC,nan,0.0,nan,1994,0.0,1
-2.327098439903308,G.L,G.J,-2.570863546473301,ISIC,-2.4358980525911123,-2.5676510115869466,-2.083333333333326,1994,-4.166666666666669,2
1.6565040650406537,G.L,G.J,-1.3513513513513487,ISIC,1.4513292454980342,1.5846044918231161,3.1604317732366494,1994,0.0,3
1.0983264088380684,G.L,G.J,0.8361204013377921,ISIC,1.0470736261178004,0.7918896078866977,1.1857284113381605,1994,1.9230769230769273,4
0.0,G.L,G.J,0.0,ISIC,nan,0.0,nan,1995,nan,1
-0.6756756756756799,G.L,G.J,0.0,ISIC,-0.7332357776854481,-0.7096476250006312,-1.3513513513513598,1995,0.0,2
-0.45045045045044585,G.L,G.J,0.0,ISIC,-0.23708373484883083,-0.4468063549702084,-0.6756756756756688,1995,0.0,3
-1.264843847028374,G.L,G.J,-7.427536231884058,ISIC,-4.809759041860451,-1.2014813084648357,0.7893869479235205,1995,-4.1666666666666625,4
0.0,G.R,G.J,0.0,ISIC,nan,0.0,nan,1993,nan,1
1.041666666666663,G.R,G.J,2.083333333333337,ISIC,1.3019975734032352,1.094409015757336,0.0,1993,4.1666666666666625,2
0.0,G.R,G.J,0.0,ISIC,0.0,0.0,0.0,1993,0.0,3
0.0,G.R,G.J,0.0,ISIC,0.0,0.0,0.0,1993,0.0,4
0.0,G.R,G.J,0.0,ISIC,nan,0.0,nan,1994,0.0,1
0.0,G.R,G.J,0.0,ISIC,0.0,0.0,0.0,1994,0.0,2
0.0,G.R,G.J,0.0,ISIC,0.0,0.0,0.0,1994,0.0,3
0.0,G.R,G.J,0.0,ISIC,0.0,0.0,0.0,1994,0.0,4
0.0,G.R,G.J,0.0,ISIC,nan,0.0,nan,1995,nan,1
0.0,G.R,G.J,0.0,ISIC,0.0,0.0,0.0,1995,0.0,2
0.0,G.R,G.J,0.0,ISIC,0.0,0.0,0.0,1995,0.0,3
0.0,G.R,G.J,0.0,ISIC,0.0,0.0,0.0,1995,0.0,4
0.0,G.J,F,0.0,ISIC,nan,0.0,nan,1993,nan,1
-0.7044530672579485,G.J,F,2.083333333333326,ISIC,0.08555297065273582,-0.40089368032721895,-3.492239467849223,1993,-8.333333333333337,2
0.527839369302785,G.J,F,0.0,ISIC,0.41816045158733495,0.6188181091833389,0.7917590539541774,1993,-2.083333333333326,3
1.3208486190326107,G.J,F,2.1739130434782594,ISIC,1.7795992719455644,1.65323088294268,1.0364938108840538,1993,-2.083333333333326,4
-0.8333333333333415,G.J,F,-0.8333333333333415,ISIC,nan,-0.8502511728318174,nan,1994,-4.166666666666669,1
-4.430619644034284,G.J,F,-6.3612392880685595,ISIC,-4.905707463921704,-4.804241997588699,-2.500000000000002,1994,-12.499999999999995,2
3.24036342329026,G.J,F,6.326781326781328,ISIC,3.504856712740345,3.4043753209414773,1.6971544715447262,1994,-8.333333333333332,3
2.004407945884623,G.J,F,4.096989966555187,ISIC,2.5069203904264703,2.6799316367397408,1.3068806056610982,1994,-4.326923076923073,4
1.2499999999999956,G.J,F,1.2499999999999956,ISIC,nan,1.2886018930322707,nan,1995,nan,1
0.28846153846153744,G.J,F,-1.9230769230769162,ISIC,0.5163351338452582,0.6325921981722105,2.500000000000002,1995,-3.8461538461538436,2
2.7321590736224866,G.J,F,0.13183915622940745,ISIC,1.5383763828178632,3.1805302986189776,4.032319032319032,1995,-3.8461538461538547,3
-0.9866145994194775,G.J,F,-4.166666666666669,ISIC,-2.5227984612192222,-0.9614220682505725,0.07340275632958804,1995,-6.08974358974359,4
0.0,G.J1,F2,0.0,ISIC,nan,0.0,nan,1993,nan,1
0.22357723577235422,G.J1,F2,1.6666666666666607,ISIC,0.6788898954714906,0.2404078668001408,-1.2195121951219523,1993,-4.166666666666674,2
0.08345651638332896,G.J1,F2,0.0,ISIC,0.06696510375406861,0.4430127849731069,0.12518477457500454,1993,-2.083333333333326,3
1.6788393160344306,G.J1,F2,1.3513513513513598,ISIC,1.5394940698807758,1.899600148342595,1.7880019709287986,1993,-2.083333333333348,4
4.583333333333329,G.J1,F2,4.583333333333329,ISIC,nan,5.172206071082474,nan,1994,4.166666666666674,1
1.8548121292023656,G.J1,F2,-3.790375741595259,ISIC,0.5412622517973031,1.8605489389820873,7.499999999999996,1994,0.0,2
3.067690750617569,G.J1,F2,4.975429975429979,ISIC,3.2961746060560904,3.3528382586816896,2.113821138211369,1994,-4.1666666666666625,3
1.6282812226608656,G.J1,F2,5.183946488294322,ISIC,2.384986179030435,2.3463173287410655,0.44305946744969127,1994,-4.326923076923084,4
3.851351351351351,G.J1,F2,3.851351351351351,ISIC,nan,3.885089427326871,nan,1995,nan,1
0.23778586278586644,G.J1,F2,-1.9230769230769273,ISIC,0.6742038978671983,0.4969035237291419,2.398648648648649,1995,-3.8461538461538436,2
4.469696969696968,G.J1,F2,0.0,ISIC,2.719875705318575,4.87432328380245,6.704545454545463,1995,0.0,3
-1.3684636891821533,G.J1,F2,-1.992753623188409,ISIC,-1.6940668429011874,-0.987914516546029,-1.1603670445133996,1995,-6.08974358974359,4
0.0,G.R-no-gate,G.R,0.0,ISIC,nan,0.0,nan,1993,nan,1
0.0,G.R-no-gate,G.R,0.0,ISIC,0.0,0.0,0.0,1993,0.0,2
0.45045045045045695,G.R-no-gate,G.R,1.3513513513513598,ISIC,0.6363779708335904,0.4338038927079957,0.0,1993,0.0,3
0.27173913043477826,G.R-no-gate,G.R,1.0869565217391353,ISIC,0.6785803362396092,0.2347037273603303,0.0,1993,0.0,4
0.0,G.R-no-gate,G.R,0.0,ISIC,nan,0.0,nan,1994,0.0,1
2.083333333333337,G.R-no-gate,G.R,0.0,ISIC,1.518700614614077,2.3112128146453026,4.166666666666674,1994,8.333333333333332,2
0.0,G.R-no-gate,G.R,0.0,ISIC,0.0,0.0,0.0,1994,0.0,3
0.0,G.R-no-gate,G.R,0.0,ISIC,-1.1102230246251565e-14,-0.10980473773714028,-1.1102230246251565e-14,1994,0.0,4
0.0,G.R-no-gate,G.R,0.0,ISIC,nan,0.0,nan,1995,nan,1
0.0,G.R-no-gate,G.R,0.0,ISIC,0.0,0.0,0.0,1995,0.0,2
0.6410256410256499,G.R-no-gate,G.R,0.0,ISIC,0.33312503813706096,0.4948228662318255,0.9615384615384692,1995,3.8461538461538547,3
0.0,G.R-no-gate,G.R,0.0,ISIC,0.0,0.0,0.0,1995,0.0,4
0.0,G.R-identity,G.R,0.0,ISIC,nan,0.0,nan,1993,nan,1
0.0,G.R-identity,G.R,0.0,ISIC,0.0,0.0,0.0,1993,0.0,2
0.0,G.R-identity,G.R,0.0,ISIC,0.0,0.0,0.0,1993,0.0,3
0.0,G.R-identity,G.R,0.0,ISIC,0.0,0.0,0.0,1993,0.0,4
0.0,G.R-identity,G.R,0.0,ISIC,nan,0.0,nan,1994,0.0,1
0.0,G.R-identity,G.R,0.0,ISIC,0.0,0.0,0.0,1994,0.0,2
0.0,G.R-identity,G.R,0.0,ISIC,0.0,0.0,0.0,1994,0.0,3
0.0,G.R-identity,G.R,0.0,ISIC,0.0,0.0,0.0,1994,0.0,4
0.0,G.R-identity,G.R,0.0,ISIC,nan,0.0,nan,1995,nan,1
0.0,G.R-identity,G.R,0.0,ISIC,0.0,0.0,0.0,1995,0.0,2
0.0,G.R-identity,G.R,0.0,ISIC,0.0,0.0,0.0,1995,0.0,3
0.0,G.R-identity,G.R,0.0,ISIC,0.0,0.0,0.0,1995,0.0,4
0.0,G.R-zero-prior,G.R,0.0,ISIC,nan,0.0,nan,1993,nan,1
0.0,G.R-zero-prior,G.R,0.0,ISIC,0.0,0.0,0.0,1993,0.0,2
0.0,G.R-zero-prior,G.R,0.0,ISIC,0.0,0.0,0.0,1993,0.0,3
0.0,G.R-zero-prior,G.R,0.0,ISIC,0.0,0.0,0.0,1993,0.0,4
0.0,G.R-zero-prior,G.R,0.0,ISIC,nan,0.0,nan,1994,0.0,1
0.0,G.R-zero-prior,G.R,0.0,ISIC,0.0,0.0,0.0,1994,0.0,2
0.0,G.R-zero-prior,G.R,0.0,ISIC,0.0,0.0,0.0,1994,0.0,3
0.0,G.R-zero-prior,G.R,0.0,ISIC,0.0,0.0,0.0,1994,0.0,4
0.0,G.R-zero-prior,G.R,0.0,ISIC,nan,0.0,nan,1995,nan,1
0.0,G.R-zero-prior,G.R,0.0,ISIC,0.0,0.0,0.0,1995,0.0,2
0.0,G.R-zero-prior,G.R,0.0,ISIC,0.0,0.0,0.0,1995,0.0,3
0.0,G.R-zero-prior,G.R,0.0,ISIC,0.0,0.0,0.0,1995,0.0,4
0.0,G.L,G.L-permute,0.0,ISIC,nan,0.0,nan,1993,nan,1
-0.6249999999999978,G.L,G.L-permute,-1.2500000000000067,ISIC,-0.7856234029817277,-0.5982905982906073,0.0,1993,0.0,2
-0.793823202359778,G.L,G.L-permute,-1.3513513513513375,ISIC,-0.9263810729227329,-0.9925014633737406,-0.5150591278639927,1993,-2.083333333333337,3
-0.09224995505482392,G.L,G.L-permute,-2.7027027027026973,ISIC,-1.408198090699475,0.05034965284501647,0.7779009608277931,1993,0.0,4
-4.1666666666666625,G.L,G.L-permute,-4.1666666666666625,ISIC,nan,-4.65185497443561,nan,1994,-8.333333333333332,1
-3.1604317732366494,G.L,G.L-permute,-2.570863546473301,ISIC,-3.0567336726715078,-3.8949381911438263,-3.749999999999998,1994,-12.5,2
0.755603164139762,G.L,G.L-permute,-4.0540540540540455,ISIC,0.46945888296739957,0.4717486782505942,3.1604317732366494,1994,0.0,3
1.5205781095892434,G.L,G.L-permute,-0.2508361204013321,ISIC,1.1543589433086088,1.0774439416034953,2.1110495195861056,1994,1.9230769230769273,4
1.2499999999999956,G.L,G.L-permute,1.2499999999999956,ISIC,nan,1.2886018930322707,nan,1995,nan,1
0.1783689283689216,G.L,G.L-permute,3.0594405594405627,ISIC,0.01797240253285093,0.014187165272294688,-2.7027027027027084,1995,3.8461538461538436,2
0.5416468831102916,G.L,G.L-permute,-1.2195121951219412,ISIC,-0.2922686584785228,0.4266517161218508,1.4222264222264247,1995,3.8461538461538436,3
-0.9372383000431861,G.L,G.L-permute,-4.166666666666669,ISIC,-2.9024283196560696,-0.9894928371366629,0.13923782216465064,1995,-2.2435897435897467,4
-11.363636363636353,G.template-0,G.template-1,-11.363636363636353,ISIC,nan,-11.648059434379688,nan,1993,nan,1
-5.878603104212865,G.template-0,G.template-1,10.000000000000004,ISIC,-6.154594295638393,-7.195558844829591,-21.75720620842572,1993,0.0,2
-4.643652052188635,G.template-0,G.template-1,-0.7796257796257797,ISIC,-1.5960907526097856,-4.1342438027855675,-6.575665188470064,1993,1.9230769230769231,3
-2.360496490268499,G.template-0,G.template-1,-2.203290246768508,ISIC,-2.425158084997239,-4.177357160994082,-2.412898571435154,1993,1.9230769230769231,4
-0.41666666666667074,G.template-0,G.template-1,-0.41666666666667074,ISIC,nan,-4.505867253392005,nan,1994,-8.333333333333334,1
-1.1277741155789944,G.template-0,G.template-1,-3.9222148978246536,ISIC,-6.263069836363136,-3.883863277245625,1.6666666666666663,1994,-4.166666666666666,2
-1.7025728611094442,G.template-0,G.template-1,-3.6855036855036882,ISIC,-1.284486238633706,-3.2138900149888574,-0.7111074489123265,1994,0.0,3
-2.3604964902684933,G.template-0,G.template-1,-5.685618729096991,ISIC,-5.893071999993553,-4.177357160994083,-1.2521224106589957,1994,1.9230769230769231,4
-8.952702702702709,G.template-0,G.template-1,-8.952702702702709,ISIC,nan,-8.912592962246757,nan,1995,nan,1
-2.5122850122850093,G.template-0,G.template-1,-10.227272727272723,ISIC,-7.948797703638016,-3.345455518219409,5.202702702702711,1995,0.0,2
-1.4782138867504706,G.template-0,G.template-1,-3.9222148978246536,ISIC,-6.465357209255296,-2.209854855411769,-0.2562133812133771,1995,3.8461538461538463,3
-2.3604964902684933,G.template-0,G.template-1,-7.608695652173914,ISIC,-11.342908631979604,-4.17735716099408,-0.6110967696333514,1995,1.9230769230769231,4
-1.2195121951219523,B.L,B.J,-1.2195121951219523,ISIC,nan,-1.1859747144557287,nan,1993,nan,1
0.0,B.L,B.J,0.0,ISIC,0.0,-0.04070166477789794,0.0,1993,0.0,2
0.8231707317073012,B.L,B.J,0.0,ISIC,0.6036023766819554,0.8412076464853424,1.234756097560974,1993,0.0,3
-0.9628378378378377,B.L,B.J,0.0,ISIC,-0.525234458742041,-1.1184378378978455,-1.2837837837837873,1993,0.0,4
2.083333333333337,B.L,B.J,2.083333333333337,ISIC,nan,2.3722700861550705,nan,1994,4.166666666666669,1
-1.285431773236645,B.L,B.J,-2.570863546473301,ISIC,-1.5719787029342847,-1.3572760477397972,0.0,1994,0.0,2
-0.03787878787879784,B.L,B.J,-0.2149877149877133,ISIC,-0.045976480417275756,-0.2485218298217351,0.0506756756756821,1994,0.0,3
-0.2921680115476555,B.L,B.J,-3.2608695652173836,ISIC,-0.9725697110905984,-0.3885493386055039,0.697399173008939,1994,0.0,4
0.0,B.L,B.J,0.0,ISIC,nan,0.0,nan,1995,nan,1
1.243857493857492,B.L,B.J,1.1363636363636354,ISIC,1.252600014879801,1.2843215827705645,1.3513513513513487,1995,0.0,2
-0.7228508143142354,B.L,B.J,-0.13183915622939635,ISIC,-0.44549792230242913,-0.6132285893476808,-1.0183566433566549,1995,-3.8461538461538436,3
2.0755730266599715,B.L,B.J,5.3442028985507095,ISIC,3.230831779132659,2.085373693788073,0.9860297360297365,1995,4.006410256410264,4
0.0,B.R,B.J,0.0,ISIC,nan,0.0,nan,1993,nan,1
0.0,B.R,B.J,0.0,ISIC,0.0,0.0,0.0,1993,0.0,2
0.0,B.R,B.J,0.0,ISIC,0.0,0.0,0.0,1993,0.0,3
-0.33783783783782884,B.R,B.J,-1.3513513513513598,ISIC,-0.827397674165653,-0.3413353483685988,0.0,1993,0.0,4
0.0,B.R,B.J,0.0,ISIC,nan,0.0,nan,1994,0.0,1
0.0,B.R,B.J,0.0,ISIC,0.0,0.0,0.0,1994,0.0,2
0.0,B.R,B.J,0.0,ISIC,0.0,0.0,0.0,1994,0.0,3
0.0,B.R,B.J,0.0,ISIC,0.0,0.0,0.0,1994,0.0,4
0.0,B.R,B.J,0.0,ISIC,nan,0.0,nan,1995,nan,1
0.0,B.R,B.J,0.0,ISIC,0.0,0.0,0.0,1995,0.0,2
0.0,B.R,B.J,0.0,ISIC,0.0,0.0,0.0,1995,0.0,3
0.0,B.R,B.J,0.0,ISIC,0.0,0.0,0.0,1995,0.0,4
0.0,B.J1,F2,0.0,ISIC,nan,0.0,nan,1993,nan,1
4.068274205469324,B.J1,F2,7.08333333333333,ISIC,5.003853466994201,3.9855507922906375,1.0532150776053295,1993,4.1666666666666625,2
-0.982316957926721,B.J1,F2,-5.197505197505192,ISIC,-1.9602641293636536,-0.3635272467627515,1.1252771618625257,1993,-3.8461538461538436,3
2.6379091337999094,B.J1,F2,3.7896592244418326,ISIC,3.2944218908407263,3.1861793992636667,2.253992436919272,1993,-1.9230769230769273,4
-0.8333333333333415,B.J1,F2,-0.8333333333333415,ISIC,nan,-0.7442849548112807,nan,1994,-4.1666666666666625,1
-2.134009009009008,B.J1,F2,-1.3513513513513598,ISIC,-2.039229800039166,-2.058066519324131,-2.9166666666666674,1994,-8.333333333333332,2
0.3615755445023683,B.J1,F2,5.190417690417693,ISIC,0.7247235604856073,0.541905593547698,-2.052845528455288,1994,-8.333333333333332,3
1.3153494960228884,B.J1,F2,1.5886287625418216,ISIC,1.3864909009407178,2.604560795998756,1.224256407183233,1994,-10.096153846153854,4
2.7027027027027084,B.J1,F2,2.7027027027027084,ISIC,nan,2.6224149250465123,nan,1995,nan,1
-0.5655830655830751,B.J1,F2,-4.9825174825174905,ISIC,0.1944989399857988,-0.10959080981527425,3.851351351351351,1995,-7.692307692307699,2
1.6805343634611947,B.J1,F2,-2.4390243902438935,ISIC,0.041876008019237076,2.3571436192618034,3.74031374031375,1995,-7.692307692307699,3
1.4882510561195605,B.J1,F2,7.51811594202898,ISIC,4.109685738240742,2.0870698452889913,-0.521703905850246,1995,-1.7628205128205066,4
0.0,B.R-no-gate,B.R,0.0,ISIC,nan,0.0,nan,1993,nan,1
0.0,B.R-no-gate,B.R,0.0,ISIC,0.0,0.0,0.0,1993,0.0,2
0.0,B.R-no-gate,B.R,0.0,ISIC,0.0,-0.16718195350968745,0.0,1993,0.0,3
-0.33783783783785104,B.R-no-gate,B.R,0.0,ISIC,-0.17791307168819603,-0.31011044707657254,-0.45045045045044585,1993,0.0,4
0.0,B.R-no-gate,B.R,0.0,ISIC,nan,0.0,nan,1994,0.0,1
-0.6756756756756688,B.R-no-gate,B.R,-1.3513513513513487,ISIC,-0.8172565001361987,-0.7369863757260009,0.0,1994,0.0,2
0.0,B.R-no-gate,B.R,0.0,ISIC,0.0,-0.11780220684330933,0.0,1994,0.0,3
0.0,B.R-no-gate,B.R,0.0,ISIC,0.0,0.0,0.0,1994,0.0,4
0.0,B.R-no-gate,B.R,0.0,ISIC,nan,0.0,nan,1995,nan,1
0.0,B.R-no-gate,B.R,0.0,ISIC,0.0,0.0,0.0,1995,0.0,2
0.0,B.R-no-gate,B.R,0.0,ISIC,0.0,0.0,0.0,1995,0.0,3
1.001602564102555,B.R-no-gate,B.R,2.083333333333326,ISIC,1.4015740446703506,0.8558362114255758,0.6410256410256387,1995,4.006410256410264,4
0.0,B.R-identity,B.R,0.0,ISIC,nan,0.0,nan,1993,nan,1
0.0,B.R-identity,B.R,0.0,ISIC,0.0,0.0,0.0,1993,0.0,2
0.0,B.R-identity,B.R,0.0,ISIC,0.0,0.0,0.0,1993,0.0,3
0.0,B.R-identity,B.R,0.0,ISIC,0.0,0.0,0.0,1993,0.0,4
0.0,B.R-identity,B.R,0.0,ISIC,nan,0.0,nan,1994,0.0,1
0.0,B.R-identity,B.R,0.0,ISIC,0.0,0.0,0.0,1994,0.0,2
0.0,B.R-identity,B.R,0.0,ISIC,0.0,0.0,0.0,1994,0.0,3
0.0,B.R-identity,B.R,0.0,ISIC,0.0,0.0,0.0,1994,0.0,4
0.0,B.R-identity,B.R,0.0,ISIC,nan,0.0,nan,1995,nan,1
0.0,B.R-identity,B.R,0.0,ISIC,0.0,0.0,0.0,1995,0.0,2
0.0,B.R-identity,B.R,0.0,ISIC,0.0,0.0,0.0,1995,0.0,3
0.0,B.R-identity,B.R,0.0,ISIC,0.0,0.0,0.0,1995,0.0,4
0.0,B.R-zero-prior,B.R,0.0,ISIC,nan,0.0,nan,1993,nan,1
0.0,B.R-zero-prior,B.R,0.0,ISIC,0.0,0.0,0.0,1993,0.0,2
0.0,B.R-zero-prior,B.R,0.0,ISIC,0.0,0.0,0.0,1993,0.0,3
0.33783783783782884,B.R-zero-prior,B.R,1.3513513513513598,ISIC,0.827397674165653,0.3413353483685988,0.0,1993,0.0,4
0.0,B.R-zero-prior,B.R,0.0,ISIC,nan,0.0,nan,1994,0.0,1
0.0,B.R-zero-prior,B.R,0.0,ISIC,0.0,0.0,0.0,1994,0.0,2
0.0,B.R-zero-prior,B.R,0.0,ISIC,0.0,0.0,0.0,1994,0.0,3
0.0,B.R-zero-prior,B.R,0.0,ISIC,0.0,0.0,0.0,1994,0.0,4
0.0,B.R-zero-prior,B.R,0.0,ISIC,nan,0.0,nan,1995,nan,1
0.0,B.R-zero-prior,B.R,0.0,ISIC,0.0,0.0,0.0,1995,0.0,2
0.0,B.R-zero-prior,B.R,0.0,ISIC,0.0,0.0,0.0,1995,0.0,3
0.0,B.R-zero-prior,B.R,0.0,ISIC,0.0,0.0,0.0,1995,0.0,4
-1.2195121951219523,B.L,B.L-permute,-1.2195121951219523,ISIC,nan,-1.1859747144557287,nan,1993,nan,1
-2.2196045824094623,B.L,B.L-permute,-2.083333333333337,ISIC,-2.223049251915632,-2.16261179920173,-2.3558758314855877,1993,-4.166666666666674,2
-0.010162601626029222,B.L,B.L-permute,0.0,ISIC,-0.007383091310320111,-0.023475593380573034,-0.01524390243903273,1993,0.0,3
-0.2134415035395909,B.L,B.L-permute,0.2643948296122245,ISIC,0.00472770898214403,-0.5407639671889508,-0.3727202812568664,1993,0.0,4
2.083333333333337,B.L,B.L-permute,2.083333333333337,ISIC,nan,2.3722700861550705,nan,1994,4.166666666666669,1
-0.6097560975609762,B.L,B.L-permute,-1.2195121951219523,ISIC,-0.754722202798086,-0.6202896720137963,0.0,1994,0.0,2
-1.772113022113031,B.L,B.L-permute,-2.9176904176904217,ISIC,-1.8513304623287374,-1.9825051183162579,-1.1993243243243246,1994,0.0,3
0.34741989772477666,B.L,B.L-permute,0.0,ISIC,0.2634696459905439,0.501431401198793,0.4632265302997096,1994,2.083333333333337,4
